HOLE_ID,X,Y,Z,LENGTH,TYPE
CH00014,8050.6,14804.8,840.0,4.44,CH
CH00015,8050.4,14807.8,840.0,4.42,CH
CH00016,8051.0,14811.0,840.0,4.57,CH
CH00017,8050.8,14814.0,840.0,4.12,CH
CH00018,8050.5,14817.0,840.0,4.48,CH
CH00019,8049.8,14819.9,840.0,4.38,CH
CH00020,8049.7,14822.9,840.0,4.12,CH
CH00021,8049.3,14825.9,840.0,4.71,CH
CH00022,8048.7,14828.9,840.0,4.79,CH
CH00023,8048.4,14831.9,840.0,3.94,CH
CH00024,8047.6,14834.8,840.0,4.41,CH
CH00025,8047.2,14837.7,840.0,4.76,CH
CH00026,8046.5,14840.7,840.0,3.65,CH
CH00027,8046.4,14843.7,840.0,3.35,CH
CH00028,8045.6,14846.6,840.0,4.37,CH
CH00029,8045.2,14849.6,840.0,3.97,CH
CH00030,8045.3,14852.6,840.0,4.84,CH
CH00031,8044.2,14855.5,840.0,4.67,CH
CH00032,8044.0,14858.5,840.0,3.68,CH
CH00033,8043.6,14861.5,840.0,4.02,CH
CH00034,8043.3,14864.5,840.0,4.15,CH
CH00035,8042.9,14867.4,840.0,3.87,CH
CH00036,8042.0,14870.3,840.0,3.69,CH
CH00037,8041.8,14873.3,840.0,4.74,CH
CH00038,8041.3,14876.3,840.0,4.28,CH
CH00039,8041.0,14879.3,840.0,3.67,CH
CH00040,8040.3,14882.2,840.0,3.62,CH
CH00041,8040.3,14885.3,840.0,3.74,CH
CH00042,8040.1,14888.3,840.0,4.43,CH
CH00043,8038.9,14891.1,840.0,4.35,CH
CH00044,8038.8,14894.1,840.0,4.24,CH
CH00045,8038.2,14897.1,840.0,4.48,CH
CH00046,8038.0,14900.1,840.0,4.43,CH
CH00047,8037.9,14903.1,840.0,3.52,CH
CH00048,8037.4,14906.1,840.0,4.06,CH
CH00049,8037.1,14909.1,840.0,3.92,CH
CH00050,8036.0,14911.9,840.0,3.81,CH
CH00051,8036.0,14915.0,840.0,4.4,CH
CH00052,8035.6,14917.9,840.0,3.27,CH
CH00053,8035.0,14920.9,840.0,4.42,CH
CH00054,8034.9,14923.9,840.0,4.36,CH
CH00055,8033.5,14926.7,840.0,3.97,CH
CH00056,8033.4,14929.7,840.0,4.62,CH
CH00057,8032.8,14932.7,840.0,4.51,CH
CH00058,8032.5,14935.7,840.0,3.53,CH
CH00059,8031.9,14938.6,840.0,4.08,CH
CH00060,8030.9,14941.5,840.0,4.37,CH
CH00061,8030.9,14944.5,840.0,4.58,CH
CH00062,8029.5,14947.3,840.0,4.16,CH
CH00063,8028.8,14950.2,840.0,4.61,CH
CH00064,8028.3,14953.2,840.0,4.34,CH
CH00065,8027.6,14956.1,840.0,4.94,CH
CH00066,8027.7,14959.2,840.0,5.07,CH
CH00067,8027.1,14962.1,840.0,5.35,CH
CH00068,8025.7,14964.9,840.0,4.93,CH
CH00069,8025.3,14967.9,840.0,4.76,CH
CH00070,8024.7,14970.8,840.0,5.08,CH
CH00071,8023.6,14973.7,840.0,4.22,CH
CH00072,8023.4,14976.7,840.0,5.26,CH
CH00073,8022.5,14979.6,840.0,4.7,CH
CH00074,8022.1,14982.6,840.0,4.61,CH
CH00075,8021.8,14985.6,840.0,5.51,CH
CH00076,8021.5,14988.6,840.0,5.46,CH
CH00077,8020.9,14991.5,840.0,4.24,CH
CH00078,8019.8,14994.4,840.0,5.06,CH
CH00079,8020.1,14997.4,840.0,5.13,CH
CH00080,8018.9,15000.3,840.0,4.08,CH
CH00081,8019.0,15003.3,840.0,4.71,CH
CH00082,8018.3,15006.3,840.0,4.17,CH
CH00083,8017.8,15009.2,840.0,4.78,CH
CH00084,8017.3,15012.2,840.0,4.23,CH
CH00085,8016.8,15015.2,840.0,5.28,CH
CH00086,8016.8,15018.2,840.0,5.11,CH
CH00087,8016.7,15021.2,840.0,4.89,CH
CH00088,8016.4,15024.2,840.0,4.25,CH
CH00089,8015.7,15027.1,840.0,4.7,CH
CH00090,8015.0,15030.1,840.0,4.83,CH
CH00091,8014.7,15033.1,840.0,4.26,CH
CH00092,8014.1,15036.0,840.0,4.42,CH
CH00093,8013.9,15039.0,840.0,4.13,CH
CH00094,8013.7,15042.0,840.0,3.73,CH
CH00095,8013.1,15045.0,840.0,4.54,CH
CH00096,8013.1,15048.0,840.0,3.77,CH
CH00097,8012.7,15051.0,840.0,4.27,CH
CH00098,8012.3,15054.0,840.0,4.05,CH
CH00099,8010.9,15056.8,840.0,4.07,CH
CH00100,8010.7,15059.8,840.0,3.8,CH
CH00101,8010.7,15062.8,840.0,4.39,CH
CH00102,8009.9,15065.7,840.0,4.2,CH
CH00103,8009.3,15068.7,840.0,3.99,CH
CH00104,8008.7,15071.6,840.0,5.12,CH
CH00105,8008.2,15074.5,840.0,4.48,CH
CH00106,8007.7,15077.5,840.0,4.41,CH
CH00107,8007.5,15080.5,840.0,5.17,CH
CH00108,8006.4,15083.4,840.0,5.21,CH
CH00109,8006.2,15086.4,840.0,6.09,CH
CH00110,8006.0,15089.4,840.0,6.05,CH
CH00111,8005.1,15092.3,840.0,5.61,CH
CH00112,8004.4,15095.2,840.0,5.52,CH
CH00113,8003.8,15098.1,840.0,6.53,CH
CH00114,8003.7,15101.2,840.0,6.43,CH
CH00115,8002.3,15104.0,840.0,6.5,CH
CH00116,8002.2,15107.0,840.0,4.95,CH
CH00117,8000.9,15109.8,840.0,5.51,CH
CH00118,8000.5,15112.8,840.0,5.85,CH
CH00119,8000.3,15115.8,840.0,4.68,CH
CH00120,7999.2,15118.7,840.0,5.72,CH
CH00121,7998.8,15121.6,840.0,4.88,CH
CH00122,7998.0,15124.5,840.0,4.78,CH
CH00123,7997.3,15127.5,840.0,4.8,CH
CH00124,7997.1,15130.5,840.0,5.14,CH
CH00125,7996.3,15133.4,840.0,5.05,CH
CH00126,7996.6,15136.5,840.0,4.15,CH
CH00127,7995.7,15139.4,840.0,4.37,CH
CH00128,7995.1,15142.3,840.0,4.59,CH
CH00129,7995.2,15145.4,840.0,5.19,CH
CH00130,7994.8,15148.4,840.0,4.68,CH
CH00131,7994.2,15151.3,840.0,4.99,CH
CH00132,7993.8,15154.3,840.0,4.94,CH
CH00133,7993.4,15157.2,840.0,5.96,CH
CH00134,7993.4,15160.3,840.0,6.35,CH
CH00135,7993.0,15163.3,840.0,5.61,CH
CH00136,7993.0,15166.3,840.0,6.09,CH
CH00137,7993.3,15169.4,840.0,7.26,CH
CH00138,7993.0,15172.4,840.0,7.47,CH
CH00139,7992.4,15175.3,840.0,7.35,CH
CH00140,7991.8,15178.3,840.0,8.21,CH
CH00141,7992.1,15181.4,840.0,7.66,CH
CH00142,7991.1,15184.2,840.0,7.51,CH
CH00143,7991.4,15187.4,840.0,7.59,CH
CH00144,7990.5,15190.2,840.0,7.73,CH
CH00145,7989.6,15193.1,840.0,7.94,CH
CH00146,7988.9,15196.1,840.0,7.91,CH
CH00147,7989.1,15199.1,840.0,7.51,CH
CH00148,7988.6,15202.1,840.0,7.37,CH
CH00149,7987.4,15204.9,840.0,6.84,CH
CH00150,7987.3,15208.0,840.0,7.19,CH
CH00151,7986.5,15210.9,840.0,6.56,CH
CH00152,7985.6,15213.7,840.0,5.54,CH
CH00153,7985.0,15216.7,840.0,5.99,CH
CH00154,7984.8,15219.7,840.0,6.14,CH
CH00155,7984.1,15222.6,840.0,6.15,CH
CH00156,7983.0,15225.5,840.0,5.91,CH
CH00157,7982.8,15228.5,840.0,5.81,CH
CH00158,7981.7,15231.3,840.0,4.7,CH
CH00159,7981.7,15234.4,840.0,5.67,CH
CH00160,7981.1,15237.3,840.0,4.16,CH
CH00161,7980.6,15240.3,840.0,4.16,CH
CH00162,8001.9,14823.7,840.0,3.47,CH
CH00163,8001.4,14826.6,840.0,4.0,CH
CH00164,8001.1,14829.6,840.0,3.2,CH
CH00165,8001.5,14832.7,840.0,3.62,CH
CH00166,8000.7,14835.6,840.0,3.02,CH
CH00167,8000.4,14838.6,840.0,3.21,CH
CH00168,8000.0,14841.6,840.0,4.32,CH
CH00169,8000.0,14844.6,840.0,3.53,CH
CH00170,7999.4,14847.6,840.0,4.43,CH
CH00171,7998.6,14850.5,840.0,3.93,CH
CH00172,7998.1,14853.4,840.0,3.9,CH
CH00173,7997.9,14856.4,840.0,4.39,CH
CH00174,7996.7,14859.3,840.0,3.31,CH
CH00175,7996.4,14862.3,840.0,3.1,CH
CH00176,7995.7,14865.2,840.0,3.51,CH
CH00177,7994.9,14868.1,840.0,4.59,CH
CH00178,7994.4,14871.1,840.0,3.59,CH
CH00179,7993.9,14874.0,840.0,3.77,CH
CH00180,7992.8,14876.9,840.0,4.71,CH
CH00181,7992.4,14879.9,840.0,4.53,CH
CH00182,7991.5,14882.7,840.0,4.36,CH
CH00183,7991.2,14885.7,840.0,4.82,CH
CH00184,7990.2,14888.6,840.0,3.67,CH
CH00185,7990.2,14891.7,840.0,3.56,CH
CH00186,7990.0,14894.7,840.0,4.65,CH
CH00187,7989.3,14897.6,840.0,4.61,CH
CH00188,7988.6,14900.5,840.0,3.54,CH
CH00189,7988.0,14903.4,840.0,4.43,CH
CH00190,7988.0,14906.5,840.0,4.61,CH
CH00191,7987.4,14909.4,840.0,4.07,CH
CH00192,7987.2,14912.4,840.0,4.7,CH
CH00193,7986.7,14915.4,840.0,4.8,CH
CH00194,7986.5,14918.4,840.0,3.99,CH
CH00195,7986.8,14921.5,840.0,3.68,CH
CH00196,7986.2,14924.5,840.0,3.32,CH
CH00197,7986.2,14927.5,840.0,4.02,CH
CH00198,7986.0,14930.5,840.0,4.01,CH
CH00199,7985.5,14933.5,840.0,3.97,CH
CH00200,7986.1,14936.6,840.0,3.78,CH
CH00201,7985.3,14939.5,840.0,4.15,CH
CH00202,7985.1,14942.5,840.0,4.23,CH
CH00203,7985.2,14945.6,840.0,3.9,CH
CH00204,7984.6,14948.5,840.0,4.24,CH
CH00205,7984.1,14951.5,840.0,4.48,CH
CH00206,7983.6,14954.5,840.0,3.59,CH
CH00207,7983.3,14957.5,840.0,3.93,CH
CH00208,7983.2,14960.5,840.0,4.31,CH
CH00209,7982.4,14963.4,840.0,4.35,CH
CH00210,7982.1,14966.4,840.0,3.65,CH
CH00211,7981.7,14969.4,840.0,4.27,CH
CH00212,7981.2,14972.3,840.0,4.45,CH
CH00213,7979.9,14975.1,840.0,5.14,CH
CH00214,7980.0,14978.2,840.0,4.8,CH
CH00215,7978.7,14981.0,840.0,4.61,CH
CH00216,7978.2,14984.0,840.0,5.32,CH
CH00217,7977.3,14986.9,840.0,4.53,CH
CH00218,7976.8,14989.8,840.0,4.1,CH
CH00219,7975.6,14992.7,840.0,4.22,CH
CH00220,7974.4,14995.5,840.0,3.86,CH
CH00221,7974.0,14998.5,840.0,3.74,CH
CH00222,7973.3,15001.4,840.0,4.9,CH
CH00223,7972.3,15004.3,840.0,4.77,CH
CH00224,7971.6,15007.2,840.0,4.91,CH
CH00225,7970.1,15010.0,840.0,4.86,CH
CH00226,7969.6,15012.9,840.0,4.52,CH
CH00227,7968.7,15015.8,840.0,4.05,CH
CH00228,7968.3,15018.8,840.0,3.99,CH
CH00229,7967.3,15021.7,840.0,3.41,CH
CH00230,7966.3,15024.5,840.0,4.36,CH
CH00231,7966.1,15027.5,840.0,4.63,CH
CH00232,7964.8,15030.3,840.0,4.79,CH
CH00233,7964.4,15033.3,840.0,4.56,CH
CH00234,7963.7,15036.3,840.0,4.58,CH
CH00235,7962.8,15039.1,840.0,3.74,CH
CH00236,7961.5,15042.0,840.0,3.38,CH
CH00237,7960.8,15044.9,840.0,4.14,CH
CH00238,7960.1,15047.8,840.0,4.35,CH
CH00239,7959.3,15050.7,840.0,4.12,CH
CH00240,7959.0,15053.7,840.0,4.55,CH
CH00241,7958.1,15056.6,840.0,4.33,CH
CH00242,7957.2,15059.5,840.0,3.78,CH
CH00243,7956.2,15062.3,840.0,4.41,CH
CH00244,7955.8,15065.3,840.0,4.28,CH
CH00245,7955.1,15068.2,840.0,4.01,CH
CH00246,7954.1,15071.1,840.0,3.62,CH
CH00247,7952.9,15074.0,840.0,4.25,CH
CH00248,7952.9,15077.0,840.0,3.15,CH
CH00249,7952.0,15079.9,840.0,4.12,CH
CH00250,7951.4,15082.8,840.0,3.88,CH
CH00251,7950.1,15085.6,840.0,4.59,CH
CH00252,7949.2,15088.5,840.0,4.26,CH
CH00253,7948.9,15091.5,840.0,4.33,CH
CH00254,7948.0,15094.4,840.0,3.9,CH
CH00255,7947.8,15097.4,840.0,4.72,CH
CH00256,7946.8,15100.3,840.0,4.29,CH
CH00257,7946.8,15103.3,840.0,4.92,CH
CH00258,7946.5,15106.3,840.0,4.18,CH
CH00259,7945.7,15109.2,840.0,4.32,CH
CH00260,7945.0,15112.1,840.0,4.5,CH
CH00261,7944.5,15115.1,840.0,3.73,CH
CH00262,7943.9,15118.1,840.0,4.46,CH
CH00263,7943.2,15121.0,840.0,4.49,CH
CH00264,7943.6,15124.1,840.0,4.12,CH
CH00265,7943.2,15127.1,840.0,4.69,CH
CH00266,7942.1,15129.9,840.0,3.58,CH
CH00267,7942.7,15133.1,840.0,3.32,CH
CH00268,7941.5,15135.9,840.0,4.69,CH
CH00269,7941.1,15138.9,840.0,3.59,CH
CH00270,7941.2,15141.9,840.0,3.95,CH
CH00271,7941.0,15145.0,840.0,4.31,CH
CH00272,7940.3,15147.9,840.0,3.38,CH
CH00273,7940.2,15150.9,840.0,4.36,CH
CH00274,7939.9,15153.9,840.0,3.48,CH
CH00275,7939.2,15156.8,840.0,4.1,CH
CH00276,7938.6,15159.8,840.0,3.55,CH
CH00277,7938.8,15162.8,840.0,3.17,CH
CH00278,7937.6,15165.7,840.0,3.6,CH
CH00279,8060.2,14766.9,820.0,3.85,CH
CH00280,8059.2,14769.8,820.0,3.76,CH
CH00281,8059.6,14772.9,820.0,4.72,CH
CH00282,8059.4,14775.9,820.0,3.48,CH
CH00283,8058.6,14778.8,820.0,4.06,CH
CH00284,8058.2,14781.8,820.0,4.59,CH
CH00285,8057.8,14784.8,820.0,4.66,CH
CH00286,8058.1,14787.9,820.0,4.3,CH
CH00287,8057.8,14790.9,820.0,3.8,CH
CH00288,8057.3,14793.8,820.0,4.91,CH
CH00289,8057.6,14796.9,820.0,3.93,CH
CH00290,8056.5,14799.8,820.0,5.19,CH
CH00291,8057.0,14802.9,820.0,4.87,CH
CH00292,8056.0,14805.8,820.0,4.57,CH
CH00293,8056.5,14808.9,820.0,4.63,CH
CH00294,8055.4,14811.8,820.0,4.46,CH
CH00295,8055.0,14814.7,820.0,5.33,CH
CH00296,8054.8,14817.8,820.0,4.36,CH
CH00297,8054.4,14820.7,820.0,4.7,CH
CH00298,8054.3,14823.8,820.0,3.92,CH
CH00299,8054.2,14826.8,820.0,3.86,CH
CH00300,8053.3,14829.7,820.0,3.71,CH
CH00301,8052.6,14832.6,820.0,4.82,CH
CH00302,8052.6,14835.6,820.0,4.56,CH
CH00303,8052.1,14838.6,820.0,4.29,CH
CH00304,8051.5,14841.5,820.0,4.35,CH
CH00305,8050.6,14844.4,820.0,4.0,CH
CH00306,8050.6,14847.5,820.0,4.12,CH
CH00307,8050.3,14850.5,820.0,4.67,CH
CH00308,8049.9,14853.4,820.0,4.26,CH
CH00309,8049.3,14856.4,820.0,4.76,CH
CH00310,8048.5,14859.3,820.0,3.91,CH
CH00311,8048.1,14862.3,820.0,4.69,CH
CH00312,8047.8,14865.3,820.0,3.56,CH
CH00313,8047.2,14868.2,820.0,3.79,CH
CH00314,8047.4,14871.3,820.0,3.89,CH
CH00315,8046.7,14874.2,820.0,3.65,CH
CH00316,8045.7,14877.1,820.0,4.96,CH
CH00317,8045.8,14880.1,820.0,3.68,CH
CH00318,8045.5,14883.1,820.0,3.91,CH
CH00319,8045.0,14886.1,820.0,3.94,CH
CH00320,8044.5,14889.0,820.0,4.09,CH
CH00321,8044.9,14892.2,820.0,4.64,CH
CH00322,8044.6,14895.1,820.0,3.67,CH
CH00323,8043.6,14898.0,820.0,4.01,CH
CH00324,8043.9,14901.1,820.0,4.07,CH
CH00325,8043.6,14904.1,820.0,3.26,CH
CH00326,8043.0,14907.1,820.0,4.02,CH
CH00327,8042.5,14910.0,820.0,4.03,CH
CH00328,8042.6,14913.1,820.0,4.25,CH
CH00329,8042.1,14916.0,820.0,3.15,CH
CH00330,8041.7,14919.0,820.0,3.18,CH
CH00331,8040.7,14921.9,820.0,3.62,CH
CH00332,8040.7,14924.9,820.0,4.54,CH
CH00333,8040.3,14927.9,820.0,3.66,CH
CH00334,8039.7,14930.8,820.0,3.65,CH
CH00335,8039.9,14933.9,820.0,3.69,CH
CH00336,8039.3,14936.9,820.0,3.81,CH
CH00337,8038.5,14939.8,820.0,3.5,CH
CH00338,8038.0,14942.7,820.0,3.51,CH
CH00339,8037.4,14945.7,820.0,4.54,CH
CH00340,8036.6,14948.6,820.0,3.82,CH
CH00341,8036.9,14951.7,820.0,4.84,CH
CH00342,8036.0,14954.6,820.0,4.24,CH
CH00343,8035.4,14957.5,820.0,4.72,CH
CH00344,8034.5,14960.4,820.0,5.05,CH
CH00345,8033.9,14963.3,820.0,5.41,CH
CH00346,8034.3,14966.4,820.0,4.91,CH
CH00347,8032.9,14969.3,820.0,5.52,CH
CH00348,8032.4,14972.2,820.0,6.12,CH
CH00349,8031.8,14975.1,820.0,4.96,CH
CH00350,8031.8,14978.2,820.0,5.52,CH
CH00351,8031.0,14981.1,820.0,5.48,CH
CH00352,8030.1,14984.0,820.0,5.03,CH
CH00353,8029.9,14987.0,820.0,6.14,CH
CH00354,8029.0,14989.9,820.0,6.01,CH
CH00355,8028.6,14992.9,820.0,4.9,CH
CH00356,8027.9,14995.8,820.0,5.03,CH
CH00357,8027.2,14998.7,820.0,5.18,CH
CH00358,8026.6,15001.6,820.0,5.62,CH
CH00359,8026.1,15004.6,820.0,5.81,CH
CH00360,8025.0,15007.5,820.0,5.68,CH
CH00361,8024.9,15010.5,820.0,5.71,CH
CH00362,8024.1,15013.4,820.0,5.65,CH
CH00363,8023.5,15016.3,820.0,5.21,CH
CH00364,8022.7,15019.2,820.0,4.49,CH
CH00365,8022.3,15022.2,820.0,4.21,CH
CH00366,8021.9,15025.2,820.0,4.88,CH
CH00367,8021.9,15028.2,820.0,4.28,CH
CH00368,8021.2,15031.2,820.0,4.38,CH
CH00369,8021.0,15034.2,820.0,4.63,CH
CH00370,8020.2,15037.1,820.0,4.72,CH
CH00371,8020.2,15040.1,820.0,3.85,CH
CH00372,8019.6,15043.1,820.0,4.32,CH
CH00373,8018.7,15045.9,820.0,4.3,CH
CH00374,8018.2,15048.9,820.0,3.84,CH
CH00375,8017.7,15051.9,820.0,4.15,CH
CH00376,8017.1,15054.8,820.0,3.49,CH
CH00377,8016.9,15057.8,820.0,4.31,CH
CH00378,8016.9,15060.9,820.0,4.35,CH
CH00379,8016.6,15063.9,820.0,4.32,CH
CH00380,8016.0,15066.8,820.0,5.12,CH
CH00381,8015.4,15069.7,820.0,4.51,CH
CH00382,8015.5,15072.8,820.0,4.15,CH
CH00383,8014.8,15075.7,820.0,4.72,CH
CH00384,8014.1,15078.6,820.0,5.6,CH
CH00385,8013.4,15081.6,820.0,4.58,CH
CH00386,8012.8,15084.5,820.0,5.5,CH
CH00387,8012.3,15087.5,820.0,5.11,CH
CH00388,8012.5,15090.5,820.0,5.73,CH
CH00389,8011.5,15093.4,820.0,5.46,CH
CH00390,8010.3,15096.3,820.0,5.5,CH
CH00391,8009.9,15099.2,820.0,5.67,CH
CH00392,8010.0,15102.3,820.0,5.42,CH
CH00393,8009.3,15105.2,820.0,5.25,CH
CH00394,8007.9,15108.0,820.0,4.31,CH
CH00395,8008.1,15111.1,820.0,4.67,CH
CH00396,8007.1,15114.0,820.0,4.59,CH
CH00397,8006.1,15116.8,820.0,4.86,CH
CH00398,8006.4,15119.9,820.0,4.24,CH
CH00399,8005.9,15122.9,820.0,3.99,CH
CH00400,8004.9,15125.8,820.0,4.1,CH
CH00401,8004.2,15128.7,820.0,4.5,CH
CH00402,8004.2,15131.7,820.0,3.38,CH
CH00403,8003.5,15134.7,820.0,3.78,CH
CH00404,8003.1,15137.6,820.0,4.28,CH
CH00405,8002.8,15140.6,820.0,3.75,CH
CH00406,8002.9,15143.7,820.0,3.67,CH
CH00407,8002.5,15146.7,820.0,4.67,CH
CH00408,8002.2,15149.7,820.0,4.07,CH
CH00409,8001.7,15152.6,820.0,4.25,CH
CH00410,8001.8,15155.7,820.0,3.5,CH
CH00411,8001.1,15158.6,820.0,3.89,CH
CH00412,8001.0,15161.6,820.0,4.97,CH
CH00413,8000.5,15164.6,820.0,4.96,CH
CH00414,8000.3,15167.6,820.0,4.13,CH
CH00415,8000.6,15170.7,820.0,4.52,CH
CH00416,8000.3,15173.7,820.0,4.31,CH
CH00417,7999.6,15176.6,820.0,5.6,CH
CH00418,7999.1,15179.6,820.0,5.76,CH
