WELL,MD,INCLINATION,AZIMUTH
F03,50.0,0.0,31.14
F03,75.0,0.0,31.14
F03,100.0,0.0,31.14
F03,125.0,0.0,31.14
F03,150.0,0.0,31.14
F03,175.0,0.0,31.14
F03,200.0,0.0,31.14
F03,225.0,0.0,31.14
F03,250.0,0.0,31.14
F03,275.0,0.0,31.14
F03,300.0,0.0,31.14
F03,325.0,0.0,31.14
F03,350.0,0.0,31.14
F03,375.0,0.0,31.14
F03,400.0,0.0,31.14
F03,425.0,0.0,31.14
F03,450.0,0.0,31.14
F03,475.0,0.0,31.14
F03,500.0,0.0,31.14
F03,525.0,0.0,31.14
F03,550.0,0.0,31.14
F03,575.0,0.0,31.14
F03,600.0,0.0,31.14
F03,625.0,0.0,31.14
F03,650.0,0.0,31.14
F03,675.0,0.0,31.14
F03,700.0,0.0,31.14
F03,725.0,0.0,31.14
F03,750.0,0.0,31.14
F03,775.0,0.0,31.14
F03,800.0,0.0,31.14
F03,825.0,0.0,31.14
F03,850.0,0.0,31.14
F03,875.0,0.0,31.14
F03,900.0,0.0,31.14
F03,925.0,0.0,31.14
F03,950.0,0.0,31.14
F03,975.0,0.0,31.14
F03,1000.0,0.0,31.14
F03,1025.0,0.0,31.14
F03,1050.0,0.0,31.14
F03,1075.0,0.0,31.14
F03,1100.0,0.0,31.14
F03,1125.0,0.0,31.14
F03,1150.0,0.0,31.14
F03,1175.0,0.0,31.14
F03,1200.0,0.0,31.14
F03,1225.0,0.0,31.14
F03,1250.0,0.0,31.14
F03,1275.0,0.0,31.14
F03,1300.0,0.0,31.14
F03,1325.0,0.0,31.14
F03,1350.0,0.0,31.14
F03,1375.0,0.0,31.14
F03,1400.0,0.0,31.14
F03,1425.0,0.0,31.14
F03,1450.0,0.0,31.14
F03,1475.0,0.0,31.14
F03,1500.0,0.0,31.14
F03,1525.0,0.0,31.14
F04,0.0,0.0,347.09
F04,25.0,0.0,347.09
F04,50.0,0.0,347.09
F04,75.0,0.0,347.09
F04,100.0,0.0,347.09
F04,125.0,0.0,347.09
F04,150.0,0.0,347.09
F04,175.0,0.0,347.09
F04,200.0,0.0,347.09
F04,225.0,0.0,347.09
F04,250.0,0.0,347.09
F04,275.0,0.0,347.09
F04,300.0,0.0,347.09
F04,325.0,0.0,347.09
F04,350.0,0.0,347.09
F04,375.0,0.0,347.09
F04,400.0,0.0,347.09
F04,425.0,0.0,347.09
F04,450.0,0.0,347.09
F04,475.0,0.0,347.09
F04,500.0,0.0,347.09
F04,525.0,0.0,347.09
F04,550.0,0.0,347.09
F04,575.0,0.0,347.09
F04,600.0,0.0,347.09
F04,625.0,0.0,347.09
F04,650.0,0.0,347.09
F04,675.0,0.0,347.09
F04,700.0,0.0,347.09
F04,725.0,0.0,347.09
F04,750.0,0.0,347.09
F04,775.0,0.0,347.09
F04,800.0,0.0,347.09
F04,825.0,0.0,347.09
F04,850.0,0.0,347.09
F04,875.0,0.0,347.09
F04,900.0,0.0,347.09
F04,925.0,0.0,347.09
F04,950.0,0.0,347.09
F04,975.0,0.0,347.09
F04,1000.0,0.0,347.09
F04,1025.0,0.0,347.09
F04,1050.0,0.0,347.09
F04,1075.0,0.0,347.09
F04,1100.0,0.0,347.09
F04,1125.0,0.0,347.09
F04,1150.0,0.0,347.09
F04,1175.0,0.0,347.09
F04,1200.0,0.0,347.09
F04,1225.0,0.0,347.09
F04,1250.0,0.0,347.09
F04,1275.0,0.0,347.09
F04,1300.0,0.0,347.09
F04,1325.0,0.0,347.09
F04,1350.0,0.0,347.09
F04,1375.0,0.0,347.09
F04,1400.0,0.0,347.09
F04,1425.0,0.0,347.09
F04,1450.0,0.0,347.09
F04,1475.0,0.0,347.09
F04,1500.0,0.0,347.09
F04,1525.0,0.0,347.09
F04,1550.0,0.0,347.09
F05,0.0,0.0,233.53
F05,25.0,0.0,233.53
F05,50.0,0.0,233.53
F05,75.0,0.0,233.53
F05,100.0,0.0,233.53
F05,125.0,0.0,233.53
F05,150.0,0.0,233.53
F05,175.0,0.0,233.53
F05,200.0,0.0,233.53
F05,225.0,0.0,233.53
F05,250.0,0.0,233.53
F05,275.0,0.0,233.53
F05,300.0,0.0,233.53
F05,325.0,0.0,233.53
F05,350.0,0.0,233.53
F05,375.0,0.0,233.53
F05,400.0,0.0,233.53
F05,425.0,0.0,233.53
F05,450.0,0.0,233.53
F05,475.0,0.0,233.53
F05,500.0,0.0,233.53
F05,525.0,0.0,233.53
F05,550.0,0.0,233.53
F05,575.0,0.0,233.53
F05,600.0,0.0,233.53
F05,625.0,0.0,233.53
F05,650.0,0.0,233.53
F05,675.0,0.0,233.53
F05,700.0,0.0,233.53
F05,725.0,0.0,233.53
F05,750.0,0.0,233.53
F05,775.0,0.0,233.53
F05,800.0,0.0,233.53
F05,825.0,0.0,233.53
F05,850.0,0.0,233.53
F05,875.0,0.0,233.53
F05,900.0,0.0,233.53
F05,925.0,0.0,233.53
F05,950.0,0.0,233.53
F05,975.0,0.0,233.53
F05,1000.0,0.0,233.53
F05,1025.0,0.0,233.53
F05,1050.0,0.0,233.53
F05,1075.0,0.0,233.53
F05,1100.0,0.0,233.53
F05,1125.0,0.0,233.53
F05,1150.0,0.0,233.53
F05,1175.0,0.0,233.53
F05,1200.0,0.0,233.53
F05,1225.0,1.5,233.53
F05,1250.0,3.0,233.53
F05,1275.0,4.5,233.53
F05,1300.0,6.0,233.53
F05,1325.0,7.5,233.53
F05,1350.0,9.0,233.53
F05,1375.0,10.5,233.53
F05,1400.0,12.0,233.53
F05,1425.0,13.5,233.53
F05,1450.0,15.0,233.53
F05,1475.0,16.5,233.53
F05,1500.0,18.0,233.53
F05,1525.0,19.5,233.53
F05,1550.0,21.0,233.53
F06,0.0,0.0,237.27
F06,25.0,0.0,237.27
F06,50.0,0.0,237.27
F06,75.0,0.0,237.27
F06,100.0,0.0,237.27
F06,125.0,0.0,237.27
F06,150.0,0.0,237.27
F06,175.0,0.0,237.27
F06,200.0,0.0,237.27
F06,225.0,0.0,237.27
F06,250.0,0.0,237.27
F06,275.0,0.0,237.27
F06,300.0,0.0,237.27
F06,325.0,0.0,237.27
F06,350.0,0.0,237.27
F06,375.0,0.0,237.27
F06,400.0,0.0,237.27
F06,425.0,0.0,237.27
F06,450.0,0.0,237.27
F06,475.0,0.0,237.27
F06,500.0,0.0,237.27
F06,525.0,0.0,237.27
F06,550.0,0.0,237.27
F06,575.0,0.0,237.27
F06,600.0,0.0,237.27
F06,625.0,0.0,237.27
F06,650.0,0.0,237.27
F06,675.0,0.0,237.27
F06,700.0,0.0,237.27
F06,725.0,0.0,237.27
F06,750.0,0.0,237.27
F06,775.0,0.0,237.27
F06,800.0,0.0,237.27
F06,825.0,0.0,237.27
F06,850.0,0.0,237.27
F06,875.0,0.0,237.27
F06,900.0,0.0,237.27
F06,925.0,0.0,237.27
F06,950.0,0.0,237.27
F06,975.0,0.0,237.27
F06,1000.0,0.0,237.27
F06,1025.0,0.0,237.27
F06,1050.0,0.0,237.27
F06,1075.0,0.0,237.27
F06,1100.0,0.0,237.27
F06,1125.0,0.0,237.27
F06,1150.0,0.0,237.27
F06,1175.0,0.0,237.27
F06,1200.0,0.0,237.27
F06,1225.0,0.0,237.27
F06,1250.0,0.0,237.27
F06,1275.0,0.0,237.27
F06,1300.0,0.0,237.27
F06,1325.0,0.0,237.27
F06,1350.0,0.0,237.27
F06,1375.0,0.0,237.27
F06,1400.0,0.0,237.27
F06,1425.0,0.0,237.27
F06,1450.0,0.0,237.27
F06,1475.0,0.0,237.27
F06,1500.0,0.0,237.27
F06,1525.0,0.0,237.27
F06,1550.0,0.0,237.27
F07,0.0,0.0,298.9
F07,25.0,0.0,298.9
F07,50.0,0.0,298.9
F07,75.0,0.0,298.9
F07,100.0,0.0,298.9
F07,125.0,0.0,298.9
F07,150.0,0.0,298.9
F07,175.0,0.0,298.9
F07,200.0,0.0,298.9
F07,225.0,0.0,298.9
F07,250.0,0.0,298.9
F07,275.0,0.0,298.9
F07,300.0,0.0,298.9
F07,325.0,0.0,298.9
F07,350.0,0.0,298.9
F07,375.0,0.0,298.9
F07,400.0,0.0,298.9
F07,425.0,0.0,298.9
F07,450.0,0.0,298.9
F07,475.0,0.0,298.9
F07,500.0,0.0,298.9
F07,525.0,0.0,298.9
F07,550.0,0.0,298.9
F07,575.0,0.0,298.9
F07,600.0,0.0,298.9
F07,625.0,0.0,298.9
F07,650.0,0.0,298.9
F07,675.0,0.0,298.9
F07,700.0,0.0,298.9
F07,725.0,0.0,298.9
F07,750.0,0.0,298.9
F07,775.0,0.0,298.9
F07,800.0,0.0,298.9
F07,825.0,0.0,298.9
F07,850.0,0.0,298.9
F07,875.0,0.0,298.9
F07,900.0,0.0,298.9
F07,925.0,0.0,298.9
F07,950.0,0.0,298.9
F07,975.0,0.0,298.9
F07,1000.0,0.0,298.9
F07,1025.0,0.0,298.9
F07,1050.0,0.0,298.9
F07,1075.0,0.0,298.9
F07,1100.0,0.0,298.9
F07,1125.0,0.0,298.9
F07,1150.0,0.0,298.9
F07,1175.0,0.0,298.9
F07,1200.0,0.0,298.9
F07,1225.0,0.0,298.9
F07,1250.0,0.0,298.9
F07,1275.0,0.0,298.9
F07,1300.0,0.0,298.9
F07,1325.0,0.0,298.9
F07,1350.0,0.0,298.9
F07,1375.0,0.0,298.9
F07,1400.0,0.0,298.9
F07,1425.0,0.0,298.9
F07,1450.0,0.0,298.9
F07,1475.0,0.0,298.9
F07,1500.0,0.0,298.9
F07,1525.0,0.0,298.9
F07,1550.0,0.0,298.9
F08,0.0,0.0,191.0
F08,25.0,0.0,191.0
F08,50.0,0.0,191.0
F08,75.0,0.0,191.0
F08,100.0,0.0,191.0
F08,125.0,0.0,191.0
F08,150.0,0.0,191.0
F08,175.0,0.0,191.0
F08,200.0,0.0,191.0
F08,225.0,0.0,191.0
F08,250.0,0.0,191.0
F08,275.0,0.0,191.0
F08,300.0,0.0,191.0
F08,325.0,0.0,191.0
F08,350.0,0.0,191.0
F08,375.0,0.0,191.0
F08,400.0,0.0,191.0
F08,425.0,0.0,191.0
F08,450.0,0.0,191.0
F08,475.0,0.0,191.0
F08,500.0,0.0,191.0
F08,525.0,0.0,191.0
F08,550.0,0.0,191.0
F08,575.0,0.0,191.0
F08,600.0,0.0,191.0
F08,625.0,0.0,191.0
F08,650.0,0.0,191.0
F08,675.0,0.0,191.0
F08,700.0,0.0,191.0
F08,725.0,0.0,191.0
F08,750.0,0.0,191.0
F08,775.0,0.0,191.0
F08,800.0,0.0,191.0
F08,825.0,0.0,191.0
F08,850.0,0.0,191.0
F08,875.0,0.0,191.0
F08,900.0,0.0,191.0
F08,925.0,0.0,191.0
F08,950.0,0.0,191.0
F08,975.0,0.0,191.0
F08,1000.0,0.0,191.0
F08,1025.0,0.0,191.0
F08,1050.0,0.0,191.0
F08,1075.0,0.0,191.0
F08,1100.0,0.0,191.0
F08,1125.0,0.0,191.0
F08,1150.0,0.0,191.0
F08,1175.0,0.0,191.0
F08,1200.0,0.0,191.0
F08,1225.0,0.0,191.0
F08,1250.0,0.0,191.0
F08,1275.0,0.0,191.0
F08,1300.0,0.0,191.0
F08,1325.0,0.0,191.0
F08,1350.0,0.0,191.0
F08,1375.0,0.0,191.0
F08,1400.0,0.0,191.0
F08,1425.0,0.0,191.0
F08,1450.0,0.0,191.0
F08,1475.0,0.0,191.0
F08,1500.0,0.0,191.0
F08,1525.0,0.0,191.0
F08,1550.0,0.0,191.0
F09,0.0,0.0,143.97
F09,25.0,0.0,143.97
F09,50.0,0.0,143.97
F09,75.0,0.0,143.97
F09,100.0,0.0,143.97
F09,125.0,0.0,143.97
F09,150.0,0.0,143.97
F09,175.0,0.0,143.97
F09,200.0,0.0,143.97
F09,225.0,0.0,143.97
F09,250.0,0.0,143.97
F09,275.0,0.0,143.97
F09,300.0,0.0,143.97
F09,325.0,0.0,143.97
F09,350.0,0.0,143.97
F09,375.0,0.0,143.97
F09,400.0,0.0,143.97
F09,425.0,0.0,143.97
F09,450.0,0.0,143.97
F09,475.0,0.0,143.97
F09,500.0,0.0,143.97
F09,525.0,0.0,143.97
F09,550.0,0.0,143.97
F09,575.0,0.0,143.97
F09,600.0,0.0,143.97
F09,625.0,0.0,143.97
F09,650.0,0.0,143.97
F09,675.0,0.0,143.97
F09,700.0,0.0,143.97
F09,725.0,0.0,143.97
F09,750.0,0.0,143.97
F09,775.0,0.0,143.97
F09,800.0,0.0,143.97
F09,825.0,0.0,143.97
F09,850.0,0.0,143.97
F09,875.0,0.0,143.97
F09,900.0,0.0,143.97
F09,925.0,0.0,143.97
F09,950.0,0.0,143.97
F09,975.0,0.0,143.97
F09,1000.0,0.0,143.97
F09,1025.0,0.0,143.97
F09,1050.0,0.0,143.97
F09,1075.0,0.0,143.97
F09,1100.0,0.0,143.97
F09,1125.0,0.0,143.97
F09,1150.0,0.0,143.97
F09,1175.0,0.0,143.97
F09,1200.0,0.0,143.97
F09,1225.0,1.5,143.97
F09,1250.0,3.0,143.97
F09,1275.0,4.5,143.97
F09,1300.0,6.0,143.97
F09,1325.0,7.5,143.97
F09,1350.0,9.0,143.97
F09,1375.0,10.5,143.97
F09,1400.0,12.0,143.97
F09,1425.0,13.5,143.97
F09,1450.0,15.0,143.97
F09,1475.0,16.5,143.97
F09,1500.0,18.0,143.97
F09,1525.0,19.5,143.97
F09,1550.0,21.0,143.97
F10,0.0,0.0,42.63
F10,25.0,0.0,42.63
F10,50.0,0.0,42.63
F10,75.0,0.0,42.63
F10,100.0,0.0,42.63
F10,125.0,0.0,42.63
F10,150.0,0.0,42.63
F10,175.0,0.0,42.63
F10,200.0,0.0,42.63
F10,225.0,0.0,42.63
F10,250.0,0.0,42.63
F10,275.0,0.0,42.63
F10,300.0,0.0,42.63
F10,325.0,0.0,42.63
F10,350.0,0.0,42.63
F10,375.0,0.0,42.63
F10,400.0,0.0,42.63
F10,425.0,0.0,42.63
F10,450.0,0.0,42.63
F10,475.0,0.0,42.63
F10,500.0,0.0,42.63
F10,525.0,0.0,42.63
F10,550.0,0.0,42.63
F10,575.0,0.0,42.63
F10,600.0,0.0,42.63
F10,625.0,0.0,42.63
F10,650.0,0.0,42.63
F10,675.0,0.0,42.63
F10,700.0,0.0,42.63
F10,725.0,0.0,42.63
F10,750.0,0.0,42.63
F10,775.0,0.0,42.63
F10,800.0,0.0,42.63
F10,825.0,0.0,42.63
F10,850.0,0.0,42.63
F10,875.0,0.0,42.63
F10,900.0,0.0,42.63
F10,925.0,0.0,42.63
F10,950.0,0.0,42.63
F10,975.0,0.0,42.63
F10,1000.0,0.0,42.63
F10,1025.0,0.0,42.63
F10,1050.0,0.0,42.63
F10,1075.0,0.0,42.63
F10,1100.0,0.0,42.63
F10,1125.0,0.0,42.63
F10,1150.0,0.0,42.63
F10,1175.0,0.0,42.63
F10,1200.0,0.0,42.63
F10,1225.0,0.0,42.63
F10,1250.0,0.0,42.63
F10,1275.0,0.0,42.63
F10,1300.0,0.0,42.63
F10,1325.0,0.0,42.63
F10,1350.0,0.0,42.63
F10,1375.0,0.0,42.63
F10,1400.0,0.0,42.63
F10,1425.0,0.0,42.63
F10,1450.0,0.0,42.63
F10,1475.0,0.0,42.63
F10,1500.0,0.0,42.63
F10,1525.0,0.0,42.63
F11,0.0,0.0,344.2
F11,25.0,0.0,344.2
F11,50.0,0.0,344.2
F11,75.0,0.0,344.2
F11,100.0,0.0,344.2
F11,125.0,0.0,344.2
F11,150.0,0.0,344.2
F11,175.0,0.0,344.2
F11,200.0,0.0,344.2
F11,225.0,0.0,344.2
F11,250.0,0.0,344.2
F11,275.0,0.0,344.2
F11,300.0,0.0,344.2
F11,325.0,0.0,344.2
F11,350.0,0.0,344.2
F11,375.0,0.0,344.2
F11,400.0,0.0,344.2
F11,425.0,0.0,344.2
F11,450.0,0.0,344.2
F11,475.0,0.0,344.2
F11,500.0,0.0,344.2
F11,525.0,0.0,344.2
F11,550.0,0.0,344.2
F11,575.0,0.0,344.2
F11,600.0,0.0,344.2
F11,625.0,0.0,344.2
F11,650.0,0.0,344.2
F11,675.0,0.0,344.2
F11,700.0,0.0,344.2
F11,725.0,0.0,344.2
F11,750.0,0.0,344.2
F11,775.0,0.0,344.2
F11,800.0,0.0,344.2
F11,825.0,0.0,344.2
F11,850.0,0.0,344.2
F11,875.0,0.0,344.2
F11,900.0,0.0,344.2
F11,925.0,0.0,344.2
F11,950.0,0.0,344.2
F11,975.0,0.0,344.2
F11,1000.0,0.0,344.2
F11,1025.0,0.0,344.2
F11,1050.0,0.0,344.2
F11,1075.0,0.0,344.2
F11,1100.0,0.0,344.2
F11,1125.0,0.0,344.2
F11,1150.0,0.0,344.2
F11,1175.0,0.0,344.2
F11,1200.0,0.0,344.2
F11,1225.0,0.0,344.2
F11,1250.0,0.0,344.2
F11,1275.0,0.0,344.2
F11,1300.0,0.0,344.2
F11,1325.0,0.0,344.2
F11,1350.0,0.0,344.2
F11,1375.0,0.0,344.2
F11,1400.0,0.0,344.2
F11,1425.0,0.0,344.2
F11,1450.0,0.0,344.2
F11,1475.0,0.0,344.2
F11,1500.0,0.0,344.2
F11,1525.0,0.0,344.2
F11,1550.0,0.0,344.2
F12,0.0,0.0,319.56
F12,25.0,0.0,319.56
F12,50.0,0.0,319.56
F12,75.0,0.0,319.56
F12,100.0,0.0,319.56
F12,125.0,0.0,319.56
F12,150.0,0.0,319.56
F12,175.0,0.0,319.56
F12,200.0,0.0,319.56
F12,225.0,0.0,319.56
F12,250.0,0.0,319.56
F12,275.0,0.0,319.56
F12,300.0,0.0,319.56
F12,325.0,0.0,319.56
F12,350.0,0.0,319.56
F12,375.0,0.0,319.56
F12,400.0,0.0,319.56
F12,425.0,0.0,319.56
F12,450.0,0.0,319.56
F12,475.0,0.0,319.56
F12,500.0,0.0,319.56
F12,525.0,0.0,319.56
F12,550.0,0.0,319.56
F12,575.0,0.0,319.56
F12,600.0,0.0,319.56
F12,625.0,0.0,319.56
F12,650.0,0.0,319.56
F12,675.0,0.0,319.56
F12,700.0,0.0,319.56
F12,725.0,0.0,319.56
F12,750.0,0.0,319.56
F12,775.0,0.0,319.56
F12,800.0,0.0,319.56
F12,825.0,0.0,319.56
F12,850.0,0.0,319.56
F12,875.0,0.0,319.56
F12,900.0,0.0,319.56
F12,925.0,0.0,319.56
F12,950.0,0.0,319.56
F12,975.0,0.0,319.56
F12,1000.0,0.0,319.56
F12,1025.0,0.0,319.56
F12,1050.0,0.0,319.56
F12,1075.0,0.0,319.56
F12,1100.0,0.0,319.56
F12,1125.0,0.0,319.56
F12,1150.0,0.0,319.56
F12,1175.0,0.0,319.56
F12,1200.0,0.0,319.56
F12,1225.0,0.0,319.56
F12,1250.0,0.0,319.56
F12,1275.0,0.0,319.56
F12,1300.0,0.0,319.56
F12,1325.0,0.0,319.56
F12,1350.0,0.0,319.56
F12,1375.0,0.0,319.56
F12,1400.0,0.0,319.56
F12,1425.0,0.0,319.56
F12,1450.0,0.0,319.56
F12,1475.0,0.0,319.56
F12,1500.0,0.0,319.56
F12,1525.0,0.0,319.56
F13,0.0,0.0,329.76
F13,25.0,0.0,329.76
F13,50.0,0.0,329.76
F13,75.0,0.0,329.76
F13,100.0,0.0,329.76
F13,125.0,0.0,329.76
F13,150.0,0.0,329.76
F13,175.0,0.0,329.76
F13,200.0,0.0,329.76
F13,225.0,0.0,329.76
F13,250.0,0.0,329.76
F13,275.0,0.0,329.76
F13,300.0,0.0,329.76
F13,325.0,0.0,329.76
F13,350.0,0.0,329.76
F13,375.0,0.0,329.76
F13,400.0,0.0,329.76
F13,425.0,0.0,329.76
F13,450.0,0.0,329.76
F13,475.0,0.0,329.76
F13,500.0,0.0,329.76
F13,525.0,0.0,329.76
F13,550.0,0.0,329.76
F13,575.0,0.0,329.76
F13,600.0,0.0,329.76
F13,625.0,0.0,329.76
F13,650.0,0.0,329.76
F13,675.0,0.0,329.76
F13,700.0,0.0,329.76
F13,725.0,0.0,329.76
F13,750.0,0.0,329.76
F13,775.0,0.0,329.76
F13,800.0,0.0,329.76
F13,825.0,0.0,329.76
F13,850.0,0.0,329.76
F13,875.0,0.0,329.76
F13,900.0,0.0,329.76
F13,925.0,0.0,329.76
F13,950.0,0.0,329.76
F13,975.0,0.0,329.76
F13,1000.0,0.0,329.76
F13,1025.0,0.0,329.76
F13,1050.0,0.0,329.76
F13,1075.0,0.0,329.76
F13,1100.0,0.0,329.76
F13,1125.0,0.0,329.76
F13,1150.0,0.0,329.76
F13,1175.0,0.0,329.76
F13,1200.0,0.0,329.76
F13,1225.0,1.5,329.76
F13,1250.0,3.0,329.76
F13,1275.0,4.5,329.76
F13,1300.0,6.0,329.76
F13,1325.0,7.5,329.76
F13,1350.0,9.0,329.76
F13,1375.0,10.5,329.76
F13,1400.0,12.0,329.76
F13,1425.0,13.5,329.76
F13,1450.0,15.0,329.76
F13,1475.0,16.5,329.76
F13,1500.0,18.0,329.76
F13,1525.0,19.5,329.76
F13,1550.0,21.0,329.76
F14,0.0,0.0,218.53
F14,25.0,0.0,218.53
F14,50.0,0.0,218.53
F14,75.0,0.0,218.53
F14,100.0,0.0,218.53
F14,125.0,0.0,218.53
F14,150.0,0.0,218.53
F14,175.0,0.0,218.53
F14,200.0,0.0,218.53
F14,225.0,0.0,218.53
F14,250.0,0.0,218.53
F14,275.0,0.0,218.53
F14,300.0,0.0,218.53
F14,325.0,0.0,218.53
F14,350.0,0.0,218.53
F14,375.0,0.0,218.53
F14,400.0,0.0,218.53
F14,425.0,0.0,218.53
F14,450.0,0.0,218.53
F14,475.0,0.0,218.53
F14,500.0,0.0,218.53
F14,525.0,0.0,218.53
F14,550.0,0.0,218.53
F14,575.0,0.0,218.53
F14,600.0,0.0,218.53
F14,625.0,0.0,218.53
F14,650.0,0.0,218.53
F14,675.0,0.0,218.53
F14,700.0,0.0,218.53
F14,725.0,0.0,218.53
F14,750.0,0.0,218.53
F14,775.0,0.0,218.53
F14,800.0,0.0,218.53
F14,825.0,0.0,218.53
F14,850.0,0.0,218.53
F14,875.0,0.0,218.53
F14,900.0,0.0,218.53
F14,925.0,0.0,218.53
F14,950.0,0.0,218.53
F14,975.0,0.0,218.53
F14,1000.0,0.0,218.53
F14,1025.0,0.0,218.53
F14,1050.0,0.0,218.53
F14,1075.0,0.0,218.53
F14,1100.0,0.0,218.53
F14,1125.0,0.0,218.53
F14,1150.0,0.0,218.53
F14,1175.0,0.0,218.53
F14,1200.0,0.0,218.53
F14,1225.0,0.0,218.53
F14,1250.0,0.0,218.53
F14,1275.0,0.0,218.53
F14,1300.0,0.0,218.53
F14,1325.0,0.0,218.53
F14,1350.0,0.0,218.53
F14,1375.0,0.0,218.53
F14,1400.0,0.0,218.53
F14,1425.0,0.0,218.53
F14,1450.0,0.0,218.53
F14,1475.0,0.0,218.53
F14,1500.0,0.0,218.53
F14,1525.0,0.0,218.53
F14,1550.0,0.0,218.53
F15,0.0,0.0,203.34
F15,25.0,0.0,203.34
F15,50.0,0.0,203.34
F15,75.0,0.0,203.34
F15,100.0,0.0,203.34
F15,125.0,0.0,203.34
F15,150.0,0.0,203.34
F15,175.0,0.0,203.34
F15,200.0,0.0,203.34
F15,225.0,0.0,203.34
F15,250.0,0.0,203.34
F15,275.0,0.0,203.34
F15,300.0,0.0,203.34
F15,325.0,0.0,203.34
F15,350.0,0.0,203.34
F15,375.0,0.0,203.34
F15,400.0,0.0,203.34
F15,425.0,0.0,203.34
F15,450.0,0.0,203.34
F15,475.0,0.0,203.34
F15,500.0,0.0,203.34
F15,525.0,0.0,203.34
F15,550.0,0.0,203.34
F15,575.0,0.0,203.34
F15,600.0,0.0,203.34
F15,625.0,0.0,203.34
F15,650.0,0.0,203.34
F15,675.0,0.0,203.34
F15,700.0,0.0,203.34
F15,725.0,0.0,203.34
