X,Y,Z
5730.0,1970.0,518.36
5740.0,1970.0,518.42
5750.0,1970.0,518.44
4950.0,1980.0,518.93
4960.0,1980.0,518.79
4970.0,1980.0,518.63
4980.0,1980.0,518.45
4990.0,1980.0,518.26
5000.0,1980.0,518.06
5010.0,1980.0,517.86
5020.0,1980.0,517.64
5030.0,1980.0,517.42
5040.0,1980.0,517.2
5050.0,1980.0,516.97
5060.0,1980.0,516.74
5070.0,1980.0,516.51
5080.0,1980.0,516.27
5090.0,1980.0,516.02
5100.0,1980.0,515.77
5110.0,1980.0,515.51
5120.0,1980.0,515.24
5130.0,1980.0,514.94
5140.0,1980.0,514.63
5150.0,1980.0,514.29
5160.0,1980.0,513.91
5170.0,1980.0,513.5
5180.0,1980.0,513.05
5190.0,1980.0,512.56
5200.0,1980.0,512.01
5210.0,1980.0,511.42
5220.0,1980.0,510.78
5230.0,1980.0,510.09
5240.0,1980.0,509.35
5250.0,1980.0,508.56
5260.0,1980.0,507.75
5270.0,1980.0,506.9
5280.0,1980.0,506.03
5290.0,1980.0,505.16
5300.0,1980.0,504.29
5310.0,1980.0,503.44
5320.0,1980.0,502.62
5330.0,1980.0,501.84
5340.0,1980.0,501.13
5350.0,1980.0,500.48
5360.0,1980.0,499.92
5370.0,1980.0,499.45
5380.0,1980.0,499.09
5390.0,1980.0,498.83
5400.0,1980.0,498.69
5410.0,1980.0,498.67
5420.0,1980.0,498.76
5430.0,1980.0,498.98
5440.0,1980.0,499.3
5450.0,1980.0,499.73
5460.0,1980.0,500.26
5470.0,1980.0,500.88
5480.0,1980.0,501.58
5490.0,1980.0,502.35
5500.0,1980.0,503.18
5510.0,1980.0,504.06
5520.0,1980.0,504.97
5530.0,1980.0,505.91
5540.0,1980.0,506.85
5550.0,1980.0,507.81
5560.0,1980.0,508.76
5570.0,1980.0,509.69
5580.0,1980.0,510.6
5590.0,1980.0,511.48
5600.0,1980.0,512.32
5610.0,1980.0,513.13
5620.0,1980.0,513.88
5630.0,1980.0,514.59
5640.0,1980.0,515.24
5650.0,1980.0,515.84
5660.0,1980.0,516.38
5670.0,1980.0,516.85
5680.0,1980.0,517.27
5690.0,1980.0,517.63
5700.0,1980.0,517.93
5710.0,1980.0,518.17
5720.0,1980.0,518.35
5730.0,1980.0,518.47
5740.0,1980.0,518.54
5750.0,1980.0,518.57
4950.0,1990.0,519.18
4960.0,1990.0,519.03
4970.0,1990.0,518.87
4980.0,1990.0,518.7
4990.0,1990.0,518.51
5000.0,1990.0,518.31
5010.0,1990.0,518.11
5020.0,1990.0,517.9
5030.0,1990.0,517.68
5040.0,1990.0,517.47
5050.0,1990.0,517.24
5060.0,1990.0,517.02
5070.0,1990.0,516.79
5080.0,1990.0,516.56
5090.0,1990.0,516.32
5100.0,1990.0,516.07
5110.0,1990.0,515.82
5120.0,1990.0,515.55
5130.0,1990.0,515.26
5140.0,1990.0,514.95
5150.0,1990.0,514.61
5160.0,1990.0,514.23
5170.0,1990.0,513.83
5180.0,1990.0,513.37
5190.0,1990.0,512.88
5200.0,1990.0,512.33
5210.0,1990.0,511.73
5220.0,1990.0,511.09
5230.0,1990.0,510.39
5240.0,1990.0,509.64
5250.0,1990.0,508.85
5260.0,1990.0,508.03
5270.0,1990.0,507.18
5280.0,1990.0,506.3
5290.0,1990.0,505.42
5300.0,1990.0,504.55
5310.0,1990.0,503.69
5320.0,1990.0,502.86
5330.0,1990.0,502.08
5340.0,1990.0,501.35
5350.0,1990.0,500.7
5360.0,1990.0,500.14
5370.0,1990.0,499.66
5380.0,1990.0,499.3
5390.0,1990.0,499.04
5400.0,1990.0,498.9
5410.0,1990.0,498.87
5420.0,1990.0,498.97
5430.0,1990.0,499.18
5440.0,1990.0,499.5
5450.0,1990.0,499.93
5460.0,1990.0,500.46
5470.0,1990.0,501.08
5480.0,1990.0,501.78
5490.0,1990.0,502.55
5500.0,1990.0,503.38
5510.0,1990.0,504.25
5520.0,1990.0,505.16
5530.0,1990.0,506.1
5540.0,1990.0,507.04
5550.0,1990.0,507.99
5560.0,1990.0,508.94
5570.0,1990.0,509.86
5580.0,1990.0,510.77
5590.0,1990.0,511.64
5600.0,1990.0,512.48
5610.0,1990.0,513.28
5620.0,1990.0,514.03
5630.0,1990.0,514.73
5640.0,1990.0,515.38
5650.0,1990.0,515.97
5660.0,1990.0,516.5
5670.0,1990.0,516.98
5680.0,1990.0,517.39
5690.0,1990.0,517.75
5700.0,1990.0,518.05
5710.0,1990.0,518.28
5720.0,1990.0,518.47
5730.0,1990.0,518.6
5740.0,1990.0,518.67
5750.0,1990.0,518.7
4950.0,2000.0,519.41
4960.0,2000.0,519.26
4970.0,2000.0,519.1
4980.0,2000.0,518.93
4990.0,2000.0,518.74
5000.0,2000.0,517.3
5010.0,2000.0,517.3
5020.0,2000.0,517.3
5030.0,2000.0,517.3
5040.0,2000.0,517.3
5050.0,2000.0,517.3
5060.0,2000.0,517.3
5070.0,2000.0,517.3
5080.0,2000.0,517.3
5090.0,2000.0,517.3
5100.0,2000.0,517.3
5110.0,2000.0,517.3
5120.0,2000.0,517.3
5130.0,2000.0,517.3
5140.0,2000.0,517.3
5150.0,2000.0,517.3
5160.0,2000.0,517.3
5170.0,2000.0,517.3
5180.0,2000.0,517.3
5190.0,2000.0,517.3
5200.0,2000.0,517.3
5210.0,2000.0,517.3
5220.0,2000.0,517.3
5230.0,2000.0,517.3
5240.0,2000.0,517.3
5250.0,2000.0,517.3
5260.0,2000.0,517.3
5270.0,2000.0,517.3
5280.0,2000.0,517.3
5290.0,2000.0,517.3
5300.0,2000.0,517.3
5310.0,2000.0,517.3
5320.0,2000.0,517.3
5330.0,2000.0,517.3
5340.0,2000.0,517.3
5350.0,2000.0,517.3
5360.0,2000.0,517.3
5370.0,2000.0,517.3
5380.0,2000.0,517.3
5390.0,2000.0,517.3
5400.0,2000.0,517.3
5410.0,2000.0,517.3
5420.0,2000.0,517.3
5430.0,2000.0,517.3
5440.0,2000.0,517.3
5450.0,2000.0,517.3
5460.0,2000.0,517.3
5470.0,2000.0,517.3
5480.0,2000.0,517.3
5490.0,2000.0,517.3
5500.0,2000.0,517.3
5510.0,2000.0,517.3
5520.0,2000.0,517.3
5530.0,2000.0,517.3
5540.0,2000.0,517.3
5550.0,2000.0,517.3
5560.0,2000.0,517.3
5570.0,2000.0,517.3
5580.0,2000.0,517.3
5590.0,2000.0,517.3
5600.0,2000.0,517.3
5610.0,2000.0,517.3
5620.0,2000.0,517.3
5630.0,2000.0,517.3
5640.0,2000.0,517.3
5650.0,2000.0,517.3
5660.0,2000.0,517.3
5670.0,2000.0,517.3
5680.0,2000.0,517.3
5690.0,2000.0,517.3
5700.0,2000.0,517.3
5710.0,2000.0,518.41
5720.0,2000.0,518.6
5730.0,2000.0,518.73
5740.0,2000.0,518.81
5750.0,2000.0,518.84
4950.0,2010.0,519.62
4960.0,2010.0,519.47
4970.0,2010.0,519.31
4980.0,2010.0,519.14
4990.0,2010.0,518.96
5000.0,2010.0,517.36
5010.0,2010.0,517.36
5020.0,2010.0,517.36
5030.0,2010.0,517.36
5040.0,2010.0,517.36
5050.0,2010.0,517.36
5060.0,2010.0,517.36
5070.0,2010.0,517.36
5080.0,2010.0,517.36
5090.0,2010.0,517.36
5100.0,2010.0,517.36
5110.0,2010.0,517.36
5120.0,2010.0,517.36
5130.0,2010.0,517.36
5140.0,2010.0,517.36
5150.0,2010.0,517.36
5160.0,2010.0,517.36
5170.0,2010.0,517.36
5180.0,2010.0,517.36
5190.0,2010.0,517.36
5200.0,2010.0,517.36
5210.0,2010.0,517.36
5220.0,2010.0,517.36
5230.0,2010.0,517.36
5240.0,2010.0,517.36
5250.0,2010.0,517.36
5260.0,2010.0,517.36
5270.0,2010.0,517.36
5280.0,2010.0,517.36
5290.0,2010.0,517.36
5300.0,2010.0,517.36
5310.0,2010.0,517.36
5320.0,2010.0,517.36
5330.0,2010.0,517.36
5340.0,2010.0,517.36
5350.0,2010.0,517.36
5360.0,2010.0,517.36
5370.0,2010.0,517.36
5380.0,2010.0,517.36
5390.0,2010.0,517.36
5400.0,2010.0,517.36
5410.0,2010.0,517.36
5420.0,2010.0,517.36
5430.0,2010.0,517.36
5440.0,2010.0,517.36
5450.0,2010.0,517.36
5460.0,2010.0,517.36
5470.0,2010.0,517.36
5480.0,2010.0,517.36
5490.0,2010.0,517.36
5500.0,2010.0,517.36
5510.0,2010.0,517.36
5520.0,2010.0,517.36
5530.0,2010.0,517.36
5540.0,2010.0,517.36
5550.0,2010.0,517.36
5560.0,2010.0,517.36
5570.0,2010.0,517.36
5580.0,2010.0,517.36
5590.0,2010.0,517.36
5600.0,2010.0,517.36
5610.0,2010.0,517.36
5620.0,2010.0,517.36
5630.0,2010.0,517.36
5640.0,2010.0,517.36
5650.0,2010.0,517.36
5660.0,2010.0,517.36
5670.0,2010.0,517.36
5680.0,2010.0,517.36
5690.0,2010.0,517.36
5700.0,2010.0,517.36
5710.0,2010.0,518.55
5720.0,2010.0,518.74
5730.0,2010.0,518.87
5740.0,2010.0,518.96
5750.0,2010.0,519.0
4950.0,2020.0,519.81
4960.0,2020.0,519.66
4970.0,2020.0,519.5
4980.0,2020.0,519.33
4990.0,2020.0,519.16
5000.0,2020.0,517.42
5010.0,2020.0,517.42
5020.0,2020.0,517.42
5030.0,2020.0,517.42
5040.0,2020.0,517.42
5050.0,2020.0,517.42
5060.0,2020.0,517.42
5070.0,2020.0,517.42
5080.0,2020.0,517.42
5090.0,2020.0,517.42
5100.0,2020.0,517.42
5110.0,2020.0,517.42
5120.0,2020.0,517.42
5130.0,2020.0,517.42
5140.0,2020.0,517.42
5150.0,2020.0,517.42
5160.0,2020.0,517.42
5170.0,2020.0,517.42
5180.0,2020.0,517.42
5190.0,2020.0,517.42
5200.0,2020.0,517.42
5210.0,2020.0,517.42
5220.0,2020.0,517.42
5230.0,2020.0,517.42
5240.0,2020.0,517.42
5250.0,2020.0,517.42
5260.0,2020.0,517.42
5270.0,2020.0,517.42
5280.0,2020.0,517.42
5290.0,2020.0,517.42
5300.0,2020.0,517.42
5310.0,2020.0,517.42
5320.0,2020.0,517.42
5330.0,2020.0,517.42
5340.0,2020.0,517.42
5350.0,2020.0,517.42
5360.0,2020.0,517.42
5370.0,2020.0,517.42
5380.0,2020.0,517.42
5390.0,2020.0,517.42
5400.0,2020.0,517.42
5410.0,2020.0,517.42
5420.0,2020.0,517.42
5430.0,2020.0,517.42
5440.0,2020.0,517.42
5450.0,2020.0,517.42
5460.0,2020.0,517.42
5470.0,2020.0,517.42
5480.0,2020.0,517.42
5490.0,2020.0,517.42
5500.0,2020.0,517.42
5510.0,2020.0,517.42
5520.0,2020.0,517.42
5530.0,2020.0,517.42
5540.0,2020.0,517.42
5550.0,2020.0,517.42
5560.0,2020.0,517.42
5570.0,2020.0,517.42
5580.0,2020.0,517.42
5590.0,2020.0,517.42
5600.0,2020.0,517.42
5610.0,2020.0,517.42
5620.0,2020.0,517.42
5630.0,2020.0,517.42
5640.0,2020.0,517.42
5650.0,2020.0,517.42
5660.0,2020.0,517.42
5670.0,2020.0,517.42
5680.0,2020.0,517.42
5690.0,2020.0,517.42
5700.0,2020.0,517.42
5710.0,2020.0,518.7
5720.0,2020.0,518.88
5730.0,2020.0,519.02
5740.0,2020.0,519.11
5750.0,2020.0,519.16
4950.0,2030.0,519.96
4960.0,2030.0,519.82
4970.0,2030.0,519.66
4980.0,2030.0,519.5
4990.0,2030.0,519.33
5000.0,2030.0,517.48
5010.0,2030.0,517.48
5020.0,2030.0,517.48
5030.0,2030.0,517.48
5040.0,2030.0,517.48
5050.0,2030.0,517.48
5060.0,2030.0,517.48
5070.0,2030.0,517.48
5080.0,2030.0,517.48
5090.0,2030.0,517.48
5100.0,2030.0,517.48
5110.0,2030.0,517.48
5120.0,2030.0,517.48
5130.0,2030.0,517.48
5140.0,2030.0,517.48
5150.0,2030.0,517.48
5160.0,2030.0,517.48
5170.0,2030.0,517.48
5180.0,2030.0,517.48
5190.0,2030.0,517.48
5200.0,2030.0,517.48
5210.0,2030.0,517.48
5220.0,2030.0,517.48
5230.0,2030.0,517.48
5240.0,2030.0,517.48
5250.0,2030.0,517.48
5260.0,2030.0,517.48
5270.0,2030.0,517.48
5280.0,2030.0,517.48
5290.0,2030.0,517.48
5300.0,2030.0,517.48
5310.0,2030.0,517.48
5320.0,2030.0,517.48
5330.0,2030.0,517.48
5340.0,2030.0,517.48
5350.0,2030.0,517.48
5360.0,2030.0,517.48
5370.0,2030.0,517.48
5380.0,2030.0,517.48
5390.0,2030.0,517.48
5400.0,2030.0,517.48
5410.0,2030.0,517.48
5420.0,2030.0,517.48
5430.0,2030.0,517.48
5440.0,2030.0,517.48
5450.0,2030.0,517.48
5460.0,2030.0,517.48
5470.0,2030.0,517.48
5480.0,2030.0,517.48
5490.0,2030.0,517.48
5500.0,2030.0,517.48
5510.0,2030.0,517.48
5520.0,2030.0,517.48
5530.0,2030.0,517.48
5540.0,2030.0,517.48
5550.0,2030.0,517.48
5560.0,2030.0,517.48
5570.0,2030.0,517.48
5580.0,2030.0,517.48
5590.0,2030.0,517.48
5600.0,2030.0,517.48
5610.0,2030.0,517.48
5620.0,2030.0,517.48
5630.0,2030.0,517.48
5640.0,2030.0,517.48
5650.0,2030.0,517.48
5660.0,2030.0,517.48
5670.0,2030.0,517.48
5680.0,2030.0,517.48
5690.0,2030.0,517.48
5700.0,2030.0,517.48
5710.0,2030.0,518.85
5720.0,2030.0,519.04
5730.0,2030.0,519.18
5740.0,2030.0,519.27
5750.0,2030.0,519.33
4950.0,2040.0,520.09
4960.0,2040.0,519.94
4970.0,2040.0,519.79
4980.0,2040.0,519.63
4990.0,2040.0,519.46
5000.0,2040.0,517.54
5010.0,2040.0,517.54
5020.0,2040.0,517.54
5030.0,2040.0,517.54
5040.0,2040.0,517.54
5050.0,2040.0,517.54
5060.0,2040.0,517.54
5070.0,2040.0,517.54
5080.0,2040.0,517.54
5090.0,2040.0,517.54
5100.0,2040.0,517.54
5110.0,2040.0,517.54
5120.0,2040.0,517.54
5130.0,2040.0,517.54
5140.0,2040.0,517.54
5150.0,2040.0,517.54
5160.0,2040.0,517.54
5170.0,2040.0,517.54
5180.0,2040.0,517.54
5190.0,2040.0,517.54
5200.0,2040.0,517.54
5210.0,2040.0,517.54
5220.0,2040.0,517.54
5230.0,2040.0,517.54
5240.0,2040.0,517.54
5250.0,2040.0,517.54
5260.0,2040.0,517.54
5270.0,2040.0,517.54
5280.0,2040.0,517.54
5290.0,2040.0,517.54
5300.0,2040.0,517.54
5310.0,2040.0,517.54
5320.0,2040.0,517.54
5330.0,2040.0,517.54
5340.0,2040.0,517.54
5350.0,2040.0,517.54
5360.0,2040.0,517.54
5370.0,2040.0,517.54
5380.0,2040.0,517.54
5390.0,2040.0,517.54
5400.0,2040.0,517.54
5410.0,2040.0,517.54
5420.0,2040.0,517.54
5430.0,2040.0,517.54
5440.0,2040.0,517.54
5450.0,2040.0,517.54
5460.0,2040.0,517.54
5470.0,2040.0,517.54
5480.0,2040.0,517.54
5490.0,2040.0,517.54
5500.0,2040.0,517.54
5510.0,2040.0,517.54
5520.0,2040.0,517.54
5530.0,2040.0,517.54
5540.0,2040.0,517.54
5550.0,2040.0,517.54
5560.0,2040.0,517.54
5570.0,2040.0,517.54
5580.0,2040.0,517.54
5590.0,2040.0,517.54
5600.0,2040.0,517.54
5610.0,2040.0,517.54
5620.0,2040.0,517.54
5630.0,2040.0,517.54
5640.0,2040.0,517.54
5650.0,2040.0,517.54
5660.0,2040.0,517.54
5670.0,2040.0,517.54
5680.0,2040.0,517.54
5690.0,2040.0,517.54
5700.0,2040.0,517.54
5710.0,2040.0,519.01
5720.0,2040.0,519.19
5730.0,2040.0,519.34
5740.0,2040.0,519.44
5750.0,2040.0,519.5
4950.0,2050.0,520.17
4960.0,2050.0,520.03
4970.0,2050.0,519.88
4980.0,2050.0,519.73
4990.0,2050.0,519.57
5000.0,2050.0,517.6
5010.0,2050.0,517.6
5020.0,2050.0,517.6
5030.0,2050.0,517.6
5040.0,2050.0,517.6
5050.0,2050.0,517.6
5060.0,2050.0,517.6
5070.0,2050.0,517.6
5080.0,2050.0,517.6
5090.0,2050.0,517.6
5100.0,2050.0,517.6
5110.0,2050.0,517.6
5120.0,2050.0,517.6
5130.0,2050.0,517.6
5140.0,2050.0,517.6
5150.0,2050.0,517.6
5160.0,2050.0,517.6
5170.0,2050.0,517.6
5180.0,2050.0,517.6
5190.0,2050.0,517.6
5200.0,2050.0,517.6
5210.0,2050.0,517.6
5220.0,2050.0,517.6
5230.0,2050.0,517.6
5240.0,2050.0,517.6
5250.0,2050.0,517.6
5260.0,2050.0,517.6
5270.0,2050.0,517.6
5280.0,2050.0,517.6
5290.0,2050.0,517.6
5300.0,2050.0,517.6
5310.0,2050.0,517.6
5320.0,2050.0,517.6
5330.0,2050.0,517.6
5340.0,2050.0,517.6
5350.0,2050.0,517.6
5360.0,2050.0,517.6
5370.0,2050.0,517.6
5380.0,2050.0,517.6
5390.0,2050.0,517.6
5400.0,2050.0,517.6
5410.0,2050.0,517.6
5420.0,2050.0,517.6
5430.0,2050.0,517.6
5440.0,2050.0,517.6
5450.0,2050.0,517.6
5460.0,2050.0,517.6
5470.0,2050.0,517.6
5480.0,2050.0,517.6
5490.0,2050.0,517.6
5500.0,2050.0,517.6
5510.0,2050.0,517.6
5520.0,2050.0,517.6
5530.0,2050.0,517.6
5540.0,2050.0,517.6
5550.0,2050.0,517.6
5560.0,2050.0,517.6
5570.0,2050.0,517.6
5580.0,2050.0,517.6
5590.0,2050.0,517.6
5600.0,2050.0,517.6
5610.0,2050.0,517.6
5620.0,2050.0,517.6
5630.0,2050.0,517.6
5640.0,2050.0,517.6
5650.0,2050.0,517.6
5660.0,2050.0,517.6
5670.0,2050.0,517.6
5680.0,2050.0,517.6
5690.0,2050.0,517.6
5700.0,2050.0,517.6
5710.0,2050.0,519.17
5720.0,2050.0,519.35
5730.0,2050.0,519.5
5740.0,2050.0,519.6
5750.0,2050.0,519.67
4950.0,2060.0,520.22
4960.0,2060.0,520.08
4970.0,2060.0,519.94
4980.0,2060.0,519.79
4990.0,2060.0,519.64
5000.0,2060.0,517.66
5010.0,2060.0,517.66
5020.0,2060.0,517.66
5030.0,2060.0,517.66
5040.0,2060.0,517.66
5050.0,2060.0,517.66
5060.0,2060.0,517.66
5070.0,2060.0,517.66
5080.0,2060.0,517.66
5090.0,2060.0,517.66
5100.0,2060.0,517.66
5110.0,2060.0,517.66
5120.0,2060.0,517.66
5130.0,2060.0,517.66
5140.0,2060.0,517.66
5150.0,2060.0,517.66
5160.0,2060.0,517.66
5170.0,2060.0,517.66
5180.0,2060.0,517.66
5190.0,2060.0,517.66
5200.0,2060.0,517.66
5210.0,2060.0,517.66
5220.0,2060.0,517.66
5230.0,2060.0,517.66
5240.0,2060.0,517.66
5250.0,2060.0,517.66
5260.0,2060.0,517.66
5270.0,2060.0,517.66
5280.0,2060.0,517.66
5290.0,2060.0,517.66
5300.0,2060.0,517.66
5310.0,2060.0,517.66
5320.0,2060.0,517.66
5330.0,2060.0,517.66
5340.0,2060.0,517.66
5350.0,2060.0,517.66
5360.0,2060.0,517.66
5370.0,2060.0,517.66
5380.0,2060.0,517.66
5390.0,2060.0,517.66
5400.0,2060.0,517.66
5410.0,2060.0,517.66
5420.0,2060.0,517.66
5430.0,2060.0,517.66
5440.0,2060.0,517.66
5450.0,2060.0,517.66
5460.0,2060.0,517.66
5470.0,2060.0,517.66
5480.0,2060.0,517.66
5490.0,2060.0,517.66
5500.0,2060.0,517.66
5510.0,2060.0,517.66
5520.0,2060.0,517.66
5530.0,2060.0,517.66
5540.0,2060.0,517.66
5550.0,2060.0,517.66
5560.0,2060.0,517.66
5570.0,2060.0,517.66
5580.0,2060.0,517.66
5590.0,2060.0,517.66
5600.0,2060.0,517.66
5610.0,2060.0,517.66
5620.0,2060.0,517.66
5630.0,2060.0,517.66
5640.0,2060.0,517.66
5650.0,2060.0,517.66
5660.0,2060.0,517.66
5670.0,2060.0,517.66
5680.0,2060.0,517.66
5690.0,2060.0,517.66
5700.0,2060.0,517.66
5710.0,2060.0,519.32
5720.0,2060.0,519.51
5730.0,2060.0,519.66
5740.0,2060.0,519.77
5750.0,2060.0,519.85
4950.0,2070.0,520.23
4960.0,2070.0,520.1
4970.0,2070.0,519.96
4980.0,2070.0,519.81
4990.0,2070.0,519.67
5000.0,2070.0,517.72
5010.0,2070.0,517.72
5020.0,2070.0,517.72
5030.0,2070.0,517.72
5040.0,2070.0,517.72
5050.0,2070.0,517.72
5060.0,2070.0,517.72
5070.0,2070.0,517.72
5080.0,2070.0,517.72
5090.0,2070.0,517.72
5100.0,2070.0,517.72
5110.0,2070.0,517.72
5120.0,2070.0,517.72
5130.0,2070.0,517.72
5140.0,2070.0,517.72
5150.0,2070.0,517.72
5160.0,2070.0,517.72
5170.0,2070.0,517.72
5180.0,2070.0,517.72
5190.0,2070.0,517.72
5200.0,2070.0,517.72
