HOLE_ID,FROM,TO,LITH
TS011,7.35,7.6,SLIME
TS011,7.6,8.2,SAND
TS011,8.2,8.7,SLIME
TS011,8.7,8.8,SAND
TS011,8.8,9.25,SLIME
TS011,9.25,9.3,SAND
TS011,9.3,10.5,SLIME
TS011,10.5,12.2,CLAY
TS012,0.0,1.1,CAP
TS012,1.1,4.05,SLIME
TS012,4.05,4.7,SAND
TS012,4.7,4.85,SLIME
TS012,4.85,4.9,SAND
TS012,4.9,5.0,SLIME
TS012,5.0,5.15,SAND
TS012,5.15,6.35,SLIME
TS012,6.35,6.4,SAND
TS012,6.4,7.15,SLIME
TS012,7.15,7.2,SAND
TS012,7.2,7.45,SLIME
TS012,7.45,7.95,SAND
TS012,7.95,8.0,SLIME
TS012,8.0,8.05,SAND
TS012,8.05,11.5,SLIME
TS012,11.5,11.9,SAND
TS012,11.9,12.1,SLIME
TS012,12.1,12.15,SAND
TS012,12.15,12.2,SLIME
TS012,12.2,14.1,CLAY
TS013,0.0,1.45,CAP
TS013,1.45,3.95,SLIME
TS013,3.95,4.5,SAND
TS013,4.5,4.55,SLIME
TS013,4.55,5.05,SAND
TS013,5.05,5.75,SLIME
TS013,5.75,6.05,SAND
TS013,6.05,6.1,SLIME
TS013,6.1,6.15,SAND
TS013,6.15,6.25,SLIME
TS013,6.25,6.3,SAND
TS013,6.3,6.7,SLIME
TS013,6.7,6.8,SAND
TS013,6.8,7.25,SLIME
TS013,7.25,7.65,SAND
TS013,7.65,7.95,SLIME
TS013,7.95,8.0,SAND
TS013,8.0,8.05,SLIME
TS013,8.05,8.1,SAND
TS013,8.1,8.15,SLIME
TS013,8.15,8.2,SAND
TS013,8.2,8.7,SLIME
TS013,8.7,8.75,SAND
TS013,8.75,9.05,SLIME
TS013,9.05,9.1,SAND
TS013,9.1,10.75,SLIME
TS013,10.75,11.05,SAND
TS013,11.05,11.35,SLIME
TS013,11.35,11.6,SAND
TS013,11.6,11.65,SLIME
TS013,11.65,12.8,SAND
TS013,12.8,13.15,SLIME
TS013,13.15,13.35,SAND
TS013,13.35,13.55,SLIME
TS013,13.55,14.35,SAND
TS013,14.35,15.3,SLIME
TS013,15.3,15.35,SAND
TS013,15.35,15.4,SLIME
TS013,15.4,16.3,SAND
TS013,16.3,16.45,SLIME
TS013,16.45,16.55,SAND
TS013,16.55,16.6,SLIME
TS013,16.6,16.65,SAND
TS013,16.65,18.0,CLAY
TS014,0.0,0.95,CAP
TS014,0.95,1.2,SAND
TS014,1.2,4.35,SLIME
TS014,4.35,5.6,SAND
TS014,5.6,5.65,SLIME
TS014,5.65,5.7,SAND
TS014,5.7,6.65,SLIME
TS014,6.65,6.9,SAND
TS014,6.9,7.0,SLIME
TS014,7.0,7.05,SAND
TS014,7.05,7.1,SLIME
TS014,7.1,7.15,SAND
TS014,7.15,7.4,SLIME
TS014,7.4,7.5,SAND
TS014,7.5,7.95,SLIME
TS014,7.95,8.45,SAND
TS014,8.45,8.6,SLIME
TS014,8.6,8.65,SAND
TS014,8.65,11.05,SLIME
TS014,11.05,11.1,SAND
TS014,11.1,11.35,SLIME
TS014,11.35,12.05,SAND
TS014,12.05,17.15,SLIME
TS014,17.15,17.2,SAND
TS014,17.2,17.4,SLIME
TS014,17.4,18.4,SAND
TS014,18.4,18.75,SLIME
TS014,18.75,18.8,SAND
TS014,18.8,18.85,SLIME
TS014,18.85,19.1,SAND
TS014,19.1,19.9,SLIME
TS014,19.9,20.05,SAND
TS014,20.05,22.1,SLIME
TS014,22.1,22.15,SAND
TS014,22.15,24.05,SLIME
TS014,24.05,24.1,SAND
TS014,24.1,24.15,SLIME
TS014,24.15,24.2,SAND
TS014,24.2,24.25,SLIME
TS014,24.25,26.1,CLAY
TS015,0.0,0.45,SLIME
TS015,0.45,0.6,SAND
TS015,0.6,0.8,SLIME
TS015,0.8,0.9,SAND
TS015,0.9,1.05,SLIME
TS015,1.05,1.1,SAND
TS015,1.1,1.7,SLIME
TS015,1.7,1.75,SAND
TS015,1.75,3.15,SLIME
TS015,3.15,3.3,SAND
TS015,3.3,3.7,SLIME
TS015,3.7,5.0,SAND
TS015,5.0,5.05,SLIME
TS015,5.05,6.05,SAND
TS015,6.05,6.25,SLIME
TS015,6.25,6.5,SAND
TS015,6.5,6.95,SLIME
TS015,6.95,7.25,SAND
TS015,7.25,8.2,SLIME
TS015,8.2,8.35,SAND
TS015,8.35,8.4,SLIME
TS015,8.4,8.55,SAND
TS015,8.55,9.1,SLIME
TS015,9.1,9.3,SAND
TS015,9.3,9.95,SLIME
TS015,9.95,10.15,SAND
TS015,10.15,10.3,SLIME
TS015,10.3,10.45,SAND
TS015,10.45,10.8,SLIME
TS015,10.8,11.45,SAND
TS015,11.45,11.5,SLIME
TS015,11.5,11.75,SAND
TS015,11.75,11.8,SLIME
TS015,11.8,12.3,SAND
TS015,12.3,12.7,SLIME
TS015,12.7,12.8,SAND
TS015,12.8,15.45,SLIME
TS015,15.45,15.55,SAND
TS015,15.55,16.85,SLIME
TS015,16.85,16.9,SAND
TS015,16.9,16.95,SLIME
TS015,16.95,17.45,SAND
TS015,17.45,17.55,SLIME
TS015,17.55,18.35,SAND
TS015,18.35,18.85,SLIME
TS015,18.85,19.1,SAND
TS015,19.1,20.9,SLIME
TS015,20.9,20.95,SAND
TS015,20.95,21.05,SLIME
TS015,21.05,21.35,SAND
TS015,21.35,21.9,SLIME
TS015,21.9,21.95,SAND
TS015,21.95,22.0,SLIME
TS015,22.0,22.05,SAND
TS015,22.05,22.1,SLIME
TS015,22.1,22.15,SAND
TS015,22.15,22.25,SLIME
TS015,22.25,22.3,SAND
TS015,22.3,22.85,SLIME
TS015,22.85,24.7,CLAY
TS016,0.0,0.35,SAND
TS016,0.35,1.75,SLIME
TS016,1.75,2.05,SAND
TS016,2.05,2.15,SLIME
TS016,2.15,3.45,SAND
TS016,3.45,3.5,SLIME
TS016,3.5,3.6,SAND
TS016,3.6,3.65,SLIME
TS016,3.65,3.7,SAND
TS016,3.7,4.45,SLIME
TS016,4.45,4.65,SAND
TS016,4.65,5.05,SLIME
TS016,5.05,5.15,SAND
TS016,5.15,5.25,SLIME
TS016,5.25,5.3,SAND
TS016,5.3,6.35,SLIME
TS016,6.35,6.7,SAND
TS016,6.7,6.8,SLIME
TS016,6.8,7.05,SAND
TS016,7.05,7.1,SLIME
TS016,7.1,7.25,SAND
TS016,7.25,8.75,SLIME
TS016,8.75,8.8,SAND
TS016,8.8,9.85,SLIME
TS016,9.85,9.9,SAND
TS016,9.9,10.95,SLIME
TS016,10.95,11.0,SAND
TS016,11.0,11.05,SLIME
TS016,11.05,11.1,SAND
TS016,11.1,12.85,SLIME
TS016,12.85,14.9,CLAY
TS017,0.0,0.35,SLIME
TS017,0.35,0.5,SAND
TS017,0.5,1.25,SLIME
TS017,1.25,1.9,SAND
TS017,1.9,2.1,SLIME
TS017,2.1,2.4,SAND
TS017,2.4,4.8,SLIME
TS017,4.8,4.85,SAND
TS017,4.85,5.0,SLIME
TS017,5.0,7.1,SAND
TS017,7.1,7.7,SLIME
TS017,7.7,7.8,SAND
TS017,7.8,7.9,SLIME
TS017,7.9,7.95,SAND
TS017,7.95,8.9,SLIME
TS017,8.9,9.0,SAND
TS017,9.0,10.1,CLAY
TS018,0.0,0.8,SLIME
TS018,0.8,0.95,SAND
TS018,0.95,1.0,SLIME
TS018,1.0,1.4,SAND
TS018,1.4,1.45,SLIME
TS018,1.45,1.7,SAND
TS018,1.7,1.75,SLIME
TS018,1.75,2.05,SAND
TS018,2.05,2.1,SLIME
TS018,2.1,2.25,SAND
TS018,2.25,2.9,SLIME
TS018,2.9,3.1,SAND
TS018,3.1,3.95,SLIME
TS018,3.95,4.3,SAND
TS018,4.3,4.35,SLIME
TS018,4.35,4.4,SAND
TS018,4.4,4.55,SLIME
TS018,4.55,4.65,SAND
TS018,4.65,4.75,SLIME
TS018,4.75,4.8,SAND
TS018,4.8,5.0,SLIME
TS018,5.0,5.8,SAND
TS018,5.8,5.85,SLIME
TS018,5.85,6.15,SAND
TS018,6.15,6.25,SLIME
TS018,6.25,6.35,SAND
TS018,6.35,6.4,SLIME
TS018,6.4,6.6,SAND
TS018,6.6,6.85,SLIME
TS018,6.85,7.05,SAND
TS018,7.05,7.1,SLIME
TS018,7.1,7.15,SAND
TS018,7.15,7.2,SLIME
TS018,7.2,7.25,SAND
TS018,7.25,7.3,SLIME
TS018,7.3,7.4,SAND
TS018,7.4,8.6,CLAY
TS019,0.0,1.35,CAP
TS019,1.35,2.8,SLIME
TS019,2.8,2.95,SAND
TS019,2.95,3.0,SLIME
TS019,3.0,3.05,SAND
TS019,3.05,3.15,SLIME
TS019,3.15,5.0,SAND
TS019,5.0,5.3,SLIME
TS019,5.3,5.35,SAND
TS019,5.35,5.4,SLIME
TS019,5.4,5.45,SAND
TS019,5.45,5.5,SLIME
TS019,5.5,5.65,SAND
TS019,5.65,5.85,SLIME
TS019,5.85,5.95,SAND
TS019,5.95,6.1,SLIME
TS019,6.1,6.25,SAND
TS019,6.25,6.5,SLIME
TS019,6.5,6.75,SAND
TS019,6.75,6.95,SLIME
TS019,6.95,8.5,CLAY
TS020,0.0,1.3,CAP
TS020,1.3,2.55,SLIME
TS020,2.55,2.65,SAND
TS020,2.65,2.85,SLIME
TS020,2.85,2.9,SAND
TS020,2.9,3.0,SLIME
TS020,3.0,3.2,SAND
TS020,3.2,3.35,SLIME
TS020,3.35,4.45,SAND
TS020,4.45,4.5,SLIME
TS020,4.5,4.75,SAND
TS020,4.75,5.15,SLIME
TS020,5.15,5.9,SAND
TS020,5.9,6.0,SLIME
TS020,6.0,6.3,SAND
TS020,6.3,7.45,SLIME
TS020,7.45,9.1,CLAY
TS021,0.0,0.8,CAP
TS021,0.8,2.5,SLIME
TS021,2.5,3.0,SAND
TS021,3.0,3.5,SLIME
TS021,3.5,3.65,SAND
TS021,3.65,3.95,SLIME
TS021,3.95,4.0,SAND
TS021,4.0,4.05,SLIME
TS021,4.05,4.2,SAND
TS021,4.2,4.7,SLIME
TS021,4.7,4.9,SAND
TS021,4.9,5.05,SLIME
TS021,5.05,6.05,SAND
TS021,6.05,6.2,SLIME
TS021,6.2,6.55,SAND
TS021,6.55,6.7,SLIME
TS021,6.7,7.0,SAND
TS021,7.0,7.1,SLIME
TS021,7.1,7.2,SAND
TS021,7.2,8.45,SLIME
TS021,8.45,8.5,SAND
TS021,8.5,8.95,SLIME
TS021,8.95,11.1,CLAY
TS022,0.0,1.2,CAP
TS022,1.2,2.55,SLIME
TS022,2.55,2.6,SAND
TS022,2.6,2.7,SLIME
TS022,2.7,2.95,SAND
TS022,2.95,3.9,SLIME
TS022,3.9,3.95,SAND
TS022,3.95,6.05,SLIME
TS022,6.05,6.15,SAND
TS022,6.15,6.4,SLIME
TS022,6.4,6.45,SAND
TS022,6.45,6.5,SLIME
TS022,6.5,7.0,SAND
TS022,7.0,7.8,SLIME
TS022,7.8,7.9,SAND
TS022,7.9,8.25,SLIME
TS022,8.25,8.55,SAND
TS022,8.55,8.7,SLIME
TS022,8.7,8.85,SAND
TS022,8.85,8.9,SLIME
TS022,8.9,8.95,SAND
TS022,8.95,9.7,SLIME
TS022,9.7,9.8,SAND
TS022,9.8,9.9,SLIME
TS022,9.9,10.8,SAND
TS022,10.8,11.2,SLIME
TS022,11.2,12.7,CLAY
TS023,0.0,0.45,CAP
TS023,0.45,1.95,SLIME
TS023,1.95,2.2,SAND
TS023,2.2,2.3,SLIME
TS023,2.3,2.75,SAND
TS023,2.75,3.5,SLIME
TS023,3.5,3.55,SAND
TS023,3.55,4.75,SLIME
TS023,4.75,4.85,SAND
TS023,4.85,5.65,SLIME
TS023,5.65,5.7,SAND
TS023,5.7,8.35,SLIME
TS023,8.35,8.75,SAND
TS023,8.75,11.45,SLIME
TS023,11.45,12.75,SAND
TS023,12.75,12.8,SLIME
TS023,12.8,12.9,SAND
TS023,12.9,13.8,SLIME
TS023,13.8,13.85,SAND
TS023,13.85,14.0,SLIME
TS023,14.0,14.05,SAND
TS023,14.05,14.15,SLIME
TS023,14.15,14.25,SAND
TS023,14.25,15.1,SLIME
TS023,15.1,15.15,SAND
TS023,15.15,15.3,SLIME
TS023,15.3,15.35,SAND
TS023,15.35,16.65,SLIME
TS023,16.65,16.7,SAND
TS023,16.7,16.75,SLIME
TS023,16.75,16.8,SAND
TS023,16.8,17.2,SLIME
TS023,17.2,17.25,SAND
TS023,17.25,18.0,SLIME
TS023,18.0,18.95,SAND
TS023,18.95,19.05,SLIME
TS023,19.05,19.2,SAND
TS023,19.2,19.55,SLIME
TS023,19.55,19.6,SAND
TS023,19.6,20.45,SLIME
TS023,20.45,20.65,SAND
TS023,20.65,20.7,SLIME
TS023,20.7,20.75,SAND
TS023,20.75,20.95,SLIME
TS023,20.95,21.0,SAND
TS023,21.0,21.15,SLIME
TS023,21.15,22.7,CLAY
TS024,0.0,0.4,CAP
TS024,0.4,0.9,SAND
TS024,0.9,0.95,SLIME
TS024,0.95,1.15,SAND
TS024,1.15,1.3,SLIME
TS024,1.3,1.35,SAND
TS024,1.35,1.6,SLIME
TS024,1.6,1.75,SAND
TS024,1.75,1.85,SLIME
TS024,1.85,2.25,SAND
TS024,2.25,2.3,SLIME
TS024,2.3,2.35,SAND
TS024,2.35,2.75,SLIME
TS024,2.75,3.15,SAND
TS024,3.15,3.25,SLIME
TS024,3.25,3.45,SAND
TS024,3.45,4.6,SLIME
TS024,4.6,4.65,SAND
TS024,4.65,4.8,SLIME
TS024,4.8,4.85,SAND
TS024,4.85,5.3,SLIME
TS024,5.3,5.4,SAND
TS024,5.4,5.45,SLIME
TS024,5.45,5.55,SAND
TS024,5.55,6.45,SLIME
TS024,6.45,6.55,SAND
TS024,6.55,6.65,SLIME
TS024,6.65,6.8,SAND
TS024,6.8,7.2,SLIME
TS024,7.2,7.35,SAND
TS024,7.35,7.4,SLIME
TS024,7.4,7.7,SAND
TS024,7.7,8.3,SLIME
TS024,8.3,8.35,SAND
TS024,8.35,8.4,SLIME
TS024,8.4,8.45,SAND
TS024,8.45,11.7,SLIME
TS024,11.7,11.9,SAND
TS024,11.9,12.0,SLIME
TS024,12.0,12.6,SAND
TS024,12.6,13.95,SLIME
TS024,13.95,14.0,SAND
TS024,14.0,14.05,SLIME
TS024,14.05,14.1,SAND
TS024,14.1,14.15,SLIME
TS024,14.15,14.2,SAND
TS024,14.2,15.15,SLIME
TS024,15.15,15.3,SAND
TS024,15.3,16.7,SLIME
TS024,16.7,17.1,SAND
TS024,17.1,17.6,SLIME
TS024,17.6,17.7,SAND
TS024,17.7,17.75,SLIME
TS024,17.75,17.9,SAND
TS024,17.9,18.1,SLIME
TS024,18.1,19.25,SAND
TS024,19.25,19.75,SLIME
TS024,19.75,19.85,SAND
TS024,19.85,20.05,SLIME
TS024,20.05,20.1,SAND
TS024,20.1,20.5,SLIME
TS024,20.5,20.9,SAND
TS024,20.9,21.3,SLIME
TS024,21.3,21.35,SAND
TS024,21.35,21.8,SLIME
TS024,21.8,21.85,SAND
TS024,21.85,23.2,SLIME
TS024,23.2,25.5,CLAY
TS025,0.0,0.05,SAND
TS025,0.05,0.25,SLIME
TS025,0.25,0.7,SAND
TS025,0.7,0.85,SLIME
TS025,0.85,1.35,SAND
TS025,1.35,2.7,SLIME
TS025,2.7,3.05,SAND
TS025,3.05,3.3,SLIME
TS025,3.3,3.85,SAND
TS025,3.85,4.2,SLIME
TS025,4.2,5.95,SAND
TS025,5.95,7.2,SLIME
TS025,7.2,7.25,SAND
TS025,7.25,7.3,SLIME
TS025,7.3,7.9,SAND
TS025,7.9,8.4,SLIME
TS025,8.4,8.55,SAND
TS025,8.55,11.0,SLIME
TS025,11.0,11.05,SAND
TS025,11.05,11.2,SLIME
TS025,11.2,11.65,SAND
TS025,11.65,11.75,SLIME
TS025,11.75,11.85,SAND
TS025,11.85,12.05,SLIME
TS025,12.05,13.2,SAND
TS025,13.2,14.95,SLIME
TS025,14.95,15.0,SAND
TS025,15.0,15.15,SLIME
TS025,15.15,15.2,SAND
TS025,15.2,15.3,SLIME
TS025,15.3,15.35,SAND
TS025,15.35,15.55,SLIME
TS025,15.55,15.65,SAND
TS025,15.65,15.7,SLIME
TS025,15.7,15.8,SAND
TS025,15.8,15.85,SLIME
TS025,15.85,16.2,SAND
TS025,16.2,16.5,SLIME
TS025,16.5,16.55,SAND
TS025,16.55,16.7,SLIME
TS025,16.7,16.75,SAND
TS025,16.75,16.9,SLIME
TS025,16.9,17.25,SAND
TS025,17.25,17.75,SLIME
TS025,17.75,18.05,SAND
TS025,18.05,18.2,SLIME
TS025,18.2,18.35,SAND
TS025,18.35,18.75,SLIME
TS025,18.75,18.8,SAND
TS025,18.8,18.85,SLIME
TS025,18.85,19.05,SAND
TS025,19.05,19.2,SLIME
TS025,19.2,19.25,SAND
TS025,19.25,19.35,SLIME
TS025,19.35,19.55,SAND
TS025,19.55,19.8,SLIME
TS025,19.8,19.9,SAND
TS025,19.9,20.65,SLIME
TS025,20.65,20.8,SAND
TS025,20.8,21.45,SLIME
TS025,21.45,21.65,SAND
TS025,21.65,21.7,SLIME
TS025,21.7,21.85,SAND
TS025,21.85,21.9,SLIME
TS025,21.9,21.95,SAND
TS025,21.95,22.5,SLIME
TS025,22.5,22.55,SAND
TS025,22.55,22.7,SLIME
TS025,22.7,22.75,SAND
TS025,22.75,22.85,SLIME
TS025,22.85,23.2,SAND
TS025,23.2,23.5,SLIME
TS025,23.5,23.55,SAND
TS025,23.55,23.6,SLIME
TS025,23.6,23.65,SAND
TS025,23.65,23.9,SLIME
TS025,23.9,26.1,CLAY
TS026,0.0,0.4,CAP
TS026,0.4,0.45,SAND
TS026,0.45,1.85,SLIME
TS026,1.85,1.95,SAND
TS026,1.95,3.2,SLIME
TS026,3.2,4.15,SAND
TS026,4.15,5.6,SLIME
TS026,5.6,5.75,SAND
TS026,5.75,6.25,SLIME
TS026,6.25,6.3,SAND
TS026,6.3,6.5,SLIME
TS026,6.5,6.85,SAND
TS026,6.85,7.85,SLIME
TS026,7.85,9.7,CLAY
TS027,0.0,0.15,CAP
TS027,0.15,0.3,SLIME
TS027,0.3,0.35,SAND
TS027,0.35,0.5,SLIME
TS027,0.5,0.55,SAND
TS027,0.55,0.85,SLIME
TS027,0.85,0.9,SAND
TS027,0.9,2.7,SLIME
TS027,2.7,3.45,SAND
TS027,3.45,3.5,SLIME
TS027,3.5,4.3,SAND
TS027,4.3,4.4,SLIME
TS027,4.4,4.55,SAND
TS027,4.55,5.1,SLIME
TS027,5.1,5.15,SAND
TS027,5.15,5.65,SLIME
TS027,5.65,5.9,SAND
TS027,5.9,6.05,SLIME
TS027,6.05,6.15,SAND
TS027,6.15,6.2,SLIME
TS027,6.2,6.5,SAND
TS027,6.5,6.8,SLIME
TS027,6.8,6.85,SAND
TS027,6.85,7.2,SLIME
TS027,7.2,8.05,SAND
TS027,8.05,8.15,SLIME
TS027,8.15,9.6,CLAY
TS028,0.0,0.3,SLIME
TS028,0.3,0.9,SAND
TS028,0.9,1.2,SLIME
TS028,1.2,1.35,SAND
TS028,1.35,1.4,SLIME
TS028,1.4,1.45,SAND
TS028,1.45,2.95,SLIME
TS028,2.95,3.0,SAND
TS028,3.0,3.7,SLIME
TS028,3.7,3.8,SAND
TS028,3.8,4.05,SLIME
