X,Y,ELEVATION_M,MAG_NT,LITHOLOGY,INSIDE
5325.0,7025.0,497.6,51725.0,METASEDIMENT,0
5375.0,7025.0,499.1,51731.0,METASEDIMENT,0
5425.0,7025.0,500.5,51740.0,MAFIC_VOLCANIC,0
5475.0,7025.0,501.8,51754.0,MAFIC_VOLCANIC,0
5525.0,7025.0,503.0,51773.0,MAFIC_VOLCANIC,0
5575.0,7025.0,504.0,51797.0,MAFIC_VOLCANIC,0
5625.0,7025.0,504.9,51827.0,MAFIC_VOLCANIC,0
5675.0,7025.0,505.6,51859.0,MAFIC_VOLCANIC,0
5725.0,7025.0,506.1,51892.0,FELSIC_VOLCANIC,0
5775.0,7025.0,506.4,51926.0,FELSIC_VOLCANIC,0
5825.0,7025.0,506.6,51960.0,FELSIC_VOLCANIC,0
5875.0,7025.0,506.5,51994.0,FELSIC_VOLCANIC,0
5925.0,7025.0,506.2,52031.0,FELSIC_VOLCANIC,0
5975.0,7025.0,505.8,52071.0,FELSIC_VOLCANIC,0
6025.0,7025.0,505.1,52113.0,FELSIC_VOLCANIC,0
6075.0,7025.0,504.3,52154.0,FELSIC_VOLCANIC,0
6125.0,7025.0,503.2,52189.0,FELSIC_VOLCANIC,0
6175.0,7025.0,502.1,52213.0,FELSIC_VOLCANIC,0
6225.0,7025.0,500.8,52219.0,FELSIC_VOLCANIC,0
6275.0,7025.0,499.4,52204.0,FELSIC_VOLCANIC,0
6325.0,7025.0,497.9,52166.0,MAFIC_VOLCANIC,0
6375.0,7025.0,496.3,52108.0,MAFIC_VOLCANIC,0
6425.0,7025.0,494.6,52036.0,MAFIC_VOLCANIC,0
6475.0,7025.0,492.9,51959.0,MAFIC_VOLCANIC,0
6525.0,7025.0,491.3,51887.0,MAFIC_VOLCANIC,0
6575.0,7025.0,489.6,51827.0,MAFIC_VOLCANIC,0
6625.0,7025.0,487.9,51788.0,MAFIC_VOLCANIC,0
6675.0,7025.0,486.3,51772.0,MAFIC_VOLCANIC,0
6725.0,7025.0,484.8,51780.0,MAFIC_VOLCANIC,0
6775.0,7025.0,483.4,51810.0,MAFIC_VOLCANIC,0
6825.0,7025.0,482.1,51858.0,FELSIC_VOLCANIC,0
6875.0,7025.0,480.9,51917.0,FELSIC_VOLCANIC,0
6925.0,7025.0,479.9,51982.0,FELSIC_VOLCANIC,0
6975.0,7025.0,479.0,52045.0,FELSIC_VOLCANIC,0
7025.0,7025.0,478.2,52100.0,FELSIC_VOLCANIC,0
7075.0,7025.0,477.7,52143.0,FELSIC_VOLCANIC,0
7125.0,7025.0,477.3,52170.0,FELSIC_VOLCANIC,0
7175.0,7025.0,477.1,52178.0,GRANITE,0
7225.0,7025.0,477.0,52168.0,GRANITE,0
7275.0,7025.0,477.2,52144.0,GRANITE,0
7325.0,7025.0,477.5,52112.0,GRANITE,0
7375.0,7025.0,477.9,52078.0,GRANITE,0
7425.0,7025.0,478.5,52051.0,GRANITE,0
7475.0,7025.0,479.3,52037.0,GRANITE,0
7525.0,7025.0,480.1,52041.0,GRANITE,0
7575.0,7025.0,481.1,52065.0,GRANITE,0
7625.0,7025.0,482.1,52104.0,GRANITE,0
7675.0,7025.0,483.2,52153.0,GRANITE,0
7725.0,7025.0,484.4,52203.0,FELSIC_VOLCANIC,0
7775.0,7025.0,485.6,52247.0,FELSIC_VOLCANIC,0
7825.0,7025.0,486.8,52277.0,MAFIC_VOLCANIC,0
7875.0,7025.0,488.0,52290.0,MAFIC_VOLCANIC,0
7925.0,7025.0,489.1,52286.0,MAFIC_VOLCANIC,0
7975.0,7025.0,490.2,52265.0,MAFIC_VOLCANIC,0
8025.0,7025.0,491.3,52233.0,MAFIC_VOLCANIC,0
8075.0,7025.0,492.2,52196.0,MAFIC_VOLCANIC,0
8125.0,7025.0,493.0,52157.0,MAFIC_VOLCANIC,0
8175.0,7025.0,493.7,52122.0,MAFIC_VOLCANIC,0
8225.0,7025.0,494.3,52092.0,MAFIC_VOLCANIC,0
8275.0,7025.0,494.7,52070.0,MAFIC_VOLCANIC,0
8325.0,7025.0,495.0,52055.0,MAFIC_VOLCANIC,0
8375.0,7025.0,495.1,52048.0,MAFIC_VOLCANIC,0
8425.0,7025.0,495.0,52047.0,MAFIC_VOLCANIC,0
8475.0,7025.0,494.7,52052.0,MAFIC_VOLCANIC,0
8525.0,7025.0,494.3,52061.0,MAFIC_VOLCANIC,0
8575.0,7025.0,493.6,52074.0,FELSIC_VOLCANIC,0
8625.0,7025.0,492.8,52088.0,FELSIC_VOLCANIC,0
8675.0,7025.0,491.9,52102.0,FELSIC_VOLCANIC,0
8725.0,7025.0,490.7,52112.0,FELSIC_VOLCANIC,0
8775.0,7025.0,489.5,52118.0,GRANITE,0
8825.0,7025.0,488.0,52120.0,GRANITE,0
8875.0,7025.0,486.5,52117.0,GRANITE,0
8925.0,7025.0,484.8,52110.0,GRANITE,0
8975.0,7025.0,483.0,52103.0,GRANITE,0
3025.0,7075.0,550.3,52166.0,MAFIC_VOLCANIC,0
3075.0,7075.0,551.7,52179.0,MAFIC_VOLCANIC,0
3125.0,7075.0,552.7,52187.0,MAFIC_VOLCANIC,0
3175.0,7075.0,553.0,52190.0,MAFIC_VOLCANIC,0
3225.0,7075.0,552.9,52189.0,MAFIC_VOLCANIC,0
3275.0,7075.0,552.2,52187.0,MAFIC_VOLCANIC,0
3325.0,7075.0,551.1,52187.0,MAFIC_VOLCANIC,0
3375.0,7075.0,549.6,52193.0,MAFIC_VOLCANIC,0
3425.0,7075.0,547.7,52205.0,MAFIC_VOLCANIC,0
3475.0,7075.0,545.4,52224.0,MAFIC_VOLCANIC,0
3525.0,7075.0,542.7,52246.0,MAFIC_VOLCANIC,0
3575.0,7075.0,539.9,52267.0,MAFIC_VOLCANIC,0
3625.0,7075.0,536.7,52280.0,MAFIC_VOLCANIC,0
3675.0,7075.0,533.4,52281.0,MAFIC_VOLCANIC,0
3725.0,7075.0,530.0,52264.0,MAFIC_VOLCANIC,0
3775.0,7075.0,526.4,52231.0,MAFIC_VOLCANIC,0
3825.0,7075.0,522.8,52182.0,MAFIC_VOLCANIC,0
3875.0,7075.0,519.2,52122.0,METASEDIMENT,0
3925.0,7075.0,515.6,52056.0,METASEDIMENT,0
3975.0,7075.0,512.1,51992.0,METASEDIMENT,0
4025.0,7075.0,508.7,51933.0,METASEDIMENT,0
4075.0,7075.0,505.4,51883.0,METASEDIMENT,0
4125.0,7075.0,502.4,51843.0,METASEDIMENT,0
4175.0,7075.0,499.5,51815.0,MAFIC_VOLCANIC,0
4225.0,7075.0,496.8,51797.0,MAFIC_VOLCANIC,0
4275.0,7075.0,494.4,51792.0,MAFIC_VOLCANIC,0
4325.0,7075.0,492.3,51799.0,MAFIC_VOLCANIC,0
4375.0,7075.0,490.4,51820.0,MAFIC_VOLCANIC,0
4425.0,7075.0,488.8,51856.0,MAFIC_VOLCANIC,0
4475.0,7075.0,487.6,51904.0,MAFIC_VOLCANIC,0
4525.0,7075.0,486.6,51960.0,FELSIC_VOLCANIC,0
4575.0,7075.0,485.9,52019.0,FELSIC_VOLCANIC,0
4625.0,7075.0,485.5,52072.0,FELSIC_VOLCANIC,0
4675.0,7075.0,485.4,52110.0,FELSIC_VOLCANIC,0
4725.0,7075.0,485.6,52127.0,MAFIC_VOLCANIC,0
4775.0,7075.0,486.0,52120.0,MAFIC_VOLCANIC,0
4825.0,7075.0,486.6,52088.0,MAFIC_VOLCANIC,0
4875.0,7075.0,487.5,52037.0,MAFIC_VOLCANIC,0
4925.0,7075.0,488.6,51975.0,MAFIC_VOLCANIC,0
4975.0,7075.0,489.8,51909.0,MAFIC_VOLCANIC,0
5025.0,7075.0,491.1,51849.0,MAFIC_VOLCANIC,0
5075.0,7075.0,492.6,51800.0,METASEDIMENT,0
5125.0,7075.0,494.1,51765.0,METASEDIMENT,0
5175.0,7075.0,495.7,51744.0,METASEDIMENT,0
5225.0,7075.0,497.3,51734.0,METASEDIMENT,0
5275.0,7075.0,498.9,51732.0,METASEDIMENT,0
5325.0,7075.0,500.4,51735.0,METASEDIMENT,0
5375.0,7075.0,501.9,51740.0,MAFIC_VOLCANIC,0
5425.0,7075.0,503.4,51747.0,MAFIC_VOLCANIC,0
5475.0,7075.0,504.6,51758.0,MAFIC_VOLCANIC,0
5525.0,7075.0,505.8,51774.0,MAFIC_VOLCANIC,0
5575.0,7075.0,506.8,51795.0,MAFIC_VOLCANIC,0
5625.0,7075.0,507.7,51822.0,MAFIC_VOLCANIC,0
5675.0,7075.0,508.4,51853.0,FELSIC_VOLCANIC,0
5725.0,7075.0,508.8,51886.0,FELSIC_VOLCANIC,0
5775.0,7075.0,509.1,51921.0,FELSIC_VOLCANIC,0
5825.0,7075.0,509.2,51956.0,FELSIC_VOLCANIC,0
5875.0,7075.0,509.1,51992.0,FELSIC_VOLCANIC,1
5925.0,7075.0,508.8,52029.0,FELSIC_VOLCANIC,1
5975.0,7075.0,508.2,52069.0,FELSIC_VOLCANIC,1
6025.0,7075.0,507.5,52112.0,FELSIC_VOLCANIC,1
6075.0,7075.0,506.6,52155.0,FELSIC_VOLCANIC,1
6125.0,7075.0,505.6,52194.0,FELSIC_VOLCANIC,1
6175.0,7075.0,504.4,52223.0,FELSIC_VOLCANIC,1
6225.0,7075.0,503.0,52238.0,FELSIC_VOLCANIC,1
6275.0,7075.0,501.5,52234.0,FELSIC_VOLCANIC,1
6325.0,7075.0,500.0,52206.0,FELSIC_VOLCANIC,1
6375.0,7075.0,498.3,52158.0,FELSIC_VOLCANIC,1
6425.0,7075.0,496.6,52093.0,MAFIC_VOLCANIC,1
6475.0,7075.0,494.9,52018.0,MAFIC_VOLCANIC,1
6525.0,7075.0,493.2,51943.0,MAFIC_VOLCANIC,1
6575.0,7075.0,491.4,51876.0,MAFIC_VOLCANIC,1
6625.0,7075.0,489.7,51826.0,MAFIC_VOLCANIC,1
6675.0,7075.0,488.1,51798.0,MAFIC_VOLCANIC,1
6725.0,7075.0,486.5,51793.0,MAFIC_VOLCANIC,0
6775.0,7075.0,485.1,51812.0,FELSIC_VOLCANIC,0
6825.0,7075.0,483.7,51850.0,FELSIC_VOLCANIC,0
6875.0,7075.0,482.5,51903.0,FELSIC_VOLCANIC,0
6925.0,7075.0,481.4,51965.0,FELSIC_VOLCANIC,0
6975.0,7075.0,480.4,52028.0,FELSIC_VOLCANIC,0
7025.0,7075.0,479.7,52087.0,FELSIC_VOLCANIC,0
7075.0,7075.0,479.0,52135.0,FELSIC_VOLCANIC,0
7125.0,7075.0,478.6,52167.0,FELSIC_VOLCANIC,0
7175.0,7075.0,478.3,52181.0,FELSIC_VOLCANIC,0
7225.0,7075.0,478.3,52175.0,GRANITE,0
7275.0,7075.0,478.3,52153.0,GRANITE,0
7325.0,7075.0,478.6,52118.0,GRANITE,0
7375.0,7075.0,479.0,52078.0,GRANITE,0
7425.0,7075.0,479.5,52042.0,GRANITE,0
7475.0,7075.0,480.2,52018.0,GRANITE,0
7525.0,7075.0,481.0,52011.0,GRANITE,0
7575.0,7075.0,481.9,52025.0,GRANITE,0
7625.0,7075.0,482.9,52059.0,GRANITE,0
7675.0,7075.0,483.9,52106.0,GRANITE,0
7725.0,7075.0,485.0,52161.0,FELSIC_VOLCANIC,0
7775.0,7075.0,486.1,52213.0,FELSIC_VOLCANIC,0
7825.0,7075.0,487.3,52254.0,FELSIC_VOLCANIC,0
7875.0,7075.0,488.4,52280.0,MAFIC_VOLCANIC,0
7925.0,7075.0,489.5,52286.0,MAFIC_VOLCANIC,0
7975.0,7075.0,490.5,52274.0,MAFIC_VOLCANIC,0
8025.0,7075.0,491.5,52247.0,MAFIC_VOLCANIC,0
8075.0,7075.0,492.4,52210.0,MAFIC_VOLCANIC,0
8125.0,7075.0,493.1,52168.0,METASEDIMENT,0
8175.0,7075.0,493.8,52126.0,METASEDIMENT,0
8225.0,7075.0,494.3,52090.0,METASEDIMENT,0
8275.0,7075.0,494.6,52059.0,METASEDIMENT,0
8325.0,7075.0,494.8,52038.0,MAFIC_VOLCANIC,0
8375.0,7075.0,494.9,52025.0,MAFIC_VOLCANIC,0
8425.0,7075.0,494.7,52020.0,MAFIC_VOLCANIC,0
8475.0,7075.0,494.4,52023.0,MAFIC_VOLCANIC,0
8525.0,7075.0,493.9,52033.0,MAFIC_VOLCANIC,0
8575.0,7075.0,493.3,52047.0,MAFIC_VOLCANIC,0
8625.0,7075.0,492.4,52064.0,FELSIC_VOLCANIC,0
8675.0,7075.0,491.4,52081.0,FELSIC_VOLCANIC,0
8725.0,7075.0,490.2,52096.0,FELSIC_VOLCANIC,0
8775.0,7075.0,488.9,52106.0,GRANITE,0
8825.0,7075.0,487.4,52110.0,GRANITE,0
8875.0,7075.0,485.8,52109.0,GRANITE,0
8925.0,7075.0,484.1,52104.0,GRANITE,0
8975.0,7075.0,482.2,52096.0,GRANITE,0
3025.0,7125.0,549.3,52137.0,MAFIC_VOLCANIC,0
3075.0,7125.0,550.6,52149.0,MAFIC_VOLCANIC,0
3125.0,7125.0,551.5,52158.0,MAFIC_VOLCANIC,0
3175.0,7125.0,551.8,52163.0,MAFIC_VOLCANIC,0
3225.0,7125.0,551.5,52165.0,MAFIC_VOLCANIC,0
3275.0,7125.0,550.8,52164.0,MAFIC_VOLCANIC,0
3325.0,7125.0,549.7,52164.0,MAFIC_VOLCANIC,0
3375.0,7125.0,548.1,52168.0,MAFIC_VOLCANIC,0
3425.0,7125.0,546.1,52180.0,MAFIC_VOLCANIC,0
3475.0,7125.0,543.8,52198.0,MAFIC_VOLCANIC,0
3525.0,7125.0,541.2,52223.0,MAFIC_VOLCANIC,0
3575.0,7125.0,538.4,52249.0,MAFIC_VOLCANIC,0
3625.0,7125.0,535.3,52271.0,MAFIC_VOLCANIC,0
3675.0,7125.0,532.0,52281.0,MAFIC_VOLCANIC,0
3725.0,7125.0,528.6,52276.0,MAFIC_VOLCANIC,0
3775.0,7125.0,525.2,52251.0,MAFIC_VOLCANIC,0
3825.0,7125.0,521.7,52209.0,MAFIC_VOLCANIC,0
3875.0,7125.0,518.2,52152.0,METASEDIMENT,0
3925.0,7125.0,514.7,52085.0,METASEDIMENT,0
3975.0,7125.0,511.3,52017.0,METASEDIMENT,0
4025.0,7125.0,508.0,51952.0,METASEDIMENT,0
4075.0,7125.0,504.9,51894.0,METASEDIMENT,0
4125.0,7125.0,502.0,51848.0,METASEDIMENT,0
4175.0,7125.0,499.2,51813.0,METASEDIMENT,0
4225.0,7125.0,496.7,51790.0,MAFIC_VOLCANIC,0
4275.0,7125.0,494.5,51779.0,MAFIC_VOLCANIC,0
4325.0,7125.0,492.5,51781.0,MAFIC_VOLCANIC,0
4375.0,7125.0,490.8,51797.0,MAFIC_VOLCANIC,0
4425.0,7125.0,489.4,51828.0,MAFIC_VOLCANIC,0
4475.0,7125.0,488.3,51872.0,MAFIC_VOLCANIC,0
4525.0,7125.0,487.5,51927.0,MAFIC_VOLCANIC,0
4575.0,7125.0,487.0,51988.0,FELSIC_VOLCANIC,0
4625.0,7125.0,486.8,52046.0,FELSIC_VOLCANIC,0
4675.0,7125.0,486.8,52094.0,FELSIC_VOLCANIC,0
4725.0,7125.0,487.1,52123.0,MAFIC_VOLCANIC,0
4775.0,7125.0,487.7,52128.0,MAFIC_VOLCANIC,0
4825.0,7125.0,488.5,52108.0,MAFIC_VOLCANIC,0
4875.0,7125.0,489.4,52066.0,MAFIC_VOLCANIC,0
4925.0,7125.0,490.6,52008.0,MAFIC_VOLCANIC,0
4975.0,7125.0,491.9,51944.0,MAFIC_VOLCANIC,0
5025.0,7125.0,493.4,51881.0,MAFIC_VOLCANIC,0
5075.0,7125.0,494.9,51827.0,MAFIC_VOLCANIC,0
5125.0,7125.0,496.5,51787.0,METASEDIMENT,0
5175.0,7125.0,498.1,51762.0,METASEDIMENT,0
5225.0,7125.0,499.8,51749.0,METASEDIMENT,0
5275.0,7125.0,501.4,51745.0,METASEDIMENT,0
5325.0,7125.0,503.0,51747.0,MAFIC_VOLCANIC,0
5375.0,7125.0,504.5,51752.0,MAFIC_VOLCANIC,0
5425.0,7125.0,506.0,51759.0,MAFIC_VOLCANIC,1
5475.0,7125.0,507.3,51768.0,MAFIC_VOLCANIC,1
5525.0,7125.0,508.4,51780.0,MAFIC_VOLCANIC,1
5575.0,7125.0,509.4,51797.0,MAFIC_VOLCANIC,1
5625.0,7125.0,510.2,51820.0,MAFIC_VOLCANIC,1
5675.0,7125.0,510.9,51848.0,FELSIC_VOLCANIC,1
5725.0,7125.0,511.3,51879.0,FELSIC_VOLCANIC,1
5775.0,7125.0,511.6,51913.0,FELSIC_VOLCANIC,1
5825.0,7125.0,511.6,51948.0,FELSIC_VOLCANIC,1
5875.0,7125.0,511.5,51984.0,FELSIC_VOLCANIC,1
5925.0,7125.0,511.1,52022.0,FELSIC_VOLCANIC,1
5975.0,7125.0,510.5,52063.0,FELSIC_VOLCANIC,1
6025.0,7125.0,509.8,52105.0,FELSIC_VOLCANIC,1
6075.0,7125.0,508.8,52149.0,FELSIC_VOLCANIC,1
6125.0,7125.0,507.7,52190.0,FELSIC_VOLCANIC,1
6175.0,7125.0,506.4,52225.0,FELSIC_VOLCANIC,1
6225.0,7125.0,505.0,52248.0,FELSIC_VOLCANIC,1
6275.0,7125.0,503.5,52253.0,FELSIC_VOLCANIC,1
6325.0,7125.0,501.9,52237.0,FELSIC_VOLCANIC,1
6375.0,7125.0,500.2,52200.0,FELSIC_VOLCANIC,1
6425.0,7125.0,498.5,52143.0,FELSIC_VOLCANIC,1
6475.0,7125.0,496.7,52074.0,FELSIC_VOLCANIC,1
6525.0,7125.0,494.9,52000.0,FELSIC_VOLCANIC,1
6575.0,7125.0,493.1,51929.0,FELSIC_VOLCANIC,1
6625.0,7125.0,491.4,51871.0,FELSIC_VOLCANIC,1
6675.0,7125.0,489.7,51832.0,FELSIC_VOLCANIC,1
6725.0,7125.0,488.1,51815.0,FELSIC_VOLCANIC,1
6775.0,7125.0,486.6,51821.0,FELSIC_VOLCANIC,1
6825.0,7125.0,485.1,51849.0,FELSIC_VOLCANIC,1
6875.0,7125.0,483.9,51894.0,FELSIC_VOLCANIC,0
6925.0,7125.0,482.7,51951.0,FELSIC_VOLCANIC,0
6975.0,7125.0,481.7,52014.0,FELSIC_VOLCANIC,0
7025.0,7125.0,480.9,52074.0,FELSIC_VOLCANIC,0
7075.0,7125.0,480.3,52127.0,FELSIC_VOLCANIC,0
7125.0,7125.0,479.8,52166.0,FELSIC_VOLCANIC,0
7175.0,7125.0,479.5,52186.0,FELSIC_VOLCANIC,0
7225.0,7125.0,479.3,52186.0,FELSIC_VOLCANIC,0
7275.0,7125.0,479.3,52166.0,FELSIC_VOLCANIC,0
7325.0,7125.0,479.5,52131.0,GRANITE,0
7375.0,7125.0,479.9,52087.0,GRANITE,0
7425.0,7125.0,480.3,52043.0,GRANITE,0
7475.0,7125.0,481.0,52008.0,GRANITE,0
7525.0,7125.0,481.7,51988.0,GRANITE,0
7575.0,7125.0,482.5,51990.0,GRANITE,0
7625.0,7125.0,483.4,52014.0,GRANITE,0
7675.0,7125.0,484.4,52057.0,GRANITE,0
7725.0,7125.0,485.5,52111.0,FELSIC_VOLCANIC,0
7775.0,7125.0,486.5,52169.0,FELSIC_VOLCANIC,0
7825.0,7125.0,487.6,52220.0,FELSIC_VOLCANIC,0
7875.0,7125.0,488.7,52257.0,MAFIC_VOLCANIC,0
7925.0,7125.0,489.7,52276.0,MAFIC_VOLCANIC,0
7975.0,7125.0,490.7,52274.0,MAFIC_VOLCANIC,0
8025.0,7125.0,491.6,52255.0,MAFIC_VOLCANIC,0
8075.0,7125.0,492.4,52221.0,MAFIC_VOLCANIC,0
8125.0,7125.0,493.1,52179.0,METASEDIMENT,0
8175.0,7125.0,493.7,52134.0,METASEDIMENT,0
8225.0,7125.0,494.1,52091.0,METASEDIMENT,0
8275.0,7125.0,494.4,52053.0,METASEDIMENT,0
8325.0,7125.0,494.6,52024.0,METASEDIMENT,0
8375.0,7125.0,494.6,52004.0,MAFIC_VOLCANIC,0
8425.0,7125.0,494.4,51995.0,MAFIC_VOLCANIC,0
8475.0,7125.0,494.0,51995.0,MAFIC_VOLCANIC,0
8525.0,7125.0,493.5,52004.0,MAFIC_VOLCANIC,0
8575.0,7125.0,492.7,52019.0,MAFIC_VOLCANIC,0
8625.0,7125.0,491.9,52038.0,MAFIC_VOLCANIC,0
8675.0,7125.0,490.8,52059.0,FELSIC_VOLCANIC,0
8725.0,7125.0,489.6,52078.0,FELSIC_VOLCANIC,0
8775.0,7125.0,488.2,52093.0,FELSIC_VOLCANIC,0
8825.0,7125.0,486.7,52102.0,GRANITE,0
8875.0,7125.0,485.0,52104.0,GRANITE,0
8925.0,7125.0,483.2,52101.0,GRANITE,0
8975.0,7125.0,481.4,52094.0,GRANITE,0
3025.0,7175.0,547.8,52112.0,MAFIC_VOLCANIC,0
3075.0,7175.0,549.1,52121.0,MAFIC_VOLCANIC,0
3125.0,7175.0,549.8,52130.0,MAFIC_VOLCANIC,0
3175.0,7175.0,550.0,52137.0,MAFIC_VOLCANIC,0
3225.0,7175.0,549.7,52140.0,MAFIC_VOLCANIC,0
3275.0,7175.0,548.9,52141.0,MAFIC_VOLCANIC,0
3325.0,7175.0,547.7,52141.0,MAFIC_VOLCANIC,0
3375.0,7175.0,546.1,52144.0,MAFIC_VOLCANIC,0
3425.0,7175.0,544.1,52154.0,MAFIC_VOLCANIC,0
3475.0,7175.0,541.8,52171.0,MAFIC_VOLCANIC,0
3525.0,7175.0,539.2,52196.0,MAFIC_VOLCANIC,0
3575.0,7175.0,536.4,52225.0,MAFIC_VOLCANIC,0
3625.0,7175.0,533.3,52253.0,MAFIC_VOLCANIC,0
3675.0,7175.0,530.1,52272.0,MAFIC_VOLCANIC,0
3725.0,7175.0,526.8,52277.0,MAFIC_VOLCANIC,0
3775.0,7175.0,523.4,52263.0,MAFIC_VOLCANIC,0
3825.0,7175.0,520.0,52230.0,MAFIC_VOLCANIC,0
3875.0,7175.0,516.6,52178.0,MAFIC_VOLCANIC,0
3925.0,7175.0,513.2,52113.0,METASEDIMENT,0
3975.0,7175.0,510.0,52042.0,METASEDIMENT,0
4025.0,7175.0,506.8,51972.0,METASEDIMENT,0
4075.0,7175.0,503.9,51907.0,METASEDIMENT,0
4125.0,7175.0,501.1,51853.0,METASEDIMENT,0
4175.0,7175.0,498.5,51811.0,METASEDIMENT,0
4225.0,7175.0,496.2,51781.0,METASEDIMENT,0
4275.0,7175.0,494.1,51765.0,MAFIC_VOLCANIC,0
4325.0,7175.0,492.3,51762.0,MAFIC_VOLCANIC,0
4375.0,7175.0,490.8,51773.0,MAFIC_VOLCANIC,0
4425.0,7175.0,489.6,51799.0,MAFIC_VOLCANIC,0
4475.0,7175.0,488.7,51840.0,MAFIC_VOLCANIC,0
4525.0,7175.0,488.0,51893.0,MAFIC_VOLCANIC,0
4575.0,7175.0,487.7,51954.0,MAFIC_VOLCANIC,0
4625.0,7175.0,487.6,52017.0,MAFIC_VOLCANIC,0
4675.0,7175.0,487.8,52073.0,MAFIC_VOLCANIC,0
4725.0,7175.0,488.3,52113.0,MAFIC_VOLCANIC,0
4775.0,7175.0,489.0,52132.0,MAFIC_VOLCANIC,0
4825.0,7175.0,489.9,52125.0,MAFIC_VOLCANIC,0
4875.0,7175.0,491.0,52094.0,MAFIC_VOLCANIC,0
4925.0,7175.0,492.3,52044.0,MAFIC_VOLCANIC,0
4975.0,7175.0,493.7,51982.0,MAFIC_VOLCANIC,0
5025.0,7175.0,495.3,51919.0,MAFIC_VOLCANIC,1
5075.0,7175.0,496.9,51861.0,MAFIC_VOLCANIC,1
5125.0,7175.0,498.6,51816.0,MAFIC_VOLCANIC,1
5175.0,7175.0,500.3,51785.0,MAFIC_VOLCANIC,1
5225.0,7175.0,502.0,51768.0,MAFIC_VOLCANIC,1
5275.0,7175.0,503.7,51762.0,MAFIC_VOLCANIC,1
5325.0,7175.0,505.3,51762.0,MAFIC_VOLCANIC,1
5375.0,7175.0,506.8,51767.0,MAFIC_VOLCANIC,1
5425.0,7175.0,508.3,51773.0,MAFIC_VOLCANIC,1
5475.0,7175.0,509.6,51781.0,MAFIC_VOLCANIC,1
5525.0,7175.0,510.8,51791.0,MAFIC_VOLCANIC,1
5575.0,7175.0,511.7,51804.0,MAFIC_VOLCANIC,1
5625.0,7175.0,512.6,51822.0,MAFIC_VOLCANIC,1
5675.0,7175.0,513.2,51845.0,FELSIC_VOLCANIC,1
5725.0,7175.0,513.6,51873.0,FELSIC_VOLCANIC,1
