HOLE_ID,FROM,TO,FE_PCT,SIO2_PCT,AL2O3_PCT,P_PCT,MN_PCT,LOI_PCT,DENSITY
FD0002,28.76,32.76,2.1,61.6,17.31,0.018,0.079,2.37,2.76
FD0002,32.76,36.77,16.28,47.46,8.56,0.03,0.17,2.42,
FD0002,36.77,40.77,16.68,44.96,6.99,0.011,0.334,1.62,
FD0002,40.77,44.78,12.46,42.19,14.46,0.021,0.148,3.38,
FD0002,44.78,48.78,20.69,40.15,11.08,0.036,0.126,2.31,
FD0002,48.78,52.79,30.09,30.18,8.38,0.037,0.064,2.2,2.73
FD0002,52.79,56.79,23.17,41.76,7.18,0.04,0.066,1.63,
FD0002,56.79,60.8,2.1,68.94,12.66,0.013,0.157,2.21,2.82
FD0002,60.8,64.8,13.26,43.99,17.78,0.018,0.405,3.88,
FD0002,64.8,68.81,28.25,30.9,5.83,0.012,0.251,2.7,
FD0002,68.81,72.81,2.1,58.75,17.27,0.034,0.128,2.52,
FD0002,72.81,76.82,5.49,63.2,14.83,0.017,0.204,2.1,
FD0002,76.82,80.82,2.1,59.56,18.65,0.028,0.334,2.09,
FD0002,80.82,84.83,2.1,52.96,26.42,0.073,0.794,2.47,
FD0002,84.83,88.83,2.55,47.78,23.61,0.057,0.609,3.49,
FD0002,88.83,92.84,2.1,47.97,22.4,0.032,0.081,4.25,
FD0002,92.84,96.84,2.1,61.98,13.62,0.033,0.124,1.8,
FD0002,96.84,100.85,17.74,45.7,10.2,0.05,0.056,2.43,
FD0002,100.85,104.85,2.1,61.65,12.63,0.049,0.154,1.78,
FD0002,104.85,108.86,2.1,55.56,24.33,0.057,0.147,2.38,
FD0002,108.86,112.86,2.1,65.05,14.36,0.038,0.194,2.48,2.65
FD0002,112.86,116.87,11.61,50.96,8.35,0.041,0.135,1.81,
FD0002,116.87,120.87,2.1,62.06,8.54,0.018,0.228,1.84,2.74
FD0002,120.87,124.88,15.01,40.77,6.08,0.018,0.148,1.87,
FD0002,124.88,128.88,17.96,39.33,13.08,0.066,0.076,2.81,
FD0002,128.88,132.89,11.56,47.36,11.99,0.07,0.074,2.34,
FD0002,132.89,136.89,7.28,41.4,26.16,0.054,0.049,2.87,
FD0002,136.89,140.9,13.49,42.64,11.69,0.051,0.046,2.7,
FD0002,140.9,144.9,2.1,60.96,18.74,0.026,0.027,1.32,
FD0002,144.9,148.91,18.0,42.44,11.79,0.035,0.057,2.48,
FD0002,148.91,152.91,2.1,61.39,20.57,0.039,0.042,2.79,2.73
FD0002,152.91,156.92,2.1,59.93,17.31,0.047,0.042,3.01,
FD0002,156.92,160.92,2.1,58.94,20.52,0.063,0.055,2.37,
FD0002,160.92,164.93,5.48,59.07,11.12,0.053,0.079,2.69,
FD0002,164.93,168.93,10.99,49.23,14.85,0.022,0.027,2.99,3.07
FD0002,168.93,172.94,6.74,57.14,15.71,0.022,0.112,2.37,
FD0002,172.94,176.94,23.94,36.49,6.07,0.009,0.24,2.3,
FD0002,176.94,180.95,16.75,46.21,5.85,0.007,0.668,1.64,2.59
FD0002,180.95,184.95,31.99,30.39,4.48,0.024,0.159,1.2,
FD0002,184.95,188.96,9.83,59.21,8.18,0.031,0.049,1.38,
FD0002,188.96,192.96,8.22,42.09,23.49,0.049,0.052,2.79,
FD0002,192.96,196.97,7.31,39.9,18.74,0.055,0.033,4.07,
FD0002,196.97,200.97,12.78,34.18,15.37,0.049,0.066,4.28,
FD0002,200.97,204.98,15.95,40.97,18.93,0.037,0.043,3.65,
FD0002,204.98,208.98,19.08,40.14,12.43,0.045,0.115,1.93,
FD0002,208.98,212.99,24.13,43.59,7.09,0.03,0.098,1.48,2.65
FD0002,212.99,216.99,25.84,37.21,7.11,0.021,0.07,1.59,
FD0002,216.99,221.0,12.6,43.89,11.64,0.055,0.154,2.15,2.85
FD0002,221.0,225.0,31.62,28.71,5.08,0.041,0.048,3.58,2.7
FD0002,225.0,229.01,13.22,50.34,8.86,0.021,0.036,2.83,
FD0002,229.01,233.01,16.65,38.09,10.27,0.033,0.114,3.11,
FD0002,233.01,237.02,14.32,42.6,12.2,0.02,0.12,2.87,
FD0002,237.02,241.02,4.04,58.71,10.81,0.016,0.05,2.99,
FD0003,0.0,4.44,37.82,9.86,10.2,0.125,0.46,19.94,
FD0003,4.44,8.88,36.44,13.37,12.3,0.128,0.129,16.89,
FD0003,8.88,13.31,35.56,17.48,14.49,0.11,0.305,11.7,
FD0003,13.31,17.75,28.73,13.6,18.46,0.079,0.391,19.23,2.03
FD0003,17.75,21.76,13.45,33.8,11.28,0.052,0.27,4.44,
FD0003,21.76,25.77,15.64,42.8,11.71,0.053,0.127,4.02,
FD0003,25.77,29.77,9.48,47.52,14.73,0.046,0.061,5.02,
FD0003,29.77,33.78,8.35,49.24,12.15,0.021,0.166,3.38,2.86
FD0003,33.78,37.79,10.24,40.43,18.49,0.06,0.217,5.33,2.84
FD0003,37.79,41.8,23.0,33.78,11.26,0.022,0.324,4.17,
FD0003,41.8,45.81,2.1,51.07,23.01,0.102,0.112,2.81,
FD0003,45.81,49.82,2.1,50.45,29.85,0.081,0.143,2.73,
FD0003,49.82,53.82,2.1,60.19,17.76,0.059,0.042,3.86,
FD0003,53.82,57.83,9.42,52.65,11.13,0.089,0.054,3.77,2.82
FD0003,57.83,61.84,2.1,50.34,21.21,0.037,0.016,3.22,
FD0003,61.84,65.85,2.1,60.56,14.91,0.02,0.056,2.49,2.82
FD0003,65.85,69.86,3.56,62.14,13.13,0.036,0.172,2.52,
FD0003,69.86,73.86,2.1,59.66,18.44,0.046,0.067,2.44,
FD0003,73.86,77.87,2.1,52.83,22.5,0.084,0.04,2.21,
FD0003,77.87,81.88,2.1,58.45,16.63,0.053,0.211,2.11,
FD0003,81.88,85.89,2.1,56.62,18.54,0.058,0.128,2.44,
FD0003,85.89,89.9,2.1,54.52,19.3,0.052,0.109,2.44,
FD0003,89.9,93.9,2.1,53.62,18.29,0.041,0.632,2.79,
FD0003,93.9,97.91,14.54,45.06,12.67,0.034,0.166,3.17,
FD0003,97.91,101.92,9.99,52.52,9.82,0.025,0.117,5.0,2.59
FD0003,101.92,105.93,5.8,46.91,17.52,0.041,0.125,3.2,
FD0003,105.93,109.94,2.1,58.51,10.44,0.021,0.118,2.53,
FD0003,109.94,113.95,24.3,36.81,12.31,0.023,0.084,2.24,2.71
FD0003,113.95,117.95,16.61,38.77,13.29,0.04,0.329,1.75,
FD0003,117.95,121.96,11.6,53.08,11.21,0.037,0.201,2.55,
FD0003,121.96,125.97,14.17,43.36,14.71,0.075,0.173,4.09,
FD0003,125.97,129.98,9.54,57.82,7.69,0.026,0.118,2.17,
FD0003,129.98,133.99,2.1,67.52,7.79,0.022,0.068,2.42,
FD0003,133.99,137.99,21.27,41.25,5.44,0.041,0.116,1.82,
FD0003,137.99,142.0,31.85,32.6,4.57,0.033,0.088,1.63,
FD0003,142.0,146.01,27.53,31.95,6.82,0.025,0.101,2.24,
FD0003,146.01,150.02,2.1,55.77,16.28,0.043,0.086,2.09,2.69
FD0003,150.02,154.03,2.1,59.03,11.18,0.024,0.343,2.09,2.69
FD0003,154.03,158.03,2.1,59.11,17.89,0.038,0.461,2.67,
FD0003,158.03,162.04,11.76,51.62,7.39,0.011,0.434,1.53,
FD0003,162.04,166.05,7.37,56.54,10.58,0.023,0.05,1.62,
FD0003,166.05,170.06,21.46,44.03,6.99,0.022,0.509,1.69,
FD0003,170.06,174.07,22.75,45.78,4.96,0.014,0.237,1.58,2.78
FD0003,174.07,178.08,10.65,54.51,8.13,0.028,0.073,3.22,
FD0003,178.08,182.08,15.36,37.94,15.03,0.097,0.247,4.32,2.67
FD0003,182.08,186.09,9.49,52.28,10.84,0.047,0.04,2.49,
FD0003,186.09,190.1,2.1,55.81,12.81,0.027,0.137,2.46,
FD0003,190.1,194.11,12.34,52.41,11.26,0.083,0.08,1.9,
FD0003,194.11,198.12,12.75,42.66,16.75,0.127,0.051,3.66,
FD0003,198.12,202.12,12.66,41.72,9.62,0.044,0.049,2.92,
FD0003,202.12,206.13,22.34,35.91,9.36,0.053,0.099,3.33,
FD0003,206.13,210.14,16.11,40.56,14.05,0.077,0.08,3.98,
FD0003,210.14,214.15,18.17,34.23,19.87,0.053,0.06,3.55,
FD0003,214.15,218.16,22.73,30.51,15.82,0.049,0.035,4.82,
FD0003,218.16,222.16,4.93,52.13,19.21,0.066,0.129,5.08,
FD0003,222.16,226.17,18.47,35.86,12.02,0.058,0.241,6.0,
FD0003,226.17,230.18,2.1,57.36,19.76,0.083,0.093,4.88,2.74
FD0004,0.0,3.65,21.81,25.84,30.37,0.109,0.196,8.27,2.01
FD0004,3.65,7.3,37.94,18.52,16.77,0.137,0.203,5.72,
FD0004,7.3,10.95,17.92,26.77,34.29,0.069,0.281,9.46,2.08
FD0004,10.95,14.6,22.24,25.04,25.13,0.058,0.242,11.93,
FD0004,14.6,18.25,39.28,18.84,12.84,0.056,0.434,7.05,2.12
FD0004,18.25,22.22,6.7,42.73,14.28,0.02,0.156,3.08,2.86
FD0004,22.22,26.19,19.82,28.64,18.06,0.024,0.058,4.01,
FD0004,26.19,30.16,8.45,51.04,14.15,0.037,0.043,3.13,
FD0004,30.16,34.13,19.29,36.38,9.05,0.029,0.02,2.77,
FD0004,34.13,38.1,19.25,45.73,7.77,0.018,0.036,1.9,
FD0004,38.1,42.07,15.63,42.47,10.37,0.032,0.08,2.03,
FD0004,42.07,46.05,24.76,35.86,10.85,0.03,0.11,1.87,
FD0004,46.05,50.02,13.06,54.22,6.32,0.025,0.132,1.9,
FD0004,50.02,53.99,15.73,45.36,7.77,0.02,0.112,2.11,
FD0004,53.99,57.96,17.62,46.98,9.02,0.026,0.037,1.31,2.75
FD0004,57.96,61.93,10.66,54.75,10.98,0.046,0.078,2.08,
FD0004,61.93,65.9,22.86,36.61,6.86,0.038,0.081,1.96,
FD0004,65.9,69.87,25.13,35.97,7.21,0.031,0.091,2.14,3.03
FD0004,69.87,73.84,4.61,43.13,19.61,0.054,0.074,2.46,2.84
FD0004,73.84,77.81,4.8,57.4,12.33,0.036,0.05,3.0,
FD0004,77.81,81.78,2.1,54.1,17.96,0.064,0.161,2.18,
FD0004,81.78,85.75,2.1,59.36,14.88,0.057,0.094,2.4,
FD0004,85.75,89.72,16.28,49.71,5.64,0.015,0.052,2.48,2.88
FD0004,89.72,93.69,2.35,57.22,18.59,0.063,0.082,2.2,
FD0004,93.69,97.67,2.1,56.45,13.07,0.036,0.19,1.63,
FD0004,97.67,101.64,7.39,54.15,14.51,0.037,0.154,2.54,
FD0004,101.64,105.61,2.1,62.14,18.25,0.071,0.101,1.69,2.67
FD0004,105.61,109.58,15.89,39.59,10.52,0.023,0.145,2.72,
FD0004,109.58,113.55,13.41,44.6,14.53,0.036,0.193,3.49,2.71
FD0004,113.55,117.52,11.74,47.34,13.01,0.033,0.146,3.73,
FD0004,117.52,121.49,2.19,52.33,18.03,0.048,0.25,3.86,
FD0004,121.49,125.46,2.1,58.92,14.1,0.042,0.596,1.7,
FD0004,125.46,129.43,2.1,50.45,26.59,0.104,0.122,5.13,
FD0004,129.43,133.4,2.1,41.78,30.06,0.108,0.076,3.39,2.8
FD0004,133.4,137.37,2.1,40.81,29.45,0.058,0.258,3.66,2.8
FD0004,137.37,141.34,4.06,48.14,17.29,0.035,0.14,2.4,
FD0004,141.34,145.32,27.27,29.09,8.84,0.049,0.248,3.39,
FD0004,145.32,149.29,20.94,38.68,8.76,0.023,0.088,3.55,
FD0004,149.29,153.26,23.04,35.89,11.41,0.031,0.03,2.91,
FD0004,153.26,157.23,8.95,53.68,13.97,0.034,0.19,2.96,3.03
FD0004,157.23,161.2,7.88,41.13,16.38,0.08,0.15,5.31,2.81
FD0004,161.2,165.17,22.05,34.03,10.31,0.044,0.105,3.31,
FD0004,165.17,169.14,14.24,50.45,9.23,0.048,0.173,2.94,
FD0004,169.14,173.11,25.08,38.93,4.61,0.026,0.389,1.18,
FD0004,173.11,177.08,12.65,41.14,15.35,0.12,0.1,3.68,2.69
FD0004,177.08,181.05,3.25,58.42,12.59,0.093,0.036,5.18,2.79
FD0004,181.05,185.02,6.94,56.49,10.09,0.078,0.231,5.05,
FD0004,185.02,188.99,2.1,64.46,9.66,0.024,0.083,3.42,
FD0004,188.99,192.96,2.1,73.99,8.56,0.021,0.057,1.67,
FD0004,192.96,196.94,2.1,64.33,12.64,0.041,0.088,1.91,
FD0004,196.94,200.91,10.5,57.03,11.79,0.032,0.038,2.08,
FD0004,200.91,204.88,2.1,59.96,12.87,0.027,0.112,2.96,
FD0004,204.88,208.85,13.28,44.64,13.62,0.057,0.075,4.37,2.81
FD0004,208.85,212.82,26.86,31.65,6.56,0.03,0.052,5.25,
FD0004,212.82,216.79,15.96,32.91,16.54,0.059,0.16,5.43,2.78
FD0004,216.79,220.76,6.55,40.07,23.83,0.046,0.235,3.86,
FD0004,220.76,224.73,2.1,38.92,29.48,0.057,0.209,3.45,
FD0004,224.73,228.7,14.85,39.03,17.0,0.043,0.145,2.75,
FD0004,228.7,232.67,6.26,54.34,8.06,0.022,0.17,1.53,
FD0004,232.67,236.64,2.1,65.84,10.96,0.022,0.133,2.19,
FD0004,236.64,240.61,13.38,46.65,10.98,0.036,0.111,2.67,
FD0004,240.61,244.58,4.01,54.09,8.62,0.014,0.094,1.8,
FD0004,244.58,248.56,2.1,54.38,14.25,0.02,0.054,2.05,
FD0004,248.56,252.53,2.1,47.93,30.39,0.051,0.34,2.43,2.7
FD0004,252.53,256.5,2.1,40.59,36.94,0.089,0.086,4.66,2.81
FD0005,0.0,3.75,28.53,28.04,18.39,0.072,0.154,8.66,2.01
FD0005,3.75,7.5,27.26,25.04,18.31,0.047,0.446,13.75,
FD0005,7.5,11.25,36.05,18.34,11.86,0.062,0.238,11.14,2.04
FD0005,11.25,15.27,5.09,56.06,9.35,0.021,0.338,3.67,
FD0005,15.27,19.3,12.24,57.52,6.18,0.018,0.127,1.82,
FD0005,19.3,23.32,19.12,48.57,5.52,0.015,0.158,2.11,
FD0005,23.32,27.34,4.94,60.02,12.96,0.044,0.061,2.82,2.76
FD0005,27.34,31.37,13.44,46.56,14.98,0.039,0.075,3.59,
FD0005,31.37,35.39,18.08,33.96,13.69,0.02,0.072,3.64,3.01
FD0005,35.39,39.41,19.4,34.25,14.27,0.022,0.13,2.99,
FD0005,39.41,43.43,20.54,40.98,12.64,0.031,0.065,3.14,
FD0005,43.43,47.46,13.94,41.06,16.66,0.042,0.055,4.27,
FD0005,47.46,51.48,10.84,49.65,7.56,0.033,0.179,2.28,
FD0005,51.48,55.5,2.1,56.01,18.11,0.041,0.462,1.99,
FD0005,55.5,59.53,18.1,42.43,10.1,0.026,0.376,2.71,2.9
FD0005,59.53,63.55,24.48,35.0,8.86,0.039,0.223,2.29,
FD0005,63.55,67.57,19.62,33.97,16.77,0.083,0.101,2.94,2.61
FD0005,67.57,71.6,30.76,27.2,11.57,0.115,0.057,1.64,
FD0005,71.6,75.62,19.74,38.11,13.44,0.106,0.206,2.27,
FD0005,75.62,79.64,7.54,42.84,17.44,0.08,0.049,2.24,2.77
FD0005,79.64,83.67,9.95,47.56,11.41,0.06,0.348,1.74,
FD0005,83.67,87.69,8.26,57.68,9.64,0.026,0.441,2.34,2.89
FD0005,87.69,91.71,27.54,33.65,10.72,0.025,0.09,2.1,2.93
FD0005,91.71,95.73,24.64,33.84,10.88,0.035,0.282,3.75,2.85
FD0005,95.73,99.76,18.04,40.14,7.59,0.03,0.44,1.85,
FD0005,99.76,103.78,38.32,22.2,5.25,0.028,0.119,1.1,
FD0005,103.78,107.8,27.38,28.25,6.52,0.021,0.113,1.21,2.76
FD0005,107.8,111.83,16.33,40.06,7.37,0.036,0.104,1.54,
FD0005,111.83,115.85,15.09,36.9,19.97,0.088,0.134,2.82,
FD0005,115.85,119.87,2.1,51.93,22.54,0.07,0.082,3.52,2.65
FD0005,119.87,123.9,2.1,46.32,19.74,0.06,0.122,3.47,
FD0005,123.9,127.92,24.14,32.47,10.79,0.049,0.351,2.77,2.67
FD0005,127.92,131.94,20.7,38.0,11.08,0.058,0.217,2.3,
FD0005,131.94,135.97,2.53,62.06,10.13,0.03,0.097,2.34,
FD0005,135.97,139.99,19.21,41.16,10.8,0.051,0.026,3.99,
FD0005,139.99,144.01,24.29,35.5,8.7,0.036,0.082,4.73,
FD0005,144.01,148.03,14.62,45.59,14.57,0.083,0.045,4.22,2.95
FD0005,148.03,152.06,15.05,38.66,13.08,0.053,0.085,4.27,
FD0005,152.06,156.08,20.67,28.0,21.37,0.083,0.097,5.79,
FD0005,156.08,160.1,14.65,41.71,13.81,0.077,0.074,3.35,3.12
FD0005,160.1,164.13,2.1,47.89,23.63,0.074,0.074,4.8,
FD0005,164.13,168.15,15.43,44.8,11.26,0.035,0.121,3.22,
FD0005,168.15,172.17,7.09,58.32,8.3,0.03,0.326,2.33,2.81
FD0005,172.17,176.2,26.15,31.77,5.89,0.025,0.173,1.92,2.78
FD0006,0.0,0.25,61.79,2.6,2.11,0.07,0.109,5.61,
FD0006,0.25,2.38,67.4,1.48,0.46,0.014,0.137,1.14,
FD0006,2.38,4.5,67.55,1.1,0.36,0.027,0.173,1.36,3.33
FD0006,4.5,6.5,54.16,20.15,0.86,0.026,0.039,1.06,
FD0006,6.5,7.0,67.42,1.08,0.63,0.033,0.295,1.02,
FD0006,7.0,9.0,54.35,19.32,1.06,0.038,0.303,1.15,
FD0006,9.0,11.0,45.39,32.36,1.07,0.026,0.158,1.02,
FD0006,11.0,13.0,37.89,42.56,1.6,0.017,0.161,1.07,
FD0006,13.0,15.0,45.24,32.12,1.48,0.012,0.296,0.98,
FD0006,15.0,17.0,42.51,35.85,1.52,0.011,0.167,1.26,
FD0006,17.0,21.14,27.83,58.51,0.62,0.014,0.148,0.56,
FD0006,21.14,25.29,22.1,66.59,0.85,0.016,0.156,0.36,
FD0006,25.29,29.43,38.41,43.84,0.5,0.015,0.025,0.51,
FD0006,29.43,33.57,36.9,45.87,0.46,0.035,0.049,0.5,3.06
FD0006,33.57,37.71,45.58,33.71,0.34,0.017,0.071,0.29,
FD0006,37.71,41.86,29.37,56.44,0.72,0.027,0.069,0.38,
FD0006,41.86,46.0,28.52,57.65,0.67,0.018,0.101,0.41,3.16
FD0006,46.0,46.25,65.87,1.91,0.91,0.02,0.401,0.96,
FD0006,46.25,50.5,36.81,45.5,0.4,0.015,0.501,0.55,
FD0006,50.5,54.75,38.24,43.88,0.41,0.02,0.246,0.43,
FD0006,54.75,59.0,21.78,66.13,1.44,0.047,0.062,0.76,
FD0006,59.0,63.25,31.11,53.93,0.62,0.012,0.054,0.54,
FD0006,63.25,67.5,43.81,36.03,0.37,0.013,0.167,0.4,
FD0006,67.5,71.75,46.59,32.29,0.21,0.007,0.23,0.28,
FD0006,71.75,76.0,47.3,31.45,0.17,0.011,0.153,0.25,3.1
FD0006,76.0,76.5,67.22,0.99,0.67,0.032,0.269,0.68,
FD0006,76.5,76.75,44.89,34.19,0.41,0.017,0.362,0.45,3.52
FD0006,76.75,78.75,67.11,1.05,0.51,0.024,0.235,0.73,4.02
FD0006,78.75,80.75,67.37,0.98,0.54,0.038,0.073,0.98,
FD0006,80.75,82.75,66.68,1.23,0.69,0.023,0.099,1.26,4.14
FD0006,82.75,84.75,65.98,1.85,1.24,0.051,0.096,0.89,4.27
FD0006,84.75,85.25,44.65,34.53,0.57,0.026,0.139,0.49,3.02
FD0006,85.25,85.75,66.82,1.23,0.77,0.046,0.176,0.94,
FD0006,85.75,87.0,37.82,44.21,0.6,0.058,0.19,0.4,
FD0006,87.0,87.75,66.28,1.71,0.96,0.08,0.221,0.62,
FD0006,87.75,88.0,24.92,62.47,0.54,0.048,0.426,0.31,3.16
FD0006,88.0,88.25,66.5,1.52,0.91,0.054,0.305,0.6,4.37
FD0006,88.25,92.12,29.28,56.4,0.71,0.051,0.112,0.43,
FD0006,92.12,96.0,38.74,42.66,1.04,0.058,0.048,0.38,
FD0006,96.0,99.88,49.32,27.98,0.67,0.049,0.103,0.29,
FD0006,99.88,103.75,52.57,23.69,0.33,0.046,0.035,0.37,
FD0006,103.75,107.62,42.58,37.85,0.31,0.023,0.14,0.43,
FD0006,107.62,111.5,38.03,44.66,0.25,0.017,0.091,0.3,
FD0006,111.5,115.38,38.83,43.2,0.24,0.021,0.176,0.45,
FD0006,115.38,119.25,38.88,42.6,0.39,0.064,0.166,0.65,
FD0006,119.25,123.12,11.86,80.9,0.84,0.043,0.148,0.67,3.14
FD0006,123.12,127.0,2.39,93.65,1.19,0.079,0.11,0.93,
FD0006,127.0,128.0,64.47,3.19,1.46,0.057,0.164,1.71,
FD0006,128.0,128.5,19.47,70.14,0.72,0.035,0.135,0.63,
FD0006,128.5,129.0,66.21,1.8,0.95,0.042,0.141,1.51,
FD0006,129.0,129.25,17.72,72.93,0.61,0.023,0.13,0.7,
FD0006,129.25,129.75,65.23,2.82,1.05,0.042,0.212,1.43,
FD0006,129.75,130.25,13.01,79.58,0.61,0.029,0.196,0.62,3.21
FD0006,130.25,132.25,65.82,2.57,0.85,0.033,0.092,1.0,
FD0006,132.25,134.25,66.33,1.9,0.65,0.025,0.094,1.39,
FD0006,134.25,136.25,66.09,1.98,0.6,0.027,0.063,1.14,
FD0006,136.25,138.25,65.89,2.78,0.55,0.023,0.05,1.07,4.47
FD0006,138.25,142.12,25.26,62.7,0.39,0.015,0.028,0.5,
FD0006,142.12,146.0,45.91,33.33,0.22,0.016,0.072,0.36,
FD0006,146.0,149.88,47.68,30.57,0.54,0.034,0.037,0.32,3.21
FD0006,149.88,153.75,35.5,48.07,0.4,0.032,0.048,0.31,3.24
FD0006,153.75,155.62,66.79,1.68,0.69,0.07,0.042,0.54,
FD0006,155.62,157.5,66.83,1.68,1.01,0.087,0.037,0.61,4.11
FD0006,157.5,161.88,28.24,58.11,0.43,0.069,0.036,0.52,3.14
FD0006,161.88,166.25,28.36,57.88,0.5,0.087,0.029,0.55,
FD0006,166.25,166.75,66.71,1.77,0.74,0.074,0.023,1.04,
FD0006,166.75,169.75,36.25,46.95,0.35,0.026,0.019,0.41,3.02
FD0006,169.75,170.0,67.54,1.06,0.38,0.051,0.035,0.71,4.33
FD0006,170.0,170.25,44.87,34.69,0.41,0.037,0.026,0.37,3.02
FD0006,170.25,171.25,66.96,1.51,0.78,0.055,0.079,0.73,
FD0006,171.25,174.5,33.8,50.55,0.47,0.054,0.042,0.29,3.31
FD0006,174.5,174.75,67.2,1.16,0.41,0.037,0.051,0.47,4.11
FD0006,174.75,175.5,46.16,32.92,0.19,0.025,0.052,0.34,
FD0006,175.5,176.25,67.59,1.01,0.35,0.037,0.051,0.6,
FD0006,176.25,176.5,44.69,35.07,0.31,0.032,0.045,0.3,
FD0006,176.5,176.75,67.23,1.28,0.44,0.026,0.098,0.62,4.23
FD0006,176.75,177.0,44.01,35.82,0.24,0.024,0.101,0.29,
FD0006,177.0,179.06,67.4,1.0,0.32,0.034,0.15,0.76,
FD0006,179.06,181.12,67.87,1.18,0.2,0.016,0.079,0.42,
FD0006,181.12,183.19,67.63,1.08,0.21,0.022,0.059,0.78,
FD0006,183.19,185.25,67.62,1.2,0.22,0.019,0.106,0.81,
FD0006,185.25,189.0,31.75,52.84,0.54,0.059,0.143,0.54,
FD0006,189.0,192.75,38.52,43.79,0.27,0.018,0.027,0.46,2.96
FD0006,192.75,196.67,24.49,40.78,6.18,0.027,0.184,1.64,
FD0006,196.67,200.59,7.42,60.79,11.18,0.022,0.342,3.12,2.66
FD0006,200.59,204.51,8.45,39.37,14.68,0.043,0.108,3.62,
FD0006,204.51,208.43,2.55,50.52,18.61,0.046,0.317,3.77,
FD0006,208.43,212.35,27.57,33.51,9.03,0.019,0.122,3.22,
