X,Y,Z,LITH
43962.5,8437.5,570.0,MAF
43962.5,8437.5,558.0,MAF
43962.5,8437.5,546.0,MAF
43962.5,8437.5,534.0,MAF
43962.5,8437.5,522.0,MAF
43962.5,8437.5,510.0,MAF
43962.5,8437.5,498.0,MAF
43962.5,8437.5,486.0,MAF
43962.5,8437.5,474.0,MAF
43962.5,8437.5,462.0,MAF
43962.5,8437.5,450.0,MAF
43962.5,8437.5,438.0,MAF
43962.5,8437.5,426.0,MAF
43962.5,8437.5,414.0,MAF
43962.5,8437.5,402.0,MAF
43962.5,8437.5,390.0,MAF
43962.5,8437.5,378.0,MAF
43962.5,8437.5,366.0,MAF
43962.5,8437.5,354.0,MAF
43962.5,8437.5,342.0,MAF
43962.5,8437.5,330.0,MAF
43962.5,8437.5,318.0,MAF
43962.5,8437.5,306.0,MAF
43962.5,8462.5,606.0,LAT
43962.5,8462.5,594.0,MAF
43962.5,8462.5,582.0,MAF
43962.5,8462.5,570.0,MAF
43962.5,8462.5,558.0,MAF
43962.5,8462.5,546.0,MAF
43962.5,8462.5,534.0,MAF
43962.5,8462.5,522.0,MAF
43962.5,8462.5,510.0,MAF
43962.5,8462.5,498.0,MAF
43962.5,8462.5,486.0,MAF
43962.5,8462.5,474.0,MAF
43962.5,8462.5,462.0,MAF
43962.5,8462.5,450.0,MAF
43962.5,8462.5,438.0,MAF
43962.5,8462.5,426.0,MAF
43962.5,8462.5,414.0,MAF
43962.5,8462.5,402.0,MAF
43962.5,8462.5,390.0,MAF
43962.5,8462.5,378.0,MAF
43962.5,8462.5,366.0,MAF
43962.5,8462.5,354.0,MAF
43962.5,8462.5,342.0,MAF
43962.5,8462.5,330.0,MAF
43962.5,8462.5,318.0,MAF
43962.5,8462.5,306.0,MAF
43962.5,8487.5,606.0,LAT
43962.5,8487.5,594.0,MAF
43962.5,8487.5,582.0,MAF
43962.5,8487.5,570.0,MAF
43962.5,8487.5,558.0,MAF
43962.5,8487.5,546.0,MAF
43962.5,8487.5,534.0,MAF
43962.5,8487.5,522.0,MAF
43962.5,8487.5,510.0,MAF
43962.5,8487.5,498.0,MAF
43962.5,8487.5,486.0,MAF
43962.5,8487.5,474.0,MAF
43962.5,8487.5,462.0,MAF
43962.5,8487.5,450.0,MAF
43962.5,8487.5,438.0,MAF
43962.5,8487.5,426.0,MAF
43962.5,8487.5,414.0,MAF
43962.5,8487.5,402.0,MAF
43962.5,8487.5,390.0,MAF
43962.5,8487.5,378.0,MAF
43962.5,8487.5,366.0,MAF
43962.5,8487.5,354.0,MAF
43962.5,8487.5,342.0,MAF
43962.5,8487.5,330.0,MAF
43962.5,8487.5,318.0,MAF
43962.5,8487.5,306.0,MAF
43962.5,8512.5,594.0,MAF
43962.5,8512.5,582.0,MAF
43962.5,8512.5,570.0,MAF
43962.5,8512.5,558.0,MAF
43962.5,8512.5,546.0,MAF
43962.5,8512.5,534.0,MAF
43962.5,8512.5,522.0,MAF
43962.5,8512.5,510.0,MAF
43962.5,8512.5,498.0,MAF
43962.5,8512.5,486.0,MAF
43962.5,8512.5,474.0,MAF
43962.5,8512.5,462.0,MAF
43962.5,8512.5,450.0,MAF
43962.5,8512.5,438.0,MAF
43962.5,8512.5,426.0,MAF
43962.5,8512.5,414.0,MAF
43962.5,8512.5,402.0,MAF
43962.5,8512.5,390.0,MAF
43962.5,8512.5,378.0,MAF
43962.5,8512.5,366.0,MAF
43962.5,8512.5,354.0,MAF
43962.5,8512.5,342.0,MAF
43962.5,8512.5,330.0,MAF
43962.5,8512.5,318.0,MAF
43962.5,8512.5,306.0,MAF
43962.5,8537.5,594.0,MAF
43962.5,8537.5,582.0,MAF
43962.5,8537.5,570.0,MAF
43962.5,8537.5,558.0,MAF
43962.5,8537.5,546.0,MAF
43962.5,8537.5,534.0,MAF
43962.5,8537.5,522.0,MAF
43962.5,8537.5,510.0,MAF
43962.5,8537.5,498.0,MAF
43962.5,8537.5,486.0,MAF
43962.5,8537.5,474.0,MAF
43962.5,8537.5,462.0,MAF
43962.5,8537.5,450.0,MAF
43962.5,8537.5,438.0,MAF
43962.5,8537.5,426.0,MAF
43962.5,8537.5,414.0,MAF
43962.5,8537.5,402.0,MAF
43962.5,8537.5,390.0,MAF
43962.5,8537.5,378.0,MAF
43962.5,8537.5,366.0,MAF
43962.5,8537.5,354.0,MAF
43962.5,8537.5,342.0,MAF
43962.5,8537.5,330.0,MAF
43962.5,8537.5,318.0,MAF
43962.5,8537.5,306.0,MAF
43962.5,8562.5,594.0,LAT
43962.5,8562.5,582.0,MAF
43962.5,8562.5,570.0,MAF
43962.5,8562.5,558.0,MAF
43962.5,8562.5,546.0,MAF
43962.5,8562.5,534.0,MAF
43962.5,8562.5,522.0,MAF
43962.5,8562.5,510.0,MAF
43962.5,8562.5,498.0,MAF
43962.5,8562.5,486.0,MAF
43962.5,8562.5,474.0,MAF
43962.5,8562.5,462.0,MAF
43962.5,8562.5,450.0,MAF
43962.5,8562.5,438.0,MAF
43962.5,8562.5,426.0,MAF
43962.5,8562.5,414.0,MAF
43962.5,8562.5,402.0,MAF
43962.5,8562.5,390.0,MAF
43962.5,8562.5,378.0,MAF
43962.5,8562.5,366.0,MAF
43962.5,8562.5,354.0,MAF
43962.5,8562.5,342.0,MAF
43962.5,8562.5,330.0,MAF
43962.5,8562.5,318.0,MAF
43962.5,8562.5,306.0,MAF
43962.5,8587.5,594.0,LAT
43962.5,8587.5,582.0,MAF
43962.5,8587.5,570.0,MAF
43962.5,8587.5,558.0,MAF
43962.5,8587.5,546.0,MAF
43962.5,8587.5,534.0,MAF
43962.5,8587.5,522.0,MAF
43962.5,8587.5,510.0,MAF
43962.5,8587.5,498.0,MAF
43962.5,8587.5,486.0,MAF
43962.5,8587.5,474.0,MAF
43962.5,8587.5,462.0,MAF
43962.5,8587.5,450.0,MAF
43962.5,8587.5,438.0,MAF
43962.5,8587.5,426.0,MAF
43962.5,8587.5,414.0,MAF
43962.5,8587.5,402.0,MAF
43962.5,8587.5,390.0,MAF
43962.5,8587.5,378.0,MAF
43962.5,8587.5,366.0,MAF
43962.5,8587.5,354.0,MAF
43962.5,8587.5,342.0,MAF
43962.5,8587.5,330.0,MAF
43962.5,8587.5,318.0,MAF
43962.5,8587.5,306.0,MAF
43987.5,8287.5,582.0,LAT
43987.5,8287.5,570.0,MAF
43987.5,8287.5,558.0,MAF
43987.5,8287.5,546.0,MAF
43987.5,8287.5,534.0,MAF
43987.5,8287.5,522.0,MAF
43987.5,8287.5,510.0,MAF
43987.5,8287.5,498.0,MAF
43987.5,8287.5,486.0,MAF
43987.5,8287.5,474.0,MAF
43987.5,8287.5,462.0,MAF
43987.5,8287.5,450.0,MAF
43987.5,8287.5,438.0,MAF
43987.5,8287.5,426.0,MAF
43987.5,8287.5,414.0,MAF
43987.5,8287.5,402.0,MAF
43987.5,8287.5,390.0,MAF
43987.5,8287.5,378.0,MAF
43987.5,8287.5,366.0,MAF
43987.5,8287.5,354.0,MAF
43987.5,8287.5,342.0,MAF
43987.5,8287.5,330.0,MAF
43987.5,8287.5,318.0,MAF
43987.5,8287.5,306.0,MAF
43987.5,8312.5,594.0,LAT
43987.5,8312.5,582.0,MAF
43987.5,8312.5,570.0,MAF
43987.5,8312.5,558.0,MAF
43987.5,8312.5,546.0,MAF
43987.5,8312.5,534.0,MAF
43987.5,8312.5,522.0,MAF
43987.5,8312.5,510.0,MAF
43987.5,8312.5,498.0,MAF
43987.5,8312.5,486.0,MAF
43987.5,8312.5,474.0,MAF
43987.5,8312.5,462.0,MAF
43987.5,8312.5,450.0,MAF
43987.5,8312.5,438.0,MAF
43987.5,8312.5,426.0,MAF
43987.5,8312.5,414.0,MAF
43987.5,8312.5,402.0,MAF
43987.5,8312.5,390.0,MAF
43987.5,8312.5,378.0,MAF
43987.5,8312.5,366.0,MAF
43987.5,8312.5,354.0,MAF
43987.5,8312.5,342.0,MAF
43987.5,8312.5,330.0,MAF
43987.5,8312.5,318.0,MAF
43987.5,8312.5,306.0,MAF
43987.5,8337.5,606.0,LAT
43987.5,8337.5,594.0,MAF
43987.5,8337.5,582.0,MAF
43987.5,8337.5,570.0,MAF
43987.5,8337.5,558.0,MAF
43987.5,8337.5,546.0,MAF
43987.5,8337.5,534.0,MAF
43987.5,8337.5,522.0,MAF
43987.5,8337.5,510.0,MAF
43987.5,8337.5,498.0,MAF
43987.5,8337.5,486.0,MAF
43987.5,8337.5,474.0,MAF
43987.5,8337.5,462.0,MAF
43987.5,8337.5,450.0,MAF
43987.5,8337.5,438.0,MAF
43987.5,8337.5,426.0,MAF
43987.5,8337.5,414.0,MAF
43987.5,8337.5,402.0,MAF
43987.5,8337.5,390.0,MAF
43987.5,8337.5,378.0,MAF
43987.5,8337.5,366.0,MAF
43987.5,8337.5,354.0,MAF
43987.5,8337.5,342.0,MAF
43987.5,8337.5,330.0,MAF
43987.5,8337.5,318.0,MAF
43987.5,8337.5,306.0,MAF
43987.5,8362.5,606.0,LAT
43987.5,8362.5,594.0,MAF
43987.5,8362.5,582.0,MAF
43987.5,8362.5,570.0,MAF
43987.5,8362.5,558.0,MAF
43987.5,8362.5,546.0,MAF
43987.5,8362.5,534.0,MAF
43987.5,8362.5,522.0,MAF
43987.5,8362.5,510.0,MAF
43987.5,8362.5,498.0,MAF
43987.5,8362.5,486.0,MAF
43987.5,8362.5,474.0,MAF
43987.5,8362.5,462.0,MAF
43987.5,8362.5,450.0,MAF
43987.5,8362.5,438.0,MAF
43987.5,8362.5,426.0,MAF
43987.5,8362.5,414.0,MAF
43987.5,8362.5,402.0,MAF
43987.5,8362.5,390.0,MAF
43987.5,8362.5,378.0,MAF
43987.5,8362.5,366.0,MAF
43987.5,8362.5,354.0,MAF
43987.5,8362.5,342.0,MAF
43987.5,8362.5,330.0,MAF
43987.5,8362.5,318.0,MAF
43987.5,8362.5,306.0,MAF
43987.5,8387.5,606.0,MAF
43987.5,8387.5,594.0,MAF
43987.5,8387.5,582.0,MAF
43987.5,8387.5,570.0,MAF
43987.5,8387.5,558.0,MAF
43987.5,8387.5,546.0,MAF
43987.5,8387.5,534.0,MAF
43987.5,8387.5,522.0,MAF
43987.5,8387.5,510.0,MAF
43987.5,8387.5,498.0,MAF
43987.5,8387.5,486.0,MAF
43987.5,8387.5,474.0,MAF
43987.5,8387.5,462.0,MAF
43987.5,8387.5,450.0,MAF
43987.5,8387.5,438.0,MAF
43987.5,8387.5,426.0,MAF
43987.5,8387.5,414.0,MAF
43987.5,8387.5,402.0,MAF
43987.5,8387.5,390.0,MAF
43987.5,8387.5,378.0,MAF
43987.5,8387.5,366.0,MAF
43987.5,8387.5,354.0,MAF
43987.5,8387.5,342.0,MAF
43987.5,8387.5,330.0,MAF
43987.5,8387.5,318.0,MAF
43987.5,8387.5,306.0,MAF
43987.5,8412.5,606.0,MAF
43987.5,8412.5,594.0,MAF
43987.5,8412.5,582.0,MAF
43987.5,8412.5,570.0,MAF
43987.5,8412.5,558.0,MAF
43987.5,8412.5,546.0,MAF
43987.5,8412.5,534.0,MAF
43987.5,8412.5,522.0,MAF
43987.5,8412.5,510.0,MAF
43987.5,8412.5,498.0,MAF
43987.5,8412.5,486.0,MAF
43987.5,8412.5,474.0,MAF
43987.5,8412.5,462.0,MAF
43987.5,8412.5,450.0,MAF
43987.5,8412.5,438.0,MAF
43987.5,8412.5,426.0,MAF
43987.5,8412.5,414.0,MAF
43987.5,8412.5,402.0,MAF
43987.5,8412.5,390.0,MAF
43987.5,8412.5,378.0,MAF
43987.5,8412.5,366.0,MAF
43987.5,8412.5,354.0,MAF
43987.5,8412.5,342.0,MAF
43987.5,8412.5,330.0,MAF
43987.5,8412.5,318.0,MAF
43987.5,8412.5,306.0,MAF
43987.5,8437.5,606.0,MAF
43987.5,8437.5,594.0,MAF
43987.5,8437.5,582.0,MAF
43987.5,8437.5,570.0,MAF
43987.5,8437.5,558.0,MAF
43987.5,8437.5,546.0,MAF
43987.5,8437.5,534.0,MAF
43987.5,8437.5,522.0,MAF
43987.5,8437.5,510.0,MAF
43987.5,8437.5,498.0,MAF
43987.5,8437.5,486.0,MAF
43987.5,8437.5,474.0,MAF
43987.5,8437.5,462.0,MAF
43987.5,8437.5,450.0,MAF
43987.5,8437.5,438.0,MAF
43987.5,8437.5,426.0,MAF
43987.5,8437.5,414.0,MAF
43987.5,8437.5,402.0,MAF
43987.5,8437.5,390.0,MAF
43987.5,8437.5,378.0,MAF
43987.5,8437.5,366.0,MAF
43987.5,8437.5,354.0,MAF
43987.5,8437.5,342.0,MAF
43987.5,8437.5,330.0,MAF
43987.5,8437.5,318.0,MAF
43987.5,8437.5,306.0,MAF
43987.5,8462.5,606.0,MAF
43987.5,8462.5,594.0,MAF
43987.5,8462.5,582.0,MAF
43987.5,8462.5,570.0,MAF
43987.5,8462.5,558.0,MAF
43987.5,8462.5,546.0,MAF
43987.5,8462.5,534.0,MAF
43987.5,8462.5,522.0,MAF
43987.5,8462.5,510.0,MAF
43987.5,8462.5,498.0,MAF
43987.5,8462.5,486.0,MAF
43987.5,8462.5,474.0,MAF
43987.5,8462.5,462.0,MAF
43987.5,8462.5,450.0,MAF
43987.5,8462.5,438.0,MAF
43987.5,8462.5,426.0,MAF
43987.5,8462.5,414.0,MAF
43987.5,8462.5,402.0,MAF
43987.5,8462.5,390.0,MAF
43987.5,8462.5,378.0,MAF
43987.5,8462.5,366.0,MAF
43987.5,8462.5,354.0,MAF
43987.5,8462.5,342.0,MAF
43987.5,8462.5,330.0,MAF
43987.5,8462.5,318.0,MAF
43987.5,8462.5,306.0,MAF
43987.5,8487.5,606.0,MAF
43987.5,8487.5,594.0,MAF
43987.5,8487.5,582.0,MAF
43987.5,8487.5,570.0,MAF
43987.5,8487.5,558.0,MAF
43987.5,8487.5,546.0,MAF
43987.5,8487.5,534.0,MAF
43987.5,8487.5,522.0,MAF
43987.5,8487.5,510.0,MAF
43987.5,8487.5,498.0,MAF
43987.5,8487.5,486.0,MAF
43987.5,8487.5,474.0,MAF
43987.5,8487.5,462.0,MAF
43987.5,8487.5,450.0,MAF
43987.5,8487.5,438.0,MAF
43987.5,8487.5,426.0,MAF
43987.5,8487.5,414.0,MAF
43987.5,8487.5,402.0,MAF
43987.5,8487.5,390.0,MAF
43987.5,8487.5,378.0,MAF
43987.5,8487.5,366.0,MAF
43987.5,8487.5,354.0,MAF
43987.5,8487.5,342.0,MAF
43987.5,8487.5,330.0,MAF
43987.5,8487.5,318.0,MAF
43987.5,8487.5,306.0,MAF
43987.5,8512.5,606.0,MAF
43987.5,8512.5,594.0,MAF
43987.5,8512.5,582.0,MAF
43987.5,8512.5,570.0,MAF
43987.5,8512.5,558.0,MAF
43987.5,8512.5,546.0,MAF
43987.5,8512.5,534.0,MAF
43987.5,8512.5,522.0,MAF
43987.5,8512.5,510.0,MAF
43987.5,8512.5,498.0,MAF
43987.5,8512.5,486.0,MAF
43987.5,8512.5,474.0,MAF
43987.5,8512.5,462.0,MAF
43987.5,8512.5,450.0,MAF
43987.5,8512.5,438.0,MAF
43987.5,8512.5,426.0,MAF
43987.5,8512.5,414.0,MAF
43987.5,8512.5,402.0,MAF
43987.5,8512.5,390.0,MAF
43987.5,8512.5,378.0,MAF
43987.5,8512.5,366.0,MAF
43987.5,8512.5,354.0,MAF
43987.5,8512.5,342.0,MAF
43987.5,8512.5,330.0,MAF
43987.5,8512.5,318.0,MAF
43987.5,8512.5,306.0,MAF
43987.5,8537.5,606.0,MAF
43987.5,8537.5,594.0,MAF
43987.5,8537.5,582.0,MAF
43987.5,8537.5,570.0,MAF
43987.5,8537.5,558.0,MAF
43987.5,8537.5,546.0,MAF
43987.5,8537.5,534.0,MAF
43987.5,8537.5,522.0,MAF
43987.5,8537.5,510.0,MAF
43987.5,8537.5,498.0,MAF
43987.5,8537.5,486.0,MAF
43987.5,8537.5,474.0,MAF
43987.5,8537.5,462.0,MAF
43987.5,8537.5,450.0,MAF
43987.5,8537.5,438.0,MAF
43987.5,8537.5,426.0,MAF
43987.5,8537.5,414.0,MAF
43987.5,8537.5,402.0,MAF
43987.5,8537.5,390.0,MAF
43987.5,8537.5,378.0,MAF
43987.5,8537.5,366.0,MAF
43987.5,8537.5,354.0,MAF
43987.5,8537.5,342.0,MAF
43987.5,8537.5,330.0,MAF
43987.5,8537.5,318.0,MAF
43987.5,8537.5,306.0,MAF
43987.5,8562.5,606.0,MAF
43987.5,8562.5,594.0,MAF
43987.5,8562.5,582.0,MAF
43987.5,8562.5,570.0,MAF
43987.5,8562.5,558.0,MAF
43987.5,8562.5,546.0,MAF
43987.5,8562.5,534.0,MAF
43987.5,8562.5,522.0,MAF
43987.5,8562.5,510.0,MAF
43987.5,8562.5,498.0,MAF
43987.5,8562.5,486.0,MAF
43987.5,8562.5,474.0,MAF
43987.5,8562.5,462.0,MAF
43987.5,8562.5,450.0,MAF
43987.5,8562.5,438.0,MAF
43987.5,8562.5,426.0,MAF
43987.5,8562.5,414.0,MAF
43987.5,8562.5,402.0,MAF
43987.5,8562.5,390.0,MAF
43987.5,8562.5,378.0,MAF
43987.5,8562.5,366.0,MAF
43987.5,8562.5,354.0,MAF
43987.5,8562.5,342.0,MAF
43987.5,8562.5,330.0,MAF
43987.5,8562.5,318.0,MAF
43987.5,8562.5,306.0,MAF
43987.5,8587.5,606.0,LAT
43987.5,8587.5,594.0,MAF
43987.5,8587.5,582.0,MAF
43987.5,8587.5,570.0,MAF
43987.5,8587.5,558.0,MAF
43987.5,8587.5,546.0,MAF
43987.5,8587.5,534.0,MAF
43987.5,8587.5,522.0,MAF
43987.5,8587.5,510.0,MAF
43987.5,8587.5,498.0,MAF
43987.5,8587.5,486.0,MAF
43987.5,8587.5,474.0,MAF
43987.5,8587.5,462.0,MAF
43987.5,8587.5,450.0,MAF
43987.5,8587.5,438.0,MAF
43987.5,8587.5,426.0,MAF
