ID,X,Y,Z_TOP,Z_BOTTOM,FE_PCT,SIO2_PCT
82,44826.5,8277.2,696.0,684.0,51.95,22.39
83,44834.4,8269.7,696.0,684.0,49.41,23.68
84,44843.2,8262.2,696.0,684.0,57.22,15.13
85,44850.0,8257.3,696.0,684.0,57.88,15.58
86,44856.9,8250.2,696.0,684.0,54.59,14.96
87,44864.3,8244.6,696.0,684.0,64.7,5.52
88,44872.8,8236.8,696.0,684.0,65.03,3.09
89,44878.1,8231.2,696.0,684.0,65.38,2.64
90,44888.1,8225.0,696.0,684.0,65.79,2.36
91,44895.7,8218.9,696.0,684.0,65.05,2.55
92,44902.7,8211.9,696.0,684.0,63.63,0.82
93,44912.0,8204.2,696.0,684.0,63.27,2.39
94,44673.9,8390.6,696.0,684.0,43.39,34.08
95,44681.8,8384.7,696.0,684.0,46.31,30.97
96,44688.8,8377.6,696.0,684.0,48.92,27.6
97,44698.7,8370.2,696.0,684.0,44.77,32.94
98,44706.0,8364.9,696.0,684.0,41.25,36.35
99,44713.1,8358.6,696.0,684.0,44.5,34.11
100,44722.5,8352.9,696.0,684.0,44.23,33.33
101,44729.2,8345.9,696.0,684.0,44.99,32.53
102,44736.3,8337.9,696.0,684.0,46.26,29.91
103,44743.3,8332.8,696.0,684.0,39.35,41.65
104,44751.4,8326.0,696.0,684.0,35.59,49.71
105,44759.5,8319.0,696.0,684.0,38.07,44.2
106,44766.7,8313.4,696.0,684.0,36.38,46.06
107,44775.3,8307.1,696.0,684.0,47.53,31.87
108,44782.7,8299.3,696.0,684.0,52.48,23.17
109,44790.8,8294.1,696.0,684.0,49.2,25.29
110,44798.5,8287.0,696.0,684.0,44.46,36.3
111,44805.7,8281.5,696.0,684.0,47.8,28.68
112,44812.7,8274.2,696.0,684.0,44.99,31.78
113,44819.6,8268.9,696.0,684.0,46.17,31.47
114,44828.4,8261.6,696.0,684.0,44.9,31.78
115,44835.2,8256.2,696.0,684.0,46.48,30.76
116,44843.4,8249.7,696.0,684.0,43.1,34.65
117,44850.4,8241.5,696.0,684.0,44.78,30.71
118,44857.8,8236.7,696.0,684.0,58.05,13.96
119,44865.6,8229.4,696.0,684.0,59.4,11.28
120,44874.5,8223.6,696.0,684.0,65.88,3.55
121,44881.9,8217.3,696.0,684.0,65.05,2.92
122,44890.2,8210.4,696.0,684.0,64.62,1.86
123,44896.6,8204.9,696.0,684.0,66.16,3.13
124,44904.8,8198.9,696.0,684.0,64.27,2.65
125,44669.2,8383.7,696.0,684.0,56.76,18.05
126,44674.9,8376.8,696.0,684.0,45.77,33.98
127,44683.6,8370.5,696.0,684.0,42.34,35.02
128,44691.4,8364.5,696.0,684.0,43.03,34.93
129,44699.1,8358.0,696.0,684.0,45.21,32.54
130,44706.1,8350.2,696.0,684.0,45.34,31.16
131,44714.6,8343.6,696.0,684.0,46.84,29.45
132,44723.8,8338.1,696.0,684.0,46.13,31.25
133,44730.2,8331.7,696.0,684.0,45.0,31.92
134,44736.0,8324.4,696.0,684.0,47.33,29.76
135,44745.1,8319.3,696.0,684.0,48.13,28.6
136,44753.4,8311.9,696.0,684.0,40.78,40.49
137,44760.6,8304.5,696.0,684.0,55.21,18.05
138,44768.0,8298.9,696.0,684.0,58.17,14.37
139,44776.0,8292.0,696.0,684.0,48.35,31.64
140,44782.4,8287.7,696.0,684.0,46.74,31.5
141,44790.6,8280.4,696.0,684.0,51.94,26.04
142,44798.9,8273.1,696.0,684.0,46.29,31.66
143,44808.2,8267.3,696.0,684.0,44.8,32.9
144,44813.3,8261.0,696.0,684.0,52.26,23.31
145,44820.5,8253.2,696.0,684.0,48.64,25.95
146,44830.2,8248.2,696.0,684.0,48.67,26.52
147,44837.2,8241.3,696.0,684.0,51.75,23.89
148,44844.9,8234.2,696.0,684.0,48.56,25.53
149,44852.2,8229.1,696.0,684.0,57.45,11.59
150,44859.6,8222.6,696.0,684.0,66.05,1.87
151,44867.3,8215.6,696.0,684.0,62.71,6.59
152,44874.9,8209.7,696.0,684.0,65.73,0.99
153,44883.9,8202.1,696.0,684.0,65.5,2.62
154,44889.8,8195.4,696.0,684.0,65.84,1.92
155,44897.2,8190.3,696.0,684.0,67.01,2.71
156,44663.2,8373.0,696.0,684.0,45.15,33.4
157,44668.8,8369.1,696.0,684.0,42.36,34.0
158,44676.4,8362.2,696.0,684.0,42.56,35.22
159,44685.2,8355.0,696.0,684.0,44.99,31.01
160,44693.1,8349.5,696.0,684.0,47.46,29.26
161,44699.9,8342.9,696.0,684.0,47.81,29.71
162,44707.2,8336.8,696.0,684.0,45.4,28.11
163,44714.4,8328.7,696.0,684.0,47.9,27.63
164,44724.8,8322.2,696.0,684.0,48.18,28.18
165,44730.9,8316.7,696.0,684.0,46.0,28.45
166,44738.6,8310.4,696.0,684.0,47.45,29.73
167,44747.3,8304.4,696.0,684.0,52.9,23.46
168,44753.4,8297.9,696.0,684.0,56.54,19.58
169,44762.3,8290.4,696.0,684.0,57.33,15.72
170,44769.7,8284.0,696.0,684.0,60.82,12.58
171,44777.1,8279.6,696.0,684.0,56.62,17.15
172,44785.4,8273.2,696.0,684.0,49.86,28.14
173,44791.2,8266.2,696.0,684.0,43.46,33.59
174,44799.3,8259.3,696.0,684.0,39.13,45.02
175,44808.5,8251.2,696.0,684.0,52.51,23.93
176,44814.8,8247.8,696.0,684.0,51.61,23.62
177,44822.6,8240.6,696.0,684.0,49.57,26.86
178,44829.4,8233.6,696.0,684.0,47.43,28.95
179,44837.9,8226.6,696.0,684.0,53.83,22.69
180,44844.9,8220.3,696.0,684.0,59.13,9.03
181,44853.0,8212.7,696.0,684.0,65.32,1.75
182,44862.7,8207.3,696.0,684.0,64.51,2.31
183,44868.2,8201.4,696.0,684.0,66.03,3.38
184,44875.6,8194.4,696.0,684.0,66.14,2.54
185,44885.1,8188.0,696.0,684.0,66.24,1.12
186,44891.1,8181.8,696.0,684.0,65.78,3.41
187,44654.9,8367.7,696.0,684.0,45.08,32.08
188,44664.5,8360.8,696.0,684.0,44.91,33.25
189,44672.0,8353.6,696.0,684.0,40.52,37.75
190,44678.3,8347.7,696.0,684.0,42.42,33.02
191,44685.9,8342.1,696.0,684.0,46.81,31.9
192,44693.8,8334.3,696.0,684.0,45.53,32.2
193,44700.2,8327.8,696.0,684.0,44.25,32.95
194,44710.7,8321.8,696.0,684.0,49.24,28.47
195,44716.8,8315.4,696.0,684.0,50.82,25.72
196,44723.8,8309.5,696.0,684.0,50.85,25.14
197,44732.5,8301.9,696.0,684.0,49.17,28.05
198,44739.2,8295.9,696.0,684.0,53.15,20.93
199,44746.7,8290.7,696.0,684.0,52.35,24.07
200,44756.0,8281.8,696.0,684.0,52.58,22.42
201,44761.2,8276.8,696.0,684.0,51.48,23.65
202,44770.4,8271.2,696.0,684.0,42.41,39.77
203,44777.8,8265.0,696.0,684.0,55.05,19.75
204,44785.6,8259.4,696.0,684.0,50.2,26.5
205,44792.7,8251.5,696.0,684.0,50.68,24.09
206,44800.9,8246.1,696.0,684.0,51.26,24.47
207,44807.9,8239.1,696.0,684.0,49.71,25.76
208,44815.4,8232.8,696.0,684.0,47.36,30.11
209,44824.4,8226.4,696.0,684.0,50.54,26.98
210,44831.7,8220.0,696.0,684.0,52.04,22.02
211,44841.0,8213.6,696.0,684.0,62.2,10.97
212,44846.5,8206.2,696.0,684.0,66.47,2.69
213,44854.3,8201.0,696.0,684.0,65.26,3.72
214,44863.1,8194.0,696.0,684.0,67.7,1.9
215,44870.5,8186.5,696.0,684.0,68.04,2.4
216,44878.1,8181.3,696.0,684.0,64.39,1.63
217,44885.6,8173.7,696.0,684.0,65.19,2.83
218,44647.5,8359.4,696.0,684.0,47.65,27.76
219,44657.8,8353.6,696.0,684.0,45.81,32.0
220,44664.5,8346.2,696.0,684.0,45.53,32.52
221,44672.4,8339.0,696.0,684.0,45.35,32.22
222,44679.3,8334.6,696.0,684.0,45.56,33.73
223,44687.7,8327.7,696.0,684.0,45.38,33.56
224,44696.2,8321.6,696.0,684.0,43.44,32.08
225,44702.1,8314.5,696.0,684.0,45.06,32.32
226,44711.4,8308.6,696.0,684.0,49.05,28.72
227,44718.5,8301.8,696.0,684.0,50.73,24.37
228,44725.9,8296.1,696.0,684.0,49.69,25.1
229,44733.5,8287.7,696.0,684.0,47.72,28.37
230,44739.7,8283.3,696.0,684.0,52.91,21.33
231,44750.1,8275.3,696.0,684.0,58.04,12.94
232,44756.7,8271.2,696.0,684.0,58.31,14.0
233,44764.6,8264.2,696.0,684.0,44.02,34.51
234,44772.3,8257.9,696.0,684.0,49.83,24.73
235,44779.3,8250.0,696.0,684.0,52.44,21.16
236,44787.1,8243.9,696.0,684.0,54.56,23.18
237,44795.0,8235.9,696.0,684.0,50.42,26.7
238,44802.1,8231.6,696.0,684.0,50.0,24.38
239,44809.6,8225.3,696.0,684.0,51.16,24.33
240,44817.0,8217.9,696.0,684.0,51.66,22.21
241,44824.6,8214.0,696.0,684.0,55.41,19.08
242,44831.1,8204.1,696.0,684.0,65.18,6.01
243,44840.1,8199.7,696.0,684.0,66.14,2.11
244,44847.5,8193.0,696.0,684.0,65.8,1.95
245,44855.5,8184.8,696.0,684.0,66.6,3.83
246,44863.5,8179.4,696.0,684.0,65.36,2.98
247,44871.2,8171.8,696.0,684.0,65.27,1.89
248,44877.7,8166.7,696.0,684.0,66.66,3.65
249,44642.0,8353.0,696.0,684.0,49.09,24.95
250,44649.6,8346.6,696.0,684.0,48.25,25.92
251,44657.8,8339.6,696.0,684.0,46.7,29.75
252,44666.8,8332.7,696.0,684.0,46.49,28.95
253,44673.6,8326.5,696.0,684.0,45.42,30.83
254,44680.1,8319.5,696.0,684.0,45.66,30.21
255,44689.6,8313.4,696.0,684.0,48.13,28.27
256,44698.2,8306.7,696.0,684.0,47.29,30.87
257,44703.6,8300.4,696.0,684.0,48.58,28.4
258,44712.9,8294.3,696.0,684.0,48.51,27.79
259,44718.6,8289.1,696.0,684.0,50.26,25.97
260,44727.6,8281.7,696.0,684.0,50.67,25.22
261,44737.3,8273.1,696.0,684.0,54.82,18.13
262,44742.2,8268.4,696.0,684.0,56.04,20.06
263,44750.4,8261.8,696.0,684.0,52.95,21.59
264,44757.1,8254.6,696.0,684.0,52.28,23.44
265,44764.8,8249.3,696.0,684.0,54.98,20.07
266,44772.8,8242.8,696.0,684.0,52.02,23.03
267,44779.0,8235.7,696.0,684.0,49.67,25.74
268,44788.1,8231.3,696.0,684.0,54.11,18.24
269,44796.0,8223.9,696.0,684.0,54.9,16.53
270,44801.6,8218.5,696.0,684.0,61.27,9.86
271,44810.8,8211.2,696.0,684.0,55.5,13.99
272,44818.7,8205.1,696.0,684.0,58.32,11.47
273,44827.4,8196.7,696.0,684.0,61.82,8.59
274,44833.9,8192.6,696.0,684.0,66.9,2.4
275,44843.1,8185.1,696.0,684.0,67.66,1.07
276,44848.2,8179.2,696.0,684.0,66.65,2.1
277,44856.8,8172.3,696.0,684.0,67.2,0.79
278,44864.8,8166.3,696.0,684.0,67.16,0.58
279,44873.9,8158.6,696.0,684.0,67.65,1.54
280,44636.8,8344.1,696.0,684.0,48.72,26.46
281,44646.0,8338.0,696.0,684.0,48.7,24.8
282,44653.2,8331.5,696.0,684.0,49.6,23.69
283,44658.8,8325.7,696.0,684.0,49.28,26.02
284,44667.1,8318.9,696.0,684.0,48.78,26.5
285,44673.3,8312.0,696.0,684.0,49.36,21.56
286,44683.3,8304.9,696.0,684.0,50.16,21.22
287,44689.0,8299.2,696.0,684.0,46.44,30.54
288,44697.4,8292.7,696.0,684.0,46.32,30.78
289,44705.2,8287.6,696.0,684.0,48.07,26.53
290,44713.2,8281.7,696.0,684.0,50.63,27.13
291,44720.8,8272.4,696.0,684.0,49.35,26.98
292,44728.0,8266.9,696.0,684.0,52.02,22.43
293,44735.4,8260.4,696.0,684.0,51.01,25.93
294,44743.8,8253.2,696.0,684.0,51.85,24.46
295,44750.6,8249.6,696.0,684.0,47.53,28.6
296,44758.0,8242.8,696.0,684.0,53.83,19.79
297,44766.0,8235.9,696.0,684.0,49.97,24.16
298,44773.6,8228.7,696.0,684.0,48.94,28.57
299,44781.5,8222.0,696.0,684.0,57.35,15.95
300,44789.7,8215.1,696.0,684.0,55.91,18.7
301,44797.4,8209.5,696.0,684.0,57.47,14.87
302,44805.5,8201.2,696.0,684.0,56.65,10.72
303,44812.0,8197.2,696.0,684.0,61.45,9.04
304,44819.0,8191.2,696.0,684.0,62.24,7.14
305,44827.8,8183.9,696.0,684.0,65.26,3.58
306,44835.6,8176.9,696.0,684.0,47.74,29.62
307,44842.0,8171.1,696.0,684.0,66.23,1.75
308,44850.6,8164.2,696.0,684.0,65.96,1.32
309,44859.2,8157.3,696.0,684.0,68.86,2.15
310,44865.3,8151.4,696.0,684.0,67.44,2.41
311,44629.0,8338.3,696.0,684.0,47.58,26.05
312,44638.8,8330.6,696.0,684.0,48.34,24.49
313,44645.3,8323.4,696.0,684.0,52.58,22.51
314,44651.7,8315.5,696.0,684.0,51.8,20.06
315,44661.1,8310.9,696.0,684.0,48.46,25.64
316,44668.1,8305.4,696.0,684.0,52.36,24.22
317,44675.4,8298.6,696.0,684.0,47.85,27.08
318,44683.1,8291.4,696.0,684.0,50.52,25.92
319,44692.2,8286.2,696.0,684.0,49.7,28.75
320,44699.4,8279.1,696.0,684.0,54.69,21.32
321,44707.1,8272.4,696.0,684.0,53.2,19.44
322,44713.3,8266.4,696.0,684.0,56.83,16.58
323,44721.1,8258.8,696.0,684.0,54.84,19.26
324,44730.4,8252.0,696.0,684.0,49.56,24.64
325,44737.2,8247.4,696.0,684.0,49.53,24.34
326,44744.3,8239.7,696.0,684.0,48.26,28.53
327,44752.8,8234.4,696.0,684.0,55.61,16.44
328,44760.0,8227.6,696.0,684.0,50.14,20.23
329,44768.0,8220.5,696.0,684.0,57.04,11.7
330,44774.8,8216.2,696.0,684.0,58.2,13.64
331,44782.7,8209.7,696.0,684.0,63.09,7.17
332,44791.2,8201.5,696.0,684.0,61.34,7.27
333,44796.8,8195.5,696.0,684.0,58.32,10.24
334,44805.8,8188.4,696.0,684.0,47.21,27.14
335,44813.8,8181.3,696.0,684.0,67.02,0.96
336,44821.7,8176.3,696.0,684.0,66.72,2.52
337,44829.3,8168.3,696.0,684.0,60.24,10.74
338,44837.8,8163.1,696.0,684.0,61.84,8.8
339,44844.2,8156.4,696.0,684.0,66.67,0.94
340,44852.5,8152.4,696.0,684.0,68.06,0.99
341,44860.8,8144.7,696.0,684.0,65.02,6.34
342,44623.8,8329.5,696.0,684.0,48.55,24.55
343,44631.4,8322.8,696.0,684.0,48.18,24.1
344,44637.6,8316.1,696.0,684.0,49.64,23.73
345,44647.2,8309.3,696.0,684.0,50.07,22.68
346,44653.7,8304.6,696.0,684.0,50.27,22.28
347,44661.8,8297.2,696.0,684.0,52.62,19.42
348,44670.0,8290.0,696.0,684.0,50.43,22.92
349,44677.4,8283.8,696.0,684.0,47.52,28.36
350,44684.1,8277.5,696.0,684.0,50.04,24.96
351,44693.2,8270.8,696.0,684.0,53.19,20.75
352,44700.3,8264.7,696.0,684.0,56.84,15.83
353,44707.0,8258.5,696.0,684.0,64.11,5.81
354,44716.1,8252.6,696.0,684.0,65.1,4.74
355,44722.4,8246.4,696.0,684.0,53.37,19.06
356,44730.5,8239.6,696.0,684.0,48.28,27.44
357,44738.4,8232.7,696.0,684.0,52.63,20.59
358,44746.2,8224.9,696.0,684.0,54.14,16.78
359,44753.4,8220.1,696.0,684.0,54.15,16.55
360,44761.3,8213.1,696.0,684.0,53.28,17.2
361,44769.7,8207.2,696.0,684.0,63.3,4.09
362,44775.7,8200.2,696.0,684.0,62.12,5.21
363,44783.6,8196.1,696.0,684.0,60.62,9.56
364,44790.6,8187.4,696.0,684.0,66.68,2.22
365,44800.3,8181.5,696.0,684.0,65.95,2.87
366,44808.2,8174.2,696.0,684.0,65.29,1.46
367,44814.5,8167.4,696.0,684.0,65.54,2.14
368,44822.4,8162.1,696.0,684.0,65.2,4.13
369,44831.8,8155.6,696.0,684.0,32.9,51.0
370,44837.3,8148.9,696.0,684.0,63.53,5.31
371,44844.9,8143.3,696.0,684.0,66.42,3.25
372,44854.3,8135.8,696.0,684.0,63.77,9.85
373,44614.4,8322.2,696.0,684.0,51.19,21.51
374,44624.6,8314.0,696.0,684.0,52.51,20.07
375,44633.8,8307.2,696.0,684.0,52.35,20.87
376,44641.0,8302.3,696.0,684.0,49.5,23.81
377,44646.9,8296.0,696.0,684.0,52.65,18.55
378,44655.8,8288.6,696.0,684.0,46.67,27.28
379,44664.0,8283.9,696.0,684.0,49.24,23.49
380,44668.8,8275.4,696.0,684.0,48.34,24.89
381,44678.2,8269.9,696.0,684.0,50.23,25.69
382,44685.2,8262.9,696.0,684.0,52.0,23.47
383,44693.1,8256.6,696.0,684.0,61.43,9.89
384,44701.5,8251.7,696.0,684.0,60.7,10.1
385,44707.3,8244.8,696.0,684.0,64.31,3.31
386,44715.6,8237.9,696.0,684.0,64.76,4.82
387,44724.2,8232.6,696.0,684.0,56.2,14.43
388,44732.7,8225.6,696.0,684.0,55.35,14.98
389,44740.2,8217.9,696.0,684.0,54.89,14.78
390,44747.3,8213.4,696.0,684.0,56.16,13.92
391,44754.5,8204.8,696.0,684.0,60.48,9.48
392,44763.5,8201.1,696.0,684.0,64.17,3.15
393,44770.4,8193.3,696.0,684.0,66.74,2.21
394,44777.6,8187.2,696.0,684.0,64.8,3.85
395,44785.7,8180.6,696.0,684.0,67.78,2.33
396,44793.5,8174.4,696.0,684.0,65.98,1.91
397,44800.5,8167.5,696.0,684.0,65.11,1.76
398,44808.3,8159.2,696.0,684.0,67.28,1.51
399,44816.4,8154.4,696.0,684.0,67.77,2.58
400,44824.4,8147.7,696.0,684.0,66.21,1.96
401,44831.5,8142.6,696.0,684.0,67.98,1.23
402,44840.0,8135.1,696.0,684.0,45.39,33.36
403,44846.4,8128.7,696.0,684.0,65.96,4.99
404,44609.7,8312.6,696.0,684.0,54.14,15.37
405,44617.6,8308.1,696.0,684.0,53.16,19.35
406,44625.5,8302.0,696.0,684.0,51.0,22.18
407,44634.2,8295.7,696.0,684.0,50.92,24.2
408,44641.1,8289.3,696.0,684.0,52.68,20.75
409,44647.6,8281.1,696.0,684.0,48.94,27.75
410,44656.6,8273.6,696.0,684.0,53.1,22.02
411,44663.7,8267.1,696.0,684.0,53.94,19.24
412,44672.0,8261.1,696.0,684.0,55.72,15.97
413,44680.1,8254.8,696.0,684.0,57.49,15.17
414,44688.9,8248.9,696.0,684.0,60.1,10.47
415,44696.1,8242.7,696.0,684.0,66.56,0.45
416,44702.7,8236.7,696.0,684.0,67.13,2.29
417,44708.9,8230.2,696.0,684.0,66.45,3.72
418,44718.1,8223.9,696.0,684.0,63.65,4.68
419,44727.1,8217.5,696.0,684.0,63.73,2.69
420,44734.2,8211.0,696.0,684.0,62.41,2.09
421,44740.6,8204.3,696.0,684.0,63.38,3.13
422,44749.5,8199.1,696.0,684.0,62.23,2.31
423,44755.3,8191.4,696.0,684.0,62.71,1.45
424,44765.3,8184.6,696.0,684.0,63.64,1.8
425,44770.3,8179.9,696.0,684.0,64.84,4.34
426,44779.3,8172.8,696.0,684.0,63.69,6.58
427,44787.2,8164.9,696.0,684.0,66.18,1.95
428,44794.3,8160.0,696.0,684.0,67.97,0.84
429,44801.8,8152.6,696.0,684.0,67.38,0.95
430,44810.1,8147.4,696.0,684.0,66.22,2.53
431,44818.7,8140.6,696.0,684.0,66.36,2.67
432,44825.0,8132.8,696.0,684.0,55.49,22.11
433,44833.2,8126.6,696.0,684.0,68.63,1.11
434,44840.1,8119.5,696.0,684.0,67.22,1.26
435,44605.1,8305.9,696.0,684.0,55.66,13.97
436,44612.9,8299.3,696.0,684.0,53.97,19.75
437,44619.8,8293.5,696.0,684.0,53.36,16.67
438,44625.2,8286.8,696.0,684.0,51.81,19.59
439,44634.4,8280.3,696.0,684.0,52.65,22.24
440,44642.3,8275.5,696.0,684.0,49.92,24.23
441,44650.4,8267.5,696.0,684.0,53.39,19.84
442,44658.5,8260.8,696.0,684.0,55.72,16.64
443,44666.3,8254.8,696.0,684.0,60.28,13.24
444,44673.1,8247.5,696.0,684.0,57.32,14.03
445,44679.8,8240.7,696.0,684.0,62.17,9.14
446,44688.7,8235.0,696.0,684.0,64.21,3.73
447,44695.8,8228.9,696.0,684.0,66.56,4.75
448,44704.0,8221.9,696.0,684.0,66.37,2.63
449,44711.0,8215.1,696.0,684.0,64.28,1.75
450,44720.1,8209.7,696.0,684.0,64.36,4.3
451,44728.4,8202.9,696.0,684.0,64.7,1.84
452,44733.1,8195.8,696.0,684.0,62.06,3.33
453,44742.8,8191.0,696.0,684.0,64.07,0.67
454,44749.7,8183.5,696.0,684.0,64.39,2.69
455,44757.0,8177.1,696.0,684.0,65.58,2.88
456,44765.8,8170.5,696.0,684.0,65.14,3.25
457,44772.0,8165.5,696.0,684.0,64.41,2.18
458,44779.1,8158.4,696.0,684.0,64.73,1.57
459,44788.3,8152.6,696.0,684.0,49.89,26.02
460,44794.7,8146.5,696.0,684.0,61.15,9.99
461,44803.8,8138.1,696.0,684.0,63.27,7.86
462,44811.6,8132.7,696.0,684.0,40.83,41.41
463,44820.0,8125.6,696.0,684.0,51.09,24.4
464,44825.6,8119.8,696.0,684.0,62.78,7.02
465,44834.0,8114.9,696.0,684.0,63.7,4.82
466,44599.2,8299.1,696.0,684.0,60.77,10.93
467,44605.8,8291.8,696.0,684.0,55.27,17.99
468,44612.6,8285.9,696.0,684.0,55.57,15.71
469,44621.2,8280.2,696.0,684.0,54.79,18.74
470,44628.2,8273.0,696.0,684.0,52.83,19.61
471,44634.0,8264.9,696.0,684.0,52.45,19.61
472,44644.1,8259.8,696.0,684.0,54.15,16.37
473,44650.9,8253.2,696.0,684.0,58.55,13.3
474,44659.6,8246.9,696.0,684.0,56.98,13.97
475,44666.5,8239.7,696.0,684.0,59.08,11.6
476,44674.3,8233.7,696.0,684.0,60.47,10.13
477,44681.1,8227.1,696.0,684.0,65.24,4.35
478,44692.3,8219.3,696.0,684.0,62.47,2.47
479,44696.1,8214.9,696.0,684.0,67.27,1.53
480,44705.5,8208.8,696.0,684.0,62.6,4.51
481,44712.3,8201.9,696.0,684.0,64.55,0.85
482,44719.4,8196.0,696.0,684.0,64.07,0.48
483,44728.6,8190.0,696.0,684.0,62.21,1.88
484,44734.8,8182.2,696.0,684.0,62.11,2.3
485,44742.8,8176.1,696.0,684.0,62.77,1.01
486,44751.2,8170.3,696.0,684.0,65.85,1.32
487,44759.1,8163.8,696.0,684.0,65.86,1.29
488,44767.4,8155.3,696.0,684.0,65.26,0.72
489,44773.4,8151.7,696.0,684.0,61.87,5.85
490,44781.5,8145.0,696.0,684.0,62.93,3.57
491,44789.1,8138.0,696.0,684.0,62.01,8.2
492,44798.2,8131.0,696.0,684.0,64.55,1.57
493,44806.0,8125.3,696.0,684.0,66.28,1.86
494,44812.1,8118.9,696.0,684.0,65.28,2.36
495,44819.1,8111.7,696.0,684.0,65.81,1.71
496,44827.9,8105.3,696.0,684.0,64.58,4.05
497,44591.6,8289.2,696.0,684.0,60.41,8.84
