HOLE_ID,DEPTH,DIP,AZIMUTH
FD0031,283.23,89.56,41.08
FD0032,0.0,90.0,40.12
FD0032,50.0,90.0,40.09
FD0032,100.0,90.0,39.62
FD0032,150.0,90.0,39.48
FD0032,200.0,90.0,39.86
FD0032,250.0,90.0,38.96
FD0032,279.68,89.8,39.38
FD0033,0.0,89.71,39.65
FD0033,50.0,89.7,38.96
FD0033,100.0,89.74,38.49
FD0033,150.0,89.84,38.52
FD0033,200.0,89.77,38.76
FD0033,250.0,89.69,38.77
FD0033,266.41,89.61,38.78
FD0034,0.0,89.81,40.23
FD0034,50.0,89.9,40.36
FD0034,100.0,89.94,40.88
FD0034,150.0,89.7,40.9
FD0034,200.0,89.65,41.37
FD0034,207.81,89.51,41.09
FD0035,0.0,60.1,39.6
FD0035,50.0,59.92,39.92
FD0035,100.0,59.93,40.05
FD0035,119.64,60.01,40.1
FD0036,0.0,59.87,219.93
FD0036,50.0,59.74,219.68
FD0036,86.44,59.88,219.55
FD0037,0.0,60.05,219.95
FD0037,50.0,60.29,219.66
FD0037,100.0,60.3,219.24
FD0037,150.0,60.51,219.57
FD0037,171.81,60.63,219.29
FD0038,0.0,90.0,220.16
FD0038,50.0,89.9,220.03
FD0038,100.0,90.0,219.61
FD0038,150.0,90.0,219.66
FD0038,199.38,90.0,219.54
FD0039,0.0,90.0,220.51
FD0039,50.0,89.83,220.85
FD0039,100.0,89.89,220.71
FD0039,150.0,90.0,220.75
FD0039,200.0,89.88,220.69
FD0039,240.61,89.74,221.21
FD0040,0.0,89.96,220.28
FD0040,50.0,89.88,220.19
FD0040,100.0,89.87,219.94
FD0040,150.0,90.0,220.4
FD0040,200.0,90.0,220.26
FD0040,250.0,89.9,219.97
FD0040,276.79,89.96,219.93
FD0041,0.0,89.9,39.91
FD0041,50.0,89.88,40.23
FD0041,100.0,89.97,40.5
FD0041,150.0,89.82,40.4
FD0041,200.0,89.76,40.62
FD0041,250.0,89.99,41.11
FD0041,285.25,89.85,40.94
FD0042,0.0,90.0,39.68
FD0042,50.0,90.0,39.69
FD0042,100.0,90.0,39.63
FD0042,150.0,90.0,39.39
FD0042,200.0,90.0,39.57
FD0042,250.0,90.0,39.96
FD0042,254.46,90.0,40.11
FD0043,0.0,90.0,39.82
FD0043,50.0,89.99,39.76
FD0043,100.0,90.0,39.57
FD0043,150.0,90.0,40.13
FD0043,200.0,89.95,40.39
FD0043,222.76,89.86,40.57
FD0044,0.0,59.93,39.93
FD0044,50.0,60.03,39.84
FD0044,100.0,60.13,39.62
FD0044,143.45,60.04,39.82
FD0045,0.0,59.97,220.49
FD0045,50.0,59.84,220.21
FD0045,65.4,59.76,220.29
FD0046,0.0,60.22,219.73
FD0046,50.0,60.22,219.47
FD0046,100.0,60.08,219.45
FD0046,143.47,59.87,219.31
FD0047,0.0,89.87,220.3
FD0047,50.0,89.78,220.57
FD0047,100.0,89.64,220.67
FD0047,150.0,89.65,220.37
FD0047,196.91,89.74,220.24
FD0048,0.0,90.0,220.04
FD0048,50.0,90.0,219.88
FD0048,100.0,90.0,219.91
FD0048,150.0,90.0,220.01
FD0048,200.0,90.0,219.97
FD0048,236.26,90.0,219.99
FD0049,0.0,90.0,219.82
FD0049,50.0,90.0,220.44
FD0049,100.0,90.0,220.68
FD0049,150.0,90.0,220.46
FD0049,200.0,90.0,220.4
FD0049,250.0,90.0,220.48
FD0049,275.51,90.0,220.49
FD0050,0.0,90.0,39.63
FD0050,50.0,90.0,39.52
FD0050,100.0,90.0,39.95
FD0050,150.0,90.0,39.83
FD0050,200.0,90.0,39.55
FD0050,250.0,90.0,39.69
FD0050,286.98,90.0,39.66
FD0051,0.0,90.0,40.32
FD0051,50.0,90.0,40.5
FD0051,100.0,89.75,41.1
FD0051,150.0,89.55,40.85
FD0051,200.0,89.5,41.05
FD0051,250.0,89.29,41.34
FD0051,253.54,89.09,42.04
FD0052,0.0,89.85,39.76
FD0052,50.0,89.96,39.31
FD0052,100.0,90.0,38.82
FD0052,150.0,90.0,38.88
FD0052,200.0,90.0,38.67
FD0052,227.85,90.0,38.66
FD0053,0.0,59.93,39.8
FD0053,50.0,59.88,39.66
FD0053,100.0,59.85,39.71
FD0053,128.98,59.73,39.87
FD0054,0.0,59.94,219.85
FD0054,50.0,60.14,220.34
FD0054,75.61,60.16,220.03
FD0055,0.0,59.99,219.83
FD0055,50.0,59.81,219.86
FD0055,100.0,59.84,219.37
FD0055,150.0,60.11,219.66
FD0055,152.52,60.1,219.67
FD0056,0.0,89.74,219.77
FD0056,50.0,89.76,220.3
FD0056,100.0,89.81,220.79
FD0056,150.0,89.94,221.03
FD0056,200.0,89.9,221.48
FD0056,211.96,89.86,221.08
FD0057,0.0,90.0,220.18
FD0057,50.0,90.0,220.76
FD0057,100.0,90.0,220.36
FD0057,150.0,90.0,220.56
FD0057,200.0,89.93,220.87
FD0057,250.0,90.0,220.94
FD0057,271.97,90.0,221.37
FD0058,0.0,90.0,220.14
FD0058,50.0,89.83,220.43
FD0058,100.0,89.62,220.76
FD0058,150.0,89.8,220.2
FD0058,200.0,89.94,220.18
FD0058,250.0,90.0,220.34
FD0058,258.01,90.0,220.07
FD0059,0.0,89.98,40.44
FD0059,50.0,90.0,40.87
FD0059,100.0,90.0,40.66
FD0059,150.0,90.0,40.93
FD0059,200.0,90.0,40.15
FD0059,250.0,90.0,40.0
FD0059,260.3,90.0,39.69
FD0060,0.0,90.0,39.85
FD0060,50.0,90.0,39.43
FD0060,100.0,89.93,39.23
FD0060,150.0,89.87,39.4
FD0060,200.0,89.95,39.5
FD0060,250.0,90.0,39.58
FD0060,264.78,89.83,39.49
FD0061,0.0,59.91,40.03
FD0061,50.0,60.06,39.84
FD0061,100.0,59.96,39.79
FD0061,150.0,60.03,39.92
FD0061,164.05,59.91,39.73
FD0062,0.0,60.0,219.99
FD0062,50.0,60.07,219.87
FD0062,82.02,60.07,220.37
FD0063,0.0,60.02,220.09
FD0063,50.0,60.0,219.85
FD0063,100.0,60.09,219.8
FD0063,150.0,59.81,219.92
FD0063,151.87,59.87,220.32
FD0064,0.0,89.94,220.06
FD0064,50.0,89.94,219.73
FD0064,100.0,90.0,219.82
FD0064,150.0,89.9,220.04
FD0064,200.0,90.0,220.45
FD0064,224.23,90.0,220.5
FD0065,0.0,90.0,220.19
FD0065,50.0,89.94,220.07
FD0065,100.0,89.88,220.35
FD0065,150.0,89.73,220.27
FD0065,200.0,89.9,220.07
FD0065,250.0,90.0,219.91
FD0065,253.53,90.0,220.03
FD0066,0.0,89.95,220.0
FD0066,50.0,89.91,220.42
FD0066,100.0,89.93,220.72
FD0066,150.0,89.92,220.23
FD0066,200.0,89.76,220.22
FD0066,250.0,89.75,220.08
FD0066,264.95,89.83,219.64
FD0067,0.0,89.99,39.85
FD0067,50.0,89.95,40.29
FD0067,100.0,89.9,40.09
FD0067,150.0,89.93,40.1
FD0067,200.0,89.99,39.94
FD0067,250.0,90.0,39.6
FD0067,290.48,90.0,39.99
FD0068,0.0,89.95,40.29
FD0068,50.0,89.99,40.16
FD0068,100.0,89.93,40.42
FD0068,150.0,89.9,40.77
FD0068,200.0,90.0,40.84
FD0068,250.0,90.0,40.67
FD0068,254.73,89.92,40.03
FD0069,0.0,89.75,39.79
FD0069,50.0,89.78,39.63
FD0069,100.0,90.0,39.52
FD0069,150.0,90.0,39.27
FD0069,200.0,90.0,39.25
FD0069,250.0,90.0,39.4
FD0069,255.57,90.0,39.3
FD0070,0.0,90.0,40.25
FD0070,50.0,90.0,40.14
FD0070,100.0,89.89,39.54
FD0070,150.0,89.9,39.65
FD0070,200.0,89.9,39.2
FD0070,222.01,89.75,39.2
FD0071,0.0,60.11,39.72
FD0071,50.0,59.93,39.53
FD0071,100.0,60.15,39.58
FD0071,150.0,60.29,39.17
FD0071,161.95,60.62,39.13
FD0072,0.0,59.77,220.45
FD0072,50.0,59.8,221.25
FD0072,100.0,59.88,221.73
FD0072,100.21,59.78,221.45
FD0073,0.0,59.66,220.14
FD0073,50.0,59.87,219.88
FD0073,100.0,59.83,219.8
FD0073,150.0,59.93,220.1
FD0073,155.52,59.68,220.71
FD0074,0.0,89.84,219.76
FD0074,50.0,89.86,219.65
FD0074,100.0,89.95,219.36
FD0074,150.0,89.75,219.6
FD0074,200.0,89.8,219.93
FD0074,224.71,90.0,220.42
FD0075,0.0,89.97,219.38
FD0075,50.0,90.0,219.48
FD0075,100.0,90.0,218.78
FD0075,150.0,90.0,218.59
FD0075,200.0,90.0,218.6
FD0075,250.0,90.0,218.4
FD0075,266.2,90.0,218.44
FD0076,0.0,90.0,219.65
FD0076,50.0,89.87,219.3
FD0076,100.0,89.75,218.82
FD0076,150.0,89.56,218.43
FD0076,200.0,89.59,218.87
FD0076,250.0,89.45,218.68
FD0076,267.91,89.59,218.5
FD0077,0.0,89.59,39.93
FD0077,50.0,89.41,39.94
FD0077,100.0,89.43,40.64
FD0077,150.0,89.15,40.75
FD0077,200.0,89.15,40.58
FD0077,250.0,88.91,39.88
FD0077,268.17,88.82,40.07
FD0078,0.0,89.9,40.48
FD0078,50.0,90.0,40.22
FD0078,100.0,89.76,40.14
FD0078,150.0,90.0,40.31
FD0078,200.0,89.94,40.27
FD0078,250.0,90.0,39.75
FD0078,266.67,90.0,39.51
FD0079,0.0,89.88,39.85
FD0079,50.0,89.95,39.99
FD0079,100.0,90.0,40.02
FD0079,150.0,90.0,39.53
FD0079,200.0,90.0,39.85
FD0079,238.93,90.0,39.9
FD0080,0.0,90.0,39.5
FD0080,50.0,90.0,39.61
FD0080,100.0,90.0,39.03
FD0080,150.0,90.0,39.52
FD0080,191.76,90.0,39.17
FD0081,0.0,59.77,39.78
FD0081,50.0,59.69,39.69
FD0081,100.0,59.55,39.76
FD0081,150.0,59.78,40.28
FD0081,166.89,59.45,40.17
FD0082,0.0,60.08,40.16
FD0082,50.0,60.02,39.89
FD0082,68.74,60.06,39.82
FD0083,0.0,59.98,220.15
FD0083,50.0,60.11,220.25
FD0083,100.0,60.18,220.04
FD0083,108.51,60.21,220.07
FD0084,0.0,59.92,220.25
FD0084,50.0,59.98,219.83
FD0084,100.0,60.1,219.65
FD0084,145.31,60.0,219.52
FD0085,0.0,89.82,220.18
FD0085,50.0,89.85,220.22
FD0085,100.0,89.91,219.62
FD0085,150.0,90.0,219.41
FD0085,200.0,90.0,219.23
FD0085,232.19,90.0,219.38
FD0086,0.0,90.0,219.54
FD0086,50.0,90.0,219.38
FD0086,100.0,90.0,219.18
FD0086,150.0,90.0,219.06
FD0086,200.0,90.0,218.75
FD0086,240.2,90.0,218.45
FD0087,0.0,90.0,219.34
FD0087,50.0,90.0,218.96
FD0087,100.0,90.0,218.56
FD0087,150.0,90.0,217.81
FD0087,200.0,90.0,217.98
FD0087,250.0,90.0,218.06
FD0087,272.04,90.0,218.31
FD0088,0.0,89.87,40.53
FD0088,50.0,89.96,39.82
FD0088,100.0,90.0,39.72
FD0088,150.0,90.0,40.55
FD0088,200.0,90.0,40.04
FD0088,250.0,90.0,39.51
FD0088,273.81,90.0,39.73
FD0089,0.0,90.0,40.1
FD0089,50.0,90.0,40.61
FD0089,100.0,90.0,40.54
FD0089,150.0,90.0,40.99
FD0089,200.0,90.0,40.81
FD0089,250.0,90.0,40.57
FD0089,271.39,90.0,40.31
FD0090,0.0,90.0,40.44
FD0090,50.0,90.0,40.01
FD0090,100.0,90.0,40.11
FD0090,150.0,90.0,39.92
FD0090,200.0,90.0,40.21
FD0090,206.35,90.0,40.0
FD0091,0.0,59.95,39.8
FD0091,50.0,59.81,39.87
FD0091,100.0,59.78,39.69
FD0091,150.0,59.63,40.05
FD0091,154.54,59.46,40.29
FD0092,0.0,60.12,39.5
FD0092,50.0,60.24,39.68
FD0092,68.47,60.12,40.1
FD0093,0.0,60.07,220.34
FD0093,50.0,59.65,220.15
FD0093,61.3,59.83,220.66
FD0094,0.0,59.97,219.76
FD0094,50.0,60.02,219.93
FD0094,100.0,60.17,220.06
FD0094,150.0,60.35,220.1
FD0094,180.58,60.29,219.5
FD0095,0.0,89.79,219.77
FD0095,50.0,89.89,219.3
FD0095,100.0,89.72,219.61
FD0095,150.0,89.73,219.37
FD0095,200.0,89.63,219.08
FD0095,226.82,89.61,219.44
FD0096,0.0,90.0,219.79
FD0096,50.0,90.0,219.97
FD0096,100.0,89.89,220.28
FD0096,150.0,90.0,220.68
FD0096,200.0,89.83,220.36
FD0096,245.44,89.88,220.27
FD0097,0.0,89.82,220.19
FD0097,50.0,89.81,220.46
FD0097,100.0,89.37,220.67
FD0097,150.0,89.55,220.71
FD0097,200.0,89.93,220.66
FD0097,250.0,90.0,221.68
FD0097,259.72,89.93,221.84
FD0098,0.0,90.0,39.79
FD0098,50.0,90.0,39.92
FD0098,100.0,90.0,39.97
FD0098,150.0,90.0,40.09
FD0098,200.0,90.0,40.21
FD0098,250.0,90.0,41.0
FD0098,260.02,90.0,40.71
FD0099,0.0,90.0,39.81
FD0099,50.0,90.0,39.83
FD0099,100.0,90.0,39.89
FD0099,150.0,90.0,39.45
FD0099,200.0,90.0,40.06
FD0099,249.28,89.72,40.01
FD0100,0.0,90.0,39.48
FD0100,50.0,90.0,40.01
FD0100,100.0,90.0,40.18
FD0100,150.0,90.0,40.03
FD0100,200.0,90.0,39.66
FD0100,236.14,90.0,39.89
FD0101,0.0,90.0,39.27
FD0101,50.0,89.96,39.72
FD0101,100.0,89.97,39.56
FD0101,150.0,89.99,39.44
FD0101,200.0,89.99,39.83
FD0101,218.9,90.0,39.57
FD0102,0.0,60.05,40.1
FD0102,50.0,59.92,40.09
FD0102,100.0,60.04,39.64
FD0102,150.0,59.99,39.72
FD0102,173.56,59.97,39.67
FD0103,0.0,60.01,39.69
FD0103,50.0,60.0,39.66
FD0103,85.32,59.83,40.1
FD0104,0.0,59.97,219.55
FD0104,50.0,60.24,219.68
FD0104,85.73,59.99,219.9
FD0105,0.0,60.14,219.99
FD0105,50.0,60.23,220.19
FD0105,100.0,60.07,219.66
FD0105,150.0,60.11,219.5
FD0105,171.92,59.89,219.2
FD0106,0.0,90.0,220.08
FD0106,50.0,90.0,220.41
FD0106,100.0,90.0,220.92
FD0106,150.0,90.0,220.84
FD0106,200.0,90.0,220.68
FD0106,224.59,90.0,220.63
FD0107,0.0,89.85,219.72
FD0107,50.0,90.0,219.4
FD0107,100.0,90.0,219.78
FD0107,150.0,90.0,219.61
FD0107,200.0,90.0,218.98
FD0107,250.0,90.0,219.15
FD0107,257.8,90.0,218.7
FD0108,0.0,90.0,219.9
FD0108,50.0,89.95,219.94
FD0108,100.0,89.83,219.61
FD0108,150.0,89.82,219.75
FD0108,200.0,89.87,219.7
FD0108,250.0,89.77,219.84
FD0108,255.44,89.68,219.7
FD0109,0.0,90.0,39.95
FD0109,50.0,90.0,40.17
FD0109,100.0,90.0,40.44
FD0109,150.0,90.0,40.28
FD0109,200.0,90.0,40.34
FD0109,250.0,90.0,40.87
FD0109,275.89,90.0,41.12
FD0110,0.0,89.97,39.72
FD0110,50.0,90.0,39.83
FD0110,100.0,90.0,40.14
FD0110,150.0,90.0,40.12
FD0110,200.0,90.0,39.51
FD0110,246.59,90.0,39.52
FD0111,0.0,89.87,40.07
FD0111,50.0,90.0,40.29
FD0111,100.0,89.91,40.31
FD0111,150.0,89.94,40.56
FD0111,200.0,89.68,40.72
FD0111,250.0,89.89,40.82
FD0111,250.09,89.7,41.03
FD0112,0.0,90.0,39.78
FD0112,50.0,90.0,39.7
FD0112,100.0,90.0,40.35
FD0112,150.0,90.0,40.49
FD0112,200.0,90.0,39.96
FD0112,215.97,90.0,40.18
FD0113,0.0,60.12,40.31
FD0113,50.0,60.51,40.72
FD0113,100.0,60.51,40.47
FD0113,147.92,60.62,40.37
FD0114,0.0,60.05,39.44
FD0114,50.0,59.97,38.95
FD0114,81.07,59.64,38.45
FD0115,0.0,60.02,220.03
FD0115,50.0,59.88,220.38
FD0115,100.0,59.72,220.77
FD0115,150.0,59.92,220.69
FD0115,158.78,59.67,220.29
FD0116,0.0,90.0,219.93
FD0116,50.0,90.0,220.21
FD0116,100.0,90.0,220.16
FD0116,150.0,89.91,220.12
FD0116,200.0,89.99,220.29
FD0116,231.58,89.98,220.23
FD0117,0.0,89.87,220.36
FD0117,50.0,89.8,220.43
FD0117,100.0,89.77,220.38
FD0117,150.0,89.7,220.08
FD0117,200.0,89.89,220.16
FD0117,238.6,89.87,219.77
FD0118,0.0,89.82,220.42
FD0118,50.0,89.82,220.47
FD0118,100.0,89.89,219.97
FD0118,150.0,89.91,219.65
FD0118,200.0,89.75,219.4
FD0118,250.0,89.66,219.6
FD0118,265.35,89.88,219.27
FD0119,0.0,89.82,40.54
FD0119,50.0,90.0,40.37
FD0119,100.0,89.99,40.41
FD0119,150.0,90.0,40.34
FD0119,200.0,90.0,40.37
FD0119,250.0,90.0,40.33
FD0119,257.23,90.0,40.37
FD0120,0.0,89.99,40.2
FD0120,50.0,89.98,40.25
FD0120,100.0,90.0,40.36
FD0120,150.0,90.0,39.82
FD0120,200.0,90.0,39.81
FD0120,250.0,90.0,39.3
FD0120,273.76,90.0,39.09
FD0121,0.0,90.0,40.03
FD0121,50.0,90.0,39.66
FD0121,100.0,90.0,39.68
FD0121,150.0,90.0,39.6
FD0121,200.0,90.0,39.33
FD0121,216.24,90.0,39.9
FD0122,0.0,89.85,39.96
FD0122,50.0,89.89,40.07
FD0122,100.0,90.0,39.65
FD0122,150.0,89.73,39.01
FD0122,199.05,89.87,39.56
FD0123,0.0,59.82,39.58
FD0123,50.0,59.79,39.25
FD0123,100.0,59.9,38.67
FD0123,150.0,60.11,38.81
FD0123,165.4,59.95,38.32
FD0124,0.0,60.06,39.68
FD0124,50.0,60.15,39.85
FD0124,80.01,60.14,39.49
FD0125,0.0,60.12,220.02
FD0125,50.0,60.02,219.42
FD0125,100.0,59.8,219.39
FD0125,150.0,59.75,219.37
FD0125,183.64,59.77,219.69
FD0126,0.0,90.0,220.2
FD0126,50.0,89.93,220.11
FD0126,100.0,89.85,220.35
FD0126,150.0,89.87,220.46
FD0126,200.0,89.86,220.42
FD0126,204.84,89.99,221.0
FD0127,0.0,89.8,219.95
FD0127,50.0,89.86,220.42
FD0127,100.0,89.78,220.52
FD0127,150.0,89.76,220.25
FD0127,200.0,89.49,219.75
FD0127,249.03,89.19,219.77
FD0128,0.0,90.0,220.05
FD0128,50.0,90.0,219.88
FD0128,100.0,89.76,219.57
FD0128,150.0,89.79,219.72
FD0128,200.0,90.0,219.32
FD0128,250.0,90.0,219.38
FD0128,276.59,90.0,219.04
FD0129,0.0,89.88,39.71
FD0129,50.0,89.94,39.39
FD0129,100.0,90.0,39.26
FD0129,150.0,90.0,39.17
FD0129,200.0,90.0,39.28
FD0129,250.0,90.0,39.53
FD0129,256.93,90.0,39.34
FD0130,0.0,90.0,40.0
FD0130,50.0,90.0,40.0
FD0130,100.0,89.73,40.36
FD0130,150.0,89.76,40.4
FD0130,200.0,89.97,40.35
FD0130,250.0,90.0,40.51
FD0130,254.91,90.0,39.68
FD0131,0.0,90.0,40.46
FD0131,50.0,90.0,40.61
FD0131,100.0,89.85,40.7
FD0131,150.0,89.87,41.03
FD0131,200.0,89.74,40.98
FD0131,226.13,89.73,40.8
FD0132,0.0,89.92,39.93
FD0132,50.0,89.99,40.14
FD0132,100.0,90.0,40.26
FD0132,150.0,90.0,40.52
FD0132,175.24,90.0,40.59
FD0133,0.0,60.28,39.92
FD0133,50.0,60.43,39.59
FD0133,100.0,60.4,39.76
FD0133,139.07,60.56,39.83
FD0134,0.0,59.86,40.39
FD0134,50.0,59.75,40.85
FD0134,64.61,59.73,40.93
FD0135,0.0,90.0,220.08
FD0135,50.0,90.0,220.22
FD0135,100.0,90.0,220.51
FD0135,150.0,90.0,221.14
FD0135,200.0,90.0,221.17
FD0135,225.22,90.0,221.32
FD0136,0.0,89.99,220.19
FD0136,50.0,89.87,220.47
FD0136,100.0,90.0,220.62
FD0136,150.0,89.98,220.75
FD0136,200.0,90.0,220.77
FD0136,250.0,90.0,220.74
FD0136,259.25,90.0,220.76
FD0137,0.0,90.0,220.14
FD0137,50.0,90.0,219.7
FD0137,100.0,89.92,219.4
FD0137,150.0,89.87,219.39
FD0137,200.0,89.78,219.05
FD0137,250.0,89.88,218.53
FD0137,261.63,89.78,218.64
FD0138,0.0,89.97,40.06
FD0138,50.0,89.97,40.05
FD0138,100.0,89.93,40.49
FD0138,150.0,89.88,40.32
FD0138,200.0,89.58,40.46
FD0138,250.0,89.44,41.04
FD0138,275.57,89.27,41.47
FD0139,0.0,90.0,40.11
FD0139,50.0,90.0,40.09
FD0139,100.0,90.0,39.89
FD0139,150.0,90.0,39.9
FD0139,200.0,90.0,39.72
FD0139,235.5,90.0,39.5
FD0140,0.0,89.92,40.47
FD0140,50.0,89.86,40.68
FD0140,100.0,89.65,40.43
FD0140,150.0,89.67,40.38
FD0140,200.0,89.94,40.21
FD0140,223.76,90.0,39.91
FD0141,0.0,90.0,39.53
FD0141,50.0,90.0,39.61
FD0141,100.0,90.0,39.38
FD0141,150.0,90.0,39.25
FD0141,176.9,90.0,38.77
FD0142,0.0,60.07,39.58
