HOLE_ID,X,Y,Z,LENGTH,TYPE
FD0088,44953.2,8033.6,705.0,273.81,DD
FD0089,44900.9,7965.6,703.1,271.39,DD
FD0090,44773.0,7804.1,703.9,206.35,DD
FD0091,44691.8,7723.5,703.3,154.54,DD
FD0092,44640.8,7649.8,691.5,68.47,DD
FD0093,45362.4,8344.3,695.3,61.3,DD
FD0094,45289.2,8265.7,713.3,180.58,DD
FD0095,45228.0,8210.0,714.8,226.82,DD
FD0096,45165.1,8128.9,711.4,245.44,DD
FD0097,45104.9,8044.8,705.8,259.72,DD
FD0098,45036.4,7964.8,701.2,260.02,DD
FD0099,44968.1,7892.5,699.2,249.28,DD
FD0100,44901.7,7808.2,699.8,236.14,DD
FD0101,44854.9,7737.6,701.0,218.9,DD
FD0102,44779.5,7661.5,702.0,173.56,DD
FD0103,44715.0,7588.2,695.6,85.32,DD
FD0104,45430.6,8278.5,682.5,85.73,DD
FD0105,45364.7,8221.8,713.1,171.92,DD
FD0106,45312.2,8130.8,714.0,224.59,DD
FD0107,45246.0,8048.0,708.9,257.8,DD
FD0108,45181.0,7981.7,703.5,255.44,DD
FD0109,45108.8,7905.8,698.4,275.89,DD
FD0110,45047.8,7814.0,694.8,246.59,DD
FD0111,44981.6,7751.6,695.4,250.09,DD
FD0112,44914.0,7671.8,697.6,215.97,DD
FD0113,44859.1,7589.5,698.7,147.92,DD
FD0114,44795.1,7516.9,693.9,81.07,DD
FD0115,45451.4,8141.7,713.2,158.78,DD
FD0116,45380.7,8072.0,713.5,231.58,DD
FD0117,45315.2,7997.1,708.6,238.6,DD
FD0118,45247.6,7904.0,701.7,265.35,DD
FD0119,45177.9,7845.2,696.8,257.23,DD
FD0120,45132.1,7754.1,692.1,273.76,DD
FD0121,45059.3,7675.8,690.8,216.24,DD
FD0122,44998.7,7599.1,692.3,199.05,DD
FD0123,44926.4,7532.0,695.0,165.4,DD
FD0124,44869.5,7463.4,692.6,80.01,DD
FD0125,45525.3,8084.4,711.7,183.64,DD
FD0126,45456.0,7999.5,712.6,204.84,DD
FD0127,45394.5,7929.5,708.7,249.03,DD
FD0128,45339.7,7849.6,703.4,276.59,DD
FD0129,45258.6,7770.0,696.3,256.93,DD
FD0130,45204.4,7692.9,690.6,254.91,DD
FD0131,45153.7,7623.1,687.4,226.13,DD
FD0132,45073.0,7543.1,687.9,175.24,DD
FD0133,45012.9,7469.2,689.7,139.07,DD
FD0134,44939.8,7378.4,669.2,64.61,DD
FD0135,45542.6,7952.1,711.5,225.22,DD
FD0136,45481.0,7864.7,709.3,259.25,DD
FD0137,45409.7,7793.8,704.6,261.63,DD
FD0138,45345.6,7696.7,697.1,275.57,DD
FD0139,45288.8,7618.4,689.8,235.5,DD
FD0140,45211.1,7557.9,685.2,223.76,DD
FD0141,45155.1,7484.8,684.0,176.9,DD
FD0142,45085.5,7416.5,685.5,129.78,DD
FD0143,45030.9,7342.2,668.3,60.0,DD
FD0144,45676.0,7953.2,701.4,170.23,DD
FD0145,45600.5,7873.9,709.5,194.18,DD
FD0146,45560.5,7801.2,708.7,231.48,DD
FD0147,45494.5,7725.0,705.0,259.99,DD
FD0148,45413.4,7651.8,697.9,248.89,DD
FD0149,45357.0,7569.1,689.7,257.06,DD
FD0150,45242.1,7420.7,681.0,197.38,DD
FD0151,45762.0,7886.0,681.5,138.62,DD
FD0152,45695.8,7810.9,705.8,203.97,DD
FD0153,45557.9,7652.5,702.6,245.78,DD
FD0154,45501.3,7580.8,696.4,266.19,DD
FD0155,45435.7,7500.6,688.0,249.16,DD
FD0156,45366.3,7427.2,681.9,236.5,DD
FD0157,45302.5,7357.5,679.0,185.09,DD
FD0158,45236.3,7276.6,655.2,100.98,DD
FD0159,45762.8,7751.4,702.7,189.42,DD
FD0160,45706.2,7674.6,702.6,255.06,DD
FD0161,45629.2,7596.3,699.2,273.58,DD
FD0162,45581.4,7524.1,693.4,278.67,DD
FD0163,45504.0,7433.4,684.9,232.37,DD
FD0164,45441.4,7370.8,680.4,238.15,DD
FD0165,45384.1,7296.3,677.4,178.21,DD
FD0166,45846.0,7687.5,699.1,196.53,DD
FD0167,45788.0,7613.3,697.9,249.56,DD
FD0168,45705.5,7538.0,694.4,275.8,DD
FD0169,45657.1,7459.0,688.5,273.58,DD
FD0170,45583.4,7381.8,682.5,253.42,DD
FD0171,45508.7,7290.9,678.1,229.38,DD
FD0172,45453.8,7228.5,661.7,165.3,DD
FD0173,45921.1,7618.5,691.8,190.71,DD
FD0174,45854.8,7544.2,693.3,226.09,DD
FD0175,45783.9,7471.2,689.1,264.83,DD
FD0176,45731.7,7381.6,683.5,263.02,DD
FD0177,45669.9,7315.3,679.8,247.83,DD
FD0178,45599.0,7238.8,677.5,202.76,DD
FD0179,45996.2,7556.7,671.8,167.31,DD
FD0180,45930.7,7485.2,690.4,236.23,DD
FD0181,45873.8,7393.1,685.2,254.77,DD
FD0182,45811.3,7321.8,681.9,237.04,DD
FD0183,45743.4,7249.2,679.2,255.39,DD
FD0184,45681.4,7164.7,657.1,182.9,DD
FD0185,46009.1,7406.5,673.7,230.74,DD
FD0186,45945.9,7336.7,682.5,246.39,DD
FD0187,45810.8,7184.7,667.4,232.49,DD
