HOLE_ID,X,Y,Z,LENGTH,TYPE
DD0038,12454.6,29379.4,391.7,773.45,DD
DD0039,12449.1,29352.2,393.1,792.18,DD
DD0040,11922.0,29613.5,363.5,70.84,DD
DD0041,11998.7,29575.2,365.1,184.12,DD
DD0042,12099.0,29544.0,368.2,288.36,DD
DD0043,12176.4,29490.9,373.6,377.52,DD
DD0044,12218.5,29497.9,374.7,487.85,DD
DD0045,12363.3,29457.1,383.3,546.75,DD
DD0046,12394.9,29430.3,386.3,683.33,DD
DD0047,12469.8,29394.7,391.4,699.94,DD
DD0048,12505.8,29379.8,393.5,803.62,DD
DD0049,11938.0,29642.4,362.1,68.17,DD
DD0050,12008.1,29606.3,363.6,189.53,DD
DD0051,12087.3,29583.3,365.8,263.36,DD
DD0052,12144.5,29560.4,368.5,385.88,DD
DD0053,12266.5,29528.6,374.7,434.35,DD
DD0054,12364.2,29481.1,381.9,643.01,DD
DD0055,12581.8,29389.1,395.4,812.56,DD
DD0056,11946.2,29680.2,360.5,99.5,DD
DD0057,12020.5,29657.3,361.4,195.03,DD
DD0058,12055.4,29629.0,363.0,263.17,DD
DD0059,12116.9,29614.9,364.8,322.33,DD
DD0060,12250.7,29560.4,372.2,416.52,DD
DD0061,12428.2,29506.6,383.3,600.97,DD
DD0062,12457.2,29494.8,385.3,699.52,DD
DD0063,12533.0,29451.1,390.7,782.01,DD
DD0064,12552.7,29457.4,391.1,801.65,DD
DD0065,12017.1,29689.5,360.0,124.89,DD
DD0066,12097.9,29671.1,361.7,264.77,DD
DD0067,12152.0,29643.9,364.3,273.51,DD
DD0068,12309.1,29587.6,373.2,457.68,DD
DD0069,12283.1,29603.5,371.2,495.89,DD
DD0070,12361.9,29572.1,376.5,602.66,DD
DD0071,12560.6,29509.6,388.8,748.9,DD
DD0072,12647.7,29469.0,393.4,857.17,DD
DD0073,11972.0,29748.6,358.1,96.49,DD
DD0074,12042.8,29727.0,358.8,120.87,DD
DD0075,12116.8,29693.1,361.2,248.94,DD
DD0076,12163.1,29687.2,362.6,307.74,DD
DD0077,12252.4,29648.8,367.6,346.36,DD
DD0078,12313.1,29625.2,371.4,451.2,DD
DD0079,12267.7,29652.8,368.0,507.87,DD
DD0080,12483.0,29566.1,382.6,651.46,DD
DD0081,12429.6,29601.2,378.3,632.25,DD
DD0082,12481.9,29572.3,382.3,679.03,DD
DD0083,12538.6,29567.5,385.0,775.16,DD
DD0084,12569.8,29535.9,387.8,796.63,DD
DD0085,11984.7,29785.2,357.0,109.36,DD
DD0086,12069.0,29769.8,357.7,227.28,DD
DD0087,12150.7,29739.5,360.3,257.84,DD
DD0088,12275.2,29689.6,366.7,389.7,DD
DD0089,12443.1,29631.9,377.4,566.12,DD
DD0090,12396.1,29645.5,374.4,585.3,DD
DD0091,12605.4,29582.6,387.0,801.06,DD
DD0092,12001.2,29827.9,356.0,75.94,DD
DD0093,12073.3,29813.7,356.7,189.18,DD
DD0094,12168.9,29776.2,359.6,263.43,DD
DD0095,12279.5,29717.6,365.7,367.72,DD
DD0096,12339.7,29708.2,368.8,482.17,DD
DD0097,12381.9,29695.0,371.5,493.16,DD
DD0098,12418.0,29688.0,373.6,638.61,DD
DD0099,12554.2,29630.3,382.8,696.45,DD
DD0100,12658.7,29581.3,388.9,839.2,DD
DD0101,12013.1,29861.6,355.5,86.2,DD
DD0102,12102.6,29845.5,356.4,191.4,DD
DD0103,12147.6,29817.6,357.9,281.32,DD
DD0104,12231.8,29792.5,361.2,343.6,DD
DD0105,12279.4,29769.2,363.8,385.43,DD
DD0106,12472.1,29722.0,374.9,573.88,DD
DD0107,12563.4,29670.7,381.4,648.14,DD
DD0108,12625.0,29639.4,385.3,730.54,DD
DD0109,12593.7,29668.2,382.8,749.73,DD
DD0110,12028.2,29902.2,355.0,114.84,DD
DD0111,12100.1,29868.6,356.0,206.82,DD
DD0112,12198.3,29842.0,358.8,233.34,DD
DD0113,12272.2,29816.9,362.1,345.68,DD
DD0114,12358.3,29772.9,367.3,459.45,DD
DD0115,12513.9,29727.5,376.8,708.36,DD
DD0116,12666.1,29675.2,385.3,807.03,DD
DD0117,12088.2,29918.6,355.3,133.95,DD
DD0118,12172.8,29881.7,357.4,235.76,DD
DD0119,12204.4,29883.6,358.3,323.38,DD
DD0120,12279.4,29842.5,361.8,358.43,DD
DD0121,12317.7,29837.0,363.5,429.19,DD
DD0122,12405.9,29805.8,368.6,541.58,DD
DD0123,12424.0,29804.8,369.5,523.24,DD
DD0124,12609.9,29727.5,381.1,657.51,DD
DD0125,12616.6,29735.0,381.1,781.37,DD
DD0126,12058.8,29986.3,354.8,115.02,DD
DD0127,12134.3,29929.3,356.0,171.76,DD
DD0128,12204.5,29926.8,357.7,251.19,DD
DD0129,12275.4,29906.7,360.4,366.26,DD
DD0130,12384.9,29852.4,366.3,487.69,DD
DD0131,12470.6,29829.4,371.1,621.86,DD
DD0132,12552.4,29802.0,375.9,663.91,DD
DD0133,12605.8,29800.3,378.3,735.46,DD
DD0134,12077.8,30024.1,355.1,105.98,DD
DD0135,12255.3,29948.4,359.2,266.07,DD
DD0136,12276.9,29935.7,360.1,368.48,DD
DD0137,12328.1,29920.8,362.4,382.95,DD
DD0138,12602.4,29821.6,377.5,672.16,DD
DD0139,12547.3,29833.3,374.6,700.5,DD
DD0140,12812.3,29741.1,386.4,889.93,DD
DD0141,12087.4,30060.5,355.4,47.41,DD
DD0142,12180.6,30029.4,356.9,212.52,DD
DD0143,12293.1,29978.2,360.4,292.28,DD
DD0144,12329.1,29964.1,361.9,410.01,DD
DD0145,12443.9,29930.9,367.4,511.07,DD
DD0146,12544.3,29890.8,372.9,681.14,DD
DD0147,12693.9,29829.3,380.6,818.34,DD
DD0148,12099.3,30085.9,355.8,85.01,DD
DD0149,12181.8,30054.8,357.0,156.25,DD
DD0150,12327.1,30017.0,361.5,328.26,DD
DD0151,12532.3,29933.5,371.3,620.65,DD
DD0152,12582.4,29897.2,374.3,738.93,DD
DD0153,12785.0,29848.6,382.3,856.94,DD
DD0154,12113.5,30123.1,356.5,53.77,DD
DD0155,12195.3,30113.3,357.9,206.95,DD
DD0156,12252.5,30067.7,359.0,227.97,DD
DD0157,12357.2,30038.5,362.6,330.04,DD
DD0158,12468.3,29995.3,367.5,506.56,DD
DD0159,12525.7,29987.0,370.0,525.68,DD
DD0160,12567.9,29966.2,372.1,646.13,DD
DD0161,12696.0,29916.3,377.9,755.91,DD
DD0162,12649.1,29941.4,375.7,759.04,DD
DD0163,12124.0,30169.2,357.4,98.66,DD
DD0164,12190.6,30131.6,358.0,171.97,DD
DD0165,12249.4,30112.1,359.3,245.39,DD
DD0166,12412.7,30062.0,364.7,409.23,DD
DD0167,12396.2,30070.2,364.0,445.04,DD
DD0168,12486.3,30041.9,367.6,513.7,DD
DD0169,12547.6,30011.2,370.4,535.74,DD
DD0170,12531.7,30035.2,369.5,575.06,DD
DD0171,12705.8,29968.9,376.7,707.21,DD
DD0172,12756.9,29946.7,378.6,844.61,DD
DD0173,12142.0,30207.5,358.3,107.38,DD
DD0174,12218.6,30159.4,359.0,190.01,DD
DD0175,12323.0,30132.5,361.7,254.05,DD
DD0176,12579.1,30041.3,371.1,592.55,DD
DD0177,12629.8,30021.6,373.2,653.54,DD
DD0178,12696.6,29990.4,375.9,737.95,DD
DD0179,12151.9,30238.9,359.1,114.73,DD
DD0180,12253.9,30195.1,360.5,165.43,DD
DD0181,12355.4,30161.4,362.9,348.59,DD
DD0182,12405.5,30144.2,364.4,379.22,DD
DD0183,12612.9,30085.6,371.5,555.52,DD
DD0184,12591.5,30085.8,370.8,605.28,DD
DD0185,12715.5,30038.9,375.1,745.38,DD
DD0186,12766.4,30024.6,376.5,814.5,DD
DD0187,12230.9,30262.4,361.1,155.38,DD
DD0188,12334.5,30226.0,363.0,283.3,DD
DD0189,12420.2,30196.6,365.1,389.31,DD
DD0190,12420.9,30185.3,365.1,420.78,DD
DD0191,12499.5,30154.4,367.4,529.95,DD
DD0192,12624.2,30107.1,371.4,629.4,DD
DD0193,12631.3,30084.6,372.0,663.9,DD
DD0194,12176.9,30301.4,360.9,51.94,DD
DD0195,12277.3,30288.4,362.6,218.65,DD
DD0196,12373.2,30251.1,364.3,297.9,DD
DD0197,12403.7,30219.1,364.8,354.49,DD
DD0198,12489.1,30207.2,367.1,463.4,DD
DD0199,12505.5,30202.8,367.5,502.07,DD
DD0200,12564.2,30172.2,369.2,526.35,DD
DD0201,12577.9,30179.0,369.5,607.69,DD
DD0202,12875.0,30079.9,376.0,852.19,DD
DD0203,12189.8,30346.6,362.1,89.69,DD
DD0204,12328.0,30304.0,364.0,240.59,DD
DD0205,12402.0,30278.1,365.3,319.27,DD
DD0206,12484.5,30242.5,367.1,413.94,DD
DD0207,12527.2,30237.6,368.1,484.87,DD
DD0208,12531.3,30233.5,368.1,503.42,DD
DD0209,12611.4,30206.4,370.0,636.89,DD
DD0210,12762.6,30146.4,373.4,741.54,DD
DD0211,12877.5,30108.8,375.2,806.3,DD
DD0212,12865.0,30128.3,374.6,821.9,DD
DD0213,12296.2,30388.0,364.9,199.27,DD
DD0214,12389.6,30329.6,365.7,257.35,DD
DD0215,12400.3,30321.4,365.8,333.96,DD
DD0216,12456.8,30305.5,366.8,463.11,DD
DD0217,12533.5,30272.6,368.2,517.79,DD
DD0218,12613.9,30241.5,369.8,622.78,DD
DD0219,12713.7,30207.4,371.7,710.85,DD
DD0220,12893.0,30135.0,374.5,828.27,DD
DD0221,12315.4,30399.9,365.5,204.86,DD
DD0222,12355.8,30384.3,365.9,252.83,DD
DD0223,12477.4,30338.0,367.5,376.79,DD
DD0224,12525.3,30318.3,368.2,477.09,DD
DD0225,12560.2,30303.9,368.7,508.82,DD
DD0226,12693.1,30239.6,371.0,588.88,DD
DD0227,12794.7,30215.6,372.3,751.35,DD
DD0228,12826.8,30212.7,372.5,756.35,DD
DD0229,12291.9,30445.5,365.9,171.33,DD
DD0230,12496.3,30366.7,368.1,414.29,DD
DD0231,12529.9,30364.9,368.5,448.38,DD
DD0232,12605.4,30324.9,369.4,499.81,DD
DD0233,12636.7,30312.2,369.8,612.88,DD
DD0234,12885.0,30223.6,372.3,745.54,DD
DD0235,12728.1,30300.2,370.7,771.39,DD
DD0236,12985.7,30204.6,372.3,909.84,DD
DD0237,12250.8,30512.8,366.6,136.87,DD
DD0238,12346.7,30464.2,367.1,234.35,DD
DD0239,12536.8,30406.5,368.9,417.66,DD
DD0240,12552.6,30391.5,369.0,407.59,DD
DD0241,12637.6,30359.5,369.7,490.14,DD
DD0242,12663.5,30361.3,369.9,645.76,DD
DD0243,12944.0,30253.9,371.5,803.03,DD
DD0244,13013.4,30228.6,371.5,879.42,DD
RC0001,12149.6,30041.5,356.2,63.88,RC
RC0002,12170.0,30113.8,357.3,139.74,RC
RC0003,12027.1,29738.7,358.3,95.67,RC
RC0004,12125.3,30026.2,355.7,65.83,RC
RC0005,12070.0,29879.7,355.5,99.04,RC
RC0006,12002.0,29651.7,361.5,91.04,RC
RC0007,12040.6,29838.1,355.9,116.64,RC
RC0008,11987.3,29713.6,359.1,63.6,RC
RC0009,12111.6,29954.3,355.4,74.58,RC
RC0010,11983.3,29657.4,361.3,128.48,RC
RC0011,12172.7,30217.7,359.1,100.28,RC
RC0012,12016.7,29678.7,360.4,60.42,RC
RC0013,12033.8,29848.4,355.7,135.19,RC
RC0014,12035.8,29795.6,356.8,128.41,RC
RC0015,12168.7,30168.0,358.1,128.71,RC
RC0016,12079.1,29902.3,355.3,85.46,RC
RC0017,12145.4,30145.1,357.3,83.3,RC
RC0018,11978.1,29670.7,360.7,130.57,RC
RC0019,12031.2,29832.4,356.0,60.38,RC
RC0020,12006.1,29734.6,358.4,107.12,RC
RC0021,12154.3,30145.0,357.5,124.99,RC
RC0022,12164.4,30160.9,357.9,130.8,RC
RC0023,12175.0,30154.0,358.0,114.32,RC
RC0024,12174.3,30084.3,357.1,100.88,RC
RC0025,12185.4,30140.8,358.0,87.02,RC
RC0026,11975.5,29616.5,363.1,109.37,RC
RC0027,12194.7,30230.6,359.7,126.92,RC
RC0028,12232.5,30338.2,362.7,124.35,RC
RC0029,12136.4,30017.9,355.9,117.7,RC
RC0030,12233.8,30276.7,361.5,122.63,RC
RC0031,12152.8,30090.8,356.7,118.59,RC
RC0032,11980.6,29606.9,363.5,63.97,RC
RC0033,12037.5,29704.7,359.6,74.01,RC
RC0034,12027.8,29716.6,359.1,139.49,RC
RC0035,11974.3,29667.2,360.9,112.62,RC
RC0036,12206.1,30287.1,361.1,92.23,RC
RC0037,12156.1,30052.5,356.4,136.61,RC
RC0038,12115.4,30040.5,355.6,83.43,RC
RC0039,12097.4,29964.9,355.2,139.35,RC
RC0040,12104.3,30017.2,355.3,118.24,RC
RC0041,11970.0,29632.0,362.4,118.16,RC
RC0042,12046.6,29871.5,355.4,62.65,RC
RC0043,12230.5,30265.1,361.2,113.69,RC
RC0044,12033.0,29740.3,358.3,62.73,RC
RC0045,11989.8,29668.4,360.8,63.44,RC
