HOLE_ID,FROM,TO,LITH
DD0050,136.5,189.53,FWV
DD0051,0.0,7.0,OB
DD0051,7.0,93.5,HWS
DD0051,93.5,211.25,VCL
DD0051,211.25,213.5,SMS
DD0051,213.5,224.75,MS
DD0051,224.75,227.25,SMS
DD0051,227.25,263.36,FWV
DD0052,0.0,14.75,OB
DD0052,14.75,165.75,HWS
DD0052,165.75,293.5,VCL
DD0052,293.5,302.75,SMS
DD0052,302.75,385.88,FWV
DD0053,0.0,10.5,OB
DD0053,10.5,279.25,HWS
DD0053,279.25,400.5,VCL
DD0053,400.5,434.35,FWV
DD0054,0.0,6.25,OB
DD0054,6.25,417.0,HWS
DD0054,417.0,543.75,VCL
DD0054,543.75,643.01,FWV
DD0055,0.0,5.75,OB
DD0055,5.75,6.5,HWS
DD0055,6.5,6.75,OB
DD0055,6.75,599.25,HWS
DD0055,599.25,620.0,VCL
DD0055,620.0,626.0,SMS
DD0055,626.0,714.0,VCL
DD0055,714.0,812.56,FWV
DD0056,0.0,3.5,OB
DD0056,3.5,54.5,VCL
DD0056,54.5,99.5,FWV
DD0057,0.0,9.5,OB
DD0057,9.5,114.75,VCL
DD0057,114.75,129.0,SMS
DD0057,129.0,195.03,FWV
DD0058,0.0,12.0,OB
DD0058,12.0,46.0,HWS
DD0058,46.0,173.75,VCL
DD0058,173.75,175.75,SMS
DD0058,175.75,185.25,MS
DD0058,185.25,187.25,SMS
DD0058,187.25,192.75,STR
DD0058,192.75,263.17,FWV
DD0059,0.0,8.0,OB
DD0059,8.0,113.75,HWS
DD0059,113.75,238.0,VCL
DD0059,238.0,240.25,SMS
DD0059,240.25,250.75,MS
DD0059,250.75,253.0,SMS
DD0059,253.0,258.0,STR
DD0059,258.0,322.33,FWV
DD0060,0.0,9.0,OB
DD0060,9.0,260.0,HWS
DD0060,260.0,384.75,VCL
DD0060,384.75,416.52,FWV
DD0061,0.0,13.75,OB
DD0061,13.75,14.0,HWS
DD0061,14.0,15.75,OB
DD0061,15.75,430.75,HWS
DD0061,430.75,549.75,VCL
DD0061,549.75,600.97,FWV
DD0062,0.0,14.5,OB
DD0062,14.5,475.0,HWS
DD0062,475.0,501.25,VCL
DD0062,501.25,506.5,SMS
DD0062,506.5,594.5,VCL
DD0062,594.5,699.52,FWV
DD0063,0.0,9.5,OB
DD0063,9.5,552.5,HWS
DD0063,552.5,574.5,VCL
DD0063,574.5,575.5,SMS
DD0063,575.5,579.5,MS
DD0063,579.5,580.25,SMS
DD0063,580.25,670.5,VCL
DD0063,670.5,782.01,FWV
DD0064,0.0,3.75,OB
DD0064,3.75,4.0,HWS
DD0064,4.0,5.0,OB
DD0064,5.0,587.5,HWS
DD0064,587.5,605.5,VCL
DD0064,605.5,610.5,SMS
DD0064,610.5,709.0,VCL
DD0064,709.0,801.65,FWV
DD0065,0.0,5.0,OB
DD0065,5.0,111.0,VCL
DD0065,111.0,114.75,SMS
DD0065,114.75,124.89,MS
DD0066,0.0,19.25,OB
DD0066,19.25,20.25,HWS
DD0066,20.25,21.25,OB
DD0066,21.25,66.0,HWS
DD0066,66.0,185.25,VCL
DD0066,185.25,187.75,SMS
DD0066,187.75,198.75,MS
DD0066,198.75,201.0,SMS
DD0066,201.0,215.75,STR
DD0066,215.75,264.77,FWV
DD0067,0.0,12.75,OB
DD0067,12.75,129.25,HWS
DD0067,129.25,249.25,VCL
DD0067,249.25,250.75,SMS
DD0067,250.75,258.0,MS
DD0067,258.0,259.75,SMS
DD0067,259.75,273.0,STR
DD0067,273.0,273.51,FWV
DD0068,0.0,11.25,OB
DD0068,11.25,290.25,HWS
DD0068,290.25,403.25,VCL
DD0068,403.25,408.0,SMS
DD0068,408.0,408.25,VCL
DD0068,408.25,457.68,FWV
DD0069,0.0,9.0,OB
DD0069,9.0,293.0,HWS
DD0069,293.0,422.75,VCL
DD0069,422.75,495.89,FWV
DD0070,0.0,8.5,OB
DD0070,8.5,378.25,HWS
DD0070,378.25,410.5,VCL
DD0070,410.5,411.25,SMS
DD0070,411.25,506.0,VCL
DD0070,506.0,602.66,FWV
DD0071,0.0,8.25,OB
DD0071,8.25,549.25,HWS
DD0071,549.25,573.5,VCL
DD0071,573.5,574.5,SMS
DD0071,574.5,579.5,MS
DD0071,579.5,580.5,SMS
DD0071,580.5,588.25,STR
DD0071,588.25,664.5,VCL
DD0071,664.5,748.9,FWV
DD0072,0.0,12.0,OB
DD0072,12.0,633.0,HWS
DD0072,633.0,651.75,VCL
DD0072,651.75,652.75,SMS
DD0072,652.75,657.75,MS
DD0072,657.75,658.75,SMS
DD0072,658.75,662.75,STR
DD0072,662.75,747.75,VCL
DD0072,747.75,857.17,FWV
DD0073,0.0,6.0,OB
DD0073,6.0,51.0,VCL
DD0073,51.0,55.5,FWV
DD0073,55.5,70.25,SMS
DD0073,70.25,96.49,FWV
DD0074,0.0,6.5,OB
DD0074,6.5,113.75,VCL
DD0074,113.75,117.5,SMS
DD0074,117.5,120.87,MS
DD0075,0.0,18.25,OB
DD0075,18.25,73.5,HWS
DD0075,73.5,186.5,VCL
DD0075,186.5,189.75,SMS
DD0075,189.75,204.0,MS
DD0075,204.0,207.0,SMS
DD0075,207.0,224.25,STR
DD0075,224.25,248.94,FWV
DD0076,0.0,13.75,OB
DD0076,13.75,124.5,HWS
DD0076,124.5,240.5,VCL
DD0076,240.5,242.5,SMS
DD0076,242.5,252.0,MS
DD0076,252.0,254.0,SMS
DD0076,254.0,272.0,STR
DD0076,272.0,307.74,FWV
DD0077,0.0,3.5,OB
DD0077,3.5,215.25,HWS
DD0077,215.25,323.25,VCL
DD0077,323.25,325.25,SMS
DD0077,325.25,334.25,MS
DD0077,334.25,336.25,SMS
DD0077,336.25,343.25,STR
DD0077,343.25,346.36,FWV
DD0078,0.0,14.5,OB
DD0078,14.5,15.5,HWS
DD0078,15.5,16.0,OB
DD0078,16.0,280.75,HWS
DD0078,280.75,389.25,VCL
DD0078,389.25,397.25,SMS
DD0078,397.25,399.25,VCL
DD0078,399.25,451.2,FWV
DD0079,0.0,7.0,OB
DD0079,7.0,282.25,HWS
DD0079,282.25,426.0,VCL
DD0079,426.0,507.87,FWV
DD0080,0.0,10.75,OB
DD0080,10.75,447.5,HWS
DD0080,447.5,477.75,VCL
DD0080,477.75,480.75,SMS
DD0080,480.75,562.25,VCL
DD0080,562.25,651.46,FWV
DD0081,0.0,14.5,OB
DD0081,14.5,439.0,HWS
DD0081,439.0,469.5,VCL
DD0081,469.5,471.25,SMS
DD0081,471.25,479.25,MS
DD0081,479.25,481.0,SMS
DD0081,481.0,490.25,STR
DD0081,490.25,567.25,VCL
DD0081,567.25,632.25,FWV
DD0082,0.0,8.0,OB
DD0082,8.0,496.75,HWS
DD0082,496.75,522.5,VCL
DD0082,522.5,523.75,SMS
DD0082,523.75,530.0,MS
DD0082,530.0,531.25,SMS
DD0082,531.25,542.25,STR
DD0082,542.25,623.0,VCL
DD0082,623.0,679.03,FWV
DD0083,0.0,14.25,OB
DD0083,14.25,557.0,HWS
DD0083,557.0,575.25,VCL
DD0083,575.25,577.25,SMS
DD0083,577.25,586.25,MS
DD0083,586.25,588.0,SMS
DD0083,588.0,597.5,STR
DD0083,597.5,683.5,VCL
DD0083,683.5,775.16,FWV
DD0084,0.0,12.25,OB
DD0084,12.25,615.5,HWS
DD0084,615.5,632.25,VCL
DD0084,632.25,637.75,SMS
DD0084,637.75,743.0,VCL
DD0084,743.0,796.63,FWV
DD0085,0.0,6.5,OB
DD0085,6.5,51.25,VCL
DD0085,51.25,52.5,FWV
DD0085,52.5,66.25,SMS
DD0085,66.25,109.36,FWV
DD0086,0.0,11.0,OB
DD0086,11.0,135.5,VCL
DD0086,135.5,140.0,SMS
DD0086,140.0,162.25,MS
DD0086,162.25,167.25,SMS
DD0086,167.25,194.25,STR
DD0086,194.25,227.28,FWV
DD0087,0.0,10.75,OB
DD0087,10.75,107.5,HWS
DD0087,107.5,230.75,VCL
DD0087,230.75,234.5,SMS
DD0087,234.5,251.0,MS
DD0087,251.0,254.5,SMS
DD0087,254.5,257.84,STR
DD0088,0.0,5.75,OB
DD0088,5.75,237.75,HWS
DD0088,237.75,348.0,VCL
DD0088,348.0,350.0,SMS
DD0088,350.0,355.75,MS
DD0088,355.75,360.75,SMS
DD0088,360.75,364.0,VCL
DD0088,364.0,389.7,FWV
DD0089,0.0,10.0,OB
DD0089,10.0,11.0,HWS
DD0089,11.0,12.0,OB
DD0089,12.0,390.25,HWS
DD0089,390.25,505.5,VCL
DD0089,505.5,566.12,FWV
DD0090,0.0,2.0,OB
DD0090,2.0,408.75,HWS
DD0090,408.75,441.25,VCL
DD0090,441.25,443.5,SMS
DD0090,443.5,454.0,MS
DD0090,454.0,456.5,SMS
DD0090,456.5,467.25,STR
DD0090,467.25,544.25,VCL
DD0090,544.25,585.3,FWV
DD0091,0.0,8.5,OB
DD0091,8.5,621.0,HWS
DD0091,621.0,634.0,VCL
DD0091,634.0,636.0,SMS
DD0091,636.0,638.75,MS
DD0091,638.75,647.0,SMS
DD0091,647.0,747.0,VCL
DD0091,747.0,801.06,FWV
DD0092,0.0,11.75,OB
DD0092,11.75,41.0,VCL
DD0092,41.0,55.0,SMS
DD0092,55.0,75.94,FWV
DD0093,0.0,12.5,OB
DD0093,12.5,110.0,VCL
DD0093,110.0,115.0,SMS
DD0093,115.0,140.0,MS
DD0093,140.0,146.0,SMS
DD0093,146.0,174.0,STR
DD0093,174.0,189.18,FWV
DD0094,0.0,13.5,OB
DD0094,13.5,97.75,HWS
DD0094,97.75,198.75,VCL
DD0094,198.75,204.25,SMS
DD0094,204.25,227.5,MS
DD0094,227.5,232.25,SMS
DD0094,232.25,257.5,STR
DD0094,257.5,263.43,FWV
DD0095,0.0,14.25,OB
DD0095,14.25,213.25,HWS
DD0095,213.25,313.0,VCL
DD0095,313.0,315.75,SMS
DD0095,315.75,327.75,MS
DD0095,327.75,330.0,SMS
DD0095,330.0,344.0,STR
DD0095,344.0,367.72,FWV
DD0096,0.0,7.5,OB
DD0096,7.5,9.0,HWS
DD0096,9.0,11.25,OB
DD0096,11.25,281.25,HWS
DD0096,281.25,388.5,VCL
DD0096,388.5,394.5,SMS
DD0096,394.5,402.0,VCL
DD0096,402.0,482.17,FWV
DD0097,0.0,8.0,OB
DD0097,8.0,345.75,HWS
DD0097,345.75,472.25,VCL
DD0097,472.25,493.16,FWV
DD0098,0.0,7.5,OB
DD0098,7.5,409.25,HWS
DD0098,409.25,435.0,VCL
DD0098,435.0,437.5,SMS
DD0098,437.5,449.75,MS
DD0098,449.75,452.25,SMS
DD0098,452.25,469.0,STR
DD0098,469.0,542.25,VCL
DD0098,542.25,638.61,FWV
DD0099,0.0,17.5,OB
DD0099,17.5,532.5,HWS
DD0099,532.5,549.25,VCL
DD0099,549.25,551.5,SMS
DD0099,551.5,562.5,MS
DD0099,562.5,564.75,SMS
DD0099,564.75,585.75,STR
DD0099,585.75,655.75,VCL
DD0099,655.75,696.45,FWV
DD0100,0.0,10.5,OB
DD0100,10.5,10.75,HWS
DD0100,10.75,12.0,OB
DD0100,12.0,630.25,HWS
DD0100,630.25,642.25,VCL
DD0100,642.25,644.5,SMS
DD0100,644.5,655.25,MS
DD0100,655.25,657.5,SMS
DD0100,657.5,665.75,STR
DD0100,665.75,749.75,VCL
DD0100,749.75,839.2,FWV
DD0101,0.0,13.5,OB
DD0101,13.5,36.0,VCL
DD0101,36.0,52.5,SMS
DD0101,52.5,86.2,FWV
DD0102,0.0,11.75,OB
DD0102,11.75,112.75,VCL
DD0102,112.75,117.25,SMS
DD0102,117.25,139.25,MS
DD0102,139.25,144.25,SMS
DD0102,144.25,166.5,STR
DD0102,166.5,191.4,FWV
DD0103,0.0,8.5,OB
DD0103,8.5,71.25,HWS
DD0103,71.25,190.0,VCL
DD0103,190.0,194.75,SMS
DD0103,194.75,214.25,MS
DD0103,214.25,218.0,SMS
DD0103,218.0,245.5,STR
DD0103,245.5,281.32,FWV
DD0104,0.0,5.75,OB
DD0104,5.75,163.0,HWS
DD0104,163.0,280.25,VCL
DD0104,280.25,282.0,SMS
DD0104,282.0,289.75,MS
DD0104,289.75,291.5,SMS
DD0104,291.5,305.25,STR
DD0104,305.25,343.6,FWV
DD0105,0.0,12.25,OB
DD0105,12.25,232.5,HWS
DD0105,232.5,311.0,VCL
DD0105,311.0,311.75,SMS
DD0105,311.75,354.5,VCL
DD0105,354.5,359.0,SMS
DD0105,359.0,369.75,VCL
DD0105,369.75,385.43,FWV
DD0106,0.0,11.5,OB
DD0106,11.5,395.75,HWS
DD0106,395.75,417.25,VCL
DD0106,417.25,421.25,SMS
DD0106,421.25,464.0,VCL
DD0106,464.0,468.75,SMS
DD0106,468.75,514.75,VCL
DD0106,514.75,573.88,FWV
DD0107,0.0,16.25,OB
DD0107,16.25,480.25,HWS
DD0107,480.25,499.25,VCL
DD0107,499.25,500.5,SMS
DD0107,500.5,506.5,MS
DD0107,506.5,507.75,SMS
DD0107,507.75,511.25,STR
DD0107,511.25,593.5,VCL
DD0107,593.5,648.14,FWV
DD0108,0.0,11.25,OB
DD0108,11.25,567.25,HWS
DD0108,567.25,582.5,VCL
DD0108,582.5,584.0,SMS
DD0108,584.0,590.25,MS
DD0108,590.25,591.5,SMS
DD0108,591.5,616.5,STR
DD0108,616.5,685.5,VCL
DD0108,685.5,730.54,FWV
DD0109,0.0,10.75,OB
DD0109,10.75,576.75,HWS
DD0109,576.75,589.75,VCL
DD0109,589.75,591.5,SMS
DD0109,591.5,600.0,MS
DD0109,600.0,601.75,SMS
DD0109,601.75,615.0,STR
DD0109,615.0,700.5,VCL
DD0109,700.5,749.73,FWV
DD0110,0.0,12.75,OB
DD0110,12.75,13.5,VCL
DD0110,13.5,14.25,OB
DD0110,14.25,37.25,VCL
DD0110,37.25,51.0,SMS
DD0110,51.0,114.84,FWV
DD0111,0.0,13.0,OB
DD0111,13.0,110.25,VCL
DD0111,110.25,115.0,SMS
DD0111,115.0,138.5,MS
DD0111,138.5,143.75,SMS
DD0111,143.75,168.75,STR
DD0111,168.75,206.82,FWV
DD0112,0.0,3.75,OB
DD0112,3.75,101.75,HWS
DD0112,101.75,207.0,VCL
DD0112,207.0,210.5,SMS
DD0112,210.5,225.25,MS
DD0112,225.25,228.25,SMS
DD0112,228.25,233.34,STR
DD0113,0.0,12.25,OB
DD0113,12.25,185.0,HWS
DD0113,185.0,257.0,VCL
DD0113,257.0,263.25,SMS
DD0113,263.25,297.5,VCL
DD0113,297.5,299.5,SMS
DD0113,299.5,309.0,MS
DD0113,309.0,311.0,SMS
DD0113,311.0,322.0,STR
DD0113,322.0,345.68,FWV
DD0114,0.0,11.25,OB
DD0114,11.25,277.75,HWS
DD0114,277.75,344.75,VCL
DD0114,344.75,352.75,SMS
DD0114,352.75,385.0,VCL
DD0114,385.0,391.0,SMS
DD0114,391.0,398.5,VCL
DD0114,398.5,459.45,FWV
DD0115,0.0,1.0,OB
DD0115,1.0,491.75,HWS
DD0115,491.75,506.75,VCL
DD0115,506.75,508.5,SMS
DD0115,508.5,516.75,MS
DD0115,516.75,518.5,SMS
DD0115,518.5,547.75,STR
DD0115,547.75,622.75,VCL
DD0115,622.75,708.36,FWV
DD0116,0.0,15.25,OB
DD0116,15.25,617.0,HWS
DD0116,617.0,628.5,VCL
DD0116,628.5,630.5,SMS
DD0116,630.5,639.5,MS
DD0116,639.5,641.5,SMS
DD0116,641.5,651.25,STR
DD0116,651.25,736.75,VCL
DD0116,736.75,807.03,FWV
DD0117,0.0,7.0,OB
DD0117,7.0,94.0,VCL
DD0117,94.0,98.0,SMS
DD0117,98.0,121.5,MS
DD0117,121.5,127.5,SMS
DD0117,127.5,133.95,STR
DD0118,0.0,8.75,OB
DD0118,8.75,62.75,HWS
DD0118,62.75,165.75,VCL
DD0118,165.75,171.0,SMS
DD0118,171.0,195.0,MS
DD0118,195.0,199.75,SMS
DD0118,199.75,224.25,STR
DD0118,224.25,235.76,FWV
DD0119,0.0,7.0,OB
DD0119,7.0,104.25,HWS
DD0119,104.25,183.0,VCL
DD0119,183.0,187.5,SMS
DD0119,187.5,224.75,VCL
DD0119,224.75,229.0,SMS
DD0119,229.0,248.75,MS
DD0119,248.75,252.75,SMS
DD0119,252.75,272.25,STR
DD0119,272.25,323.38,FWV
DD0120,0.0,17.5,OB
DD0120,17.5,186.5,HWS
DD0120,186.5,258.5,VCL
DD0120,258.5,265.5,SMS
DD0120,265.5,298.0,VCL
DD0120,298.0,301.0,SMS
DD0120,301.0,315.0,MS
DD0120,315.0,318.0,SMS
DD0120,318.0,325.0,STR
DD0120,325.0,358.43,FWV
DD0121,0.0,14.0,OB
DD0121,14.0,236.0,HWS
DD0121,236.0,306.0,VCL
DD0121,306.0,307.5,SMS
DD0121,307.5,315.0,MS
DD0121,315.0,316.5,SMS
DD0121,316.5,349.25,VCL
DD0121,349.25,364.0,SMS
DD0121,364.0,366.5,VCL
DD0121,366.5,429.19,FWV
DD0122,0.0,11.25,OB
DD0122,11.25,320.0,HWS
DD0122,320.0,382.5,VCL
DD0122,382.5,384.75,SMS
DD0122,384.75,395.75,MS
DD0122,395.75,398.25,SMS
DD0122,398.25,443.5,VCL
DD0122,443.5,541.58,FWV
DD0123,0.0,15.0,OB
DD0123,15.0,366.25,HWS
DD0123,366.25,383.5,VCL
DD0123,383.5,385.0,SMS
DD0123,385.0,392.75,MS
DD0123,392.75,394.5,SMS
DD0123,394.5,437.25,VCL
DD0123,437.25,449.25,SMS
DD0123,449.25,499.25,VCL
DD0123,499.25,523.24,FWV
DD0124,0.0,15.0,OB
DD0124,15.0,509.0,HWS
DD0124,509.0,522.0,VCL
DD0124,522.0,524.0,SMS
DD0124,524.0,533.75,MS
DD0124,533.75,535.75,SMS
DD0124,535.75,555.75,STR
DD0124,555.75,572.75,VCL
DD0124,572.75,578.75,SMS
DD0124,578.75,623.75,VCL
DD0124,623.75,657.51,FWV
DD0125,0.0,9.0,OB
DD0125,9.0,601.0,HWS
DD0125,601.0,616.25,VCL
DD0125,616.25,618.25,SMS
DD0125,618.25,626.0,MS
DD0125,626.0,627.5,SMS
DD0125,627.5,731.25,VCL
DD0125,731.25,781.37,FWV
DD0126,0.0,12.0,OB
DD0126,12.0,38.75,VCL
DD0126,38.75,43.75,SMS
DD0126,43.75,48.25,VCL
DD0126,48.25,115.02,FWV
DD0127,0.0,9.5,OB
DD0127,9.5,118.25,VCL
DD0127,118.25,121.75,SMS
DD0127,121.75,140.5,MS
DD0127,140.5,145.0,SMS
DD0127,145.0,162.0,STR
DD0127,162.0,171.76,FWV
DD0128,0.0,9.25,OB
DD0128,9.25,83.0,HWS
DD0128,83.0,154.0,VCL
DD0128,154.0,157.5,SMS
DD0128,157.5,192.0,VCL
DD0128,192.0,197.75,SMS
DD0128,197.75,223.25,MS
DD0128,223.25,228.5,SMS
DD0128,228.5,248.0,STR
DD0128,248.0,251.19,FWV
DD0129,0.0,15.75,OB
DD0129,15.75,163.25,HWS
DD0129,163.25,232.0,VCL
DD0129,232.0,233.75,SMS
DD0129,233.75,242.0,MS
DD0129,242.0,244.0,SMS
DD0129,244.0,245.5,STR
DD0129,245.5,274.0,VCL
DD0129,274.0,278.5,SMS
DD0129,278.5,299.25,MS
DD0129,299.25,303.75,SMS
DD0129,303.75,308.5,STR
DD0129,308.5,366.26,FWV
DD0130,0.0,23.0,OB
DD0130,23.0,275.25,HWS
DD0130,275.25,335.75,VCL
DD0130,335.75,337.75,SMS
DD0130,337.75,346.5,MS
DD0130,346.5,348.5,SMS
DD0130,348.5,356.0,STR
DD0130,356.0,378.5,VCL
DD0130,378.5,396.5,SMS
DD0130,396.5,487.69,FWV
DD0131,0.0,16.75,OB
DD0131,16.75,406.75,HWS
DD0131,406.75,424.5,VCL
DD0131,424.5,427.0,SMS
DD0131,427.0,439.25,MS
DD0131,439.25,442.0,SMS
DD0131,442.0,464.0,STR
DD0131,464.0,477.0,VCL
DD0131,477.0,484.0,SMS
DD0131,484.0,540.0,VCL
DD0131,540.0,621.86,FWV
DD0132,0.0,9.75,OB
DD0132,9.75,486.75,HWS
DD0132,486.75,504.25,VCL
DD0132,504.25,506.5,SMS
DD0132,506.5,517.0,MS
DD0132,517.0,519.0,SMS
DD0132,519.0,547.25,STR
DD0132,547.25,612.5,VCL
DD0132,612.5,663.91,FWV
DD0133,0.0,10.25,OB
DD0133,10.25,556.5,HWS
DD0133,556.5,577.25,VCL
DD0133,577.25,579.25,SMS
DD0133,579.25,588.5,MS
DD0133,588.5,590.5,SMS
DD0133,590.5,603.25,STR
DD0133,603.25,685.5,VCL
DD0133,685.5,735.46,FWV
DD0134,0.0,3.75,OB
DD0134,3.75,4.5,VCL
DD0134,4.5,5.75,OB
