HOLE_ID,DEPTH,DIP,AZIMUTH
DD0011,270.0,56.91,295.28
DD0011,300.0,56.6,296.28
DD0011,330.0,56.64,296.37
DD0011,360.0,56.34,296.58
DD0011,390.0,55.8,297.39
DD0011,420.0,55.41,297.41
DD0011,450.0,55.0,296.8
DD0011,467.01,54.66,296.96
DD0012,0.0,59.03,290.83
DD0012,30.0,58.36,291.36
DD0012,60.0,57.98,291.88
DD0012,90.0,57.15,292.84
DD0012,120.0,56.56,293.57
DD0012,150.0,56.28,293.79
DD0012,180.0,56.19,294.47
DD0012,210.0,56.17,293.26
DD0012,240.0,55.62,293.49
DD0012,270.0,55.24,294.99
DD0012,300.0,55.07,295.88
DD0012,330.0,54.2,296.28
DD0012,360.0,54.24,296.94
DD0012,390.0,53.88,296.68
DD0012,420.0,53.8,296.53
DD0012,450.0,53.44,296.38
DD0012,480.0,52.61,297.54
DD0012,510.0,52.64,298.31
DD0012,540.0,52.66,298.19
DD0012,565.83,52.47,299.11
DD0013,0.0,59.75,290.66
DD0013,30.0,58.7,291.01
DD0013,60.0,58.37,290.81
DD0013,90.0,57.78,290.35
DD0013,120.0,57.06,291.45
DD0013,150.0,57.11,291.29
DD0013,180.0,56.48,291.74
DD0013,210.0,56.36,293.44
DD0013,240.0,55.86,295.7
DD0013,270.0,55.42,295.61
DD0013,300.0,55.04,295.83
DD0013,330.0,54.92,295.65
DD0013,360.0,53.98,294.79
DD0013,390.0,53.37,294.25
DD0013,420.0,53.07,295.03
DD0013,450.0,53.11,295.2
DD0013,480.0,52.52,295.63
DD0013,510.0,51.98,295.54
DD0013,540.0,51.18,295.99
DD0013,570.0,50.26,296.78
DD0013,600.0,49.7,297.43
DD0013,630.0,49.27,297.26
DD0013,648.78,49.57,296.95
DD0014,0.0,68.81,290.03
DD0014,30.0,68.27,290.88
DD0014,60.0,67.99,291.24
DD0014,90.0,67.9,292.3
DD0014,120.0,67.64,292.76
DD0014,150.0,67.36,293.45
DD0014,180.0,67.56,293.56
DD0014,210.0,67.29,293.98
DD0014,240.0,67.03,295.5
DD0014,270.0,66.91,296.14
DD0014,300.0,66.36,297.29
DD0014,330.0,65.89,297.8
DD0014,360.0,65.88,298.13
DD0014,390.0,65.51,298.65
DD0014,420.0,65.07,299.77
DD0014,450.0,65.09,299.28
DD0014,480.0,64.68,299.25
DD0014,510.0,64.41,300.01
DD0014,540.0,64.03,300.87
DD0014,570.0,63.22,299.84
DD0014,600.0,63.43,299.83
DD0014,630.0,63.74,301.91
DD0014,660.0,63.33,301.62
DD0014,690.0,63.43,302.22
DD0014,720.0,62.9,303.39
DD0014,740.92,62.58,304.26
DD0015,0.0,70.8,291.16
DD0015,30.0,70.66,291.38
DD0015,60.0,70.0,292.5
DD0015,90.0,70.03,292.72
DD0015,120.0,69.6,293.34
DD0015,150.0,69.21,293.13
DD0015,180.0,68.78,294.04
DD0015,210.0,68.16,294.81
DD0015,240.0,68.07,295.66
DD0015,270.0,67.94,296.25
DD0015,300.0,67.6,296.24
DD0015,330.0,66.91,295.28
DD0015,360.0,66.44,295.63
DD0015,390.0,66.26,296.27
DD0015,420.0,66.24,296.76
DD0015,450.0,66.61,297.29
DD0015,480.0,66.65,297.53
DD0015,510.0,66.03,297.73
DD0015,540.0,66.2,298.79
DD0015,570.0,66.13,298.8
DD0015,600.0,65.8,298.55
DD0015,630.0,65.4,299.25
DD0015,660.0,64.92,300.14
DD0015,690.0,64.86,300.16
DD0015,720.0,64.02,299.33
DD0015,750.0,63.61,299.53
DD0015,780.0,62.73,300.38
DD0015,810.0,62.69,301.71
DD0015,840.0,62.92,303.02
DD0015,846.79,62.8,302.81
DD0016,0.0,74.13,289.59
DD0016,30.0,73.77,290.03
DD0016,60.0,73.35,291.22
DD0016,72.65,73.25,291.84
DD0017,0.0,64.11,289.18
DD0017,30.0,64.05,290.22
DD0017,60.0,63.5,290.65
DD0017,90.0,63.14,291.2
DD0017,120.0,62.88,291.79
DD0017,131.98,62.73,292.71
DD0018,0.0,70.84,289.97
DD0018,30.0,70.64,290.5
DD0018,60.0,69.89,292.19
DD0018,90.0,69.69,291.94
DD0018,120.0,69.49,292.3
DD0018,150.0,68.74,292.26
DD0018,180.0,68.8,293.0
DD0018,210.0,68.99,293.21
DD0018,210.99,69.38,293.85
DD0019,0.0,66.78,289.99
DD0019,30.0,66.42,290.36
DD0019,60.0,66.05,290.93
DD0019,90.0,65.76,291.95
DD0019,120.0,65.0,292.14
DD0019,150.0,65.15,292.25
DD0019,180.0,64.39,292.04
DD0019,210.0,64.68,291.79
DD0019,240.0,64.22,291.59
DD0019,270.0,63.6,291.36
DD0019,300.0,63.28,291.93
DD0019,330.0,63.29,292.57
DD0019,335.33,63.0,292.48
DD0020,0.0,62.78,289.15
DD0020,30.0,62.57,290.21
DD0020,60.0,62.36,290.51
DD0020,90.0,61.96,290.56
DD0020,120.0,61.34,290.11
DD0020,150.0,61.18,291.2
DD0020,180.0,60.91,290.88
DD0020,210.0,60.72,291.52
DD0020,240.0,59.92,293.53
DD0020,270.0,59.84,293.55
DD0020,300.0,59.49,293.92
DD0020,330.0,59.02,294.43
DD0020,351.21,58.76,294.09
DD0021,0.0,59.02,290.37
DD0021,30.0,58.77,290.08
DD0021,60.0,58.24,290.67
DD0021,90.0,58.11,290.88
DD0021,120.0,57.96,291.9
DD0021,150.0,57.43,292.08
DD0021,180.0,56.9,291.99
DD0021,210.0,56.32,292.6
DD0021,240.0,56.17,293.59
DD0021,270.0,55.94,295.71
DD0021,300.0,55.84,296.61
DD0021,330.0,55.69,296.87
DD0021,360.0,55.18,297.51
DD0021,390.0,54.39,297.12
DD0021,420.0,54.31,298.23
DD0021,450.0,53.58,297.53
DD0021,464.88,53.5,298.42
DD0022,0.0,64.52,289.85
DD0022,30.0,64.59,290.02
DD0022,60.0,63.78,290.2
DD0022,90.0,63.48,291.17
DD0022,120.0,62.93,292.45
DD0022,150.0,63.05,292.46
DD0022,180.0,63.02,292.42
DD0022,210.0,63.06,293.79
DD0022,240.0,61.89,294.17
DD0022,270.0,61.63,295.13
DD0022,300.0,61.3,295.86
DD0022,330.0,61.04,296.44
DD0022,360.0,60.75,297.58
DD0022,390.0,60.79,297.51
DD0022,420.0,60.83,297.7
DD0022,450.0,60.66,298.08
DD0022,480.0,60.71,298.47
DD0022,480.98,61.09,298.08
DD0023,0.0,60.73,288.79
DD0023,30.0,60.45,289.4
DD0023,60.0,60.22,290.63
DD0023,90.0,59.84,291.68
DD0023,120.0,59.89,291.82
DD0023,150.0,59.73,291.95
DD0023,180.0,59.85,292.08
DD0023,210.0,59.26,293.26
DD0023,240.0,58.63,294.53
DD0023,270.0,58.35,296.0
DD0023,300.0,57.89,296.68
DD0023,330.0,57.53,296.75
DD0023,360.0,56.62,297.43
DD0023,390.0,55.81,298.25
DD0023,420.0,55.26,298.82
DD0023,450.0,55.13,299.56
DD0023,480.0,55.34,300.45
DD0023,510.0,54.46,300.2
DD0023,540.0,54.09,299.58
DD0023,570.0,53.5,299.7
DD0023,573.41,53.98,299.0
DD0024,0.0,63.72,289.1
DD0024,30.0,63.21,289.91
DD0024,60.0,62.75,291.34
DD0024,90.0,62.09,292.24
DD0024,120.0,61.84,293.17
DD0024,150.0,61.62,293.26
DD0024,180.0,61.64,293.03
DD0024,210.0,61.15,293.47
DD0024,240.0,60.75,293.47
DD0024,270.0,60.64,292.89
DD0024,300.0,60.33,294.23
DD0024,330.0,59.99,294.67
DD0024,360.0,59.89,295.67
DD0024,390.0,59.85,295.74
DD0024,420.0,60.06,296.78
DD0024,450.0,59.25,297.51
DD0024,480.0,59.36,296.93
DD0024,510.0,59.1,296.75
DD0024,540.0,58.79,297.9
DD0024,570.0,58.03,299.01
DD0024,600.0,57.3,300.16
DD0024,630.0,56.79,300.61
DD0024,641.42,56.43,300.72
DD0025,0.0,64.14,290.23
DD0025,30.0,64.02,289.42
DD0025,60.0,63.7,289.85
DD0025,90.0,63.21,289.9
DD0025,120.0,63.18,290.5
DD0025,150.0,62.69,290.55
DD0025,180.0,62.24,291.77
DD0025,210.0,62.39,292.23
DD0025,240.0,61.82,292.33
DD0025,270.0,61.07,293.74
DD0025,300.0,60.86,293.61
DD0025,330.0,60.12,293.56
DD0025,360.0,59.69,293.7
DD0025,390.0,59.55,294.57
DD0025,420.0,59.0,295.32
DD0025,450.0,58.6,296.54
DD0025,480.0,58.54,297.04
DD0025,510.0,57.83,297.32
DD0025,540.0,57.73,298.49
DD0025,570.0,57.51,298.65
DD0025,600.0,57.3,300.11
DD0025,630.0,57.15,300.37
DD0025,660.0,56.9,300.92
DD0025,690.0,56.81,301.14
DD0025,718.1,56.29,301.63
DD0026,0.0,64.54,289.99
DD0026,30.0,64.62,290.51
DD0026,60.0,63.7,289.76
DD0026,90.0,63.56,290.34
DD0026,120.0,62.86,289.99
DD0026,150.0,62.19,290.68
DD0026,180.0,61.18,290.98
DD0026,210.0,60.9,292.39
DD0026,240.0,60.85,291.89
DD0026,270.0,60.61,292.57
DD0026,300.0,60.51,292.86
DD0026,330.0,60.11,293.25
DD0026,360.0,59.82,294.29
DD0026,390.0,59.39,295.57
DD0026,420.0,59.02,295.88
DD0026,450.0,58.66,295.93
DD0026,480.0,58.38,295.17
DD0026,510.0,57.88,296.2
DD0026,540.0,57.61,296.62
DD0026,570.0,57.02,297.42
DD0026,600.0,57.02,297.48
DD0026,630.0,56.37,297.77
DD0026,660.0,56.35,297.32
DD0026,690.0,56.44,297.43
DD0026,720.0,56.2,298.33
DD0026,750.0,56.19,297.84
DD0026,780.0,56.2,298.92
DD0026,810.0,55.9,299.06
DD0026,840.0,55.06,299.56
DD0026,848.97,55.17,300.19
DD0027,0.0,55.18,289.92
DD0027,30.0,54.71,290.76
DD0027,60.0,54.43,289.93
DD0027,90.0,53.87,290.57
DD0027,120.0,53.75,290.34
DD0027,150.0,53.62,291.43
DD0027,180.0,53.08,291.5
DD0027,210.0,52.83,292.05
DD0027,240.0,52.84,291.85
DD0027,270.0,52.54,291.26
DD0027,300.0,52.53,291.61
DD0027,330.0,52.41,291.88
DD0027,360.0,51.85,291.66
DD0027,390.0,51.48,291.86
DD0027,420.0,51.03,293.09
DD0027,450.0,50.39,292.16
DD0027,480.0,50.23,292.79
DD0027,510.0,49.8,293.0
DD0027,540.0,49.75,294.3
DD0027,570.0,49.23,294.73
DD0027,600.0,48.95,295.22
DD0027,630.0,48.76,296.09
DD0027,660.0,48.39,296.03
DD0027,690.0,47.79,296.31
DD0027,720.0,47.88,296.58
DD0027,750.0,47.0,296.97
DD0027,780.0,47.08,297.1
DD0027,810.0,47.08,297.22
DD0027,840.0,46.79,296.08
DD0027,870.0,46.4,296.83
DD0027,900.0,46.13,296.41
DD0027,930.0,46.08,296.88
DD0027,958.12,45.68,296.29
DD0028,0.0,72.16,290.2
DD0028,30.0,71.47,290.57
DD0028,60.0,71.22,292.04
DD0028,88.09,70.63,293.05
DD0029,0.0,59.62,290.63
DD0029,30.0,59.56,290.59
DD0029,60.0,59.3,290.5
DD0029,90.0,59.36,291.02
DD0029,120.0,58.63,290.91
DD0029,150.0,58.56,290.47
DD0029,180.0,57.53,290.0
DD0029,202.19,56.98,290.18
DD0030,0.0,72.11,290.08
DD0030,30.0,71.49,290.2
DD0030,60.0,71.03,290.64
DD0030,90.0,70.28,291.61
DD0030,120.0,69.59,292.55
DD0030,150.0,69.14,292.74
DD0030,180.0,68.9,293.47
DD0030,210.0,68.9,293.42
DD0030,240.0,68.73,294.34
DD0030,254.35,68.49,294.32
DD0031,0.0,61.31,290.91
DD0031,30.0,61.94,292.01
DD0031,60.0,61.47,292.45
DD0031,90.0,61.17,293.05
DD0031,120.0,60.7,294.12
DD0031,150.0,60.29,293.12
DD0031,180.0,60.05,293.6
DD0031,210.0,59.4,293.92
DD0031,240.0,58.98,293.49
DD0031,270.0,58.47,293.93
DD0031,300.0,57.96,294.94
DD0031,330.0,57.06,295.64
DD0031,335.17,56.94,296.23
DD0032,0.0,65.33,289.47
DD0032,30.0,64.72,289.68
DD0032,60.0,64.51,290.8
DD0032,90.0,63.95,291.82
DD0032,120.0,63.25,292.58
DD0032,150.0,63.24,292.14
DD0032,180.0,62.69,292.94
DD0032,210.0,61.89,293.49
DD0032,240.0,61.66,294.29
DD0032,270.0,61.45,294.85
DD0032,300.0,61.7,294.91
DD0032,330.0,61.41,296.12
DD0032,348.98,61.23,296.66
DD0033,0.0,59.8,289.58
DD0033,30.0,59.62,289.97
DD0033,60.0,59.58,291.4
DD0033,90.0,58.88,291.94
DD0033,120.0,58.85,292.46
DD0033,150.0,58.23,292.7
DD0033,180.0,57.84,292.99
DD0033,210.0,57.65,293.01
DD0033,240.0,57.59,294.16
DD0033,270.0,57.04,294.62
DD0033,300.0,57.38,295.51
DD0033,330.0,57.12,296.35
DD0033,360.0,56.91,296.55
DD0033,390.0,56.8,297.11
DD0033,420.0,56.58,296.86
DD0033,424.43,56.64,297.26
DD0034,0.0,71.19,289.65
DD0034,30.0,70.43,290.43
DD0034,60.0,69.81,291.16
DD0034,90.0,69.57,291.15
DD0034,120.0,69.4,291.34
DD0034,150.0,69.14,292.64
DD0034,180.0,68.82,292.55
DD0034,210.0,68.97,293.98
DD0034,240.0,68.4,294.17
DD0034,270.0,68.35,294.05
DD0034,300.0,67.47,294.14
DD0034,330.0,67.06,296.02
DD0034,360.0,66.38,296.65
DD0034,390.0,65.97,297.86
DD0034,420.0,65.92,297.63
DD0034,450.0,66.01,298.2
DD0034,480.0,65.64,297.64
DD0034,510.0,65.26,297.83
DD0034,533.55,64.64,298.28
DD0035,0.0,66.24,289.37
DD0035,30.0,65.86,289.48
DD0035,60.0,65.47,289.27
DD0035,90.0,64.45,289.47
DD0035,120.0,63.89,289.55
DD0035,150.0,63.52,290.22
DD0035,180.0,63.26,290.83
DD0035,210.0,63.23,291.85
DD0035,240.0,62.85,292.22
DD0035,270.0,63.15,293.86
DD0035,300.0,62.29,294.72
DD0035,330.0,61.36,295.89
DD0035,360.0,61.22,296.11
DD0035,390.0,60.75,296.87
DD0035,420.0,60.17,297.34
DD0035,450.0,59.68,296.92
DD0035,480.0,59.71,297.77
DD0035,510.0,59.27,298.53
DD0035,540.0,59.79,298.6
DD0035,570.0,59.28,299.52
DD0035,574.49,58.8,298.83
DD0036,0.0,70.47,290.64
DD0036,30.0,69.46,291.0
DD0036,60.0,69.54,291.77
DD0036,90.0,69.37,292.88
DD0036,120.0,68.59,293.5
DD0036,150.0,68.32,293.39
DD0036,180.0,68.2,294.55
DD0036,210.0,68.29,295.58
DD0036,240.0,67.24,297.08
DD0036,270.0,66.44,297.95
DD0036,300.0,66.18,299.1
DD0036,330.0,65.86,299.81
DD0036,360.0,65.19,299.94
DD0036,390.0,65.18,299.52
DD0036,420.0,64.55,301.0
DD0036,450.0,64.0,301.6
DD0036,480.0,63.46,301.62
DD0036,510.0,63.35,301.83
DD0036,540.0,63.0,302.76
DD0036,570.0,62.35,303.8
DD0036,595.3,62.25,305.17
DD0037,0.0,74.48,289.46
DD0037,30.0,74.47,290.41
DD0037,60.0,73.87,290.6
DD0037,90.0,73.15,291.7
DD0037,120.0,72.21,292.4
DD0037,150.0,71.9,293.34
DD0037,180.0,71.6,293.85
DD0037,210.0,71.51,294.31
DD0037,240.0,70.93,295.31
DD0037,270.0,70.28,297.34
DD0037,300.0,69.67,297.95
DD0037,330.0,69.41,297.71
DD0037,360.0,68.79,297.95
DD0037,390.0,68.21,298.33
DD0037,420.0,67.39,298.39
DD0037,450.0,66.78,298.22
DD0037,480.0,66.38,298.81
DD0037,510.0,66.45,299.55
DD0037,540.0,66.0,299.29
DD0037,570.0,65.81,299.0
DD0037,600.0,65.22,299.79
DD0037,630.0,64.67,301.5
DD0037,660.0,64.11,302.43
DD0037,690.0,63.53,302.79
DD0037,694.49,63.66,303.36
DD0038,0.0,69.18,289.55
DD0038,30.0,68.79,289.87
DD0038,60.0,68.41,290.58
DD0038,90.0,67.82,291.12
DD0038,120.0,67.18,291.72
DD0038,150.0,66.82,292.34
DD0038,180.0,66.16,292.31
DD0038,210.0,66.18,291.89
DD0038,240.0,65.9,291.93
DD0038,270.0,65.37,292.75
DD0038,300.0,65.03,293.66
DD0038,330.0,64.28,294.5
DD0038,360.0,63.92,295.17
DD0038,390.0,63.05,296.03
DD0038,420.0,62.58,296.81
DD0038,450.0,62.21,297.41
DD0038,480.0,62.27,298.34
DD0038,510.0,61.55,298.8
DD0038,540.0,61.67,298.84
DD0038,570.0,61.53,298.83
DD0038,600.0,61.09,299.59
DD0038,630.0,60.84,299.72
DD0038,660.0,60.46,299.37
DD0038,690.0,59.52,299.67
DD0038,720.0,59.0,300.78
DD0038,750.0,57.68,301.67
DD0038,773.45,57.72,302.14
DD0039,0.0,73.13,288.99
DD0039,30.0,72.65,289.23
DD0039,60.0,72.09,289.78
DD0039,90.0,71.88,290.68
DD0039,120.0,71.79,291.23
DD0039,150.0,71.15,291.47
DD0039,180.0,70.99,292.89
DD0039,210.0,70.52,294.3
DD0039,240.0,69.58,294.46
DD0039,270.0,68.55,294.79
DD0039,300.0,68.06,295.57
DD0039,330.0,67.81,296.17
DD0039,360.0,67.13,296.41
DD0039,390.0,66.73,296.99
DD0039,420.0,66.51,297.39
DD0039,450.0,65.99,298.45
DD0039,480.0,65.56,298.68
DD0039,510.0,65.13,298.85
DD0039,540.0,65.01,299.25
DD0039,570.0,64.78,299.54
DD0039,600.0,64.73,301.75
DD0039,630.0,64.55,301.72
DD0039,660.0,64.49,301.78
DD0039,690.0,64.05,301.72
DD0039,720.0,63.95,301.63
DD0039,750.0,63.34,302.28
DD0039,780.0,62.6,302.53
DD0039,792.18,62.21,302.86
DD0040,0.0,74.51,290.89
DD0040,30.0,74.12,290.72
DD0040,60.0,72.93,292.17
DD0040,70.84,73.29,292.05
DD0041,0.0,64.01,289.54
DD0041,30.0,63.97,289.82
DD0041,60.0,63.35,291.03
DD0041,90.0,62.88,291.48
DD0041,120.0,62.61,293.21
DD0041,150.0,61.88,292.58
DD0041,180.0,61.49,292.7
DD0041,184.12,61.44,292.61
DD0042,0.0,58.79,289.32
DD0042,30.0,58.51,289.52
DD0042,60.0,58.33,290.24
DD0042,90.0,57.7,291.87
DD0042,120.0,57.59,292.57
DD0042,150.0,57.36,293.45
DD0042,180.0,57.01,293.95
DD0042,210.0,56.7,294.84
DD0042,240.0,56.62,294.99
DD0042,270.0,56.18,294.99
DD0042,288.36,56.0,295.42
DD0043,0.0,58.79,290.32
DD0043,30.0,58.12,291.09
DD0043,60.0,57.8,290.64
DD0043,90.0,57.52,290.84
DD0043,120.0,57.39,292.16
DD0043,150.0,56.69,293.03
DD0043,180.0,56.26,292.99
DD0043,210.0,55.28,293.14
DD0043,240.0,54.58,293.12
DD0043,270.0,54.06,293.89
DD0043,300.0,53.75,294.15
DD0043,330.0,53.35,295.7
DD0043,360.0,53.39,296.9
DD0043,377.52,53.5,296.47
DD0044,0.0,66.37,289.96
DD0044,30.0,65.76,290.1
DD0044,60.0,65.46,289.79
DD0044,90.0,65.33,290.16
DD0044,120.0,65.16,290.76
DD0044,150.0,64.72,291.51
DD0044,180.0,64.3,292.06
DD0044,210.0,64.23,292.4
DD0044,240.0,64.62,293.9
DD0044,270.0,63.72,294.92
DD0044,300.0,63.44,295.09
DD0044,330.0,62.89,295.91
DD0044,360.0,62.9,296.49
DD0044,390.0,62.5,297.35
DD0044,420.0,62.3,297.78
DD0044,450.0,62.18,298.74
DD0044,480.0,61.87,300.66
DD0044,487.85,61.99,301.27
DD0045,0.0,58.62,290.56
DD0045,30.0,58.54,289.97
DD0045,60.0,58.85,290.88
DD0045,90.0,58.17,293.04
DD0045,120.0,57.89,294.07
DD0045,150.0,57.73,294.04
DD0045,180.0,57.07,293.68
DD0045,210.0,56.29,293.66
DD0045,240.0,55.49,293.97
DD0045,270.0,54.92,294.57
DD0045,300.0,54.48,293.96
DD0045,330.0,54.3,293.86
DD0045,360.0,53.73,293.3
DD0045,390.0,53.7,293.14
DD0045,420.0,52.93,294.67
DD0045,450.0,51.99,294.94
DD0045,480.0,51.98,295.22
DD0045,510.0,51.98,295.2
DD0045,540.0,51.35,294.89
DD0045,546.75,51.26,294.14
DD0046,0.0,63.48,289.99
DD0046,30.0,63.04,290.39
DD0046,60.0,62.79,290.97
DD0046,90.0,62.85,291.71
DD0046,120.0,62.8,292.91
DD0046,150.0,62.87,292.88
DD0046,180.0,62.45,292.85
DD0046,210.0,62.58,292.5
DD0046,240.0,62.08,292.99
DD0046,270.0,61.48,293.37
DD0046,300.0,61.36,293.08
DD0046,330.0,60.94,294.36
DD0046,360.0,60.99,295.22
DD0046,390.0,60.11,295.14
DD0046,420.0,59.86,295.28
DD0046,450.0,59.08,295.56
DD0046,480.0,58.49,294.99
DD0046,510.0,58.37,295.42
DD0046,540.0,58.24,295.08
DD0046,570.0,57.94,296.22
DD0046,600.0,57.83,296.25
DD0046,630.0,57.14,296.56
DD0046,660.0,56.66,296.31
DD0046,683.33,55.99,297.88
DD0047,0.0,63.48,289.57
DD0047,30.0,63.47,289.58
DD0047,60.0,62.53,290.25
DD0047,90.0,62.4,291.46
DD0047,120.0,61.57,291.54
DD0047,150.0,60.81,291.08
DD0047,180.0,60.89,291.69
DD0047,210.0,60.79,292.44
DD0047,240.0,60.37,292.31
DD0047,270.0,59.82,293.45
DD0047,300.0,59.19,294.27
DD0047,330.0,58.72,294.99
DD0047,360.0,58.06,295.85
DD0047,390.0,57.76,297.27
DD0047,420.0,57.88,297.72
DD0047,450.0,57.97,295.97
DD0047,480.0,57.4,296.55
DD0047,510.0,57.35,297.31
DD0047,540.0,57.15,297.63
DD0047,570.0,56.07,297.76
DD0047,600.0,55.68,298.27
DD0047,630.0,55.22,298.39
DD0047,660.0,54.8,298.59
DD0047,690.0,54.42,299.56
DD0047,699.94,54.62,298.88
DD0048,0.0,66.6,290.08
DD0048,30.0,66.73,290.49
DD0048,60.0,65.96,290.92
DD0048,90.0,65.72,291.23
DD0048,120.0,65.22,291.17
DD0048,150.0,64.34,292.04
DD0048,180.0,63.55,293.04
DD0048,210.0,63.5,292.76
DD0048,240.0,62.95,293.45
DD0048,270.0,62.04,294.94
DD0048,300.0,61.65,293.8
DD0048,330.0,60.93,294.57
DD0048,360.0,61.34,295.52
DD0048,390.0,61.05,296.11
