HOLE_ID,X,Y,Z,LENGTH,TYPE
PF0181,61502.3,22355.7,1157.6,103.23,RC
PF0182,61501.4,22451.4,1156.1,107.81,RC
PF0183,61500.3,22546.2,1156.9,106.88,RC
PF0184,61498.6,22750.7,1166.0,94.6,RC
PF0185,61505.3,22847.0,1172.5,86.87,RC
PF0186,61504.8,22955.0,1176.8,81.19,RC
PF0187,61497.0,23051.1,1177.0,97.56,RC
PF0188,61495.7,23147.1,1176.4,98.38,RC
PF0189,61496.2,23343.1,1173.6,100.36,RC
PF0190,61501.7,23552.5,1173.0,84.31,RC
PF0191,61502.0,23649.4,1172.4,84.74,RC
PF0192,61603.6,22251.1,1176.3,104.83,RC
PF0193,61598.4,22452.6,1170.4,96.9,DD
PF0194,61605.2,22539.2,1171.5,104.0,RC
PF0195,61597.3,22647.7,1174.2,88.52,RC
PF0196,61605.0,22752.3,1181.4,101.54,RC
PF0197,61600.2,22857.8,1187.9,107.47,RC
PF0198,61593.7,22953.5,1192.0,103.5,RC
PF0199,61602.3,23044.1,1196.0,101.03,RC
PF0200,61592.9,23152.0,1194.1,106.95,RC
PF0201,61601.6,23255.2,1192.7,106.66,RC
PF0202,61598.3,23359.2,1187.9,89.8,RC
PF0203,61592.8,23443.4,1183.8,101.0,DD
PF0204,61599.9,23554.4,1180.6,82.73,RC
PF0205,61593.7,23657.4,1176.6,88.03,RC
PF0206,61692.1,22449.6,1180.1,97.77,RC
PF0207,61696.1,22544.9,1180.2,103.27,RC
PF0208,61694.6,22749.1,1189.9,105.35,RC
PF0209,61701.0,22856.4,1199.1,100.47,RC
PF0210,61694.8,22946.0,1205.1,113.54,RC
PF0211,61693.4,23046.9,1209.9,119.32,RC
PF0212,61696.6,23257.6,1208.2,114.89,DD
PF0213,61693.7,23343.8,1203.0,97.42,RC
PF0214,61706.2,23449.3,1197.6,108.37,RC
PF0215,61697.1,23655.6,1182.1,103.89,RC
PF0216,61696.9,23746.7,1175.9,99.99,RC
PF0217,61794.8,22249.9,1188.3,105.96,DD
PF0218,61801.1,22349.6,1186.9,108.0,RC
PF0219,61804.8,22455.3,1184.6,115.47,RC
PF0220,61795.6,22656.4,1187.2,99.73,RC
PF0221,61798.5,22848.4,1202.7,89.37,RC
PF0222,61800.9,23048.5,1220.3,111.21,RC
PF0223,61790.7,23244.4,1221.9,125.37,DD
PF0224,61799.9,23345.0,1217.8,115.14,RC
PF0225,61805.3,23546.3,1200.7,103.26,RC
PF0226,61799.8,23651.0,1189.7,90.72,RC
PF0227,61804.2,23755.3,1179.6,110.27,RC
PF0228,61894.9,22355.3,1184.6,87.14,RC
PF0229,61907.0,22446.2,1182.3,104.25,RC
PF0230,61909.8,22548.3,1180.9,91.07,RC
PF0231,61893.5,22645.5,1183.6,94.16,RC
PF0232,61898.7,22746.6,1189.5,105.0,RC
PF0233,61902.2,22852.3,1200.0,85.32,RC
PF0234,61895.0,22947.7,1211.7,103.11,RC
PF0235,61894.9,23047.4,1222.4,106.55,RC
PF0236,61896.1,23158.3,1230.0,100.32,RC
PF0237,61895.2,23544.7,1210.6,128.91,RC
PF0238,61890.1,23645.7,1198.2,113.35,RC
PF0239,61901.4,23745.9,1186.9,109.53,RC
PF0240,62005.5,22251.9,1174.1,98.31,RC
PF0241,61988.3,22351.7,1177.8,94.76,RC
PF0242,61994.5,22546.9,1174.3,80.65,RC
PF0243,61994.0,22653.4,1175.3,85.56,RC
PF0244,62000.0,22854.9,1190.6,86.13,RC
PF0245,61998.9,22956.7,1204.3,98.89,RC
PF0246,62009.0,23050.3,1216.2,98.1,RC
PF0247,61998.5,23147.7,1228.0,76.54,RC
PF0248,62005.3,23344.6,1235.1,111.82,RC
PF0249,61993.4,23447.0,1229.5,125.83,RC
PF0250,62003.4,23544.6,1221.3,139.78,RC
PF0251,62000.5,23656.7,1207.4,112.38,RC
