HOLE_ID,FROM,TO,HORIZON
PF0024,73.5,102.27,ROCK
PF0025,0.0,2.75,SOIL
PF0025,2.75,26.25,ALU
PF0025,26.25,68.25,OXI
PF0025,68.25,80.75,SAP
PF0025,80.75,111.43,ROCK
PF0026,0.0,3.5,SOIL
PF0026,3.5,17.25,ALU
PF0026,17.25,38.25,OXI
PF0026,38.25,66.75,SAP
PF0026,66.75,102.66,ROCK
PF0027,0.0,3.25,SOIL
PF0027,3.25,17.0,ALU
PF0027,17.0,36.25,OXI
PF0027,36.25,65.75,SAP
PF0027,65.75,102.1,ROCK
PF0028,0.0,2.25,SOIL
PF0028,2.25,17.0,ALU
PF0028,17.0,36.0,OXI
PF0028,36.0,63.25,SAP
PF0028,63.25,102.06,ROCK
PF0029,0.0,2.25,SOIL
PF0029,2.25,18.75,ALU
PF0029,18.75,37.5,OXI
PF0029,37.5,62.25,SAP
PF0029,62.25,84.79,ROCK
PF0030,0.0,4.0,SOIL
PF0030,4.0,25.0,ALU
PF0030,25.0,49.0,OXI
PF0030,49.0,71.5,SAP
PF0030,71.5,97.19,ROCK
PF0031,0.0,4.0,SOIL
PF0031,4.0,25.0,ALU
PF0031,25.0,51.75,OXI
PF0031,51.75,73.0,SAP
PF0031,73.0,99.08,ROCK
PF0032,0.0,2.5,SOIL
PF0032,2.5,22.0,ALU
PF0032,22.0,47.25,OXI
PF0032,47.25,66.75,SAP
PF0032,66.75,103.7,ROCK
PF0033,0.0,2.0,SOIL
PF0033,2.0,19.25,ALU
PF0033,19.25,42.5,OXI
PF0033,42.5,60.25,SAP
PF0033,60.25,86.26,ROCK
PF0034,0.0,2.25,SOIL
PF0034,2.25,18.25,ALU
PF0034,18.25,41.5,OXI
PF0034,41.5,57.75,SAP
PF0034,57.75,96.09,ROCK
PF0035,0.0,2.75,SOIL
PF0035,2.75,19.0,ALU
PF0035,19.0,44.75,OXI
PF0035,44.75,59.0,SAP
PF0035,59.0,92.32,ROCK
PF0036,0.0,3.0,SOIL
PF0036,3.0,22.0,ALU
PF0036,22.0,52.0,OXI
PF0036,52.0,66.0,SAP
PF0036,66.0,75.8,ROCK
PF0037,0.0,2.75,SOIL
PF0037,2.75,23.25,ALU
PF0037,23.25,49.75,OXI
PF0037,49.75,61.0,SAP
PF0037,61.0,86.23,ROCK
PF0038,0.0,3.5,SOIL
PF0038,3.5,20.5,ALU
PF0038,20.5,48.25,OXI
PF0038,48.25,70.25,SAP
PF0038,70.25,88.33,ROCK
PF0039,0.0,3.5,SOIL
PF0039,3.5,19.5,ALU
PF0039,19.5,47.0,OXI
PF0039,47.0,70.25,SAP
PF0039,70.25,109.31,ROCK
PF0040,0.0,3.0,SOIL
PF0040,3.0,18.25,ALU
PF0040,18.25,44.5,OXI
PF0040,44.5,70.5,SAP
PF0040,70.5,99.42,ROCK
PF0041,0.0,3.0,SOIL
PF0041,3.0,18.75,ALU
PF0041,18.75,42.5,OXI
PF0041,42.5,70.25,SAP
PF0041,70.25,99.11,ROCK
PF0042,0.0,2.75,SOIL
PF0042,2.75,18.75,ALU
PF0042,18.75,40.0,OXI
PF0042,40.0,66.0,SAP
PF0042,66.0,103.95,ROCK
PF0043,0.0,2.75,SOIL
PF0043,2.75,18.5,ALU
PF0043,18.5,37.5,OXI
PF0043,37.5,61.0,SAP
PF0043,61.0,85.35,ROCK
PF0044,0.0,3.0,SOIL
PF0044,3.0,19.75,ALU
PF0044,19.75,46.75,OXI
PF0044,46.75,67.25,SAP
PF0044,67.25,87.25,ROCK
PF0045,0.0,2.5,SOIL
PF0045,2.5,19.0,ALU
PF0045,19.0,46.5,OXI
PF0045,46.5,65.25,SAP
PF0045,65.25,87.4,ROCK
PF0046,0.0,2.0,SOIL
PF0046,2.0,18.0,ALU
PF0046,18.0,42.5,OXI
PF0046,42.5,59.25,SAP
PF0046,59.25,94.06,ROCK
PF0047,0.0,2.25,SOIL
PF0047,2.25,16.5,ALU
PF0047,16.5,38.0,OXI
PF0047,38.0,53.0,SAP
PF0047,53.0,92.81,ROCK
PF0048,0.0,3.25,SOIL
PF0048,3.25,16.5,ALU
PF0048,16.5,37.75,OXI
PF0048,37.75,51.5,SAP
PF0048,51.5,80.32,ROCK
PF0049,0.0,3.25,SOIL
PF0049,3.25,16.75,ALU
PF0049,16.75,39.0,OXI
PF0049,39.0,52.0,SAP
PF0049,52.0,71.65,ROCK
PF0050,0.0,2.5,SOIL
PF0050,2.5,17.5,ALU
PF0050,17.5,40.75,OXI
PF0050,40.75,53.75,SAP
PF0050,53.75,82.03,ROCK
PF0051,0.0,2.75,SOIL
PF0051,2.75,21.25,ALU
PF0051,21.25,46.5,OXI
PF0051,46.5,61.75,SAP
PF0051,61.75,70.3,ROCK
PF0052,0.0,2.75,SOIL
PF0052,2.75,20.25,ALU
PF0052,20.25,46.75,OXI
PF0052,46.75,68.25,SAP
PF0052,68.25,98.25,ROCK
PF0053,0.0,2.75,SOIL
PF0053,2.75,22.75,ALU
PF0053,22.75,56.0,OXI
PF0053,56.0,81.75,SAP
PF0053,81.75,96.17,ROCK
PF0054,0.0,3.0,SOIL
PF0054,3.0,20.5,ALU
PF0054,20.5,45.5,OXI
PF0054,45.5,69.0,SAP
PF0054,69.0,89.81,ROCK
PF0055,0.0,3.75,SOIL
PF0055,3.75,20.75,ALU
PF0055,20.75,45.5,OXI
PF0055,45.5,68.0,SAP
PF0055,68.0,98.5,ROCK
PF0056,0.0,3.75,SOIL
PF0056,3.75,19.75,ALU
PF0056,19.75,46.0,OXI
PF0056,46.0,67.75,SAP
PF0056,67.75,80.4,ROCK
PF0057,0.0,2.75,SOIL
PF0057,2.75,17.0,ALU
PF0057,17.0,42.25,OXI
PF0057,42.25,59.5,SAP
PF0057,59.5,86.46,ROCK
PF0058,0.0,2.25,SOIL
PF0058,2.25,16.0,ALU
PF0058,16.0,39.0,OXI
PF0058,39.0,53.25,SAP
PF0058,53.25,80.02,ROCK
PF0059,0.0,2.5,SOIL
PF0059,2.5,15.75,ALU
PF0059,15.75,36.0,OXI
PF0059,36.0,48.75,SAP
PF0059,48.75,74.25,ROCK
PF0060,0.0,3.75,SOIL
PF0060,3.75,16.0,ALU
PF0060,16.0,34.75,OXI
PF0060,34.75,47.75,SAP
PF0060,47.75,67.51,ROCK
PF0061,0.0,2.5,SOIL
PF0061,2.5,14.25,ALU
PF0061,14.25,37.0,OXI
PF0061,37.0,51.5,SAP
PF0061,51.5,77.73,ROCK
PF0062,0.0,2.0,SOIL
PF0062,2.0,14.5,ALU
PF0062,14.5,40.0,OXI
PF0062,40.0,56.25,SAP
PF0062,56.25,84.94,ROCK
PF0063,0.0,2.75,SOIL
PF0063,2.75,21.5,ALU
PF0063,21.5,47.5,OXI
PF0063,47.5,67.25,SAP
PF0063,67.25,102.29,ROCK
PF0064,0.0,2.5,SOIL
PF0064,2.5,21.5,ALU
PF0064,21.5,49.5,OXI
PF0064,49.5,69.25,SAP
PF0064,69.25,109.0,ROCK
PF0065,0.0,2.5,SOIL
PF0065,2.5,21.75,ALU
PF0065,21.75,49.25,OXI
PF0065,49.25,70.5,SAP
PF0065,70.5,99.36,ROCK
PF0066,0.0,2.75,SOIL
PF0066,2.75,22.5,ALU
PF0066,22.5,46.0,OXI
PF0066,46.0,66.5,SAP
PF0066,66.5,103.41,ROCK
PF0067,0.0,3.0,SOIL
PF0067,3.0,21.75,ALU
PF0067,21.75,42.25,OXI
PF0067,42.25,61.25,SAP
PF0067,61.25,92.15,ROCK
PF0068,0.0,4.0,SOIL
PF0068,4.0,18.0,ALU
PF0068,18.0,41.75,OXI
PF0068,41.75,60.25,SAP
PF0068,60.25,79.5,ROCK
PF0069,0.0,3.5,SOIL
PF0069,3.5,16.75,ALU
PF0069,16.75,41.25,OXI
PF0069,41.25,60.25,SAP
PF0069,60.25,96.86,ROCK
PF0070,0.0,3.25,SOIL
PF0070,3.25,16.5,ALU
PF0070,16.5,39.75,OXI
PF0070,39.75,56.75,SAP
PF0070,56.75,88.22,ROCK
PF0071,0.0,3.25,SOIL
PF0071,3.25,17.25,ALU
PF0071,17.25,36.75,OXI
PF0071,36.75,48.75,SAP
PF0071,48.75,70.38,ROCK
PF0072,0.0,5.25,SOIL
PF0072,5.25,20.25,ALU
PF0072,20.25,41.0,OXI
PF0072,41.0,54.75,SAP
PF0072,54.75,69.98,ROCK
PF0073,0.0,4.0,SOIL
PF0073,4.0,16.0,ALU
PF0073,16.0,34.25,OXI
PF0073,34.25,47.5,SAP
PF0073,47.5,63.38,ROCK
PF0074,0.0,2.25,SOIL
PF0074,2.25,13.75,ALU
PF0074,13.75,40.75,OXI
PF0074,40.75,58.0,SAP
PF0074,58.0,80.47,ROCK
PF0075,0.0,3.5,SOIL
PF0075,3.5,25.5,ALU
PF0075,25.5,58.25,OXI
PF0075,58.25,79.0,SAP
PF0075,79.0,97.47,ROCK
PF0076,0.0,3.25,SOIL
PF0076,3.25,26.5,ALU
PF0076,26.5,57.25,OXI
PF0076,57.25,79.5,SAP
PF0076,79.5,87.61,ROCK
PF0077,0.0,3.75,SOIL
PF0077,3.75,23.25,ALU
PF0077,23.25,41.25,OXI
PF0077,41.25,59.75,SAP
PF0077,59.75,78.25,ROCK
PF0078,0.0,2.75,SOIL
PF0078,2.75,18.25,ALU
PF0078,18.25,41.0,OXI
PF0078,41.0,61.25,SAP
PF0078,61.25,76.85,ROCK
PF0079,0.0,3.0,SOIL
PF0079,3.0,21.0,ALU
PF0079,21.0,46.0,OXI
PF0079,46.0,65.75,SAP
PF0079,65.75,87.38,ROCK
PF0080,0.0,4.5,SOIL
PF0080,4.5,21.25,ALU
PF0080,21.25,42.75,OXI
PF0080,42.75,57.0,SAP
PF0080,57.0,84.07,ROCK
PF0081,0.0,4.5,SOIL
PF0081,4.5,19.75,ALU
PF0081,19.75,38.75,OXI
PF0081,38.75,54.5,SAP
PF0081,54.5,93.94,ROCK
PF0082,0.0,3.5,SOIL
PF0082,3.5,19.75,ALU
PF0082,19.75,41.5,OXI
PF0082,41.5,61.5,SAP
PF0082,61.5,88.73,ROCK
PF0083,0.0,2.5,SOIL
PF0083,2.5,15.0,ALU
PF0083,15.0,39.0,OXI
PF0083,39.0,57.75,SAP
PF0083,57.75,95.05,ROCK
PF0084,0.0,2.0,SOIL
PF0084,2.0,20.5,ALU
PF0084,20.5,44.25,OXI
PF0084,44.25,61.25,SAP
PF0084,61.25,84.03,ROCK
PF0085,0.0,2.25,SOIL
PF0085,2.25,22.75,ALU
PF0085,22.75,48.75,OXI
PF0085,48.75,66.75,SAP
PF0085,66.75,96.84,ROCK
PF0086,0.0,3.5,SOIL
PF0086,3.5,26.5,ALU
PF0086,26.5,57.5,OXI
PF0086,57.5,74.5,SAP
PF0086,74.5,102.57,ROCK
PF0087,0.0,4.75,SOIL
PF0087,4.75,33.75,ALU
PF0087,33.75,74.25,OXI
PF0087,74.25,92.75,SAP
PF0087,92.75,116.05,ROCK
PF0088,0.0,3.5,SOIL
PF0088,3.5,33.25,ALU
PF0088,33.25,76.5,OXI
PF0088,76.5,96.25,SAP
PF0088,96.25,102.86,ROCK
PF0089,0.0,2.75,SOIL
PF0089,2.75,31.75,ALU
PF0089,31.75,65.25,OXI
PF0089,65.25,88.0,SAP
PF0089,88.0,110.72,ROCK
PF0090,0.0,3.5,SOIL
PF0090,3.5,28.5,ALU
PF0090,28.5,49.5,OXI
PF0090,49.5,71.25,SAP
PF0090,71.25,88.3,ROCK
PF0091,0.0,3.75,SOIL
PF0091,3.75,26.25,ALU
PF0091,26.25,45.5,OXI
PF0091,45.5,69.0,SAP
PF0091,69.0,92.74,ROCK
PF0092,0.0,3.25,SOIL
PF0092,3.25,26.0,ALU
PF0092,26.0,48.5,OXI
PF0092,48.5,75.75,SAP
PF0092,75.75,101.33,ROCK
PF0093,0.0,2.25,SOIL
PF0093,2.25,21.0,ALU
PF0093,21.0,43.0,OXI
PF0093,43.0,66.0,SAP
PF0093,66.0,91.58,ROCK
PF0094,0.0,1.75,SOIL
PF0094,1.75,20.75,ALU
PF0094,20.75,44.25,OXI
PF0094,44.25,63.75,SAP
PF0094,63.75,90.81,ROCK
PF0095,0.0,1.75,SOIL
PF0095,1.75,20.75,ALU
PF0095,20.75,47.25,OXI
PF0095,47.25,64.25,SAP
PF0095,64.25,95.37,ROCK
PF0096,0.0,3.25,SOIL
PF0096,3.25,25.25,ALU
PF0096,25.25,57.5,OXI
PF0096,57.5,76.75,SAP
PF0096,76.75,100.19,ROCK
PF0097,0.0,3.75,SOIL
PF0097,3.75,24.0,ALU
PF0097,24.0,49.5,OXI
PF0097,49.5,70.0,SAP
PF0097,70.0,100.59,ROCK
PF0098,0.0,1.75,SOIL
PF0098,1.75,18.5,ALU
PF0098,18.5,38.75,OXI
PF0098,38.75,59.25,SAP
PF0098,59.25,96.61,ROCK
PF0099,0.0,2.5,SOIL
PF0099,2.5,22.25,ALU
PF0099,22.25,52.0,OXI
PF0099,52.0,70.0,SAP
PF0099,70.0,109.59,ROCK
PF0100,0.0,3.0,SOIL
PF0100,3.0,25.0,ALU
PF0100,25.0,60.0,OXI
PF0100,60.0,77.75,SAP
PF0100,77.75,97.48,ROCK
PF0101,0.0,4.25,SOIL
PF0101,4.25,28.75,ALU
PF0101,28.75,69.25,OXI
PF0101,69.25,86.5,SAP
PF0101,86.5,120.91,ROCK
PF0102,0.0,3.0,SOIL
PF0102,3.0,31.0,ALU
PF0102,31.0,72.0,OXI
PF0102,72.0,95.0,SAP
PF0102,95.0,130.78,ROCK
PF0103,0.0,3.0,SOIL
PF0103,3.0,31.75,ALU
PF0103,31.75,60.25,OXI
PF0103,60.25,85.75,SAP
PF0103,85.75,113.4,ROCK
PF0104,0.0,2.75,SOIL
PF0104,2.75,29.5,ALU
PF0104,29.5,48.75,OXI
PF0104,48.75,72.75,SAP
PF0104,72.75,100.02,ROCK
PF0105,0.0,1.75,SOIL
PF0105,1.75,22.75,ALU
PF0105,22.75,44.5,OXI
PF0105,44.5,65.25,SAP
PF0105,65.25,99.8,ROCK
PF0106,0.0,1.0,SOIL
PF0106,1.0,21.0,ALU
PF0106,21.0,49.0,OXI
PF0106,49.0,69.0,SAP
PF0106,69.0,89.06,ROCK
PF0107,0.0,1.75,SOIL
PF0107,1.75,22.0,ALU
PF0107,22.0,59.5,OXI
PF0107,59.5,81.5,SAP
PF0107,81.5,99.48,ROCK
PF0108,0.0,2.75,SOIL
PF0108,2.75,24.0,ALU
PF0108,24.0,63.0,OXI
PF0108,63.0,86.5,SAP
PF0108,86.5,113.63,ROCK
PF0109,0.0,1.5,SOIL
PF0109,1.5,24.5,ALU
PF0109,24.5,53.5,OXI
PF0109,53.5,75.5,SAP
PF0109,75.5,100.07,ROCK
PF0110,0.0,0.5,SOIL
PF0110,0.5,23.25,ALU
PF0110,23.25,46.25,OXI
PF0110,46.25,66.25,SAP
PF0110,66.25,103.31,ROCK
PF0111,0.0,2.5,SOIL
PF0111,2.5,19.5,ALU
PF0111,19.5,43.25,OXI
PF0111,43.25,57.25,SAP
PF0111,57.25,80.06,ROCK
PF0112,0.0,3.0,SOIL
PF0112,3.0,21.75,ALU
PF0112,21.75,67.75,OXI
PF0112,67.75,85.0,SAP
PF0112,85.0,121.73,ROCK
PF0113,0.0,4.0,SOIL
PF0113,4.0,25.75,ALU
PF0113,25.75,74.0,OXI
PF0113,74.0,92.75,SAP
PF0113,92.75,111.65,ROCK
PF0114,0.0,4.25,SOIL
PF0114,4.25,28.25,ALU
PF0114,28.25,77.25,OXI
PF0114,77.25,99.5,SAP
PF0114,99.5,136.96,ROCK
PF0115,0.0,3.25,SOIL
PF0115,3.25,29.75,ALU
PF0115,29.75,75.25,OXI
PF0115,75.25,103.25,SAP
PF0115,103.25,124.43,ROCK
PF0116,0.0,3.0,SOIL
PF0116,3.0,31.5,ALU
PF0116,31.5,68.0,OXI
PF0116,68.0,96.75,SAP
PF0116,96.75,127.62,ROCK
PF0117,0.0,3.5,SOIL
PF0117,3.5,38.0,ALU
PF0117,38.0,70.0,OXI
PF0117,70.0,102.5,SAP
PF0117,102.5,105.12,ROCK
PF0118,0.0,2.5,SOIL
PF0118,2.5,34.0,ALU
PF0118,34.0,53.0,OXI
PF0118,53.0,74.75,SAP
PF0118,74.75,97.37,ROCK
PF0119,0.0,2.5,SOIL
PF0119,2.5,36.25,ALU
PF0119,36.25,56.75,OXI
PF0119,56.75,80.75,SAP
PF0119,80.75,89.77,ROCK
PF0120,0.0,1.75,SOIL
PF0120,1.75,20.5,ALU
PF0120,20.5,54.5,OXI
PF0120,54.5,77.25,SAP
PF0120,77.25,108.08,ROCK
PF0121,0.0,2.0,SOIL
PF0121,2.0,22.0,ALU
PF0121,22.0,61.75,OXI
PF0121,61.75,83.25,SAP
PF0121,83.25,118.46,ROCK
PF0122,0.0,1.0,SOIL
PF0122,1.0,23.5,ALU
PF0122,23.5,52.75,OXI
PF0122,52.75,71.75,SAP
PF0122,71.75,97.97,ROCK
PF0123,0.0,3.5,SOIL
PF0123,3.5,19.75,ALU
PF0123,19.75,54.75,OXI
PF0123,54.75,69.5,SAP
PF0123,69.5,90.37,ROCK
PF0124,0.0,3.75,SOIL
PF0124,3.75,23.75,ALU
PF0124,23.75,74.75,OXI
PF0124,74.75,92.75,SAP
PF0124,92.75,103.54,ROCK
PF0125,0.0,3.0,SOIL
PF0125,3.0,22.0,ALU
PF0125,22.0,70.25,OXI
PF0125,70.25,89.75,SAP
PF0125,89.75,115.14,ROCK
PF0126,0.0,3.5,SOIL
PF0126,3.5,24.5,ALU
PF0126,24.5,70.5,OXI
PF0126,70.5,94.0,SAP
PF0126,94.0,109.02,ROCK
PF0127,0.0,3.0,SOIL
PF0127,3.0,26.5,ALU
PF0127,26.5,70.5,OXI
PF0127,70.5,98.75,SAP
PF0127,98.75,127.2,ROCK
PF0128,0.0,3.25,SOIL
PF0128,3.25,28.0,ALU
PF0128,28.0,67.5,OXI
PF0128,67.5,96.0,SAP
PF0128,96.0,115.19,ROCK
PF0129,0.0,3.5,SOIL
PF0129,3.5,30.75,ALU
PF0129,30.75,61.25,OXI
PF0129,61.25,86.25,SAP
PF0129,86.25,111.61,ROCK
PF0130,0.0,2.75,SOIL
PF0130,2.75,32.5,ALU
PF0130,32.5,53.75,OXI
PF0130,53.75,74.5,SAP
PF0130,74.5,95.1,ROCK
PF0131,0.0,3.0,SOIL
PF0131,3.0,36.75,ALU
PF0131,36.75,59.0,OXI
PF0131,59.0,82.25,SAP
PF0131,82.25,91.38,ROCK
PF0132,0.0,2.75,SOIL
PF0132,2.75,24.5,ALU
PF0132,24.5,45.25,OXI
PF0132,45.25,66.25,SAP
PF0132,66.25,90.03,ROCK
PF0133,0.0,3.25,SOIL
PF0133,3.25,22.0,ALU
PF0133,22.0,58.75,OXI
PF0133,58.75,84.75,SAP
PF0133,84.75,112.86,ROCK
PF0134,0.0,2.0,SOIL
PF0134,2.0,20.5,ALU
PF0134,20.5,52.0,OXI
PF0134,52.0,73.75,SAP
PF0134,73.75,106.41,ROCK
PF0135,0.0,3.5,SOIL
PF0135,3.5,20.75,ALU
PF0135,20.75,47.25,OXI
PF0135,47.25,64.25,SAP
PF0135,64.25,87.79,ROCK
PF0136,0.0,2.5,SOIL
PF0136,2.5,19.5,ALU
PF0136,19.5,50.5,OXI
PF0136,50.5,69.0,SAP
PF0136,69.0,97.95,ROCK
PF0137,0.0,2.25,SOIL
PF0137,2.25,20.75,ALU
PF0137,20.75,55.0,OXI
PF0137,55.0,75.5,SAP
PF0137,75.5,92.36,ROCK
PF0138,0.0,1.5,SOIL
PF0138,1.5,24.5,ALU
PF0138,24.5,59.0,OXI
PF0138,59.0,84.5,SAP
PF0138,84.5,116.89,ROCK
PF0139,0.0,2.75,SOIL
PF0139,2.75,26.5,ALU
PF0139,26.5,61.5,OXI
PF0139,61.5,87.25,SAP
PF0139,87.25,114.31,ROCK
PF0140,0.0,4.0,SOIL
PF0140,4.0,27.5,ALU
PF0140,27.5,59.25,OXI
PF0140,59.25,81.75,SAP
PF0140,81.75,121.6,ROCK
PF0141,0.0,3.75,SOIL
PF0141,3.75,31.5,ALU
PF0141,31.5,61.5,OXI
PF0141,61.5,85.0,SAP
PF0141,85.0,88.6,ROCK
PF0142,0.0,3.0,SOIL
PF0142,3.0,27.75,ALU
PF0142,27.75,48.0,OXI
PF0142,48.0,68.0,SAP
PF0142,68.0,99.19,ROCK
PF0143,0.0,2.75,SOIL
PF0143,2.75,24.25,ALU
PF0143,24.25,44.25,OXI
PF0143,44.25,65.0,SAP
PF0143,65.0,103.18,ROCK
PF0144,0.0,2.5,SOIL
PF0144,2.5,21.25,ALU
PF0144,21.25,42.25,OXI
PF0144,42.25,65.25,SAP
PF0144,65.25,87.32,ROCK
PF0145,0.0,3.25,SOIL
PF0145,3.25,18.75,ALU
PF0145,18.75,46.0,OXI
PF0145,46.0,73.25,SAP
PF0145,73.25,110.06,ROCK
PF0146,0.0,3.5,SOIL
PF0146,3.5,24.0,ALU
PF0146,24.0,45.25,OXI
PF0146,45.25,71.5,SAP
PF0146,71.5,91.26,ROCK
PF0147,0.0,2.25,SOIL
PF0147,2.25,20.75,ALU
PF0147,20.75,45.5,OXI
PF0147,45.5,69.25,SAP
PF0147,69.25,92.76,ROCK
PF0148,0.0,1.5,SOIL
PF0148,1.5,22.0,ALU
PF0148,22.0,47.5,OXI
PF0148,47.5,72.25,SAP
PF0148,72.25,106.36,ROCK
PF0149,0.0,0.5,SOIL
PF0149,0.5,23.25,ALU
PF0149,23.25,50.25,OXI
PF0149,50.25,73.75,SAP
PF0149,73.75,91.41,ROCK
PF0150,0.0,1.25,SOIL
PF0150,1.25,24.75,ALU
PF0150,24.75,51.25,OXI
PF0150,51.25,72.75,SAP
PF0150,72.75,112.22,ROCK
PF0151,0.0,3.5,SOIL
PF0151,3.5,25.75,ALU
PF0151,25.75,53.75,OXI
PF0151,53.75,73.75,SAP
PF0151,73.75,96.53,ROCK
PF0152,0.0,4.0,SOIL
PF0152,4.0,24.0,ALU
PF0152,24.0,54.75,OXI
PF0152,54.75,73.75,SAP
PF0152,73.75,99.22,ROCK
PF0153,0.0,2.75,SOIL
PF0153,2.75,20.75,ALU
PF0153,20.75,52.0,OXI
PF0153,52.0,70.75,SAP
PF0153,70.75,88.0,ROCK
PF0154,0.0,2.0,SOIL
PF0154,2.0,19.75,ALU
PF0154,19.75,44.5,OXI
PF0154,44.5,63.75,SAP
PF0154,63.75,93.87,ROCK
PF0155,0.0,2.25,SOIL
PF0155,2.25,19.5,ALU
PF0155,19.5,39.25,OXI
PF0155,39.25,60.5,SAP
PF0155,60.5,87.57,ROCK
PF0156,0.0,4.0,SOIL
PF0156,4.0,20.0,ALU
PF0156,20.0,38.25,OXI
PF0156,38.25,64.0,SAP
PF0156,64.0,81.66,ROCK
PF0157,0.0,4.0,SOIL
PF0157,4.0,19.75,ALU
PF0157,19.75,40.5,OXI
PF0157,40.5,71.0,SAP
PF0157,71.0,108.81,ROCK
PF0158,0.0,3.0,SOIL
PF0158,3.0,23.25,ALU
PF0158,23.25,43.5,OXI
PF0158,43.5,74.5,SAP
PF0158,74.5,102.75,ROCK
PF0159,0.0,2.75,SOIL
PF0159,2.75,21.5,ALU
PF0159,21.5,40.75,OXI
PF0159,40.75,71.75,SAP
PF0159,71.75,95.7,ROCK
PF0160,0.0,2.75,SOIL
PF0160,2.75,20.75,ALU
PF0160,20.75,40.75,OXI
PF0160,40.75,70.5,SAP
PF0160,70.5,103.62,ROCK
PF0161,0.0,2.75,SOIL
PF0161,2.75,20.75,ALU
