HOLE_ID,DEPTH,DIP,AZIMUTH
PF0147,92.76,89.96,179.64
PF0148,0.0,90.0,179.79
PF0148,50.0,90.0,179.81
PF0148,100.0,90.0,179.98
PF0148,106.36,90.0,179.69
PF0149,0.0,90.0,179.99
PF0149,50.0,90.0,179.93
PF0149,91.41,89.96,179.67
PF0150,0.0,90.0,180.12
PF0150,50.0,90.0,179.99
PF0150,100.0,90.0,180.04
PF0150,112.22,90.0,179.76
PF0151,0.0,89.98,180.08
PF0151,50.0,89.97,180.24
PF0151,96.53,89.94,180.2
PF0152,0.0,89.97,179.84
PF0152,50.0,89.92,180.09
PF0152,99.22,89.88,179.56
PF0153,0.0,89.93,180.05
PF0153,50.0,89.95,180.09
PF0153,88.0,89.98,180.27
PF0154,0.0,89.98,180.19
PF0154,50.0,90.0,180.06
PF0154,93.87,90.0,180.01
PF0155,0.0,89.99,180.09
PF0155,50.0,90.0,180.01
PF0155,87.57,90.0,180.19
PF0156,0.0,89.99,179.93
PF0156,50.0,89.99,179.77
PF0156,81.66,90.0,179.61
PF0157,0.0,89.9,180.28
PF0157,50.0,89.87,180.34
PF0157,100.0,89.89,180.27
PF0157,108.81,89.94,180.07
PF0158,0.0,90.0,180.13
PF0158,50.0,90.0,180.44
PF0158,100.0,90.0,180.19
PF0158,102.75,89.9,180.49
PF0159,0.0,89.97,179.88
PF0159,50.0,89.94,179.92
PF0159,95.7,89.89,179.91
PF0160,0.0,89.87,179.56
PF0160,50.0,89.85,179.63
PF0160,100.0,89.77,179.98
PF0160,103.62,89.87,180.1
PF0161,0.0,89.82,180.44
PF0161,50.0,89.75,180.58
PF0161,100.0,89.76,180.16
PF0161,108.6,89.6,179.92
PF0162,0.0,89.89,180.11
PF0162,50.0,89.74,180.13
PF0162,100.0,89.66,179.74
PF0162,108.19,89.66,179.36
PF0163,0.0,89.96,180.39
PF0163,50.0,89.78,180.36
PF0163,86.13,89.99,179.77
PF0164,0.0,90.0,180.15
PF0164,50.0,90.0,180.14
PF0164,80.64,89.96,180.12
PF0165,0.0,89.86,179.55
PF0165,50.0,89.83,179.98
PF0165,100.0,89.86,179.84
PF0165,100.22,89.82,179.95
PF0166,0.0,89.86,179.84
PF0166,50.0,89.89,179.88
PF0166,90.07,89.98,180.02
PF0167,0.0,89.91,180.23
PF0167,50.0,89.83,179.89
PF0167,92.6,89.79,179.63
PF0168,0.0,90.0,180.12
PF0168,50.0,90.0,179.99
PF0168,95.77,90.0,180.18
PF0169,0.0,89.94,180.07
PF0169,50.0,89.89,179.68
PF0169,94.28,89.81,179.92
PF0170,0.0,60.01,180.17
PF0170,50.0,60.04,180.28
PF0170,87.29,60.02,180.19
PF0171,0.0,90.0,179.98
PF0171,50.0,90.0,179.75
PF0171,95.29,90.0,179.84
PF0172,0.0,89.89,180.2
PF0172,50.0,89.89,180.52
PF0172,91.12,89.91,180.49
PF0173,0.0,90.0,179.92
PF0173,50.0,89.91,179.92
PF0173,100.0,89.84,179.68
PF0173,108.77,89.8,179.63
PF0174,0.0,89.96,179.95
PF0174,50.0,89.86,179.84
PF0174,91.01,89.95,179.72
PF0175,0.0,90.0,179.82
PF0175,50.0,90.0,179.99
PF0175,96.39,90.0,179.72
PF0176,0.0,89.97,180.08
PF0176,50.0,90.0,180.2
PF0176,93.17,90.0,180.24
PF0177,0.0,89.97,180.04
PF0177,50.0,89.86,179.47
PF0177,79.98,89.91,179.83
PF0178,0.0,89.83,179.92
PF0178,50.0,89.95,179.65
PF0178,100.0,90.0,179.36
PF0178,100.77,90.0,179.73
PF0179,0.0,90.0,179.69
PF0179,50.0,89.74,179.8
PF0179,87.76,89.6,179.7
PF0180,0.0,90.0,179.73
PF0180,50.0,90.0,179.52
PF0180,93.56,90.0,179.94
PF0181,0.0,89.9,180.13
PF0181,50.0,89.76,179.95
PF0181,100.0,89.81,179.78
PF0181,103.23,89.71,179.5
PF0182,0.0,89.98,179.87
PF0182,50.0,90.0,179.55
PF0182,100.0,90.0,179.47
PF0182,107.81,90.0,179.32
PF0183,0.0,89.98,180.05
PF0183,50.0,89.96,179.91
PF0183,100.0,89.88,180.1
PF0183,106.88,89.81,180.14
PF0184,0.0,89.87,179.82
PF0184,50.0,89.91,179.81
PF0184,94.6,89.8,180.18
PF0185,0.0,89.97,179.89
PF0185,50.0,89.92,180.11
PF0185,86.87,89.97,180.22
PF0186,0.0,90.0,180.05
PF0186,50.0,90.0,180.41
PF0186,81.19,90.0,180.55
PF0187,0.0,89.98,180.16
PF0187,50.0,89.91,179.87
PF0187,97.56,89.77,179.79
PF0188,0.0,90.0,180.13
PF0188,50.0,89.97,180.25
PF0188,98.38,90.0,180.11
PF0189,0.0,90.0,180.12
PF0189,50.0,90.0,179.88
PF0189,100.0,90.0,180.09
PF0189,100.36,90.0,180.34
PF0190,0.0,90.0,180.18
PF0190,50.0,90.0,180.24
PF0190,84.31,90.0,180.16
PF0191,0.0,90.0,179.82
PF0191,50.0,90.0,179.56
PF0191,84.74,90.0,179.86
PF0192,0.0,90.0,179.77
PF0192,50.0,89.99,179.7
PF0192,100.0,89.97,179.58
PF0192,104.83,89.97,179.63
PF0193,0.0,59.98,180.01
PF0193,50.0,60.09,179.94
PF0193,96.9,59.95,180.16
PF0194,0.0,90.0,180.02
PF0194,50.0,90.0,179.8
PF0194,100.0,90.0,179.76
PF0194,104.0,90.0,179.79
PF0195,0.0,90.0,180.17
PF0195,50.0,90.0,180.08
PF0195,88.52,90.0,180.25
PF0196,0.0,90.0,180.26
PF0196,50.0,90.0,180.18
PF0196,100.0,90.0,179.98
PF0196,101.54,90.0,180.08
PF0197,0.0,90.0,179.87
PF0197,50.0,89.96,180.3
PF0197,100.0,90.0,179.89
PF0197,107.47,90.0,179.8
PF0198,0.0,90.0,180.18
PF0198,50.0,90.0,180.31
PF0198,100.0,89.96,180.51
PF0198,103.5,89.88,180.46
PF0199,0.0,89.96,180.58
PF0199,50.0,90.0,180.45
PF0199,100.0,90.0,180.1
PF0199,101.03,90.0,180.11
PF0200,0.0,89.98,180.05
PF0200,50.0,90.0,180.01
PF0200,100.0,90.0,179.9
PF0200,106.95,90.0,180.26
PF0201,0.0,89.98,180.13
PF0201,50.0,89.98,180.24
PF0201,100.0,89.99,180.48
PF0201,106.66,90.0,180.5
PF0202,0.0,90.0,180.03
PF0202,50.0,90.0,180.46
PF0202,89.8,90.0,180.34
PF0203,0.0,60.04,179.94
PF0203,50.0,60.12,179.89
PF0203,100.0,60.06,179.94
PF0203,101.0,59.95,179.75
PF0204,0.0,89.97,180.21
PF0204,50.0,89.9,180.29
PF0204,82.73,90.0,180.45
PF0205,0.0,89.93,180.37
PF0205,50.0,89.95,180.38
PF0205,88.03,89.98,180.24
PF0206,0.0,90.0,179.94
PF0206,50.0,90.0,179.85
PF0206,97.77,90.0,179.54
PF0207,0.0,90.0,180.45
PF0207,50.0,90.0,180.45
PF0207,100.0,89.96,180.29
PF0207,103.27,89.98,180.73
PF0208,0.0,89.91,179.71
PF0208,50.0,89.98,179.71
PF0208,100.0,90.0,179.72
PF0208,105.35,90.0,179.83
PF0209,0.0,89.87,179.82
PF0209,50.0,89.88,179.55
PF0209,100.0,89.87,179.29
PF0209,100.47,89.83,179.54
PF0210,0.0,90.0,180.27
PF0210,50.0,90.0,180.49
PF0210,100.0,90.0,180.12
PF0210,113.54,89.94,179.96
PF0211,0.0,89.86,179.86
PF0211,50.0,89.83,180.07
PF0211,100.0,89.79,180.08
PF0211,119.32,89.85,180.11
PF0212,0.0,59.93,179.86
PF0212,50.0,60.2,179.56
PF0212,100.0,60.34,179.18
PF0212,114.89,60.31,179.31
PF0213,0.0,89.98,179.98
PF0213,50.0,89.91,180.12
PF0213,97.42,89.86,180.3
PF0214,0.0,89.83,179.84
PF0214,50.0,89.7,179.75
PF0214,100.0,89.74,179.83
PF0214,108.37,89.67,179.97
PF0215,0.0,89.94,179.99
PF0215,50.0,89.83,179.81
PF0215,100.0,89.76,179.65
PF0215,103.89,89.79,179.76
PF0216,0.0,90.0,180.17
PF0216,50.0,90.0,180.22
PF0216,99.99,89.99,180.14
PF0217,0.0,60.15,179.75
PF0217,50.0,60.42,180.0
PF0217,100.0,60.5,180.09
PF0217,105.96,60.49,179.84
PF0218,0.0,90.0,180.04
PF0218,50.0,90.0,180.03
PF0218,100.0,90.0,179.95
PF0218,108.0,90.0,180.03
PF0219,0.0,90.0,179.76
PF0219,50.0,90.0,180.01
PF0219,100.0,90.0,180.3
PF0219,115.47,90.0,180.48
PF0220,0.0,89.94,179.6
PF0220,50.0,89.86,179.74
PF0220,99.73,89.93,179.73
PF0221,0.0,89.87,180.36
PF0221,50.0,90.0,180.36
PF0221,89.37,89.97,180.36
PF0222,0.0,89.94,179.77
PF0222,50.0,89.95,179.75
PF0222,100.0,89.84,179.62
PF0222,111.21,90.0,179.53
PF0223,0.0,60.06,180.48
PF0223,50.0,60.03,180.84
PF0223,100.0,60.1,180.97
PF0223,125.37,60.02,180.93
PF0224,0.0,90.0,180.29
PF0224,50.0,89.96,180.27
PF0224,100.0,89.97,180.2
PF0224,115.14,90.0,180.51
PF0225,0.0,90.0,179.78
PF0225,50.0,90.0,179.87
PF0225,100.0,89.94,180.07
PF0225,103.26,89.99,179.5
PF0226,0.0,90.0,179.85
PF0226,50.0,90.0,179.86
PF0226,90.72,90.0,180.01
PF0227,0.0,90.0,180.21
PF0227,50.0,90.0,180.21
PF0227,100.0,90.0,180.08
PF0227,110.27,90.0,180.29
PF0228,0.0,89.96,180.11
PF0228,50.0,89.98,180.39
PF0228,87.14,90.0,180.54
PF0229,0.0,90.0,179.92
PF0229,50.0,90.0,180.3
PF0229,100.0,90.0,180.23
PF0229,104.25,90.0,179.91
PF0230,0.0,89.87,180.11
PF0230,50.0,89.8,179.71
PF0230,91.07,89.75,179.78
PF0231,0.0,90.0,180.02
PF0231,50.0,90.0,180.08
PF0231,94.16,90.0,179.93
PF0232,0.0,90.0,179.84
PF0232,50.0,90.0,179.63
PF0232,100.0,90.0,179.4
PF0232,105.0,90.0,179.73
PF0233,0.0,89.89,180.29
PF0233,50.0,89.84,179.96
PF0233,85.32,89.8,179.85
PF0234,0.0,89.93,180.1
PF0234,50.0,89.92,179.87
PF0234,100.0,90.0,179.52
PF0234,103.11,90.0,179.64
PF0235,0.0,89.81,179.95
PF0235,50.0,89.63,179.69
PF0235,100.0,89.51,179.42
PF0235,106.55,89.31,179.61
PF0236,0.0,89.95,180.03
PF0236,50.0,89.86,179.69
PF0236,100.0,89.78,179.85
PF0236,100.32,89.69,179.92
PF0237,0.0,89.96,179.69
PF0237,50.0,89.83,179.87
PF0237,100.0,89.71,179.93
PF0237,128.91,89.71,180.0
PF0238,0.0,89.88,179.91
PF0238,50.0,89.85,180.16
PF0238,100.0,89.8,180.42
PF0238,113.35,89.71,180.26
PF0239,0.0,89.78,179.73
PF0239,50.0,89.78,179.7
PF0239,100.0,89.77,179.95
PF0239,109.53,89.66,180.11
PF0240,0.0,90.0,180.0
PF0240,50.0,90.0,179.88
