X,Y,TWT_MS,AI_NORM
4880.0,0.0,3549.7,1.44
4960.0,0.0,3545.4,1.563
5040.0,0.0,3547.4,1.291
5120.0,0.0,3545.6,1.239
5200.0,0.0,3539.7,1.792
5280.0,0.0,3547.0,1.588
5360.0,0.0,3546.8,1.611
5440.0,0.0,3538.1,1.174
5520.0,0.0,3535.6,1.476
5600.0,0.0,3537.3,1.547
5680.0,0.0,3533.7,1.247
5760.0,0.0,3531.5,0.861
5840.0,0.0,3537.2,1.015
5920.0,0.0,3533.2,0.847
6000.0,0.0,3533.3,0.719
6080.0,0.0,3529.9,0.595
6160.0,0.0,3526.1,0.616
6240.0,0.0,3526.6,0.298
6320.0,0.0,3528.2,-0.398
6400.0,0.0,3528.1,-0.076
6480.0,0.0,3527.2,-0.842
6560.0,0.0,3528.6,-0.617
6640.0,0.0,3523.6,-1.114
6720.0,0.0,3522.7,-1.442
6800.0,0.0,3522.9,-1.515
6880.0,0.0,3524.7,-1.728
6960.0,0.0,3520.4,-1.115
7040.0,0.0,3524.0,-1.618
7120.0,0.0,3518.4,-1.864
7200.0,0.0,3521.9,-2.076
7280.0,0.0,3518.1,-2.085
7360.0,0.0,3522.5,-2.357
7440.0,0.0,3524.0,-2.272
7520.0,0.0,3522.9,-2.075
7600.0,0.0,3519.8,-2.182
7680.0,0.0,3519.1,-2.182
7760.0,0.0,3521.4,-1.578
7840.0,0.0,3522.0,-1.694
7920.0,0.0,3528.2,-1.467
8000.0,0.0,3518.4,-1.913
8080.0,0.0,3521.1,-1.218
8160.0,0.0,3527.7,-1.544
8240.0,0.0,3524.9,-1.884
8320.0,0.0,3525.4,-1.492
8400.0,0.0,3529.1,-1.534
8480.0,0.0,3529.4,-0.876
8560.0,0.0,3531.7,-1.031
8640.0,0.0,3530.0,-0.382
8720.0,0.0,3530.5,-0.441
8800.0,0.0,3531.4,-0.567
8880.0,0.0,3537.9,-0.249
8960.0,0.0,3536.7,0.267
9040.0,0.0,3531.3,-0.36
9120.0,0.0,3535.0,-0.229
9200.0,0.0,3535.9,-0.107
9280.0,0.0,3539.0,-0.291
9360.0,0.0,3541.1,-0.539
9440.0,0.0,3543.3,-0.378
9520.0,0.0,3542.1,-0.13
9600.0,0.0,3543.6,-0.494
9680.0,0.0,3548.4,-0.77
9760.0,0.0,3549.5,-0.402
9840.0,0.0,3545.7,0.078
9920.0,0.0,3547.7,-0.289
10000.0,0.0,3548.0,-0.503
10080.0,0.0,3548.2,-0.922
10160.0,0.0,3545.9,-0.244
10240.0,0.0,3547.8,-0.479
10320.0,0.0,3550.7,-0.94
10400.0,0.0,3550.7,-1.075
0.0,80.0,3434.0,2.361
80.0,80.0,3437.9,2.287
160.0,80.0,3436.8,2.825
240.0,80.0,3429.1,2.434
320.0,80.0,3427.8,2.715
400.0,80.0,3436.7,2.476
480.0,80.0,3433.0,2.306
560.0,80.0,3436.8,2.255
640.0,80.0,3434.3,1.641
720.0,80.0,3429.8,1.618
800.0,80.0,3435.5,2.031
880.0,80.0,3437.6,1.38
960.0,80.0,3437.1,1.681
1040.0,80.0,3438.3,1.372
1120.0,80.0,3437.0,0.969
1200.0,80.0,3443.4,0.589
1280.0,80.0,3441.0,0.456
1360.0,80.0,3447.3,0.202
1440.0,80.0,3448.6,-0.203
1520.0,80.0,3450.6,-0.187
1600.0,80.0,3453.5,0.259
1680.0,80.0,3457.5,-0.248
1760.0,80.0,3454.1,-0.311
1840.0,80.0,3462.7,-0.788
1920.0,80.0,3463.0,-0.897
2000.0,80.0,3471.4,-1.117
2080.0,80.0,3473.5,-1.504
2160.0,80.0,3477.7,-1.534
2240.0,80.0,3473.7,-1.736
2320.0,80.0,3486.0,-1.805
2400.0,80.0,3491.7,-2.028
2480.0,80.0,3491.1,-2.008
2560.0,80.0,3492.5,-1.537
2640.0,80.0,3500.3,-1.804
2720.0,80.0,3501.5,-2.209
2800.0,80.0,3505.6,-1.84
2880.0,80.0,3511.3,-2.026
2960.0,80.0,3507.3,-2.033
3040.0,80.0,3521.3,-1.563
3120.0,80.0,3515.4,-1.412
3200.0,80.0,3525.6,-1.741
3280.0,80.0,3529.5,-1.103
3360.0,80.0,3530.0,-1.184
3440.0,80.0,3530.8,-0.89
3520.0,80.0,3530.8,-1.216
3600.0,80.0,3540.3,-0.448
3680.0,80.0,3540.1,-0.483
3760.0,80.0,3544.7,-0.594
3840.0,80.0,3547.3,-0.17
3920.0,80.0,3548.4,-0.784
4000.0,80.0,3546.2,-0.422
4080.0,80.0,3546.2,0.17
4160.0,80.0,3551.9,-0.143
4240.0,80.0,3551.0,0.382
4320.0,80.0,3547.4,0.906
4400.0,80.0,3546.9,0.717
4480.0,80.0,3544.3,0.621
4560.0,80.0,3548.1,1.132
4640.0,80.0,3549.0,1.013
4720.0,80.0,3550.0,1.111
4800.0,80.0,3546.9,1.45
4880.0,80.0,3551.2,1.425
4960.0,80.0,3547.8,1.699
5040.0,80.0,3546.0,0.967
5120.0,80.0,3547.5,1.263
5200.0,80.0,3540.2,1.311
5280.0,80.0,3533.3,1.658
5360.0,80.0,3544.2,1.429
5440.0,80.0,3538.5,1.097
5520.0,80.0,3538.5,1.643
5600.0,80.0,3534.5,1.218
5680.0,80.0,3534.1,1.573
5760.0,80.0,3537.0,1.442
5840.0,80.0,3537.8,1.357
5920.0,80.0,3532.5,0.928
6000.0,80.0,3528.3,1.015
6080.0,80.0,3538.1,0.735
6160.0,80.0,3525.4,0.297
6240.0,80.0,3531.9,0.562
6320.0,80.0,3524.3,0.461
6400.0,80.0,3527.8,-0.341
6480.0,80.0,3526.8,-1.037
6560.0,80.0,3519.0,-0.34
6640.0,80.0,3521.8,-0.908
6720.0,80.0,3521.3,-1.774
6800.0,80.0,3524.6,-1.053
6880.0,80.0,3515.8,-1.159
6960.0,80.0,3518.9,-1.523
7040.0,80.0,3524.3,-1.994
7120.0,80.0,3518.0,-1.924
7200.0,80.0,3518.1,-1.866
7280.0,80.0,3514.2,-2.203
7360.0,80.0,3518.2,-1.861
7440.0,80.0,3517.9,-2.078
7520.0,80.0,3522.6,-2.078
7600.0,80.0,3521.1,-1.789
7680.0,80.0,3521.9,-1.889
7760.0,80.0,3522.4,-1.673
7840.0,80.0,3522.1,-1.662
7920.0,80.0,3523.1,-1.433
8000.0,80.0,3525.0,-2.055
8080.0,80.0,3519.4,-1.731
8160.0,80.0,3522.9,-1.816
8240.0,80.0,3521.6,-2.267
8320.0,80.0,3526.8,-1.511
8400.0,80.0,3527.4,-1.386
8480.0,80.0,3524.1,-1.031
8560.0,80.0,3531.2,-0.668
8640.0,80.0,3528.7,-0.312
8720.0,80.0,3526.5,-0.193
8800.0,80.0,3530.0,0.256
8880.0,80.0,3531.4,0.351
8960.0,80.0,3539.2,-0.101
9040.0,80.0,3534.5,0.077
9120.0,80.0,3526.5,-0.213
9200.0,80.0,3539.6,-0.368
9280.0,80.0,3539.7,-0.406
9360.0,80.0,3542.9,-0.776
9440.0,80.0,3547.0,-0.208
9520.0,80.0,3541.0,-0.274
9600.0,80.0,3545.2,-0.57
9680.0,80.0,3541.2,-0.703
9760.0,80.0,3542.7,-0.595
9840.0,80.0,3544.8,-0.644
9920.0,80.0,3551.7,-0.611
10000.0,80.0,3550.1,0.117
10080.0,80.0,3547.4,-0.399
10160.0,80.0,3550.4,-0.591
10240.0,80.0,3546.6,-0.004
10320.0,80.0,3553.5,-0.861
10400.0,80.0,3556.0,-0.975
0.0,160.0,3437.5,2.708
80.0,160.0,3437.6,2.761
160.0,160.0,3430.7,3.105
240.0,160.0,3434.5,3.046
320.0,160.0,3429.1,2.768
400.0,160.0,3431.5,2.777
480.0,160.0,3432.6,2.392
560.0,160.0,3432.9,2.631
640.0,160.0,3432.1,2.05
720.0,160.0,3433.2,2.053
800.0,160.0,3431.3,1.894
880.0,160.0,3427.6,1.62
960.0,160.0,3442.8,1.054
1040.0,160.0,3432.4,1.559
1120.0,160.0,3436.0,1.106
1200.0,160.0,3438.0,1.132
1280.0,160.0,3441.4,0.66
1360.0,160.0,3442.2,0.798
1440.0,160.0,3449.8,0.552
1520.0,160.0,3455.1,0.208
1600.0,160.0,3449.0,0.076
1680.0,160.0,3455.6,0.287
1760.0,160.0,3463.5,-0.086
1840.0,160.0,3464.5,-0.858
1920.0,160.0,3464.2,-1.121
2000.0,160.0,3463.1,-1.072
2080.0,160.0,3467.7,-1.064
2160.0,160.0,3475.4,-1.547
2240.0,160.0,3479.0,-1.756
2320.0,160.0,3480.9,-1.391
2400.0,160.0,3484.6,-1.291
2480.0,160.0,3481.0,-1.575
2560.0,160.0,3492.1,-1.573
2640.0,160.0,3494.3,-1.792
2720.0,160.0,3499.3,-1.863
2800.0,160.0,3509.2,-2.016
2880.0,160.0,3510.5,-1.618
2960.0,160.0,3512.1,-1.475
3040.0,160.0,3514.9,-1.434
3120.0,160.0,3514.4,-1.637
3200.0,160.0,3518.9,-1.801
3280.0,160.0,3520.2,-1.418
3360.0,160.0,3528.6,-1.176
3440.0,160.0,3534.8,-1.007
3520.0,160.0,3533.2,-1.166
3600.0,160.0,3536.7,-1.099
3680.0,160.0,3535.4,-1.161
3760.0,160.0,3544.1,-0.775
3840.0,160.0,3540.3,-0.639
3920.0,160.0,3547.0,-0.78
4000.0,160.0,3544.7,-0.228
4080.0,160.0,3545.2,-0.107
4160.0,160.0,3543.4,0.126
4240.0,160.0,3550.9,0.14
4320.0,160.0,3550.9,0.52
4400.0,160.0,3551.3,0.561
4480.0,160.0,3548.1,0.627
4560.0,160.0,3545.2,0.807
4640.0,160.0,3545.9,1.258
4720.0,160.0,3538.2,0.913
4800.0,160.0,3545.6,1.109
4880.0,160.0,3543.2,1.043
4960.0,160.0,3541.9,0.946
5040.0,160.0,3540.4,1.238
5120.0,160.0,3540.3,1.255
5200.0,160.0,3539.7,1.537
5280.0,160.0,3543.0,1.201
5360.0,160.0,3539.7,1.6
5440.0,160.0,3540.3,1.448
5520.0,160.0,3543.3,1.299
5600.0,160.0,3537.3,1.415
5680.0,160.0,3527.0,1.711
5760.0,160.0,3531.1,1.109
5840.0,160.0,3532.5,0.903
5920.0,160.0,3529.9,1.1
6000.0,160.0,3525.5,1.008
6080.0,160.0,3527.7,0.727
6160.0,160.0,3522.6,0.315
6240.0,160.0,3526.6,0.462
6320.0,160.0,3520.0,0.638
6400.0,160.0,3519.8,0.068
6480.0,160.0,3522.6,-0.962
6560.0,160.0,3525.7,-0.966
6640.0,160.0,3523.6,-0.85
6720.0,160.0,3519.9,-1.19
6800.0,160.0,3517.7,-1.875
6880.0,160.0,3520.0,-0.94
6960.0,160.0,3518.3,-1.776
7040.0,160.0,3518.9,-1.641
7120.0,160.0,3517.7,-1.676
7200.0,160.0,3516.7,-1.935
7280.0,160.0,3520.4,-1.965
7360.0,160.0,3514.1,-1.878
7440.0,160.0,3515.8,-2.197
7520.0,160.0,3514.2,-2.133
7600.0,160.0,3519.1,-2.13
7680.0,160.0,3515.9,-1.562
7760.0,160.0,3516.7,-1.941
7840.0,160.0,3515.3,-2.008
7920.0,160.0,3521.6,-1.955
8000.0,160.0,3518.6,-1.866
8080.0,160.0,3520.0,-1.781
8160.0,160.0,3516.3,-1.387
8240.0,160.0,3519.6,-1.667
8320.0,160.0,3522.1,-1.185
8400.0,160.0,3526.9,-1.148
8480.0,160.0,3525.5,-1.244
8560.0,160.0,3523.3,-0.691
8640.0,160.0,3526.4,-0.455
8720.0,160.0,3524.1,-0.035
8800.0,160.0,3533.2,0.144
8880.0,160.0,3533.4,0.344
8960.0,160.0,3527.6,0.205
9040.0,160.0,3534.7,-0.022
9120.0,160.0,3533.6,0.306
9200.0,160.0,3531.1,-0.014
9280.0,160.0,3536.7,-0.212
9360.0,160.0,3536.2,-0.558
9440.0,160.0,3547.9,-0.633
9520.0,160.0,3534.7,-0.491
9600.0,160.0,3538.4,-0.259
9680.0,160.0,3543.4,-0.575
9760.0,160.0,3541.6,-0.679
9840.0,160.0,3538.7,-0.347
9920.0,160.0,3547.5,-0.34
10000.0,160.0,3553.7,-0.224
10080.0,160.0,3547.9,-0.373
10160.0,160.0,3546.1,-0.475
10240.0,160.0,3541.7,-0.343
10320.0,160.0,3547.8,-1.027
10400.0,160.0,3548.6,-1.0
0.0,240.0,3431.3,2.764
80.0,240.0,3436.6,2.557
160.0,240.0,3429.2,2.309
240.0,240.0,3428.9,3.039
320.0,240.0,3435.7,2.739
400.0,240.0,3428.1,2.191
480.0,240.0,3430.3,3.021
560.0,240.0,3429.1,2.85
640.0,240.0,3434.4,2.97
720.0,240.0,3434.0,2.319
800.0,240.0,3429.6,1.792
880.0,240.0,3433.0,1.278
960.0,240.0,3433.4,1.752
1040.0,240.0,3438.1,1.417
1120.0,240.0,3438.2,1.211
1200.0,240.0,3434.6,1.114
1280.0,240.0,3436.3,1.179
1360.0,240.0,3440.7,0.161
1440.0,240.0,3442.5,0.392
1520.0,240.0,3448.0,0.443
1600.0,240.0,3446.7,0.433
1680.0,240.0,3455.1,-0.212
1760.0,240.0,3451.2,-0.075
1840.0,240.0,3459.2,-0.533
1920.0,240.0,3461.5,-0.697
2000.0,240.0,3467.5,-0.783
2080.0,240.0,3463.2,-0.801
2160.0,240.0,3472.3,-1.158
2240.0,240.0,3472.5,-1.745
2320.0,240.0,3481.6,-1.339
2400.0,240.0,3483.6,-1.063
2480.0,240.0,3485.5,-1.526
2560.0,240.0,3494.5,-1.247
2640.0,240.0,3495.4,-1.415
2720.0,240.0,3496.9,-1.441
2800.0,240.0,3502.9,-1.479
2880.0,240.0,3509.1,-1.239
2960.0,240.0,3506.5,-2.168
3040.0,240.0,3511.1,-2.3
3120.0,240.0,3521.3,-1.666
3200.0,240.0,3521.3,-1.483
3280.0,240.0,3525.5,-1.451
3360.0,240.0,3525.2,-1.341
3440.0,240.0,3525.0,-1.362
3520.0,240.0,3529.2,-1.13
3600.0,240.0,3534.6,-0.982
3680.0,240.0,3535.0,-1.005
3760.0,240.0,3537.8,-1.249
3840.0,240.0,3543.2,-1.319
3920.0,240.0,3540.7,-1.084
4000.0,240.0,3544.0,-0.958
4080.0,240.0,3547.1,-0.513
4160.0,240.0,3543.1,-0.533
4240.0,240.0,3548.5,-0.283
4320.0,240.0,3540.8,0.138
4400.0,240.0,3538.3,-0.026
4480.0,240.0,3552.2,0.398
4560.0,240.0,3547.2,0.978
4640.0,240.0,3548.7,0.769
4720.0,240.0,3548.0,0.752
4800.0,240.0,3543.1,0.915
4880.0,240.0,3542.2,0.997
4960.0,240.0,3544.8,0.898
5040.0,240.0,3544.7,1.049
5120.0,240.0,3540.6,1.263
5200.0,240.0,3543.4,1.424
5280.0,240.0,3546.4,1.479
5360.0,240.0,3541.0,1.469
5440.0,240.0,3536.4,1.247
5520.0,240.0,3534.6,1.163
5600.0,240.0,3529.8,1.59
5680.0,240.0,3536.7,1.489
5760.0,240.0,3532.2,1.201
5840.0,240.0,3523.8,0.798
5920.0,240.0,3530.5,0.485
6000.0,240.0,3523.5,0.606
6080.0,240.0,3528.0,0.484
6160.0,240.0,3534.8,0.764
6240.0,240.0,3524.6,0.6
6320.0,240.0,3526.0,-0.033
6400.0,240.0,3524.4,-0.078
6480.0,240.0,3521.7,-0.506
6560.0,240.0,3522.3,-0.771
6640.0,240.0,3522.2,-0.701
6720.0,240.0,3518.7,-0.634
6800.0,240.0,3514.0,-1.263
6880.0,240.0,3523.6,-1.132
6960.0,240.0,3513.3,-0.882
7040.0,240.0,3513.8,-1.266
7120.0,240.0,3509.9,-1.738
7200.0,240.0,3517.9,-1.64
7280.0,240.0,3516.0,-1.982
7360.0,240.0,3513.2,-1.845
7440.0,240.0,3518.6,-2.253
7520.0,240.0,3515.1,-1.889
7600.0,240.0,3517.4,-1.701
7680.0,240.0,3519.4,-1.876
7760.0,240.0,3520.3,-1.746
7840.0,240.0,3512.1,-1.893
7920.0,240.0,3515.2,-1.831
8000.0,240.0,3512.6,-2.128
8080.0,240.0,3519.7,-1.771
8160.0,240.0,3521.5,-1.493
8240.0,240.0,3524.8,-1.448
8320.0,240.0,3516.4,-1.472
8400.0,240.0,3518.1,-0.827
8480.0,240.0,3524.4,-0.795
8560.0,240.0,3527.3,-0.958
8640.0,240.0,3529.4,-0.541
8720.0,240.0,3521.6,0.163
8800.0,240.0,3519.9,-0.551
8880.0,240.0,3527.9,0.047
8960.0,240.0,3527.0,-0.068
9040.0,240.0,3531.1,-0.249
9120.0,240.0,3535.1,0.112
9200.0,240.0,3537.2,0.123
9280.0,240.0,3537.1,-0.067
9360.0,240.0,3535.7,-0.267
9440.0,240.0,3539.2,-0.087
9520.0,240.0,3538.9,-0.497
9600.0,240.0,3540.9,-0.54
9680.0,240.0,3534.6,-0.844
9760.0,240.0,3540.2,-0.605
9840.0,240.0,3542.5,-0.562
9920.0,240.0,3538.5,-0.584
10000.0,240.0,3543.6,-0.261
10080.0,240.0,3543.0,-0.177
10160.0,240.0,3544.4,-0.576
10240.0,240.0,3552.7,-0.47
10320.0,240.0,3547.7,-0.638
10400.0,240.0,3551.4,-0.967
0.0,320.0,3428.8,2.684
80.0,320.0,3433.1,2.554
160.0,320.0,3432.0,2.949
240.0,320.0,3434.4,3.148
320.0,320.0,3433.4,2.339
400.0,320.0,3431.1,3.306
480.0,320.0,3429.1,2.81
560.0,320.0,3434.8,3.471
640.0,320.0,3425.4,2.555
720.0,320.0,3427.3,2.683
800.0,320.0,3431.1,1.771
880.0,320.0,3433.0,2.116
960.0,320.0,3433.7,2.285
1040.0,320.0,3434.3,1.575
1120.0,320.0,3435.4,1.694
1200.0,320.0,3438.8,1.344
1280.0,320.0,3446.7,1.202
1360.0,320.0,3437.1,1.105
1440.0,320.0,3443.1,1.196
1520.0,320.0,3445.2,0.897
1600.0,320.0,3445.0,0.915
1680.0,320.0,3449.4,0.556
1760.0,320.0,3454.3,0.165
1840.0,320.0,3456.6,-0.353
1920.0,320.0,3456.9,-0.211
2000.0,320.0,3465.6,-0.657
2080.0,320.0,3468.5,-1.099
2160.0,320.0,3470.4,-0.812
2240.0,320.0,3473.3,-0.793
2320.0,320.0,3475.2,-1.048
2400.0,320.0,3477.9,-0.945
2480.0,320.0,3482.1,-1.552
2560.0,320.0,3491.5,-1.723
2640.0,320.0,3492.6,-1.286
2720.0,320.0,3495.0,-1.082
2800.0,320.0,3498.2,-1.689
2880.0,320.0,3504.0,-1.827
2960.0,320.0,3510.6,-1.755
3040.0,320.0,3513.3,-1.626
3120.0,320.0,3512.6,-1.992
3200.0,320.0,3523.4,-1.808
3280.0,320.0,3517.8,-1.545
3360.0,320.0,3529.0,-1.402
3440.0,320.0,3526.5,-1.047
3520.0,320.0,3525.6,-1.577
3600.0,320.0,3534.2,-1.496
3680.0,320.0,3526.9,-1.569
3760.0,320.0,3541.4,-0.977
3840.0,320.0,3537.0,-1.375
3920.0,320.0,3540.2,-1.322
4000.0,320.0,3543.0,-0.841
4080.0,320.0,3543.9,-0.432
4160.0,320.0,3545.2,-0.498
4240.0,320.0,3542.2,-0.09
4320.0,320.0,3549.3,-0.33
4400.0,320.0,3548.1,-0.159
4480.0,320.0,3542.9,0.336
4560.0,320.0,3549.3,0.756
4640.0,320.0,3540.1,0.335
4720.0,320.0,3548.0,0.219
4800.0,320.0,3549.3,0.719
4880.0,320.0,3537.0,0.886
4960.0,320.0,3543.8,0.835
5040.0,320.0,3538.7,0.932
5120.0,320.0,3541.7,1.18
5200.0,320.0,3539.9,1.548
5280.0,320.0,3540.7,1.599
5360.0,320.0,3538.3,1.803
5440.0,320.0,3537.7,1.179
5520.0,320.0,3529.0,1.162
5600.0,320.0,3533.9,1.323
5680.0,320.0,3534.9,1.025
5760.0,320.0,3529.5,1.103
5840.0,320.0,3525.2,0.804
5920.0,320.0,3526.1,0.567
6000.0,320.0,3527.2,1.223
6080.0,320.0,3524.7,0.74
6160.0,320.0,3528.3,0.769
6240.0,320.0,3523.7,0.887
6320.0,320.0,3528.0,0.324
6400.0,320.0,3516.0,0.614
6480.0,320.0,3522.5,-0.052
6560.0,320.0,3514.7,-0.217
6640.0,320.0,3519.4,-0.596
6720.0,320.0,3517.8,-1.223
6800.0,320.0,3513.1,-1.342
6880.0,320.0,3517.5,-1.161
6960.0,320.0,3511.5,-0.933
7040.0,320.0,3513.1,-1.115
7120.0,320.0,3512.3,-0.981
7200.0,320.0,3514.2,-1.22
7280.0,320.0,3517.3,-1.582
7360.0,320.0,3511.1,-1.84
7440.0,320.0,3517.5,-1.373
7520.0,320.0,3511.2,-1.515
7600.0,320.0,3514.7,-2.161
7680.0,320.0,3510.4,-2.211
7760.0,320.0,3509.5,-1.703
7840.0,320.0,3512.2,-2.123
7920.0,320.0,3520.2,-1.758
8000.0,320.0,3513.4,-2.082
8080.0,320.0,3517.4,-1.518
8160.0,320.0,3517.3,-1.592
8240.0,320.0,3522.2,-1.387
8320.0,320.0,3517.1,-1.352
8400.0,320.0,3514.2,-0.714
8480.0,320.0,3519.1,-0.509
8560.0,320.0,3523.3,-0.442
8640.0,320.0,3522.3,0.392
8720.0,320.0,3524.3,0.033
8800.0,320.0,3521.4,-0.158
8880.0,320.0,3531.2,-0.091
8960.0,320.0,3527.7,-0.121
9040.0,320.0,3527.3,0.164
9120.0,320.0,3531.2,-0.226
9200.0,320.0,3527.8,0.013
9280.0,320.0,3531.3,-0.158
9360.0,320.0,3533.3,-0.042
9440.0,320.0,3536.5,-0.257
9520.0,320.0,3535.3,-0.308
9600.0,320.0,3530.9,-0.116
9680.0,320.0,3540.2,0.183
9760.0,320.0,3542.5,0.019
9840.0,320.0,3536.0,0.05
9920.0,320.0,3542.9,-0.134
10000.0,320.0,3546.1,-0.291
10080.0,320.0,3545.0,-0.557
10160.0,320.0,3545.0,-0.239
10240.0,320.0,3543.3,-0.472
10320.0,320.0,3549.8,-1.09
10400.0,320.0,3542.4,-0.872
0.0,400.0,3431.6,2.605
80.0,400.0,3429.6,2.562
160.0,400.0,3432.0,2.534
240.0,400.0,3426.1,3.045
320.0,400.0,3427.6,2.945
400.0,400.0,3427.2,2.691
480.0,400.0,3432.0,3.288
560.0,400.0,3427.6,2.832
640.0,400.0,3433.8,3.038
720.0,400.0,3431.3,2.958
800.0,400.0,3432.6,2.606
880.0,400.0,3434.2,2.705
960.0,400.0,3425.5,2.187
1040.0,400.0,3426.5,2.193
1120.0,400.0,3432.7,2.017
1200.0,400.0,3437.3,1.748
1280.0,400.0,3434.1,1.595
1360.0,400.0,3435.3,1.102
1440.0,400.0,3441.2,1.209
1520.0,400.0,3444.4,1.242
1600.0,400.0,3446.0,0.732
1680.0,400.0,3449.1,0.174
1760.0,400.0,3456.0,0.169
1840.0,400.0,3459.2,0.192
1920.0,400.0,3461.8,-0.231
2000.0,400.0,3458.3,-0.661
2080.0,400.0,3466.9,-0.65
2160.0,400.0,3465.1,-1.208
2240.0,400.0,3467.2,-1.059
2320.0,400.0,3473.7,-0.867
2400.0,400.0,3485.3,-0.95
2480.0,400.0,3483.0,-1.381
2560.0,400.0,3485.2,-1.469
2640.0,400.0,3488.8,-1.067
2720.0,400.0,3492.4,-1.583
2800.0,400.0,3500.9,-1.357
2880.0,400.0,3498.5,-1.276
2960.0,400.0,3506.3,-1.568
3040.0,400.0,3510.1,-1.728
3120.0,400.0,3513.0,-1.33
3200.0,400.0,3523.7,-1.243
3280.0,400.0,3519.2,-1.522
3360.0,400.0,3524.3,-0.958
3440.0,400.0,3524.5,-1.359
3520.0,400.0,3530.5,-1.0
3600.0,400.0,3535.6,-1.239
3680.0,400.0,3530.9,-0.957
3760.0,400.0,3534.8,-1.306
3840.0,400.0,3538.6,-1.351
3920.0,400.0,3540.0,-1.359
4000.0,400.0,3544.1,-1.085
4080.0,400.0,3543.7,-1.024
4160.0,400.0,3544.0,-0.364
4240.0,400.0,3542.4,-0.08
4320.0,400.0,3546.8,-0.661
4400.0,400.0,3543.7,-0.069
4480.0,400.0,3540.0,-0.003
4560.0,400.0,3545.5,0.212
4640.0,400.0,3544.8,0.506
4720.0,400.0,3541.2,0.366
4800.0,400.0,3538.9,0.586
4880.0,400.0,3535.8,0.561
4960.0,400.0,3545.7,1.036
5040.0,400.0,3537.5,0.876
5120.0,400.0,3538.0,0.704
5200.0,400.0,3537.8,1.243
5280.0,400.0,3536.7,1.206
5360.0,400.0,3539.1,0.907
5440.0,400.0,3533.3,1.557
5520.0,400.0,3535.2,1.106
5600.0,400.0,3532.5,1.195
5680.0,400.0,3529.1,1.226
5760.0,400.0,3529.9,0.796
5840.0,400.0,3529.7,1.216
5920.0,400.0,3523.3,1.011
6000.0,400.0,3522.8,0.826
6080.0,400.0,3525.6,1.087
6160.0,400.0,3515.8,0.865
6240.0,400.0,3521.8,0.736
6320.0,400.0,3518.1,0.745
6400.0,400.0,3518.6,0.332
6480.0,400.0,3519.1,0.111
6560.0,400.0,3521.2,-0.329
6640.0,400.0,3516.5,-0.568
6720.0,400.0,3513.3,-0.748
6800.0,400.0,3516.9,-0.625
6880.0,400.0,3515.5,-0.61
6960.0,400.0,3507.9,-0.989
7040.0,400.0,3517.4,-1.373
7120.0,400.0,3512.9,-1.239
7200.0,400.0,3516.8,-1.051
7280.0,400.0,3510.9,-1.413
7360.0,400.0,3513.4,-1.313
7440.0,400.0,3513.4,-1.541
7520.0,400.0,3506.8,-1.422
7600.0,400.0,3516.5,-2.015
7680.0,400.0,3515.7,-1.851
7760.0,400.0,3512.8,-2.03
7840.0,400.0,3506.8,-2.013
7920.0,400.0,3507.6,-2.219
