HOLE_ID,X,Y,Z,LENGTH,TYPE
NL0149,30399.9,60350.4,349.0,22.0,RC
NL0150,30450.3,60349.0,350.6,23.0,RC
NL0151,30501.1,60349.8,353.6,31.0,RC
NL0152,30549.3,60349.7,357.2,20.0,RC
NL0153,30601.3,60348.2,361.7,38.0,RC
NL0154,30649.7,60349.6,366.3,18.0,RC
NL0155,30699.5,60349.5,370.6,20.0,RC
NL0156,30749.6,60348.1,374.1,14.0,RC
NL0157,30852.0,60349.4,377.5,33.0,RC
NL0158,30897.8,60346.8,377.2,20.0,RC
NL0159,30952.4,60352.0,375.4,31.0,RC
NL0160,31000.4,60352.9,373.2,37.0,RC
NL0161,30000.4,60400.3,350.4,19.0,RC
NL0162,30051.4,60400.0,351.5,24.0,RC
NL0163,30099.1,60401.4,352.1,21.0,RC
NL0164,30153.0,60399.8,352.4,19.0,RC
NL0165,30200.2,60400.4,352.3,21.0,RC
NL0166,30300.5,60397.8,351.9,32.0,RC
NL0167,30348.4,60401.1,352.4,19.0,RC
NL0168,30397.7,60403.0,353.6,23.0,RC
NL0169,30448.7,60401.9,355.3,37.0,RC
NL0170,30498.3,60400.5,357.8,21.0,RC
NL0171,30551.0,60399.2,361.3,19.0,RC
NL0172,30599.1,60399.9,365.0,20.0,RC
NL0173,30648.4,60401.7,368.9,20.0,RC
NL0174,30700.2,60399.8,372.4,32.0,RC
NL0175,30750.9,60399.8,375.0,24.0,RC
NL0176,30800.5,60398.5,376.5,16.0,RC
NL0177,30849.7,60401.8,376.6,30.0,RC
NL0178,30899.3,60399.3,375.7,22.0,RC
NL0179,30949.5,60400.8,373.8,23.0,RC
NL0180,31000.9,60399.2,371.4,32.0,RC
NL0181,30000.9,60451.7,351.3,21.0,RC
NL0182,30048.3,60448.5,352.3,17.0,RC
NL0183,30100.9,60450.9,353.4,17.0,RC
NL0184,30152.1,60449.7,354.1,25.0,RC
NL0185,30198.7,60452.0,354.7,22.0,RC
NL0186,30248.7,60450.2,355.0,25.0,RC
NL0187,30302.8,60449.4,355.5,28.0,RC
NL0188,30349.2,60452.3,356.4,30.0,RC
NL0189,30400.3,60450.5,357.6,17.0,RC
NL0190,30500.8,60452.6,362.2,20.0,RC
NL0191,30552.4,60449.3,365.0,17.0,RC
NL0192,30599.5,60451.1,368.1,16.0,RC
NL0193,30647.5,60450.2,371.0,23.0,RC
NL0194,30700.1,60450.1,373.6,18.0,RC
NL0195,30751.1,60448.6,375.3,18.0,RC
NL0196,30802.7,60447.9,375.9,24.0,RC
NL0197,30849.1,60449.8,375.3,64.0,RC
NL0198,30901.4,60450.0,373.8,18.0,RC
NL0199,30948.9,60449.4,371.7,28.0,RC
NL0200,30999.2,60445.3,369.5,31.0,RC
NL0201,30002.2,60501.3,352.5,19.0,RC
NL0202,30049.7,60500.5,353.7,25.0,RC
NL0203,30103.5,60499.2,354.9,21.0,RC
NL0204,30151.3,60500.6,356.0,24.0,RC
NL0205,30200.4,60498.9,356.9,21.0,RC
NL0206,30248.9,60499.2,357.8,20.0,RC
NL0207,30299.2,60500.3,358.9,28.0,RC
NL0208,30350.2,60498.0,359.9,23.0,RC
NL0209,30402.7,60499.7,361.6,37.0,RC
NL0210,30451.4,60500.1,363.4,28.0,RC
NL0211,30499.8,60499.2,365.5,39.0,RC
NL0212,30548.0,60501.6,368.0,26.0,RC
NL0213,30600.5,60500.3,370.5,21.0,RC
NL0214,30649.7,60502.0,372.6,25.0,RC
NL0215,30700.0,60499.1,374.1,23.0,RC
NL0216,30752.1,60501.3,374.8,37.0,RC
NL0217,30796.6,60497.1,374.7,20.0,RC
NL0218,30852.7,60502.6,373.2,20.0,RC
NL0219,30901.1,60497.9,371.5,22.0,RC
NL0220,30949.5,60500.2,369.1,23.0,RC
NL0221,29998.6,60551.2,354.2,22.0,RC
NL0222,30049.9,60547.0,355.4,22.0,RC
NL0223,30099.8,60549.8,356.9,17.0,RC
NL0224,30150.3,60552.0,358.4,29.0,RC
NL0225,30199.3,60548.2,359.5,23.0,RC
NL0226,30250.3,60548.3,360.9,17.0,RC
NL0227,30300.4,60550.0,362.3,20.0,RC
NL0228,30351.2,60548.5,363.6,27.0,RC
NL0229,30402.1,60550.5,365.2,46.0,RC
NL0230,30450.9,60547.9,366.7,29.0,RC
NL0231,30500.1,60548.2,368.5,24.0,RC
NL0232,30549.0,60552.9,370.5,22.0,RC
NL0233,30599.5,60549.9,372.0,18.0,RC
NL0234,30650.4,60549.0,373.2,21.0,RC
NL0235,30699.7,60552.5,373.8,24.0,RC
NL0236,30750.6,60549.7,373.7,21.0,RC
NL0237,30801.4,60550.3,372.6,23.0,RC
NL0238,30851.9,60553.0,370.7,22.0,RC
NL0239,30900.0,60550.9,368.7,25.0,RC
NL0240,30947.9,60549.5,366.4,21.0,RC
NL0241,30998.7,60551.3,364.0,26.0,RC
NL0242,30000.9,60598.4,356.8,25.0,RC
NL0243,30048.4,60598.7,358.1,25.0,RC
NL0244,30100.6,60598.3,359.6,27.0,RC
NL0245,30147.9,60599.6,361.2,21.0,RC
NL0246,30198.2,60601.9,363.0,32.0,RC
NL0247,30251.8,60600.5,364.5,24.0,RC
NL0248,30299.0,60600.8,365.9,22.0,RC
NL0249,30351.2,60601.0,367.3,24.0,RC
NL0250,30399.2,60601.5,368.6,21.0,RC
NL0251,30450.0,60601.1,369.9,34.0,RC
NL0252,30500.2,60600.5,371.1,31.0,RC
NL0253,30548.7,60599.4,372.1,26.0,RC
NL0254,30601.0,60597.1,372.9,32.0,RC
NL0255,30650.9,60600.2,373.2,15.0,RC
NL0256,30699.0,60599.6,372.9,20.0,RC
NL0257,30751.9,60602.5,371.8,17.0,RC
NL0258,30802.2,60599.6,370.3,17.0,RC
NL0259,30848.1,60600.0,368.2,30.0,RC
NL0260,30901.1,60597.7,365.8,28.0,RC
NL0261,30952.8,60601.0,363.1,31.0,RC
NL0262,31003.4,60602.1,361.1,22.0,RC
NL0263,29999.6,60653.7,360.7,29.0,RC
NL0264,30050.1,60649.8,361.8,27.0,RC
NL0265,30100.2,60648.4,363.4,21.0,RC
NL0266,30148.4,60649.9,365.1,20.0,RC
NL0267,30200.4,60652.6,367.1,19.0,RC
NL0268,30248.6,60650.7,368.4,32.0,RC
NL0269,30299.7,60649.9,369.7,19.0,RC
NL0270,30348.4,60648.1,370.7,19.0,RC
NL0271,30400.3,60647.7,371.7,23.0,RC
NL0272,30448.1,60649.2,372.5,18.0,RC
NL0273,30502.4,60650.8,373.1,19.0,RC
NL0274,30546.7,60650.1,373.3,26.0,RC
NL0275,30651.4,60650.7,372.5,21.0,RC
NL0276,30701.1,60650.2,371.3,24.0,RC
NL0277,30749.4,60651.6,369.6,23.0,RC
NL0278,30800.9,60651.5,367.4,19.0,RC
NL0279,30897.6,60650.9,362.6,20.0,RC
NL0280,30947.5,60649.3,360.4,29.0,RC
NL0281,31000.2,60648.5,358.7,25.0,RC
NL0282,29998.7,60699.7,364.9,25.0,RC
NL0283,30049.6,60701.4,366.6,15.0,RC
NL0284,30099.7,60699.8,368.1,20.0,RC
NL0285,30151.3,60699.7,369.9,14.0,RC
NL0286,30197.8,60699.2,371.4,22.0,RC
NL0287,30251.3,60700.1,372.9,22.0,RC
NL0288,30348.9,60699.6,374.6,28.0,RC
NL0289,30400.8,60699.0,375.0,30.0,RC
NL0290,30449.9,60699.3,375.0,25.0,RC
NL0291,30500.8,60701.4,374.7,28.0,RC
NL0292,30549.1,60699.6,373.9,34.0,RC
NL0293,30598.3,60700.8,372.8,29.0,RC
NL0294,30652.2,60699.9,371.2,17.0,RC
NL0295,30701.7,60700.7,369.3,18.0,RC
NL0296,30748.4,60699.9,367.1,30.0,RC
NL0297,30801.0,60698.6,364.5,20.0,RC
NL0298,30848.3,60697.0,362.1,21.0,RC
NL0299,30897.7,60702.7,359.3,18.0,RC
NL0300,30950.4,60699.8,357.3,29.0,RC
NL0301,30998.5,60700.3,356.0,22.0,RC
NL0302,30323.9,60199.3,338.4,17.0,RC
NL0303,30377.1,60200.1,337.6,24.0,RC
NL0304,30426.2,60200.0,338.3,35.0,RC
NL0305,30475.4,60198.6,340.5,27.0,RC
NL0306,30525.9,60200.1,344.5,21.0,RC
NL0307,30575.0,60200.6,349.7,26.0,RC
NL0308,30622.9,60198.8,355.5,28.0,RC
NL0309,30677.2,60200.9,362.5,27.0,RC
NL0310,30300.4,60225.5,340.4,28.0,RC
NL0311,30325.6,60226.5,339.8,17.0,RC
NL0312,30352.4,60222.3,339.0,21.0,RC
NL0313,30377.3,60225.0,339.0,19.0,RC
NL0314,30401.5,60224.6,339.1,16.0,RC
NL0315,30425.3,60224.8,339.7,23.0,RC
NL0316,30455.2,60225.5,340.9,20.0,RC
NL0317,30474.3,60225.7,341.9,20.0,RC
NL0318,30500.1,60225.2,343.7,27.0,RC
NL0319,30526.6,60225.1,345.9,25.0,RC
NL0320,30549.9,60224.8,348.1,32.0,RC
NL0321,30574.5,60225.5,350.8,27.0,RC
NL0322,30597.0,60226.0,353.4,19.0,RC
NL0323,30625.6,60224.2,356.8,19.0,RC
NL0324,30649.1,60224.1,359.8,26.0,RC
NL0325,30676.4,60227.1,363.2,20.0,RC
NL0326,30700.0,60227.3,366.1,16.0,RC
NL0327,30322.6,60247.8,341.1,26.0,RC
NL0328,30374.7,60250.4,340.6,27.0,RC
NL0329,30427.3,60251.6,341.5,18.0,RC
NL0330,30525.1,60247.6,347.2,38.0,RC
NL0331,30574.8,60250.7,352.3,24.0,RC
NL0332,30624.7,60248.0,357.9,23.0,RC
NL0333,30677.2,60251.2,364.2,26.0,RC
NL0334,30302.8,60274.2,343.3,21.0,RC
NL0335,30325.5,60273.6,342.7,20.0,RC
NL0336,30352.2,60276.9,342.6,33.0,RC
NL0337,30373.6,60277.1,342.6,25.0,RC
NL0338,30401.5,60275.6,342.7,20.0,RC
NL0339,30424.8,60275.6,343.3,23.0,RC
NL0340,30449.8,60272.2,344.0,23.0,RC
NL0341,30499.1,60274.2,347.0,24.0,RC
NL0342,30526.5,60274.3,349.2,27.0,RC
NL0343,30550.6,60275.9,351.5,23.0,RC
NL0344,30574.3,60273.7,353.7,17.0,RC
NL0345,30601.3,60273.2,356.6,23.0,RC
NL0346,30626.8,60272.2,359.4,23.0,RC
NL0347,30653.0,60276.9,362.7,17.0,RC
NL0348,30674.8,60275.1,365.0,20.0,RC
NL0349,30698.9,60274.4,367.6,21.0,RC
NL0350,30324.5,60299.9,344.6,24.0,RC
NL0351,30373.3,60301.5,344.5,26.0,RC
NL0352,30426.0,60301.2,345.4,19.0,RC
NL0353,30478.4,60299.8,347.7,16.0,RC
NL0354,30524.1,60300.9,351.1,24.0,RC
NL0355,30576.3,60298.4,355.7,14.0,RC
NL0356,30625.1,60298.1,360.8,19.0,RC
NL0357,30300.6,60323.0,346.6,23.0,RC
NL0358,30348.7,60323.1,346.2,24.0,RC
NL0359,30424.5,60323.8,347.4,15.0,RC
NL0360,30452.4,60325.9,348.6,22.0,RC
NL0361,30475.8,60326.1,349.9,25.0,RC
NL0362,30498.9,60325.6,351.3,18.0,RC
NL0363,30524.1,60327.9,353.3,22.0,RC
NL0364,30552.2,60325.3,355.5,46.0,RC
NL0365,30573.6,60322.2,357.2,21.0,RC
NL0366,30602.1,60323.1,360.0,23.0,RC
NL0367,30625.5,60326.0,362.6,20.0,RC
NL0368,30650.4,60325.8,365.1,18.0,RC
NL0369,30674.6,60325.9,367.4,15.0,RC
NL0370,30696.9,60326.7,369.5,19.0,RC
NL0371,30324.8,60350.8,348.4,26.0,RC
NL0372,30375.4,60350.8,348.6,21.0,RC
NL0373,30424.5,60349.5,349.6,32.0,RC
NL0374,30475.6,60351.0,352.1,20.0,RC
NL0375,30525.5,60352.0,355.5,19.0,RC
NL0376,30575.1,60350.7,359.5,25.0,RC
NL0377,30627.0,60349.1,364.2,23.0,RC
NL0378,30673.5,60347.2,368.3,21.0,RC
NL0379,30301.7,60375.3,350.3,26.0,RC
NL0380,30326.4,60372.6,350.0,27.0,RC
NL0381,30351.2,60372.9,350.2,19.0,RC
NL0382,30377.0,60376.2,350.8,17.0,RC
NL0383,30400.3,60375.0,351.2,24.0,RC
NL0384,30426.0,60374.4,351.9,29.0,RC
NL0385,30450.6,60375.3,353.0,31.0,RC
NL0386,30475.2,60374.1,354.1,27.0,RC
NL0387,30497.4,60374.7,355.5,35.0,RC
NL0388,30524.8,60373.3,357.3,25.0,RC
NL0389,30575.2,60374.2,361.3,19.0,RC
NL0390,30601.1,60373.4,363.5,26.0,RC
NL0391,30627.3,60374.8,365.8,24.0,RC
NL0392,30650.9,60375.8,367.8,21.0,RC
NL0393,30672.4,60375.3,369.5,21.0,RC
NL0394,30702.2,60374.3,371.7,19.0,RC
NL0395,30325.8,60400.7,352.2,29.0,RC
NL0396,30376.2,60400.7,352.8,17.0,RC
NL0397,30422.4,60402.1,354.3,32.0,RC
NL0398,30474.2,60399.6,356.4,31.0,RC
NL0399,30573.4,60400.1,363.1,19.0,RC
NL0400,30628.1,60399.0,367.3,19.0,RC
NL0401,30675.6,60402.7,370.9,22.0,RC
NL0402,30304.1,60425.0,353.8,28.0,RC
NL0403,30325.4,60423.7,353.9,39.0,RC
NL0404,30348.4,60424.5,354.3,24.0,RC
NL0405,30376.9,60425.2,354.9,22.0,RC
NL0406,30400.6,60424.3,355.5,26.0,RC
NL0407,30424.7,60424.7,356.3,30.0,RC
NL0408,30448.6,60426.7,357.5,28.0,RC
NL0409,30473.8,60425.2,358.5,25.0,RC
NL0410,30500.2,60423.4,359.9,24.0,RC
NL0411,30522.8,60423.4,361.2,22.0,RC
NL0412,30549.0,60425.8,363.2,19.0,RC
NL0413,30575.2,60425.5,365.0,12.0,RC
NL0414,30600.2,60423.7,366.6,18.0,RC
NL0415,30624.9,60426.2,368.5,18.0,RC
NL0416,30648.6,60425.8,370.1,18.0,RC
NL0417,30674.4,60426.3,371.7,19.0,RC
NL0418,30703.0,60424.5,373.2,18.0,RC
NL0419,30325.7,60448.1,355.7,32.0,RC
NL0420,30377.1,60449.1,356.8,34.0,RC
NL0421,30426.4,60450.8,358.6,20.0,RC
NL0422,30474.8,60451.4,360.7,24.0,RC
NL0423,30522.6,60452.8,363.5,19.0,RC
NL0424,30571.5,60450.6,366.3,14.0,RC
NL0425,30625.3,60450.0,369.7,25.0,RC
NL0426,30673.9,60450.9,372.4,19.0,RC
NL0427,30299.7,60474.8,357.1,21.0,RC
NL0428,30324.2,60474.9,357.6,18.0,RC
NL0429,30349.8,60476.8,358.3,27.0,RC
NL0430,30372.8,60474.3,358.7,25.0,RC
NL0431,30428.7,60476.4,360.7,19.0,RC
NL0432,30474.4,60475.2,362.6,27.0,RC
NL0433,30498.9,60474.6,363.8,22.0,RC
NL0434,30525.0,60473.9,365.1,25.0,RC
NL0435,30551.1,60474.8,366.6,18.0,RC
NL0436,30574.5,60474.0,367.9,16.0,RC
NL0437,30600.6,60475.1,369.4,19.0,RC
NL0438,30625.7,60475.3,370.7,18.0,RC
NL0439,30650.2,60477.5,372.0,24.0,RC
NL0440,30672.9,60475.1,372.9,26.0,RC
NL0441,30699.3,60475.9,373.9,17.0,RC
NL0442,30323.6,60500.4,359.4,20.0,RC
NL0443,30373.8,60501.1,360.8,19.0,RC
NL0444,30475.4,60500.4,364.5,39.0,RC
NL0445,30522.8,60498.8,366.6,29.0,RC
NL0446,30573.6,60499.4,369.1,17.0,RC
NL0447,30623.2,60501.8,371.5,29.0,RC
NL0448,30673.4,60499.5,373.4,28.0,RC
